"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"barcode4",8.58607875541572e-18,1.8257233832322,0.886,0.189,1.50093242723422e-13,"DMS+AI+MD+LH","barcode4"
"barcode2",3.55688093721025e-13,1.50308303619896,0.943,0.362,6.21778356633724e-09,"DMS+AI+MD+LH","barcode2"
"Hs3st4",1.4770095236317e-11,1.46716812567228,0.971,0.559,2.58196034826058e-07,"DMS+AI+MD+LH","Hs3st4"
"Foxp2",1.7142198718855e-11,1.41172192953148,0.914,0.433,2.99662775804304e-07,"DMS+AI+MD+LH","Foxp2"
"Calm1",3.2268834451751e-11,0.640212401878927,1,1,5.64091495051058e-07,"DMS+AI+MD+LH","Calm1"
"Plcb4",7.71666935096128e-11,1.28928850825842,0.943,0.603,1.34895096924154e-06,"DMS+AI+MD+LH","Plcb4"
"Hsp90ab1",1.38554156165993e-10,0.880896765440279,1,1,2.42206520393773e-06,"DMS+AI+MD+LH","Hsp90ab1"
"Ppp1r1b",1.44860518799814e-10,1.18365844474118,0.886,0.473,2.53230672913956e-06,"DMS+AI+MD+LH","Ppp1r1b"
"Hsp90aa1",5.0169392493148e-10,0.83411690154881,1,1,8.77011150172721e-06,"DMS+AI+MD+LH","Hsp90aa1"
"Syt6",9.36474451960799e-10,1.1023441582079,0.886,0.364,1.63705098947267e-05,"DMS+AI+MD+LH","Syt6"
"Rprm",2.89751479545171e-09,1.47579004276241,0.914,0.609,5.06514561392913e-05,"DMS+AI+MD+LH","Rprm"
"Nxph3",3.73864981097834e-09,1.14664193820061,0.886,0.416,6.53553373457123e-05,"DMS+AI+MD+LH","Nxph3"
"Nup37",8.60770248080962e-09,0.305438835277957,0.371,0.093,0.000150471247067033,"DMS+AI+MD+LH","Nup37"
"Glul",9.83735573557743e-09,1.05476701542311,0.943,0.595,0.000171966815613629,"DMS+AI+MD+LH","Glul"
"Ddah1",1.0606648925753e-08,0.815376453517523,0.886,0.391,0.000185414829871088,"DMS+AI+MD+LH","Ddah1"
"Sla",1.13629284455696e-08,0.774076068314651,0.8,0.312,0.000198635352157003,"DMS+AI+MD+LH","Sla"
"Ngef",1.56124190993746e-08,0.87017764126515,1,0.935,0.000272920698276168,"DMS+AI+MD+LH","Ngef"
"Tle4",1.73370340137774e-08,0.811918854949255,0.971,0.535,0.000303068691594843,"DMS+AI+MD+LH","Tle4"
"Crym",3.0021841212959e-08,1.0760862861324,0.971,0.771,0.000524811806243737,"DMS+AI+MD+LH","Crym"
"Kpna2",3.42164505317878e-08,0.357297058416848,0.4,0.097,0.000598137771746183,"DMS+AI+MD+LH","Kpna2"
"Nrip3",4.2119847353162e-08,1.07491218819856,0.914,0.601,0.000736297051580625,"DMS+AI+MD+LH","Nrip3"
"Hsp90b1",5.6254987479411e-08,0.703106689094979,1,0.986,0.000983393436127584,"DMS+AI+MD+LH","Hsp90b1"
"Reep1",7.06561319980458e-08,0.635471141886905,1,0.938,0.00123513984345784,"DMS+AI+MD+LH","Reep1"
"Ndn",7.31454808820722e-08,0.968577024373513,1,0.975,0.0012786561512995,"DMS+AI+MD+LH","Ndn"
"Psma4",7.46504389822138e-08,0.977446679627064,0.886,0.783,0.00130496432384808,"DMS+AI+MD+LH","Psma4"
"Map1b",9.94948452047864e-08,0.471798058317718,1,0.999,0.00173926938902487,"DMS+AI+MD+LH","Map1b"
"Cadps2",1.11585713783679e-07,0.266031053655428,0.943,0.557,0.00195062986265249,"DMS+AI+MD+LH","Cadps2"
"Cmip",1.23303081720697e-07,0.872666465250783,0.886,0.825,0.00215546117155951,"DMS+AI+MD+LH","Cmip"
"Orc3",1.25120141728088e-07,0.365242207248526,0.6,0.233,0.00218722519754871,"DMS+AI+MD+LH","Orc3"
"Lrrc55",1.35373868936293e-07,0.618745401031497,0.714,0.263,0.00236647060287534,"DMS+AI+MD+LH","Lrrc55"
"Bcl11b",1.3935042486218e-07,0.915404259505262,0.971,0.687,0.00243598477701577,"DMS+AI+MD+LH","Bcl11b"
"Arhgap25",1.58867356237125e-07,0.863907479793906,0.829,0.373,0.00277716025438118,"DMS+AI+MD+LH","Arhgap25"
"Dnm3",1.90821341847016e-07,0.710027613807306,1,0.966,0.00333574787682769,"DMS+AI+MD+LH","Dnm3"
"Ifnar2",2.19302813959061e-07,0.32463426079163,0.571,0.223,0.00383363249081835,"DMS+AI+MD+LH","Ifnar2"
"Fez1",2.42116032360496e-07,0.778057985506748,1,0.922,0.00423243036169384,"DMS+AI+MD+LH","Fez1"
"Cxcl12",2.65623362965726e-07,0.698464628053693,0.943,0.521,0.00464336200800385,"DMS+AI+MD+LH","Cxcl12"
"Hpcal4",2.91144361768438e-07,0.62309765625083,1,0.996,0.00508949458807406,"DMS+AI+MD+LH","Hpcal4"
"Spsb1",3.34728450073862e-07,0.642854965723939,0.771,0.321,0.00585138803574119,"DMS+AI+MD+LH","Spsb1"
"Retreg1",3.51157723659658e-07,0.799571017201413,0.971,0.72,0.00613858816729448,"DMS+AI+MD+LH","Retreg1"
"Ssb",3.52615568849076e-07,0.685858667806407,1,0.95,0.00616407275905069,"DMS+AI+MD+LH","Ssb"
"Tpm3",4.0181331956835e-07,0.551913688199352,1,0.987,0.00702409863937433,"DMS+AI+MD+LH","Tpm3"
"Sparcl1",4.11469188745222e-07,0.734784402614421,1,0.967,0.00719289288845523,"DMS+AI+MD+LH","Sparcl1"
"Prss35",4.13460535858044e-07,0.853342949814693,0.743,0.3,0.00722770362733448,"DMS+AI+MD+LH","Prss35"
"Ifi27",4.43141653772506e-07,1.00275860551086,0.857,0.438,0.00774655924959718,"DMS+AI+MD+LH","Ifi27"
"Nipal3",5.02875273873291e-07,0.641974113452198,1,0.747,0.008790762662579,"DMS+AI+MD+LH","Nipal3"
"Nfib",5.14993929617822e-07,0.783181913043286,1,0.924,0.00900260888364915,"DMS+AI+MD+LH","Nfib"
"Grik3",5.8662028528222e-07,0.72538115599048,1,0.754,0.0102547092070185,"DMS+AI+MD+LH","Grik3"
"Efhd2",6.82163253832711e-07,0.734796782642436,1,0.98,0.0119248958402496,"DMS+AI+MD+LH","Efhd2"
"Col5a1",6.86055683764909e-07,0.684857204061562,0.6,0.19,0.0119929394078944,"DMS+AI+MD+LH","Col5a1"
"Lmo1",7.28185903893233e-07,0.973165394651494,0.886,0.51,0.0127294177859576,"DMS+AI+MD+LH","Lmo1"
"Adora1",7.65576852683988e-07,0.758422868686409,0.971,0.877,0.0133830489617688,"DMS+AI+MD+LH","Adora1"
"Osbpl9",7.74659333982949e-07,0.497167771079655,0.771,0.348,0.0135418198173559,"DMS+AI+MD+LH","Osbpl9"
"Slc25a4",8.63845584775073e-07,0.697376130645492,1,0.998,0.015100884667453,"DMS+AI+MD+LH","Slc25a4"
"Zfpm2",9.20592600301935e-07,0.871514156449239,0.857,0.465,0.0160928792458781,"DMS+AI+MD+LH","Zfpm2"
"Tmem178",9.5596679734632e-07,0.749020256572903,0.971,0.741,0.016711255584411,"DMS+AI+MD+LH","Tmem178"
"Sema5a",9.59358084263696e-07,0.996204149812353,0.8,0.363,0.0167705386710137,"DMS+AI+MD+LH","Sema5a"
"Apip",1.05695440873363e-06,0.495850988802741,0.771,0.357,0.0184766200190726,"DMS+AI+MD+LH","Apip"
"Ccdc12",1.23883314344954e-06,0.747374515747338,1,0.865,0.0216560421806414,"DMS+AI+MD+LH","Ccdc12"
"Zfhx3",1.24522502847458e-06,0.677378738039091,0.629,0.216,0.0217677787227642,"DMS+AI+MD+LH","Zfhx3"
"Morf4l1",1.45229968024732e-06,0.363639903315484,1,0.999,0.0253876507104034,"DMS+AI+MD+LH","Morf4l1"
"Mycbp",1.72310032116318e-06,0.331921215441472,0.771,0.389,0.0301215167142536,"DMS+AI+MD+LH","Mycbp"
"Pqlc3",1.77926684055578e-06,0.319353419763419,0.314,0.072,0.0311033636397557,"DMS+AI+MD+LH","Pqlc3"
"Plekhb1",1.7895680447765e-06,0.529409823036646,0.571,0.195,0.031283438990738,"DMS+AI+MD+LH","Plekhb1"
"Sebox",1.80489941005199e-06,0.952803811179627,0.629,0.221,0.0315514465871189,"DMS+AI+MD+LH","Sebox"
"Nos1ap",1.89421893027564e-06,0.749023481837973,1,0.933,0.0331128411201484,"DMS+AI+MD+LH","Nos1ap"
"Klf9",1.906062703456e-06,0.616329801198479,1,0.983,0.0333198821191144,"DMS+AI+MD+LH","Klf9"
"Aamp",1.91081828287579e-06,0.65148535539152,1,0.856,0.0334030144029517,"DMS+AI+MD+LH","Aamp"
"Plxna2",2.15735631991864e-06,0.660280720705946,1,0.905,0.0377127458284977,"DMS+AI+MD+LH","Plxna2"
"Sez6",2.30031114189365e-06,0.619280018237549,1,0.928,0.0402117390714429,"DMS+AI+MD+LH","Sez6"
"Rwdd2a",2.34893308747934e-06,0.922113565060047,0.857,0.557,0.0410616993022264,"DMS+AI+MD+LH","Rwdd2a"
"Anp32a",2.5864049415028e-06,0.623273233175571,1,0.98,0.0452129447824104,"DMS+AI+MD+LH","Anp32a"
"Grid1",2.67857017939189e-06,0.725571594340513,0.914,0.609,0.0468240853059496,"DMS+AI+MD+LH","Grid1"
"Limk1",2.74761963282869e-06,0.747589074555247,0.857,0.452,0.0480311388014784,"DMS+AI+MD+LH","Limk1"
"Rpl23a",2.83285680182447e-06,0.464676565581923,1,0.987,0.0495211697526936,"DMS+AI+MD+LH","Rpl23a"
"Psma5",2.93366472668793e-06,0.692624462869784,0.971,0.843,0.0512833930872317,"DMS+AI+MD+LH","Psma5"
"Lmo3",3.12276886434799e-06,0.817603207864707,0.914,0.729,0.0545891225176672,"DMS+AI+MD+LH","Lmo3"
"Zcchc18",3.12937141758607e-06,0.531935901727123,1,0.997,0.0547045417508221,"DMS+AI+MD+LH","Zcchc18"
"Nfia",3.28625530575557e-06,0.886031108300646,0.943,0.653,0.0574470289999132,"DMS+AI+MD+LH","Nfia"
"Plcxd3",3.64792851740356e-06,0.343422944828008,0.714,0.349,0.0637694384127317,"DMS+AI+MD+LH","Plcxd3"
"Rpp30",3.70377277949675e-06,0.332240956379145,0.657,0.312,0.0647456519583826,"DMS+AI+MD+LH","Rpp30"
"Rtn1",3.70719198343518e-06,0.35765363188608,1,1,0.0648054230624303,"DMS+AI+MD+LH","Rtn1"
"Tspan33",3.7797355082913e-06,0.545451031114042,0.914,0.526,0.0660735564204403,"DMS+AI+MD+LH","Tspan33"
"Zcchc12",3.93983916544044e-06,0.744697682050587,0.657,0.256,0.0688723284510643,"DMS+AI+MD+LH","Zcchc12"
"Odc1",3.96827406048348e-06,0.636936944527323,0.971,0.727,0.0693693988513116,"DMS+AI+MD+LH","Odc1"
"Cpa6",4.16800952028205e-06,0.30608666835315,0.343,0.084,0.0728609744240506,"DMS+AI+MD+LH","Cpa6"
"Gpn3",4.20595836725668e-06,0.670520762987134,0.8,0.389,0.073524358218014,"DMS+AI+MD+LH","Gpn3"
"Clu",4.40481866304901e-06,0.660362512613066,1,0.762,0.0770006350487598,"DMS+AI+MD+LH","Clu"
"Sdk1",4.50646232469279e-06,0.425067549440874,0.743,0.357,0.0787774678979546,"DMS+AI+MD+LH","Sdk1"
"Ndrg2",4.64459264544189e-06,0.616311646073939,0.571,0.194,0.0811921240349696,"DMS+AI+MD+LH","Ndrg2"
"Tmsb10",4.71151326830301e-06,0.782158891181138,1,0.955,0.082361963443205,"DMS+AI+MD+LH","Tmsb10"
"Pde1a",5.09155482390931e-06,0.554761334793322,1,0.992,0.0890054698767587,"DMS+AI+MD+LH","Pde1a"
"Fam114a2",5.13978600457135e-06,0.629685592263726,0.914,0.539,0.0898485991459118,"DMS+AI+MD+LH","Fam114a2"
"Gnas",5.16717236470457e-06,0.450153426747161,1,0.999,0.0903273401074006,"DMS+AI+MD+LH","Gnas"
"Tmem59",5.40546934649849e-06,0.626764774200368,1,0.957,0.09449300964614,"DMS+AI+MD+LH","Tmem59"
"Ncl",5.42840553929338e-06,0.585568099350099,0.971,0.974,0.0948939572323877,"DMS+AI+MD+LH","Ncl"
"Vac14",5.71189091559638e-06,0.308290661164511,0.571,0.25,0.0998495650955402,"DMS+AI+MD+LH","Vac14"
"Scube2",5.74555080102677e-06,0.42916839203358,0.4,0.104,0.100437973552749,"DMS+AI+MD+LH","Scube2"
"Gemin6",5.79095211599215e-06,0.32546524535074,0.6,0.273,0.101231633939659,"DMS+AI+MD+LH","Gemin6"
"B430010I23Rik",5.8635171091152e-06,0.289888191254281,0.314,0.075,0.102500142584443,"DMS+AI+MD+LH","B430010I23Rik"
"Pdzrn4",5.89372605575669e-06,0.698323127186927,0.857,0.464,0.103028225180683,"DMS+AI+MD+LH","Pdzrn4"
"Masp1",5.99967262283227e-06,0.598390308593555,0.543,0.18,0.104880277119731,"DMS+AI+MD+LH","Masp1"
"Sept4",6.09810098072422e-06,0.382236565571231,0.857,0.48,0.10660090324404,"DMS+AI+MD+LH","Sept4"
"Cyr61",6.26438843720854e-06,1.31206997974001,0.743,0.354,0.109507774270842,"DMS+AI+MD+LH","Cyr61"
"Trabd2b",6.58981944542768e-06,0.641106138719229,0.486,0.138,0.115196633725521,"DMS+AI+MD+LH","Trabd2b"
"Gsg1l",6.93577079681303e-06,0.739880415631538,0.886,0.507,0.121244209299089,"DMS+AI+MD+LH","Gsg1l"
"Sema5b",7.91738826221792e-06,0.553769398420417,0.686,0.299,0.138403864211831,"DMS+AI+MD+LH","Sema5b"
"Prps1",9.1960364733185e-06,0.535302192383659,0.971,0.91,0.160755913590081,"DMS+AI+MD+LH","Prps1"
"Rprml",9.3581337969344e-06,0.633701017294623,1,0.953,0.16358953690421,"DMS+AI+MD+LH","Rprml"
"Gde1",9.41419567008179e-06,0.600258936304209,1,0.987,0.1645695545087,"DMS+AI+MD+LH","Gde1"
"Psmd14",1.01905179667001e-05,0.728051905502836,0.829,0.76,0.178140444575884,"DMS+AI+MD+LH","Psmd14"
"D10Jhu81e",1.02119520061959e-05,0.644092642928426,0.857,0.666,0.17851513302031,"DMS+AI+MD+LH","D10Jhu81e"
"Ptpn11",1.02993707563247e-05,0.649696914536775,0.943,0.77,0.180043300191312,"DMS+AI+MD+LH","Ptpn11"
"Uchl1",1.08457019943914e-05,0.620858016716276,1,0.997,0.189593716563956,"DMS+AI+MD+LH","Uchl1"
"Pitpnc1",1.08883222417315e-05,0.761559812727311,0.886,0.507,0.190338761107708,"DMS+AI+MD+LH","Pitpnc1"
"Mgat4c",1.11485446343733e-05,0.642835299008512,0.914,0.575,0.19488770875348,"DMS+AI+MD+LH","Mgat4c"
"Zdhhc12",1.17337832822105e-05,0.347535192581037,0.486,0.191,0.205118265556322,"DMS+AI+MD+LH","Zdhhc12"
"Lrrtm2",1.18618413615932e-05,0.59408338472498,1,0.896,0.20735684884201,"DMS+AI+MD+LH","Lrrtm2"
"Rab26",1.21471689202566e-05,0.717797922755212,0.971,0.833,0.212344659895005,"DMS+AI+MD+LH","Rab26"
"Rbfox1",1.27531085462159e-05,0.781283657128259,1,0.884,0.222937090496401,"DMS+AI+MD+LH","Rbfox1"
"Thsd7b",1.39355377567235e-05,0.61582245145355,0.6,0.224,0.243607135525284,"DMS+AI+MD+LH","Thsd7b"
"Flrt1",1.39496457814991e-05,0.674300691157101,0.914,0.7,0.243853757906386,"DMS+AI+MD+LH","Flrt1"
"Ogfrl1",1.40260308840555e-05,0.54605257850003,1,0.991,0.245189045884174,"DMS+AI+MD+LH","Ogfrl1"
"Jup",1.46733702909607e-05,0.736360593108103,0.857,0.506,0.256505186056285,"DMS+AI+MD+LH","Jup"
"Nmt1",1.60203511936984e-05,0.553144659587803,1,0.924,0.280051759217042,"DMS+AI+MD+LH","Nmt1"
"Hsd17b11",1.61809451878678e-05,0.313036129579313,0.629,0.306,0.282859102829116,"DMS+AI+MD+LH","Hsd17b11"
"Ndufs3",1.63198261056257e-05,0.61934225116515,1,0.817,0.285286880152442,"DMS+AI+MD+LH","Ndufs3"
"Ahi1",1.66601395952021e-05,0.530832177327503,1,0.999,0.291235900263728,"DMS+AI+MD+LH","Ahi1"
"Nfe2l3",1.70950558258634e-05,0.71375640674706,0.486,0.146,0.298838670891919,"DMS+AI+MD+LH","Nfe2l3"
"Sugt1",1.72712817952229e-05,0.522484873117825,1,0.943,0.301919277062292,"DMS+AI+MD+LH","Sugt1"
"Vangl2",1.72762296622996e-05,0.432530626237916,0.514,0.191,0.302005770726659,"DMS+AI+MD+LH","Vangl2"
"Ubb",1.76389060812165e-05,0.763747645901975,1,1,0.308345717205746,"DMS+AI+MD+LH","Ubb"
"Dnaja1",1.82376469689244e-05,0.518901920880698,1,0.999,0.318812306663767,"DMS+AI+MD+LH","Dnaja1"
"Nrsn2",1.91957163573867e-05,0.410362530855001,0.943,0.601,0.335560317643476,"DMS+AI+MD+LH","Nrsn2"
"Fkbpl",1.98917684859766e-05,0.471012842522416,0.486,0.164,0.347728004903357,"DMS+AI+MD+LH","Fkbpl"
"Sdhb",2.00628198560475e-05,0.660222405271971,1,0.892,0.350718153903567,"DMS+AI+MD+LH","Sdhb"
"Tuba1a",2.03295385681013e-05,0.784215642383586,1,0.997,0.355380663708979,"DMS+AI+MD+LH","Tuba1a"
"Eif3c",2.06766341361415e-05,0.601021114617537,1,0.917,0.36144824133389,"DMS+AI+MD+LH","Eif3c"
"Senp7",2.11080424163676e-05,0.386404777514175,1,0.722,0.368989689480522,"DMS+AI+MD+LH","Senp7"
"Mrpl1",2.2206707036816e-05,0.367445994449557,0.8,0.442,0.388195445710581,"DMS+AI+MD+LH","Mrpl1"
"Pdcd2l",2.23150162602814e-05,0.27916800042495,0.543,0.257,0.390088799245979,"DMS+AI+MD+LH","Pdcd2l"
"Gm10600",2.28876715716865e-05,0.560702469869422,0.971,0.69,0.400099386744651,"DMS+AI+MD+LH","Gm10600"
"Tagln3",2.32632132380476e-05,0.663131228905376,1,0.994,0.406664230614311,"DMS+AI+MD+LH","Tagln3"
"Adgra1",2.34140095483655e-05,0.541535981634769,1,0.814,0.409300300914977,"DMS+AI+MD+LH","Adgra1"
"Slc6a11",2.36473255711532e-05,0.822773205436942,0.743,0.472,0.413378898309329,"DMS+AI+MD+LH","Slc6a11"
"Arhgap22",2.48377205993702e-05,0.459110734464582,0.371,0.089,0.434188193797591,"DMS+AI+MD+LH","Arhgap22"
"Cdh2",2.51851955625851e-05,0.560150928150052,0.971,0.944,0.440262403629551,"DMS+AI+MD+LH","Cdh2"
"Tnk2",2.59347643474526e-05,0.297982624283507,1,0.728,0.453365615557819,"DMS+AI+MD+LH","Tnk2"
"Atp1b1",2.5941994809171e-05,0.346547088463828,1,0.999,0.453492011259117,"DMS+AI+MD+LH","Atp1b1"
"Cyth2",2.67737088869055e-05,0.681722381991738,0.943,0.79,0.468031205051995,"DMS+AI+MD+LH","Cyth2"
"Sulf1",2.75472054042934e-05,0.423897943966178,0.857,0.5,0.481552697672453,"DMS+AI+MD+LH","Sulf1"
"Nme2",2.81583812644627e-05,0.430786573931579,0.629,0.283,0.492236662884073,"DMS+AI+MD+LH","Nme2"
"Srl",2.83022769081303e-05,0.388017744464202,0.314,0.07,0.494752102631025,"DMS+AI+MD+LH","Srl"
"Kcna1",2.8699128541988e-05,0.726968530107208,0.943,0.749,0.501689466042493,"DMS+AI+MD+LH","Kcna1"
"Stmn2",2.92860552498769e-05,0.417134895937546,1,0.999,0.511949531823099,"DMS+AI+MD+LH","Stmn2"
"Agap1",2.97131060703822e-05,0.591086592932526,0.943,0.759,0.519414807216352,"DMS+AI+MD+LH","Agap1"
"Klhl11",2.98964490999103e-05,0.257240344912264,0.457,0.193,0.522619826715533,"DMS+AI+MD+LH","Klhl11"
"Chd3",3.22515325748404e-05,0.502972242246384,1,0.99,0.563789040940785,"DMS+AI+MD+LH","Chd3"
"Dars2",3.25476484879118e-05,0.379340129229527,0.514,0.205,0.568965443217186,"DMS+AI+MD+LH","Dars2"
"St3gal5",3.42296404896929e-05,0.52804361002097,1,0.965,0.598368345400321,"DMS+AI+MD+LH","St3gal5"
"Itm2c",3.42380318449297e-05,0.542412888682415,1,0.999,0.598515034681216,"DMS+AI+MD+LH","Itm2c"
"Eif3i",3.62020633643137e-05,0.559521632106119,1,0.851,0.632848269671567,"DMS+AI+MD+LH","Eif3i"
"Sdk2",3.67925138369548e-05,0.588182262284884,0.971,0.806,0.643169934383806,"DMS+AI+MD+LH","Sdk2"
"Igf1r",3.68161171141346e-05,0.553608554028882,1,0.872,0.643582543272188,"DMS+AI+MD+LH","Igf1r"
"Lrrc40",4.02344273896741e-05,0.293885533342678,0.657,0.342,0.703338025198893,"DMS+AI+MD+LH","Lrrc40"
"Prnp",4.09661641157812e-05,0.324028105068789,1,0.999,0.716129514907972,"DMS+AI+MD+LH","Prnp"
"Bcl10",4.21428012910349e-05,0.465361672134215,0.743,0.378,0.736698309368581,"DMS+AI+MD+LH","Bcl10"
"Rabac1",4.22568701950688e-05,0.624891752281445,1,0.966,0.738692347879997,"DMS+AI+MD+LH","Rabac1"
"Gtf2f1",4.32759227149868e-05,0.346061496555981,0.914,0.581,0.756506404980685,"DMS+AI+MD+LH","Gtf2f1"
"Cntnap4",4.49915838991064e-05,0.784887149130908,0.857,0.572,0.78649787814028,"DMS+AI+MD+LH","Cntnap4"
"Rnf152",4.51476576978812e-05,0.626911765125782,0.686,0.316,0.789226204216661,"DMS+AI+MD+LH","Rnf152"
"Ano4",4.56346996031259e-05,0.264570406018943,0.486,0.212,0.797740183762244,"DMS+AI+MD+LH","Ano4"
"Dscaml1",4.60111874966651e-05,0.388865072115885,0.8,0.447,0.804321568629202,"DMS+AI+MD+LH","Dscaml1"
"Col4a2",4.61035866656282e-05,0.3093837493376,0.514,0.227,0.805936798501846,"DMS+AI+MD+LH","Col4a2"
"Nrp1",4.92976142114231e-05,0.642974922968566,0.857,0.509,0.861771594029887,"DMS+AI+MD+LH","Nrp1"
"Rell1",4.95263902314193e-05,0.689661723755944,0.657,0.289,0.86577082763544,"DMS+AI+MD+LH","Rell1"
"Ddit4",5.03444461861469e-05,0.701479197067945,0.771,0.401,0.880071263780033,"DMS+AI+MD+LH","Ddit4"
"Klf5",5.11414569430623e-05,0.725935649295943,0.857,0.524,0.894003808821672,"DMS+AI+MD+LH","Klf5"
"Kifap3",5.13702017275672e-05,0.403512544163558,1,0.993,0.898002496399602,"DMS+AI+MD+LH","Kifap3"
"Zfp787",5.26266392769591e-05,0.342867474022768,0.6,0.287,0.919966281200521,"DMS+AI+MD+LH","Zfp787"
"Ccnd2",5.36901525647705e-05,0.578396079762933,0.914,0.579,0.938557556984752,"DMS+AI+MD+LH","Ccnd2"
"Slc35g2",5.77367486532242e-05,0.356422395158365,0.486,0.202,1,"DMS+AI+MD+LH","Slc35g2"
"Pcp4",5.79886702852946e-05,0.805165581270145,0.971,0.851,1,"DMS+AI+MD+LH","Pcp4"
"3110035E14Rik",5.83285653624185e-05,0.585272793041409,1,0.98,1,"DMS+AI+MD+LH","3110035E14Rik"
"Sertad1",5.89171074354498e-05,0.527992696849709,0.743,0.376,1,"DMS+AI+MD+LH","Sertad1"
"Cct5",6.37514970229112e-05,0.605897566238082,0.943,0.841,1,"DMS+AI+MD+LH","Cct5"
"Asnsd1",6.5107170041879e-05,0.421075977552826,0.714,0.366,1,"DMS+AI+MD+LH","Asnsd1"
"Prpsap2",6.52770505471167e-05,0.261062121144875,0.686,0.379,1,"DMS+AI+MD+LH","Prpsap2"
"Padi6",6.6582421182485e-05,0.53332234056389,0.343,0.083,1,"DMS+AI+MD+LH","Padi6"
"Gadd45b",6.87123962805774e-05,0.467091880781931,0.914,0.583,1,"DMS+AI+MD+LH","Gadd45b"
"B3gat1",6.95634437209259e-05,0.501203342692585,1,0.827,1,"DMS+AI+MD+LH","B3gat1"
"Lsp1",7.04364126775866e-05,0.388324569276003,0.571,0.251,1,"DMS+AI+MD+LH","Lsp1"
"Pcdh19",7.2215692706325e-05,0.327640304302606,0.914,0.592,1,"DMS+AI+MD+LH","Pcdh19"
"Dpy19l3",7.52964411049336e-05,0.666834437107955,0.714,0.35,1,"DMS+AI+MD+LH","Dpy19l3"
"Uqcrc1",7.58855981459286e-05,0.5888186487752,0.886,0.862,1,"DMS+AI+MD+LH","Uqcrc1"
"Itm2b",7.70688122556109e-05,0.65349867236714,1,0.993,1,"DMS+AI+MD+LH","Itm2b"
"Neto1",7.77909690435092e-05,0.258500943049603,0.857,0.534,1,"DMS+AI+MD+LH","Neto1"
"Lpgat1",7.89426456255924e-05,0.492428581141203,1,0.988,1,"DMS+AI+MD+LH","Lpgat1"
"Camk2g",7.9953930154651e-05,0.550128315137331,0.971,0.935,1,"DMS+AI+MD+LH","Camk2g"
"Tusc3",8.30478998745586e-05,0.559148063448946,0.971,0.965,1,"DMS+AI+MD+LH","Tusc3"
"Wdr45",8.84282252464458e-05,0.404745203938504,0.857,0.516,1,"DMS+AI+MD+LH","Wdr45"
"Arl4d",8.96271722948658e-05,1.07985101472035,0.829,0.515,1,"DMS+AI+MD+LH","Arl4d"
"Nsmce1",9.41877426561761e-05,0.430746666201464,0.657,0.323,1,"DMS+AI+MD+LH","Nsmce1"
"Col12a1",9.60088963094572e-05,0.639130935687258,0.686,0.331,1,"DMS+AI+MD+LH","Col12a1"
"Rab14",9.67602139200582e-05,0.387314785075236,1,0.998,1,"DMS+AI+MD+LH","Rab14"
"Ctsb",9.86372429104749e-05,0.472961689916131,1,0.991,1,"DMS+AI+MD+LH","Ctsb"
"Fam131b",9.88284151272052e-05,0.42835812783846,1,0.777,1,"DMS+AI+MD+LH","Fam131b"
"Gdpd5",0.000101465928300918,0.529175346844968,0.743,0.388,1,"DMS+AI+MD+LH","Gdpd5"
"Aldh3a2",0.000102779276072651,0.54111213378079,0.829,0.477,1,"DMS+AI+MD+LH","Aldh3a2"
"Dnajb1",0.000102842613354431,1.02060254869853,0.857,0.841,1,"DMS+AI+MD+LH","Dnajb1"
"Gnb5",0.000107770911605479,0.564373847077617,0.971,0.916,1,"DMS+AI+MD+LH","Gnb5"
"Fut9",0.00011074496812512,0.485218844394162,1,0.993,1,"DMS+AI+MD+LH","Fut9"
"Psmd7",0.000110762724659929,0.575281002724839,1,0.963,1,"DMS+AI+MD+LH","Psmd7"
"Fam110b",0.00011704837954929,0.307812293413635,0.943,0.639,1,"DMS+AI+MD+LH","Fam110b"
"Slc25a19",0.0001170752673228,0.323866512526702,0.829,0.502,1,"DMS+AI+MD+LH","Slc25a19"
"Dhcr7",0.000118290184790598,0.497181563330665,0.8,0.448,1,"DMS+AI+MD+LH","Dhcr7"
"Bcl2",0.00011852730328206,0.580158177699556,0.914,0.607,1,"DMS+AI+MD+LH","Bcl2"
"Dip2a",0.000120785912772718,0.474562013834402,0.857,0.515,1,"DMS+AI+MD+LH","Dip2a"
"Pgk1",0.000124638377357513,0.620807710640999,0.971,0.963,1,"DMS+AI+MD+LH","Pgk1"
"Tceal5",0.000125159407045309,0.516142369498541,1,0.916,1,"DMS+AI+MD+LH","Tceal5"
"Cbr4",0.000126657064324573,0.380982834942818,0.686,0.36,1,"DMS+AI+MD+LH","Cbr4"
"Psmd4",0.000128632191060108,0.533856310818577,1,0.891,1,"DMS+AI+MD+LH","Psmd4"
"Tubb4b",0.000129958117948879,0.640348549244851,0.886,0.925,1,"DMS+AI+MD+LH","Tubb4b"
"Tmprss7",0.000131037480180035,0.368026990362745,0.4,0.14,1,"DMS+AI+MD+LH","Tmprss7"
"Slc50a1",0.000131491926667801,0.286085591243281,0.943,0.652,1,"DMS+AI+MD+LH","Slc50a1"
"Cntn2",0.00013166083300995,0.614960484346782,0.8,0.455,1,"DMS+AI+MD+LH","Cntn2"
"Ldhb",0.000132291296760769,0.686807028067739,0.914,0.924,1,"DMS+AI+MD+LH","Ldhb"
