"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rgs91",0.00013506239067695,0.293850297584846,0.594,0.384,1,"DMS+AI+MD","Rgs9"
"Eif2b2",0.000135275205871,0.363271331102837,0.667,0.448,1,"DMS+AI+MD","Eif2b2"
"Rab6b",0.000136241973979022,0.256481371121928,1,0.997,1,"DMS+AI+MD","Rab6b"
"Hmox21",0.000138968038980624,0.281526413817416,0.875,0.688,1,"DMS+AI+MD","Hmox2"
"Ctnnd21",0.000139845855995377,0.259859186655336,1,0.976,1,"DMS+AI+MD","Ctnnd2"
"Mark4",0.00014886392597009,0.317300811774286,0.875,0.696,1,"DMS+AI+MD","Mark4"
"Il11ra1",0.000150153618472006,0.342429247423575,0.542,0.33,1,"DMS+AI+MD","Il11ra1"
"Itm2b1",0.000154097555983122,0.388869322684721,1,0.993,1,"DMS+AI+MD","Itm2b"
"Nrxn31",0.00015664657513952,0.303792856901467,1,0.976,1,"DMS+AI+MD","Nrxn3"
"Igsf21",0.000156778883630183,0.371697997366574,0.865,0.689,1,"DMS+AI+MD","Igsf21"
"Dctn21",0.000158521222581017,0.31080542491308,0.99,0.948,1,"DMS+AI+MD","Dctn2"
"Cct2",0.000158804463687569,0.333195317442241,0.969,0.896,1,"DMS+AI+MD","Cct2"
"Tbcb",0.000164053748858454,0.313052153077233,0.979,0.896,1,"DMS+AI+MD","Tbcb"
"Sept71",0.000165261657404449,0.292960586594838,1,0.998,1,"DMS+AI+MD","Sept7"
"Lrrtm21",0.000166053765263334,0.36002437422934,0.969,0.894,1,"DMS+AI+MD","Lrrtm2"
"Ppa11",0.000167359864062253,0.422033616690705,0.875,0.829,1,"DMS+AI+MD","Ppa1"
"Polr2e",0.000170760209257356,0.307155569958248,0.969,0.865,1,"DMS+AI+MD","Polr2e"
"Hist1h2ap",0.000172208135683483,0.288989271070251,0.312,0.145,1,"DMS+AI+MD","Hist1h2ap"
"Padi61",0.000173187994511989,0.288538914827828,0.219,0.08,1,"DMS+AI+MD","Padi6"
"Aig11",0.000173590491991053,0.381032581293586,0.938,0.863,1,"DMS+AI+MD","Aig1"
"Prkar2b1",0.00017851796704652,0.306798860761498,0.927,0.778,1,"DMS+AI+MD","Prkar2b"
"Sqstm1",0.000180444846385899,0.264825308191579,1,0.944,1,"DMS+AI+MD","Sqstm1"
"Kif5b",0.000189142797788939,0.275472787902626,0.99,0.938,1,"DMS+AI+MD","Kif5b"
"Ahi11",0.000189339024277201,0.272217787030101,1,0.999,1,"DMS+AI+MD","Ahi1"
"Slc25a31",0.000193373124155737,0.387297898318304,1,0.993,1,"DMS+AI+MD","Slc25a3"
"Kif3a1",0.000194230930615119,0.317577059850158,0.99,0.945,1,"DMS+AI+MD","Kif3a"
"Reep11",0.000195426494823924,0.280182637620319,0.979,0.937,1,"DMS+AI+MD","Reep1"
"Fstl11",0.000198972058733726,0.446655480770013,0.698,0.495,1,"DMS+AI+MD","Fstl1"
"Fbxo25",0.000200775761757122,0.282814415838485,0.927,0.779,1,"DMS+AI+MD","Fbxo25"
"Dscaml11",0.000201638323076502,0.38273563170201,0.656,0.442,1,"DMS+AI+MD","Dscaml1"
"Cct51",0.000201734230626481,0.381964078821796,0.958,0.837,1,"DMS+AI+MD","Cct5"
"Slc1a21",0.000203750253882572,0.323990863386458,0.969,0.93,1,"DMS+AI+MD","Slc1a2"
"Lmo31",0.000206095787279259,0.451494617665123,0.833,0.727,1,"DMS+AI+MD","Lmo3"
"Npas41",0.000214891335937006,0.497972752014035,0.854,0.721,1,"DMS+AI+MD","Npas4"
"Laptm4a1",0.000216206096896673,0.340282664196312,0.958,0.908,1,"DMS+AI+MD","Laptm4a"
"Pgk11",0.000226600035726504,0.349018378234477,1,0.961,1,"DMS+AI+MD","Pgk1"
"Tmem150c",0.000229425858847979,0.290494994309241,0.854,0.668,1,"DMS+AI+MD","Tmem150c"
"Rgs16",0.000230431775494664,0.33245957023366,0.292,0.131,1,"DMS+AI+MD","Rgs16"
"Cntnap41",0.000231935001230989,0.448014357627236,0.76,0.567,1,"DMS+AI+MD","Cntnap4"
"Pick1",0.0002348249318222,0.267946726883556,0.781,0.58,1,"DMS+AI+MD","Pick1"
"Adgrg1",0.000238537800250855,0.287419631901516,0.365,0.192,1,"DMS+AI+MD","Adgrg1"
"Syt51",0.00024068045239987,0.256571044336535,1,0.931,1,"DMS+AI+MD","Syt5"
"Agpat5",0.000248014683426107,0.285937683213606,0.875,0.697,1,"DMS+AI+MD","Agpat5"
"Tuba4a1",0.000249329849777449,0.322703442697713,1,0.99,1,"DMS+AI+MD","Tuba4a"
"Pde1a1",0.000256901881894214,0.283422421980522,1,0.992,1,"DMS+AI+MD","Pde1a"
"Klf91",0.000258187984822591,0.264412171099341,1,0.983,1,"DMS+AI+MD","Klf9"
"Tor1b",0.000258581293605733,0.260137035969318,0.708,0.507,1,"DMS+AI+MD","Tor1b"
"Glrx3",0.000259924761605613,0.25013625770142,0.979,0.906,1,"DMS+AI+MD","Glrx3"
"Tmem117",0.000262455731458089,0.303197209311227,0.469,0.271,1,"DMS+AI+MD","Tmem117"
"Ssb1",0.000265295904034522,0.338333905582218,0.979,0.949,1,"DMS+AI+MD","Ssb"
"Csnk2a11",0.000267585345845664,0.260653025508901,0.99,0.892,1,"DMS+AI+MD","Csnk2a1"
"Rogdi",0.000271074356942609,0.30362430695499,0.979,0.938,1,"DMS+AI+MD","Rogdi"
"Psmd10",0.000271836692170641,0.297619146889655,0.74,0.534,1,"DMS+AI+MD","Psmd10"
"Sdhb1",0.000272528369794135,0.412374780963982,0.958,0.89,1,"DMS+AI+MD","Sdhb"
"Tmem91",0.000276468851268784,0.263959672937019,0.771,0.571,1,"DMS+AI+MD","Tmem91"
"Psmb21",0.000279572673104166,0.418668948555502,0.865,0.755,1,"DMS+AI+MD","Psmb2"
"Phyhipl",0.0002863710334966,0.259977075440546,0.99,0.926,1,"DMS+AI+MD","Phyhipl"
"Rprd1a",0.000286920560735082,0.285804242076099,0.979,0.902,1,"DMS+AI+MD","Rprd1a"
"Cacybp1",0.000289022461874621,0.269362703959996,1,0.961,1,"DMS+AI+MD","Cacybp"
"Cdc37",0.000291493399413053,0.280135949516167,0.99,0.918,1,"DMS+AI+MD","Cdc37"
"Stk32c",0.000298789706305655,0.359957285148112,0.969,0.965,1,"DMS+AI+MD","Stk32c"
"Rwdd11",0.000303039284402545,0.274102173167461,0.99,0.949,1,"DMS+AI+MD","Rwdd1"
"Dusp1",0.000305323981457804,0.445945180049447,0.885,0.758,1,"DMS+AI+MD","Dusp1"
"Cope",0.000305959720730326,0.263361400799371,0.948,0.814,1,"DMS+AI+MD","Cope"
"Eif3m1",0.000311360104952677,0.323239229298067,0.958,0.903,1,"DMS+AI+MD","Eif3m"
"Ubb1",0.000343118779408238,0.469157441972212,1,1,1,"DMS+AI+MD","Ubb"
"Dpysl4",0.000343290165291578,0.331614918175907,0.812,0.625,1,"DMS+AI+MD","Dpysl4"
"Arl11",0.000343791261605832,0.272316681745316,1,0.973,1,"DMS+AI+MD","Arl1"
"Oxct1",0.000354475665929515,0.254640195660556,1,0.987,1,"DMS+AI+MD","Oxct1"
"Ubc1",0.00035586083473607,0.317885111105242,1,0.989,1,"DMS+AI+MD","Ubc"
"Hacd21",0.000358071288493169,0.312543675511499,0.667,0.46,1,"DMS+AI+MD","Hacd2"
"Paics",0.000360280808179385,0.261108673475571,0.844,0.659,1,"DMS+AI+MD","Paics"
"Tuba1a1",0.000365722131509413,0.480054880559104,1,0.997,1,"DMS+AI+MD","Tuba1a"
"Gsg1l1",0.000369852748352907,0.377592721763111,0.708,0.504,1,"DMS+AI+MD","Gsg1l"
"Tubb4b1",0.000370894426793219,0.517179063808755,0.969,0.922,1,"DMS+AI+MD","Tubb4b"
"Tubb4a",0.000376453271513876,0.290553491424602,0.979,0.97,1,"DMS+AI+MD","Tubb4a"
"Psmd71",0.000395196954529704,0.29916661874022,0.979,0.963,1,"DMS+AI+MD","Psmd7"
"Rraga1",0.000396596504308144,0.357001647360637,0.948,0.916,1,"DMS+AI+MD","Rraga"
"Hagh1",0.000400981226607348,0.323476591390405,0.927,0.845,1,"DMS+AI+MD","Hagh"
"Psmb61",0.000417555465465127,0.39875727865445,0.927,0.886,1,"DMS+AI+MD","Psmb6"
"Sash1",0.000421892734121965,0.314973063820643,0.479,0.286,1,"DMS+AI+MD","Sash1"
"Emc41",0.000440441347619775,0.352225145460376,0.938,0.831,1,"DMS+AI+MD","Emc4"
"Tmem151b1",0.000445611716315541,0.28150862140002,0.917,0.771,1,"DMS+AI+MD","Tmem151b"
"Ipcef11",0.000449509043490101,0.26025923148117,0.979,0.896,1,"DMS+AI+MD","Ipcef1"
"Cmip1",0.000466589575862998,0.390742699778002,0.917,0.821,1,"DMS+AI+MD","Cmip"
"Asah21",0.00046866527612491,0.2687643949058,0.24,0.098,1,"DMS+AI+MD","Asah2"
"Ccnd21",0.000478699703849038,0.46384482575375,0.76,0.576,1,"DMS+AI+MD","Ccnd2"
"Cdh21",0.000495629163675494,0.322572416733948,0.979,0.943,1,"DMS+AI+MD","Cdh2"
"Ndufb61",0.000505566543448179,0.30463180978748,0.958,0.94,1,"DMS+AI+MD","Ndufb6"
"Adrm1",0.0005113337223168,0.327787125227457,0.792,0.607,1,"DMS+AI+MD","Adrm1"
"Fam131b1",0.000528580115001001,0.308451981634496,0.917,0.774,1,"DMS+AI+MD","Fam131b"
"Prdx21",0.00053071277367884,0.290433819354336,1,0.978,1,"DMS+AI+MD","Prdx2"
"Atp6v1h",0.000557432325736246,0.257881112946541,0.99,0.928,1,"DMS+AI+MD","Atp6v1h"
"Ndufv11",0.000561797023244395,0.382242720862932,0.885,0.857,1,"DMS+AI+MD","Ndufv1"
"Rab22a",0.000563994039373928,0.255052636688513,0.854,0.678,1,"DMS+AI+MD","Rab22a"
"Trabd2b1",0.000573729714138624,0.326875075735424,0.292,0.136,1,"DMS+AI+MD","Trabd2b"
"Brcc3",0.000581706655662684,0.253396281202289,0.854,0.679,1,"DMS+AI+MD","Brcc3"
"Stk26",0.000586350303215039,0.258936859696876,0.302,0.149,1,"DMS+AI+MD","Stk26"
"Grik4",0.000590334918609761,0.302991888312799,0.594,0.393,1,"DMS+AI+MD","Grik4"
"Arpc31",0.000596698176402876,0.392699657170861,0.99,0.977,1,"DMS+AI+MD","Arpc3"
"Scg31",0.000597295071940177,0.332006124215069,0.865,0.71,1,"DMS+AI+MD","Scg3"
"Cdc5l",0.00059900464154522,0.308607792402703,0.865,0.701,1,"DMS+AI+MD","Cdc5l"
"Armcx5",0.000600546739683929,0.263338296980965,0.906,0.773,1,"DMS+AI+MD","Armcx5"
"Rheb1",0.000602528216477074,0.268952989829998,0.99,0.993,1,"DMS+AI+MD","Rheb"
"Ppp2r3c",0.000671948270739274,0.295385981660574,0.656,0.46,1,"DMS+AI+MD","Ppp2r3c"
"Rab33a",0.000682377297526416,0.341182991109035,0.708,0.512,1,"DMS+AI+MD","Rab33a"
"Hsp90b11",0.000716133116980166,0.268839363334711,1,0.985,1,"DMS+AI+MD","Hsp90b1"
"Slc9a3r2",0.000728055699339538,0.351153377613504,0.635,0.438,1,"DMS+AI+MD","Slc9a3r2"
"Psmc21",0.000744986928594166,0.490409326869967,0.792,0.705,1,"DMS+AI+MD","Psmc2"
"Islr21",0.000751498910895226,0.396137342123156,0.865,0.73,1,"DMS+AI+MD","Islr2"
"Ninj1",0.000760151683754576,0.313179031233686,0.625,0.427,1,"DMS+AI+MD","Ninj1"
"Nfix",0.000777509630208661,0.2526216816355,1,0.996,1,"DMS+AI+MD","Nfix"
"Tmem2051",0.000782653546566811,0.271032769230947,0.802,0.619,1,"DMS+AI+MD","Tmem205"
"Resp18",0.000783233147764648,0.34046147076283,0.906,0.756,1,"DMS+AI+MD","Resp18"
"Ublcp1",0.000810394466515809,0.253537467704736,0.865,0.698,1,"DMS+AI+MD","Ublcp1"
"Islr",0.000812033747142395,0.293491922863758,0.281,0.131,1,"DMS+AI+MD","Islr"
"Tenm1",0.000828367196981976,0.271821226496328,0.958,0.88,1,"DMS+AI+MD","Tenm1"
"Erlec1",0.000834048123594074,0.272419602668509,0.812,0.632,1,"DMS+AI+MD","Erlec1"
"Pak1ip1",0.000850311440503066,0.352761715555272,0.854,0.739,1,"DMS+AI+MD","Pak1ip1"
"Slc7a141",0.000851796182280326,0.272293273371704,0.958,0.858,1,"DMS+AI+MD","Slc7a14"
"Tstd3",0.000864875784499754,0.325324357590935,0.698,0.505,1,"DMS+AI+MD","Tstd3"
"Rsph91",0.000866404348753075,0.281179371796172,0.656,0.462,1,"DMS+AI+MD","Rsph9"
"Impa1",0.000880787862013494,0.269530629364322,0.896,0.743,1,"DMS+AI+MD","Impa1"
"Cops7a",0.000891023759008597,0.261676469801722,0.969,0.907,1,"DMS+AI+MD","Cops7a"
"Psma51",0.000917274197181865,0.366798896995448,0.927,0.841,1,"DMS+AI+MD","Psma5"
"Tuba1b",0.000921682424351308,0.31611971095163,1,0.987,1,"DMS+AI+MD","Tuba1b"
"Rab34",0.000927550304765604,0.270193136572954,0.427,0.254,1,"DMS+AI+MD","Rab34"
"Tmod3",0.00094975319102964,0.262570906404138,0.833,0.661,1,"DMS+AI+MD","Tmod3"
"Vat1",0.000951463346997238,0.318816862191469,0.531,0.344,1,"DMS+AI+MD","Vat1"
"Rap1gap",0.000964123771012104,0.273588645449373,0.948,0.878,1,"DMS+AI+MD","Rap1gap"
"Fkbp41",0.000976872211660574,0.288207861424274,0.917,0.781,1,"DMS+AI+MD","Fkbp4"
"Cd81",0.000992689036748406,0.308527846227684,1,0.966,1,"DMS+AI+MD","Cd81"
"Gfra1",0.00099869715268165,0.384323130109387,0.292,0.14,1,"DMS+AI+MD","Gfra1"
"Cops6",0.00100302611249839,0.267569012459669,0.969,0.871,1,"DMS+AI+MD","Cops6"
"Zc3h10",0.00100871129634031,0.293812187353046,0.458,0.278,1,"DMS+AI+MD","Zc3h10"
"Psmd121",0.00102765916283147,0.291771670614947,0.906,0.846,1,"DMS+AI+MD","Psmd12"
"Vstm2a",0.00104738857575177,0.305261832959337,0.969,0.913,1,"DMS+AI+MD","Vstm2a"
"Mgst31",0.00107582740560943,0.329696811846101,0.969,0.888,1,"DMS+AI+MD","Mgst3"
"Ndufa101",0.00108657909850853,0.308450214594879,0.99,0.964,1,"DMS+AI+MD","Ndufa10"
"Uqcrc11",0.00109038597307032,0.403861492254307,0.885,0.861,1,"DMS+AI+MD","Uqcrc1"
"Prss12",0.00109302516422083,0.262934982646899,0.917,0.773,1,"DMS+AI+MD","Prss12"
"Mrpl21",0.00115900931817812,0.325794305286563,0.896,0.767,1,"DMS+AI+MD","Mrpl21"
"Cluap1",0.00119460690007654,0.283583932992747,0.74,0.554,1,"DMS+AI+MD","Cluap1"
"Gstm5",0.00119868777834325,0.36752273022874,0.885,0.742,1,"DMS+AI+MD","Gstm5"
"Nfib1",0.00120066746440518,0.382861496067963,0.958,0.924,1,"DMS+AI+MD","Nfib"
"Lgals8",0.00120294889425387,0.307720465029915,0.479,0.296,1,"DMS+AI+MD","Lgals8"
"Sertad11",0.00120301534230961,0.316410878790098,0.562,0.373,1,"DMS+AI+MD","Sertad1"
"Auh1",0.00121394964774608,0.291672357127713,0.917,0.805,1,"DMS+AI+MD","Auh"
"Bcl11b1",0.00121915094760082,0.355666801355802,0.771,0.688,1,"DMS+AI+MD","Bcl11b"
"Cops3",0.00121921255066763,0.314893618096733,0.823,0.66,1,"DMS+AI+MD","Cops3"
"Mir670hg",0.00122444151469616,0.282823209377138,0.375,0.212,1,"DMS+AI+MD","Mir670hg"
"Snx2",0.00130206260670696,0.329308010465873,0.833,0.686,1,"DMS+AI+MD","Snx2"
"Cdkn2d",0.00130437300850769,0.268629656459292,0.979,0.925,1,"DMS+AI+MD","Cdkn2d"
"Emc3",0.00130481502126631,0.295178754062928,0.917,0.792,1,"DMS+AI+MD","Emc3"
"Ndrg11",0.00130803835610592,0.324778809358556,0.427,0.256,1,"DMS+AI+MD","Ndrg1"
"Txnl11",0.00132269298625303,0.329468024736782,0.969,0.916,1,"DMS+AI+MD","Txnl1"
"Gnb51",0.00136459120337894,0.259596660049084,0.958,0.915,1,"DMS+AI+MD","Gnb5"
"Abat1",0.00136925571079516,0.279559916563394,0.677,0.489,1,"DMS+AI+MD","Abat"
"Meis2",0.00138231656761085,0.414475185960252,0.927,0.83,1,"DMS+AI+MD","Meis2"
"Tmem126b",0.00139625248699935,0.258152133971695,0.677,0.495,1,"DMS+AI+MD","Tmem126b"
"Smarcb1",0.00142457850666988,0.328724996926588,0.75,0.581,1,"DMS+AI+MD","Smarcb1"
"Tbcel",0.0014367357694937,0.349692073163161,0.719,0.56,1,"DMS+AI+MD","Tbcel"
"Etl4",0.00144612125518605,0.277654610930328,0.969,0.908,1,"DMS+AI+MD","Etl4"
"Hdac2",0.00145522960357212,0.32459540027917,0.875,0.796,1,"DMS+AI+MD","Hdac2"
"Dmap1",0.00146417075905954,0.256098808457818,0.49,0.326,1,"DMS+AI+MD","Dmap1"
"Tmem1781",0.001529736104642,0.336957337988208,0.865,0.739,1,"DMS+AI+MD","Tmem178"
"Asap21",0.0015411149894569,0.283133053435311,0.75,0.569,1,"DMS+AI+MD","Asap2"
"1810022K09Rik1",0.00156240212652536,0.302483125083848,0.823,0.703,1,"DMS+AI+MD","1810022K09Rik"
"Cuedc21",0.00156359581138453,0.333525530478776,0.948,0.865,1,"DMS+AI+MD","Cuedc2"
"Ctsz1",0.00158926593792283,0.320643652948202,0.573,0.386,1,"DMS+AI+MD","Ctsz"
"Yipf11",0.00159406857372002,0.296752594110204,0.771,0.598,1,"DMS+AI+MD","Yipf1"
"Ccs",0.00161089124610292,0.335155069514647,0.573,0.387,1,"DMS+AI+MD","Ccs"
"Nipa11",0.00161216454888851,0.297032142072854,0.729,0.549,1,"DMS+AI+MD","Nipa1"
"Blmh1",0.00166554279584337,0.275702018769307,0.833,0.67,1,"DMS+AI+MD","Blmh"
"Ctsl1",0.00167231080550554,0.373486000201626,0.792,0.631,1,"DMS+AI+MD","Ctsl"
"Ndufa91",0.00173070622633229,0.304041821250886,0.802,0.635,1,"DMS+AI+MD","Ndufa9"
"Sdk21",0.00174896889298407,0.26423627543561,0.927,0.803,1,"DMS+AI+MD","Sdk2"
"Rabac11",0.00178351778011181,0.306066992242514,0.969,0.966,1,"DMS+AI+MD","Rabac1"
"Zcchc121",0.00178607374136145,0.382318724051446,0.427,0.255,1,"DMS+AI+MD","Zcchc12"
"Kcnk11",0.00182870010366573,0.251639299898577,0.875,0.725,1,"DMS+AI+MD","Kcnk1"
"Aimp2",0.00184037340558706,0.251599319891887,0.604,0.422,1,"DMS+AI+MD","Aimp2"
"Rnmt",0.00184603425581683,0.260056071404672,0.917,0.797,1,"DMS+AI+MD","Rnmt"
"Nub1",0.00185202585838491,0.259625011102536,0.938,0.838,1,"DMS+AI+MD","Nub1"
"Prdx4",0.00187278270195986,0.287705131677447,0.594,0.41,1,"DMS+AI+MD","Prdx4"
"Ppp1r7",0.00195772950113822,0.257269542762213,0.917,0.873,1,"DMS+AI+MD","Ppp1r7"
"Zfhx31",0.00200145526108779,0.330026418953019,0.375,0.215,1,"DMS+AI+MD","Zfhx3"
"Txn11",0.00208169458741362,0.263738497748339,0.958,0.965,1,"DMS+AI+MD","Txn1"
"Ergic3",0.00208248050109039,0.250121165390025,0.906,0.783,1,"DMS+AI+MD","Ergic3"
"Clu1",0.00211932802583787,0.370215295165229,0.875,0.76,1,"DMS+AI+MD","Clu"
"Dpysl51",0.00212182924914757,0.269381909704993,0.719,0.54,1,"DMS+AI+MD","Dpysl5"
"Mast4",0.00214143487711548,0.255936638281629,0.927,0.81,1,"DMS+AI+MD","Mast4"
"Lhfpl3",0.0022088263679638,0.266480389432175,0.427,0.262,1,"DMS+AI+MD","Lhfpl3"
"Mdh21",0.0022474941861603,0.427797558940426,0.969,0.94,1,"DMS+AI+MD","Mdh2"
"Prmt11",0.00225105278664259,0.348226258644611,0.812,0.664,1,"DMS+AI+MD","Prmt1"
"Ano3",0.00226049297790692,0.29995194103136,0.896,0.782,1,"DMS+AI+MD","Ano3"
"Frmpd4",0.00237115298301551,0.255208958877878,0.906,0.793,1,"DMS+AI+MD","Frmpd4"
"Rem2",0.00237144603955614,0.299293748284028,0.271,0.133,1,"DMS+AI+MD","Rem2"
"Eif61",0.00242308027042704,0.305107555033377,0.823,0.702,1,"DMS+AI+MD","Eif6"
"Psmb11",0.00245855646922625,0.33994115315625,0.969,0.941,1,"DMS+AI+MD","Psmb1"
"Gemin61",0.00246047218105486,0.268058553386451,0.438,0.271,1,"DMS+AI+MD","Gemin6"
"Eif2ak4",0.0025186651620331,0.268251030658014,0.406,0.246,1,"DMS+AI+MD","Eif2ak4"
"Nrep",0.00257912843891275,0.320454306976018,0.708,0.533,1,"DMS+AI+MD","Nrep"
"Atxn10",0.00258991590663133,0.361188019982102,0.958,0.916,1,"DMS+AI+MD","Atxn10"
"Tmem591",0.0025950649951115,0.305961694177527,0.99,0.956,1,"DMS+AI+MD","Tmem59"
"Acp2",0.00260986527632348,0.312225652374065,0.854,0.732,1,"DMS+AI+MD","Acp2"
"Aamp1",0.00264241481392967,0.260996416852635,0.938,0.855,1,"DMS+AI+MD","Aamp"
"Pex14",0.00265320543245291,0.279827642454565,0.667,0.488,1,"DMS+AI+MD","Pex14"
"Sar1b",0.00270705348951959,0.305901458426033,0.927,0.836,1,"DMS+AI+MD","Sar1b"
"Gadd45a",0.00275866857178599,0.355899297203064,0.531,0.355,1,"DMS+AI+MD","Gadd45a"
"Tmem237",0.00280530019796291,0.261036572914618,0.792,0.628,1,"DMS+AI+MD","Tmem237"
"Parl",0.00292944715230019,0.327212962601959,0.708,0.549,1,"DMS+AI+MD","Parl"
"Rpn2",0.0029709589424495,0.262650241601033,0.865,0.717,1,"DMS+AI+MD","Rpn2"
"Ip6k2",0.0030305420365793,0.251145586270841,0.552,0.38,1,"DMS+AI+MD","Ip6k2"
"Slc6a111",0.00303958357527599,0.356875975532003,0.646,0.468,1,"DMS+AI+MD","Slc6a11"
"Yipf3",0.00305625239395083,0.301248163385496,0.708,0.537,1,"DMS+AI+MD","Yipf3"
"Rpp301",0.00309537261588131,0.295345576501083,0.479,0.31,1,"DMS+AI+MD","Rpp30"
"Hist1h4i1",0.00310619425213076,0.442506450101063,0.531,0.356,1,"DMS+AI+MD","Hist1h4i"
"Tubb5",0.0031862192196529,0.323999640075918,1,0.99,1,"DMS+AI+MD","Tubb5"
"Nrsn21",0.00319219075361411,0.33016816880097,0.76,0.599,1,"DMS+AI+MD","Nrsn2"
"Disp21",0.00320066244166065,0.278433227593677,0.958,0.886,1,"DMS+AI+MD","Disp2"
"Psmc5",0.00331521478526082,0.265102159499536,0.99,0.97,1,"DMS+AI+MD","Psmc5"
"Park71",0.00335028199280657,0.292580752551618,0.969,0.966,1,"DMS+AI+MD","Park7"
"Kcna11",0.00341112738778168,0.250484904801034,0.885,0.746,1,"DMS+AI+MD","Kcna1"
"Gsta4",0.00350784722845463,0.373202998783636,0.615,0.441,1,"DMS+AI+MD","Gsta4"
"Hspa1a",0.00353672447050174,0.49799222933423,0.646,0.532,1,"DMS+AI+MD","Hspa1a"
"Cwc15",0.00360476783568807,0.267693757093267,0.958,0.882,1,"DMS+AI+MD","Cwc15"
"Cacna1d1",0.00364690807763568,0.26645161010984,0.812,0.657,1,"DMS+AI+MD","Cacna1d"
"Psmb41",0.00365119215152407,0.288241286480849,0.979,0.906,1,"DMS+AI+MD","Psmb4"
"Tfg1",0.00372070818880314,0.300315399379033,0.823,0.677,1,"DMS+AI+MD","Tfg"
"Rasal11",0.003765949190859,0.255970842191641,0.896,0.774,1,"DMS+AI+MD","Rasal1"
"Tubb2a1",0.00390478548825264,0.548362152813772,0.969,0.972,1,"DMS+AI+MD","Tubb2a"
"Sh3gl31",0.0039294685938274,0.373506165972215,0.833,0.708,1,"DMS+AI+MD","Sh3gl3"
"Hspd11",0.00396312305037826,0.263381894599322,0.969,0.906,1,"DMS+AI+MD","Hspd1"
"0610009B22Rik",0.00409623756249224,0.292762961104975,0.812,0.659,1,"DMS+AI+MD","0610009B22Rik"
"Psmd41",0.00428293794057977,0.306317952516523,0.948,0.89,1,"DMS+AI+MD","Psmd4"
"Lyrm2",0.00447705486472326,0.294711269877393,0.771,0.617,1,"DMS+AI+MD","Lyrm2"
"Trib1",0.0044867509589208,0.282035602434763,0.646,0.475,1,"DMS+AI+MD","Trib1"
"Med7",0.00453344784361831,0.267770659770318,0.552,0.383,1,"DMS+AI+MD","Med7"
"N6amt11",0.00453370009257798,0.273963773027661,0.771,0.61,1,"DMS+AI+MD","N6amt1"
"Sugt11",0.00463903849004237,0.253597003354367,0.99,0.942,1,"DMS+AI+MD","Sugt1"
"Lynx1",0.00466073309133028,0.340729189898108,0.719,0.553,1,"DMS+AI+MD","Lynx1"
"Pcna",0.00469375474766706,0.301648687315478,0.667,0.499,1,"DMS+AI+MD","Pcna"
"Stmn1",0.00470417659625884,0.259133887286882,1,0.997,1,"DMS+AI+MD","Stmn1"
"Cadm3",0.00486383648211081,0.262600655579047,0.979,0.976,1,"DMS+AI+MD","Cadm3"
"Osbpl91",0.00488571057886404,0.25505947938054,0.51,0.348,1,"DMS+AI+MD","Osbpl9"
"Twf2",0.00523792512345695,0.304185306419242,0.812,0.664,1,"DMS+AI+MD","Twf2"
"Tm2d3",0.00536690236206461,0.287439485005148,0.76,0.678,1,"DMS+AI+MD","Tm2d3"
"Rtraf",0.00552840186891417,0.253972303673406,0.99,0.953,1,"DMS+AI+MD","Rtraf"
"Mmp171",0.00593318750913778,0.256242008492287,0.958,0.907,1,"DMS+AI+MD","Mmp17"
"Spsb11",0.0059877880136377,0.261617944728218,0.479,0.321,1,"DMS+AI+MD","Spsb1"
"Dmrt2",0.00602819471639809,0.266771496339922,0.25,0.127,1,"DMS+AI+MD","Dmrt2"
"AC102910.11",0.00602827001466906,0.292351162503878,0.177,0.082,1,"DMS+AI+MD","AC102910.1"
"Unc501",0.00630089225087526,0.312572688272103,0.76,0.61,1,"DMS+AI+MD","Unc50"
"Fkbp31",0.00633721746877066,0.264937528889718,1,0.986,1,"DMS+AI+MD","Fkbp3"
"Flot1",0.00634225314986466,0.309254786135194,0.875,0.776,1,"DMS+AI+MD","Flot1"
"Satb11",0.00637403844509516,0.271527241852486,0.896,0.783,1,"DMS+AI+MD","Satb1"
"Ythdf2",0.00644182587856271,0.259938032475872,0.833,0.698,1,"DMS+AI+MD","Ythdf2"
"Sgk1",0.00712094930317375,0.390357548747018,0.719,0.56,1,"DMS+AI+MD","Sgk1"
"Lrrc551",0.0071219996381074,0.337765266670957,0.417,0.264,1,"DMS+AI+MD","Lrrc55"
"Nsmce4a",0.00738317939963429,0.309100101533646,0.76,0.606,1,"DMS+AI+MD","Nsmce4a"
"Lgi21",0.00798075721528967,0.348003591097562,0.5,0.343,1,"DMS+AI+MD","Lgi2"
"Sec11c",0.00803894576303448,0.251457184047124,0.969,0.919,1,"DMS+AI+MD","Sec11c"
"Psmb31",0.0080987973976354,0.345312553267076,0.833,0.787,1,"DMS+AI+MD","Psmb3"
"Ndufaf71",0.00827978472809961,0.263814474235737,0.74,0.586,1,"DMS+AI+MD","Ndufaf7"
"Hebp1",0.00870786893528916,0.256134815183455,0.792,0.648,1,"DMS+AI+MD","Hebp1"
"Vdac31",0.00880719265494373,0.26702084054656,0.979,0.965,1,"DMS+AI+MD","Vdac3"
"H2-D11",0.00888043850386886,0.273198893078131,0.344,0.205,1,"DMS+AI+MD","H2-D1"
