"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Abracl",1.04317761067262e-09,-1.3146992393044,0.283,0.914,1.82305719241147e-05
"Pgbd5",1.05527941988995e-09,0.88799192806403,0.95,1,1.84420631419967e-05
"Morf4l1",1.20232744224568e-09,-0.624660888856284,0.983,1,2.10118743806855e-05
"Ptprs",1.23175864687227e-09,1.04681270598398,1,0.971,2.15262141127398e-05
"Bcl2",1.30529555928754e-09,-1.46800034187234,0.383,0.914,2.28113451941091e-05
"Ctsb",1.42274776096621e-09,-0.898349548277068,1,1,2.48639398706454e-05
"Atp5f1",1.42760740446405e-09,-1.13829751494999,0.983,1,2.49488670004138e-05
"Camk2n1",1.51903613180763e-09,1.11559048350206,1,1,2.65466754394702e-05
"Jup",1.54136392436433e-09,-1.48892471515189,0.25,0.857,2.69368759421911e-05
"Trp53i11",1.59628169975611e-09,1.91870887252255,0.867,0.343,2.78966189849377e-05
"Rimbp2",1.63915892599832e-09,1.63367673656856,0.917,0.629,2.86459413907466e-05
"Gm26917",1.6824393034067e-09,1.43797937331951,1,0.886,2.94023092663356e-05
"Klf9",2.08989058397852e-09,-1.1068115162931,0.967,1,3.65229278456087e-05
"Sulf1",2.22007598595747e-09,-1.17663961319643,0.217,0.857,3.87980479305927e-05
"Rab26",2.2850727093742e-09,-1.42520693598894,0.65,0.971,3.99339306690235e-05
"Slc39a10",2.41474637105616e-09,1.14045749347443,0.967,0.971,4.22001075805775e-05
"Psmd4",2.62615203093169e-09,-1.26025198987304,0.683,1,4.58946328925622e-05
"Gabra2",2.77293814919765e-09,1.66412867566303,0.933,0.6,4.84598670953781e-05
"Aamp",2.84137316205678e-09,-1.12278387498053,0.817,1,4.96558373801043e-05
"Cyth2",3.00774715117278e-09,-1.30190979414964,0.7,0.943,5.25633892138955e-05
"Gm10600",3.08761508504879e-09,-1.26283021549517,0.467,0.971,5.39591612263126e-05
"Hs3st2",3.23162994008639e-09,-1.21825820309712,0.55,1,5.64759648329498e-05
"Nkiras1",3.55273319940359e-09,-1.12082310733778,0.85,0.971,6.20875653927771e-05
"Psma5",4.19961322988732e-09,-1.20092633554308,0.75,0.971,7.33924408055108e-05
"Ndufs3",4.52502150470563e-09,-1.28560021295903,0.7,1,7.90792758162356e-05
"Lrfn5",4.6434822353019e-09,1.15186177595639,0.983,0.971,8.1149495544136e-05
"Reep1",4.70340227831854e-09,-0.854291448606843,0.95,1,8.21966582158949e-05
"Mgat4c",5.22434245509298e-09,-1.24146482452804,0.533,0.914,9.1300608745205e-05
"Basp1",5.59264780005961e-09,-0.662643895302324,1,1,9.77371129538417e-05
"Mgat5",5.68746938767352e-09,1.71870998699208,0.883,0.4,9.93942150189824e-05
"Grik3",5.74419891527213e-09,-1.19985651885522,0.583,1,0.000100385620243296
"Map1b",5.76976244276047e-09,-0.685277472869539,1,1,0.000100832368449682
"Slc16a2",6.42666690454426e-09,1.71966351618773,0.717,0.229,0.000112312430823815
"Itm2b",6.56782027942151e-09,-1.2973706279913,0.983,1,0.00011477922720317
"Gm40518",6.57144034629418e-09,-1.51579155155265,0,0.429,0.000114842491491837
"Slc17a6",6.57144034629418e-09,-1.16929601387851,0,0.429,0.000114842491491837
"Wisp1",6.57144034629435e-09,-1.03005848637454,0,0.429,0.00011484249149184
"Retreg1",6.6573765450486e-09,-1.30872224326232,0.567,0.971,0.000116344312501269
"Smoc2",6.77225773843122e-09,1.82661250784305,0.583,0.029,0.000118351976236824
"Pea15a",6.98865287595388e-09,0.992218471813876,1,1,0.00012213369766017
"Sept4",7.35044134902167e-09,-1.126238421127,0.233,0.857,0.000128456313015503
"Ndrg2",7.37424266262355e-09,-1.14307871393747,0.033,0.571,0.000128872264772009
"Olfm3",7.82760357837098e-09,-1.0497995206816,0.183,0.8,0.000136795200135611
"Nipal3",7.9077081680772e-09,-1.06251444087614,0.583,1,0.000138195107945317
"Slc35g2",7.9742805808721e-09,-0.761801918612465,0.017,0.486,0.000139358527431321
"Kcnab1",8.25124249747981e-09,1.85881065598665,0.833,0.286,0.000144198713885957
"Aig1",8.93130727041141e-09,-1.15724503598258,0.7,1,0.00015608352585771
"Mgst3",9.02935923182498e-09,-1.32569098945436,0.75,0.971,0.000157797081935373
"Sorbs2",9.87372660230516e-09,1.24343153067872,1,1,0.000172553246101885
"Slc25a5",1.03824770189993e-08,-1.41285740534993,0.667,0.886,0.000181444168384031
"Ier2",1.03926277188061e-08,-2.1436113564749,0.417,0.914,0.000181621562013856
"Dnaja1",1.08842832380395e-08,-0.934834850926195,1,1,0.000190213733867979
"Ndrg3",1.1452067320836e-08,-0.834421068507547,1,1,0.000200136328498931
"Nwd2",1.27856582896839e-08,1.85803599758273,0.833,0.343,0.000223442164270516
"Pcdh15",1.34871168901393e-08,1.8701758252123,0.783,0.314,0.000235700854772074
"Tagln3",1.35620706864772e-08,-1.22780437611582,0.983,1,0.000237010747316875
"Npas4",1.3594887676374e-08,-1.81968037740641,0.5,0.914,0.000237584257032311
"Ptprt",1.41973364258553e-08,1.2691834673176,0.983,0.743,0.000248112651378247
"Ldhb",1.7828832136754e-08,-1.48079795201248,0.9,0.914,0.000311576670421913
"Tpm3",1.78690562550208e-08,-0.699611917467473,0.983,1,0.000312279627112744
"Hpcal4",1.87331320036825e-08,-0.828704664250029,1,1,0.000327380214896355
"Rapgef5",2.04945078351251e-08,1.12831777996711,0.933,0.571,0.000358162018926646
"Atg101",2.10334921820729e-08,-1.28426593304063,0.317,0.886,0.000367581309373905
"Sept7",2.11564561463078e-08,-0.961847923406712,0.983,1,0.000369730227612875
"Scg5",2.15415913472821e-08,-1.04140326885796,0.983,1,0.000376460850385101
"Tmem178b",2.17882953358881e-08,1.36395059158999,0.867,0.6,0.00038077224928998
"Npm1",2.29325348980359e-08,-0.925829529177692,0.933,1,0.000400768979878075
"Arl1",2.32982018824134e-08,-0.849245380704773,0.883,1,0.000407159376097057
"Vsnl1",2.39131363150893e-08,-0.910211717954745,0.983,1,0.000417905970242501
"Cpne7",2.39742073121643e-08,2.02356526483969,0.7,0.114,0.000418973246987383
"Sertad1",2.70089687122215e-08,-1.26334016387983,0.15,0.743,0.000472008737214783
"Adcy1",2.76554794363522e-08,-0.907320826346485,0.983,1,0.000483307158629691
"Psmd14",2.80913376903536e-08,-1.16369428783506,0.767,0.829,0.00049092421747662
"Gadd45b",2.86384426374808e-08,-1.57043130591032,0.333,0.914,0.000500485423532614
"Rala",2.93999300163392e-08,-1.15044313896007,0.767,0.971,0.000513793176965544
"St3gal5",3.06024072325949e-08,-0.924398976080477,0.9,1,0.000534807668796828
"Fam49b",3.14723986130662e-08,-0.876073560593385,0.917,1,0.000550011638161946
"Ablim2",3.16595684109844e-08,1.35728506452813,0.933,0.714,0.000553282617550364
"Epha5",3.28477391112749e-08,1.04167996640366,1,1,0.00057404708870864
"Sdk1",3.45438214832399e-08,-1.03405591161399,0.15,0.743,0.000603687824241101
"Nudc",3.62688320360322e-08,-0.862384545188871,0.917,1,0.000633834108661699
"Lmo1",3.70339366812206e-08,-1.61911549908605,0.417,0.886,0.000647205077441011
"Clu",3.78300303299669e-08,-1.1433157205773,0.583,1,0.000661117610046501
"Cpne6",3.84883405487841e-08,1.50614570108894,0.867,0.543,0.000672622239430551
"Nfe2l3",4.085918060898e-08,-1.06713748421363,0.017,0.486,0.000714055040322535
"Lpgat1",4.32063301939065e-08,-0.939387852807572,0.967,1,0.000755073826468711
"Atp1b1",5.03560406053271e-08,-0.581560347787152,1,1,0.000880022165618696
"Park7",5.04344160898124e-08,-1.03757231791759,0.917,1,0.000881391855585561
"Plxna2",5.29670679008563e-08,-1.02587252546525,0.8,1,0.000925652478635364
"Hsp90b1",5.322257973459e-08,-0.916996851239031,1,1,0.000930117803441696
"Lmo4",5.39554051202943e-08,0.674669003931528,0.983,1,0.000942924659882263
"Syt4",5.42984175420235e-08,0.891250828511298,1,1,0.000948919144964403
"Ldha",5.43301889657641e-08,-0.928067929577221,0.983,1,0.000949474382365694
"Htr1f",5.46468612129835e-08,-1.19125094724483,0.05,0.571,0.0009550085465581
"Ckmt1",5.48570221505574e-08,-1.14914576469061,0.717,1,0.000958681319103141
"Cd47",5.8260203637067e-08,-0.780982455067547,1,1,0.00101815531876138
"Cdh10",6.00111882708723e-08,1.55031307570377,0.817,0.371,0.00104875552622176
"Ctsz",6.24371463064206e-08,-1.20088843636256,0.117,0.686,0.00109115156885101
