"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Plcxd1",0.000131971063758119,0.264641242234728,0.283,0.232,1,"L5-Htr2c","Plcxd1"
"Dync2h1",0.000137871936683555,0.268703848352216,0.555,0.603,1,"L5-Htr2c","Dync2h1"
"Agk",0.000139525881248673,0.29025972106947,0.508,0.536,1,"L5-Htr2c","Agk"
"Acsl6",0.0001426486145419,0.268924058452841,0.561,0.6,1,"L5-Htr2c","Acsl6"
"Zfp385b",0.000143495747701074,0.285107393322336,0.389,0.363,1,"L5-Htr2c","Zfp385b"
"Sfxn5",0.000143953857814959,0.337054423212835,0.408,0.397,1,"L5-Htr2c","Sfxn5"
"Nacad",0.000152440785382753,0.298163252193029,0.336,0.305,1,"L5-Htr2c","Nacad"
"Hist1h3d",0.000155910112120878,0.393709707061797,0.268,0.215,1,"L5-Htr2c","Hist1h3d"
"Blvra",0.000156502268662379,0.270912667465175,0.393,0.368,1,"L5-Htr2c","Blvra"
"Cacnb2",0.000168311640863953,0.275223541090896,0.505,0.527,1,"L5-Htr2c","Cacnb2"
"Eid2b",0.000170486680179124,0.306322071147347,0.483,0.505,1,"L5-Htr2c","Eid2b"
"Xpa",0.00017170750614646,0.303848853577977,0.364,0.343,1,"L5-Htr2c","Xpa"
"Cry1",0.000174575559534069,0.331051457242629,0.252,0.206,1,"L5-Htr2c","Cry1"
"Ctsl",0.000187143694295,0.262117056829217,0.626,0.634,1,"L5-Htr2c","Ctsl"
"Extl21",0.000187357722579575,0.26927212253229,0.53,0.568,1,"L5-Htr2c","Extl2"
"Traip",0.000195160628433078,0.284637228019784,0.352,0.324,1,"L5-Htr2c","Traip"
"Slc16a11",0.000213287317981907,0.312114470730896,0.43,0.426,1,"L5-Htr2c","Slc16a11"
"Sorl11",0.00021737228038195,0.279539126457553,0.872,0.899,1,"L5-Htr2c","Sorl1"
"Faim",0.000219331530956533,0.269994660990664,0.576,0.643,1,"L5-Htr2c","Faim"
"Snx4",0.00024209424619024,0.254803055145418,0.467,0.493,1,"L5-Htr2c","Snx4"
"Ubr1",0.000260631283195714,0.250531682185403,0.567,0.617,1,"L5-Htr2c","Ubr1"
"Ivd",0.000294370843353242,0.343190776470761,0.352,0.331,1,"L5-Htr2c","Ivd"
"Ugp2",0.00030518049549946,0.257822464020777,0.52,0.57,1,"L5-Htr2c","Ugp2"
"Plcl2",0.00034968270756607,0.2697196889194,0.474,0.498,1,"L5-Htr2c","Plcl2"
"AI480526",0.000351617077195389,0.341329851231632,0.34,0.312,1,"L5-Htr2c","AI480526"
"B3galt6",0.000370779767462751,0.27345218534714,0.405,0.4,1,"L5-Htr2c","B3galt6"
"Mid2",0.000371665821386995,0.285061941788473,0.399,0.393,1,"L5-Htr2c","Mid2"
