"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Synpr",0,3.29853042736076,0.887,0.116,0,"L2/3-Rorb","Synpr"
"Cux2",0,2.61466072913682,0.88,0.06,0,"L2/3-Rorb","Cux2"
"Rorb",0,2.48978803180344,0.845,0.139,0,"L2/3-Rorb","Rorb"
"Tnnc1",0,2.32934122406358,0.663,0.132,0,"L2/3-Rorb","Tnnc1"
"Krt12",0,2.30543237023644,0.84,0.14,0,"L2/3-Rorb","Krt12"
"A830036E02Rik",0,2.11119170190312,0.832,0.156,0,"L2/3-Rorb","A830036E02Rik"
"Camk2n2",0,2.00125450474278,0.993,0.495,0,"L2/3-Rorb","Camk2n2"
"Cpne4",0,1.9544212862126,0.965,0.392,0,"L2/3-Rorb","Cpne4"
"Prdm8",0,1.92408637893205,0.776,0.1,0,"L2/3-Rorb","Prdm8"
"Lcorl",0,1.85011719419821,0.946,0.402,0,"L2/3-Rorb","Lcorl"
"Coch",0,1.79250749574677,0.716,0.066,0,"L2/3-Rorb","Coch"
"Medag",0,1.78459081749239,0.734,0.141,0,"L2/3-Rorb","Medag"
"Vstm2l",0,1.78015129319962,0.948,0.288,0,"L2/3-Rorb","Vstm2l"
"Epha4",0,1.75249123974365,0.997,0.813,0,"L2/3-Rorb","Epha4"
"Fat3",0,1.6613129068482,0.961,0.531,0,"L2/3-Rorb","Fat3"
"Nrsn1",0,1.64769030064139,0.999,0.968,0,"L2/3-Rorb","Nrsn1"
"Nr2f1",0,1.63601357188458,0.994,0.81,0,"L2/3-Rorb","Nr2f1"
"Hpca",0,1.6302366944537,0.994,0.842,0,"L2/3-Rorb","Hpca"
"AI593442",0,1.5603021720085,0.994,0.8,0,"L2/3-Rorb","AI593442"
"Dock4",0,1.45088056744574,0.981,0.691,0,"L2/3-Rorb","Dock4"
"Mef2c",0,1.41001211114572,1,0.999,0,"L2/3-Rorb","Mef2c"
"Arpp21",8.3483754374733e-319,1.13208454962836,0.999,0.997,1.6186665135717e-314,"L2/3-Rorb","Arpp21"
"Atp1b2",5.34586538598046e-317,1.66656370607758,0.964,0.423,1.03650983968775e-312,"L2/3-Rorb","Atp1b2"
"Nrn1",8.36995301383727e-295,1.65463755266957,0.999,0.7,1.62285018985291e-290,"L2/3-Rorb","Nrn1"
"Scn7a",2.664028424553e-287,1.61939407866325,0.495,0.022,5.1652847123658e-283,"L2/3-Rorb","Scn7a"
"Cdkn1c",5.12391206087105e-282,1.97403863172559,0.687,0.104,9.93475309482288e-278,"L2/3-Rorb","Cdkn1c"
"D16Ertd472e",8.7838349930902e-278,1.57119662496944,0.639,0.078,1.70309776681026e-273,"L2/3-Rorb","D16Ertd472e"
"Marcksl1",4.54200456474509e-274,2.30677914151392,0.771,0.177,8.80649265058426e-270,"L2/3-Rorb","Marcksl1"
"Wls",6.67562899589571e-274,1.58872231192906,0.84,0.201,1.29433770601422e-269,"L2/3-Rorb","Wls"
"Camk2n1",2.58986183948214e-271,1.31583115777793,1,0.993,5.02148312057192e-267,"L2/3-Rorb","Camk2n1"
"Chn2",1.66358936049773e-265,1.62522309613465,0.848,0.277,3.22553341106905e-261,"L2/3-Rorb","Chn2"
"Cpne9",5.28851186082374e-260,1.6047131989154,0.666,0.106,1.02538956469512e-255,"L2/3-Rorb","Cpne9"
"Pkib",5.47743205704122e-259,1.59113729194566,0.898,0.34,1.06201930153972e-254,"L2/3-Rorb","Pkib"
"Slc30a3",6.93418858328518e-258,1.56926515873101,0.923,0.285,1.34446982441316e-253,"L2/3-Rorb","Slc30a3"
"Grm2",9.4421022630864e-258,1.53161774263761,0.807,0.259,1.83072920778982e-253,"L2/3-Rorb","Grm2"
"Rims3",1.6552817330494e-257,1.46894507852838,0.91,0.384,3.20942575220949e-253,"L2/3-Rorb","Rims3"
"Gpr83",2.57642014870898e-257,1.63931053854814,0.642,0.092,4.99542102633183e-253,"L2/3-Rorb","Gpr83"
"Nyap2",2.22350381874123e-254,1.34859941391089,0.927,0.549,4.31115155415738e-250,"L2/3-Rorb","Nyap2"
"Necab1",6.65140478676018e-253,1.39055075533829,0.983,0.687,1.28964087410493e-248,"L2/3-Rorb","Necab1"
"Igsf3",1.83044700700765e-250,1.56791290081819,0.633,0.102,3.54905370188714e-246,"L2/3-Rorb","Igsf3"
"Fam19a1",9.3855693207303e-248,1.11393061529814,0.835,0.215,1.8197680355964e-243,"L2/3-Rorb","Fam19a1"
"R3hdm1",3.23216939488206e-246,1.15586697114682,0.999,0.989,6.26685323973683e-242,"L2/3-Rorb","R3hdm1"
"Syt4",5.10121226619751e-246,0.992052714646572,1,0.998,9.89074046293035e-242,"L2/3-Rorb","Syt4"
"Car10",6.49598615428001e-246,1.32215857906252,0.991,0.704,1.25950675545335e-241,"L2/3-Rorb","Car10"
"Ube2e3",7.1264475941656e-244,1.15973222407248,0.978,0.773,1.38174692403277e-239,"L2/3-Rorb","Ube2e3"
"Rmst",1.0890191952269e-242,1.65358157302389,0.823,0.238,2.11149931762543e-238,"L2/3-Rorb","Rmst"
"Cck",1.11197968255999e-242,1.58733058558768,1,0.626,2.15601740651557e-238,"L2/3-Rorb","Cck"
"Cspg5",2.87623571040691e-237,0.972357796785628,1,0.965,5.57673341890796e-233,"L2/3-Rorb","Cspg5"
"Spats2l",1.64151380952065e-236,1.41160667036901,0.756,0.176,3.18273112527958e-232,"L2/3-Rorb","Spats2l"
"Ajap1",2.8266161014091e-233,1.4441846139332,0.904,0.324,5.4805259590221e-229,"L2/3-Rorb","Ajap1"
"Kcnab1",2.2502607017782e-232,1.36117503092983,0.958,0.437,4.36303047467775e-228,"L2/3-Rorb","Kcnab1"
"Efna5",4.18731044133477e-232,1.46782542462608,0.848,0.294,8.11877621470398e-228,"L2/3-Rorb","Efna5"
"Cpne5",1.52391295785261e-230,1.44578938746249,0.939,0.399,2.95471483398043e-226,"L2/3-Rorb","Cpne5"
"Bok",1.40013421703113e-223,1.54218538223395,0.882,0.416,2.71472023340166e-219,"L2/3-Rorb","Bok"
"C1ql3",2.09393642668604e-217,1.07768247864862,0.999,0.491,4.05993333770157e-213,"L2/3-Rorb","C1ql3"
"Crhr1",6.73658104290266e-217,1.34524635879668,0.676,0.149,1.3061556984084e-212,"L2/3-Rorb","Crhr1"
"Ptgfrn",5.1334409505523e-215,1.35730379868756,0.621,0.101,9.95322865902585e-211,"L2/3-Rorb","Ptgfrn"
"Cdh8",1.38607870612441e-214,1.41060173158615,0.701,0.19,2.68746800330462e-210,"L2/3-Rorb","Cdh8"
"Gpc6",3.96200074709891e-211,1.39774523812763,0.733,0.177,7.68192324855007e-207,"L2/3-Rorb","Gpc6"
"Adcyap1",8.17182379392773e-211,1.35465228278598,0.64,0.112,1.58443491540465e-206,"L2/3-Rorb","Adcyap1"
"Nrxn1",4.16786410810087e-210,0.708587208419766,0.999,0.998,8.08107171919677e-206,"L2/3-Rorb","Nrxn1"
"Htr2a",9.12555360107803e-210,1.52238099896733,0.672,0.141,1.76935358771302e-205,"L2/3-Rorb","Htr2a"
"Rora",8.11630469481382e-208,1.44332842060537,0.864,0.409,1.57367031727745e-203,"L2/3-Rorb","Rora"
"BC030499",2.81768133721862e-207,1.48613710373524,0.814,0.299,5.46320234473318e-203,"L2/3-Rorb","BC030499"
"Kcnip4",1.11769303866345e-206,1.21934621197286,0.971,0.574,2.16709503266456e-202,"L2/3-Rorb","Kcnip4"
"Hrh3",2.81315105711185e-205,1.37445718352488,0.896,0.386,5.45441858463417e-201,"L2/3-Rorb","Hrh3"
"Nudt4",2.29858834538962e-204,1.13652500664274,0.98,0.826,4.45673294287593e-200,"L2/3-Rorb","Nudt4"
"Syt17",2.58357234075173e-204,0.924418287016524,0.888,0.317,5.00928841148352e-200,"L2/3-Rorb","Syt17"
"Rgs4",5.32122118093587e-204,1.3474160344666,0.997,0.928,1.03173157477165e-199,"L2/3-Rorb","Rgs4"
"Lrfn5",5.69907757620403e-203,0.973160399318236,0.996,0.915,1.1049941512502e-198,"L2/3-Rorb","Lrfn5"
"Fndc5",7.42309826815907e-203,1.35878656531334,0.849,0.362,1.43926452321336e-198,"L2/3-Rorb","Fndc5"
"Neurod1",2.83677241417384e-202,1.36477081212476,0.655,0.138,5.50021803384165e-198,"L2/3-Rorb","Neurod1"
"Cntn5",7.58638104208499e-202,1.28058575477223,0.872,0.457,1.47092342024986e-197,"L2/3-Rorb","Cntn5"
"Lmo4",6.38909056852522e-200,0.893014601510464,1,0.993,1.23878077033136e-195,"L2/3-Rorb","Lmo4"
"Cnr1",1.38068311888652e-198,1.29478235633401,0.967,0.486,2.67700649920907e-194,"L2/3-Rorb","Cnr1"
"Lhfp",7.42001652283682e-197,1.31428723687123,0.803,0.338,1.43866700361283e-192,"L2/3-Rorb","Lhfp"
"Dnajc21",2.42484618578457e-195,1.32494412806758,0.865,0.559,4.7015342696177e-191,"L2/3-Rorb","Dnajc21"
"Plxnd1",8.36176161344404e-194,1.37691150860567,0.578,0.102,1.62126195923067e-189,"L2/3-Rorb","Plxnd1"
"Ptprk",2.28241815549587e-192,1.07656397839675,0.882,0.319,4.42538056169095e-188,"L2/3-Rorb","Ptprk"
"Tcap",9.20040132316324e-192,1.35907750097092,0.376,0.027,1.78386581254812e-187,"L2/3-Rorb","Tcap"
"2900055J20Rik",1.00893588408049e-191,1.11749344009843,0.978,0.631,1.95622578564366e-187,"L2/3-Rorb","2900055J20Rik"
"Dkkl1",2.69827441574085e-191,1.46432245187618,0.784,0.262,5.23168426467994e-187,"L2/3-Rorb","Dkkl1"
"Rassf3",1.09920171146054e-190,1.30476411051952,0.679,0.163,2.13124219835085e-186,"L2/3-Rorb","Rassf3"
"Dlgap1",1.72634899645792e-190,0.715350043195468,1,0.998,3.34721806923226e-186,"L2/3-Rorb","Dlgap1"
"Fbxw7",2.86839061233232e-189,0.861787977053398,0.999,0.982,5.56152255825114e-185,"L2/3-Rorb","Fbxw7"
"Gfra2",5.13882500126805e-189,1.08926378871638,0.965,0.8,9.96366779495862e-185,"L2/3-Rorb","Gfra2"
"Pou3f2",7.98519021783548e-189,1.34615145928434,0.692,0.171,1.54824853133612e-184,"L2/3-Rorb","Pou3f2"
"Epb41l2",1.15698388597648e-188,1.32230496419589,0.631,0.139,2.2432760565198e-184,"L2/3-Rorb","Epb41l2"
"Slc12a5",9.34537001738346e-188,0.822492994137299,1,0.988,1.81197379267048e-183,"L2/3-Rorb","Slc12a5"
"Prmt8",1.6898720752272e-185,1.14179361753474,0.862,0.508,3.27649296665802e-181,"L2/3-Rorb","Prmt8"
"Cntn4",4.95295186852354e-185,1.22263341578618,0.846,0.369,9.60327837788029e-181,"L2/3-Rorb","Cntn4"
"Plcl1",1.1403137590826e-184,1.17405339500582,0.559,0.1,2.21095434748526e-180,"L2/3-Rorb","Plcl1"
"Gng4",8.85049291774409e-184,1.27125548951585,0.772,0.312,1.7160220718214e-179,"L2/3-Rorb","Gng4"
"Robo2",3.15103741629516e-183,1.19144481165097,0.938,0.528,6.10954644645468e-179,"L2/3-Rorb","Robo2"
"Kcnb2",1.19412703352771e-182,1.17684608134936,0.932,0.533,2.31529290530689e-178,"L2/3-Rorb","Kcnb2"
"Osbpl1a",2.57644009302842e-182,0.825890418282596,0.997,0.979,4.99545969637279e-178,"L2/3-Rorb","Osbpl1a"
"Gm29674",3.22343218889783e-182,1.09897234916363,0.405,0.038,6.249912671054e-178,"L2/3-Rorb","Gm29674"
"Gpr26",2.94338460082657e-181,1.01697230251122,0.954,0.748,5.70692840254263e-177,"L2/3-Rorb","Gpr26"
"Dbpht2",8.62235257494879e-180,0.990705627216771,0.988,0.864,1.67178794075682e-175,"L2/3-Rorb","Dbpht2"
"Fhod3",1.08971528989969e-179,1.17117681308428,0.772,0.342,2.11284897558651e-175,"L2/3-Rorb","Fhod3"
"Slc39a10",2.41326296328173e-178,0.920651627186716,0.997,0.957,4.67907555950695e-174,"L2/3-Rorb","Slc39a10"
"Kcnh5",3.80012642645169e-177,1.22658716095612,0.428,0.053,7.36806512824717e-173,"L2/3-Rorb","Kcnh5"
"Gria4",4.92294586049258e-177,1.11935524003726,0.868,0.526,9.54509972890907e-173,"L2/3-Rorb","Gria4"
"Pcdh15",2.79552133595629e-176,1.26049451249937,0.882,0.406,5.42023631828565e-172,"L2/3-Rorb","Pcdh15"
"Ptchd4",3.8478164419169e-174,1.22637315728902,0.425,0.044,7.46053129923268e-170,"L2/3-Rorb","Ptchd4"
"Acsl5",1.80031016667739e-173,1.11045245398843,0.836,0.463,3.4906213821708e-169,"L2/3-Rorb","Acsl5"
"Cnih3",5.72400988206894e-173,1.0631841381888,0.967,0.757,1.10982827603435e-168,"L2/3-Rorb","Cnih3"
"Nol4",9.22494909687522e-173,0.899043842160204,0.987,0.917,1.78862538039314e-168,"L2/3-Rorb","Nol4"
"Syn2",1.27074943292956e-169,0.761887679692647,1,0.996,2.46385607550712e-165,"L2/3-Rorb","Syn2"
"Tcf4",2.68793476616755e-169,0.722374201285173,1,0.993,5.21163671812227e-165,"L2/3-Rorb","Tcf4"
"Ccdc136",7.58965247795331e-168,1.04478749647902,0.882,0.628,1.47155771895037e-163,"L2/3-Rorb","Ccdc136"
"Ypel2",1.07631740874858e-165,1.01346176033076,0.91,0.629,2.08687182382262e-161,"L2/3-Rorb","Ypel2"
"Myo1b",1.0804635422654e-165,1.05134022677318,0.504,0.078,2.09491076209839e-161,"L2/3-Rorb","Myo1b"
"Foxp1",2.40009233409651e-165,0.911474918747671,0.999,0.943,4.65353902657973e-161,"L2/3-Rorb","Foxp1"
"Slit2",2.3039433912582e-164,1.16296134047566,0.785,0.295,4.46711584131052e-160,"L2/3-Rorb","Slit2"
"Kcnq3",1.79758109829416e-163,0.943216437421238,0.99,0.882,3.48532999148254e-159,"L2/3-Rorb","Kcnq3"
"Gabra2",2.28960928362024e-163,1.02240707580331,0.964,0.576,4.43932344001129e-159,"L2/3-Rorb","Gabra2"
"Kalrn",1.79839943271915e-161,0.707880627856549,0.999,0.99,3.48691666009916e-157,"L2/3-Rorb","Kalrn"
"Bdnf",2.28765008864389e-161,1.56801183279645,0.816,0.366,4.43552475687164e-157,"L2/3-Rorb","Bdnf"
"Etnk2",9.45894264243845e-161,1.18180161415852,0.515,0.093,1.83399438894239e-156,"L2/3-Rorb","Etnk2"
"Cpne8",3.06782007021839e-160,1.18939657990408,0.756,0.271,5.94819633414643e-156,"L2/3-Rorb","Cpne8"
"Fam212b",6.54496520687892e-160,1.00108184837,0.939,0.662,1.26900330396175e-155,"L2/3-Rorb","Fam212b"
"Stum",7.22405829935066e-160,0.433149206177286,0.846,0.388,1.4006726636611e-155,"L2/3-Rorb","Stum"
"Plch2",3.59481066803812e-159,1.15785699041773,0.723,0.242,6.96997840425911e-155,"L2/3-Rorb","Plch2"
"Ptpn5",3.08704546442451e-157,0.899407909524565,0.961,0.837,5.98547245097269e-153,"L2/3-Rorb","Ptpn5"
"Klhdc8a",7.05190167157736e-156,1.17238897849736,0.659,0.183,1.36729321510213e-151,"L2/3-Rorb","Klhdc8a"
"Phlda1",1.30166983114459e-155,1.21828629165979,0.839,0.451,2.52380763560625e-151,"L2/3-Rorb","Phlda1"
"Rimbp2",3.11088323041949e-155,1.0797921793544,0.946,0.644,6.03169149546034e-151,"L2/3-Rorb","Rimbp2"
"Herc6",1.06298098141298e-154,1.19382277231236,0.723,0.306,2.06101382486163e-150,"L2/3-Rorb","Herc6"
"Ing2",1.68669819056765e-154,0.936115107908857,0.935,0.736,3.27033912169161e-150,"L2/3-Rorb","Ing2"
"Edil3",5.11544138069761e-154,1.03917689044817,0.922,0.472,9.9183292930346e-150,"L2/3-Rorb","Edil3"
"A330008L17Rik",1.24468148865962e-153,1.0707180819766,0.479,0.08,2.41331293836213e-149,"L2/3-Rorb","A330008L17Rik"
"Camk2d",1.76237202739773e-153,1.06571677689924,0.949,0.539,3.41706312392145e-149,"L2/3-Rorb","Camk2d"
"Pmepa1",1.99658788828599e-153,0.979173753520843,0.94,0.723,3.8711842565977e-149,"L2/3-Rorb","Pmepa1"
"Wnt4",9.42223719793676e-153,1.22806144154052,0.797,0.324,1.82687757030796e-148,"L2/3-Rorb","Wnt4"
"Lrrc4c",2.61098192868331e-152,0.898851403154729,0.983,0.85,5.06243286152407e-148,"L2/3-Rorb","Lrrc4c"
"Nptxr",3.85139157074726e-152,0.819971195146984,0.999,0.7,7.46746311652185e-148,"L2/3-Rorb","Nptxr"
"Rtn4rl1",6.04381692719132e-152,1.03034715761818,0.785,0.28,1.17183566401312e-147,"L2/3-Rorb","Rtn4rl1"
"Bhlhe40",6.92985139120462e-151,1.02616723053687,0.817,0.315,1.34362888624066e-146,"L2/3-Rorb","Bhlhe40"
"Igfbp5",1.14833030485087e-150,1.08442889381068,0.903,0.593,2.22649762807535e-146,"L2/3-Rorb","Igfbp5"
"Ttc28",9.9581930475854e-150,1.1954539574304,0.617,0.178,1.93079404999633e-145,"L2/3-Rorb","Ttc28"
"Tshz1",4.25998186903448e-149,1.17816061150639,0.594,0.19,8.25967884587096e-145,"L2/3-Rorb","Tshz1"
"Grin3a",2.21948905946954e-148,1.2877711663971,0.705,0.223,4.30336733740548e-144,"L2/3-Rorb","Grin3a"
"Mgat5b",2.55533729967297e-148,1.07500566764604,0.801,0.39,4.95454349033591e-144,"L2/3-Rorb","Mgat5b"
"Dact2",8.42069587562777e-147,1.09956531147798,0.692,0.248,1.63268872332547e-142,"L2/3-Rorb","Dact2"
"Htr2c",9.02166687489869e-147,0.630151506787312,0.431,0.071,1.74921099037411e-142,"L2/3-Rorb","Htr2c"
"Ntng1",1.56067367570846e-145,0.97243088634771,0.705,0.224,3.02599018983114e-141,"L2/3-Rorb","Ntng1"
"Hdac9",9.87925642683303e-145,1.10919521436661,0.752,0.305,1.91548902859866e-140,"L2/3-Rorb","Hdac9"
"Enpp2",2.31049496987596e-143,1.15194559792749,0.7,0.228,4.4798186970925e-139,"L2/3-Rorb","Enpp2"
"Tspan4",3.27149682262533e-141,0.968537414120163,0.431,0.075,6.34310518938825e-137,"L2/3-Rorb","Tspan4"
"Col26a1",4.85747784307666e-141,0.786303292992172,0.27,0.014,9.41816378994134e-137,"L2/3-Rorb","Col26a1"
"Gcnt2",1.08630062282522e-139,1.02648955357848,0.515,0.108,2.10622827759582e-135,"L2/3-Rorb","Gcnt2"
"Spock3",1.40774597926264e-139,1.2792458401118,0.698,0.26,2.72947867919234e-135,"L2/3-Rorb","Spock3"
"Cacna1i",3.86637354414338e-139,1.08801159412804,0.747,0.34,7.4965116647396e-135,"L2/3-Rorb","Cacna1i"
"Tspan17",5.76469129488981e-139,1.02679488858066,0.868,0.51,1.11771599516618e-134,"L2/3-Rorb","Tspan17"
"Pam",1.36374563463316e-138,1.06649143699866,0.896,0.591,2.64416641099023e-134,"L2/3-Rorb","Pam"
"Rgs8",3.1138510272965e-138,1.13238718661877,0.723,0.308,6.03744575682519e-134,"L2/3-Rorb","Rgs8"
"Ntm",2.54200892553541e-136,0.887006729976795,0.99,0.72,4.9287011057206e-132,"L2/3-Rorb","Ntm"
"Myh14",8.9536738517385e-136,0.997934650933473,0.459,0.079,1.73602782311358e-131,"L2/3-Rorb","Myh14"
"Dusp14",1.17596237316994e-135,0.969671076217554,0.922,0.658,2.2800734453392e-131,"L2/3-Rorb","Dusp14"
"Cdkl5",5.59417677650222e-135,0.746986414539086,0.991,0.951,1.08465493519601e-130,"L2/3-Rorb","Cdkl5"
"Bmp1",1.05128005665078e-134,1.02830743474535,0.597,0.168,2.0383269018402e-130,"L2/3-Rorb","Bmp1"
"Cdk2ap1",1.53794570447651e-134,1.05957687626755,0.848,0.476,2.98192292640951e-130,"L2/3-Rorb","Cdk2ap1"
"Pdzrn3",1.6623064584e-132,0.955434643444594,0.482,0.094,3.22304599219177e-128,"L2/3-Rorb","Pdzrn3"
"Rreb1",4.78168259502587e-132,0.997508391093872,0.399,0.057,9.27120438349566e-128,"L2/3-Rorb","Rreb1"
"Gm12027",9.7512038063405e-132,1.05866490396269,0.692,0.249,1.89066090601136e-127,"L2/3-Rorb","Gm12027"
"Cd44",1.25330626167662e-131,1.02081871645016,0.421,0.07,2.4300355107648e-127,"L2/3-Rorb","Cd44"
"Zfp703",1.24808242286942e-129,1.08288414962545,0.634,0.203,2.41990700970151e-125,"L2/3-Rorb","Zfp703"
"Lingo1",2.92225564842335e-129,0.725184704099216,0.997,0.964,5.66596147672804e-125,"L2/3-Rorb","Lingo1"
"Stxbp1",1.00801448091954e-128,0.47772895748875,1,0.998,1.9544392770549e-124,"L2/3-Rorb","Stxbp1"
"Sox9",1.2800527937383e-128,1.36118005705133,0.583,0.16,2.48189436177919e-124,"L2/3-Rorb","Sox9"
"Sccpdh",3.78997837468437e-127,1.0909014078412,0.824,0.54,7.34838907067553e-123,"L2/3-Rorb","Sccpdh"
"Bhlhe22",8.11734992801014e-126,0.732271976462747,0.688,0.242,1.57387297754189e-121,"L2/3-Rorb","Bhlhe22"
"Hkdc1",8.87564245021471e-126,0.872965108294748,0.38,0.06,1.72089831467213e-121,"L2/3-Rorb","Hkdc1"
"Golga4",9.93309569994902e-126,0.830280542815126,0.955,0.84,1.92592792526311e-121,"L2/3-Rorb","Golga4"
"Thsd7a",1.70461495166882e-125,1.11433673504306,0.309,0.031,3.30507792979068e-121,"L2/3-Rorb","Thsd7a"
"Osbp2",2.71556456369503e-125,0.936575929282844,0.837,0.554,5.2652081325483e-121,"L2/3-Rorb","Osbp2"
"Phactr2",4.0154825221488e-125,0.864740316588144,0.334,0.037,7.78561906219431e-121,"L2/3-Rorb","Phactr2"
"Sphkap",4.25836150405342e-125,0.755569554991871,0.987,0.855,8.25653712020917e-121,"L2/3-Rorb","Sphkap"
"Rspo1",4.49639784622908e-125,1.03083939753179,0.247,0.013,8.71806578405356e-121,"L2/3-Rorb","Rspo1"
"Tmem178b",2.14643347037888e-124,0.965651697718009,0.904,0.578,4.16171985571761e-120,"L2/3-Rorb","Tmem178b"
"Slc4a3",2.70865472136777e-124,0.898431614507276,0.925,0.635,5.25181063925997e-120,"L2/3-Rorb","Slc4a3"
"Slc2a13",1.27387227743388e-122,0.936597422983718,0.877,0.483,2.46991095871655e-118,"L2/3-Rorb","Slc2a13"
"Bicc1",1.65656938580176e-121,0.924070040830099,0.421,0.076,3.21192238213104e-117,"L2/3-Rorb","Bicc1"
"Cacna1g",2.35317188135693e-121,0.979858664272201,0.755,0.318,4.56256496076296e-117,"L2/3-Rorb","Cacna1g"
"Slc6a17",3.13251172091541e-121,0.725007903926513,0.99,0.956,6.07362697568288e-117,"L2/3-Rorb","Slc6a17"
"Gpr158",5.24203770910155e-121,0.840996426564009,0.962,0.831,1.0163786914177e-116,"L2/3-Rorb","Gpr158"
"Srgap3",1.78936184322854e-120,0.781983653395169,0.932,0.529,3.46939367783582e-116,"L2/3-Rorb","Srgap3"
"Atp11b",4.29209007596646e-118,0.822936574430756,0.888,0.743,8.32193344829137e-114,"L2/3-Rorb","Atp11b"
"Sorbs2",7.94105180257751e-118,0.716334172317513,0.993,0.957,1.53969053400175e-113,"L2/3-Rorb","Sorbs2"
"Zmat4",8.1662424379592e-117,0.974010360797925,0.835,0.476,1.58335274629591e-112,"L2/3-Rorb","Zmat4"
"Pcsk2",1.77587151982221e-116,0.581025164741567,0.999,0.991,3.44323728978329e-112,"L2/3-Rorb","Pcsk2"
"Glt8d2",6.53087969721242e-116,0.976427536622637,0.656,0.271,1.26627226449252e-111,"L2/3-Rorb","Glt8d2"
"Fhl1",6.96728151102331e-116,0.955758510086262,0.776,0.354,1.35088621217231e-111,"L2/3-Rorb","Fhl1"
"Ptprf",1.43603871851704e-115,0.965195624706585,0.842,0.615,2.78433547133269e-111,"L2/3-Rorb","Ptprf"
"Rnf144a",1.78369009329679e-115,0.95486327415006,0.628,0.225,3.45839672189315e-111,"L2/3-Rorb","Rnf144a"
"4833422C13Rik",2.10338032964232e-115,0.99777961664693,0.541,0.162,4.07824412114349e-111,"L2/3-Rorb","4833422C13Rik"
"Nwd2",1.30443914389527e-114,0.892169441477325,0.919,0.54,2.52917705609855e-110,"L2/3-Rorb","Nwd2"
"Nlk",8.19042591068674e-114,0.76982632488138,0.97,0.828,1.58804167982305e-109,"L2/3-Rorb","Nlk"
"Slc24a3",2.41621059862037e-113,0.890063410691177,0.705,0.27,4.68479072966504e-109,"L2/3-Rorb","Slc24a3"
"Sytl2",5.4783949055016e-113,0.899006320739622,0.865,0.581,1.06220598822771e-108,"L2/3-Rorb","Sytl2"
"Fam213b",8.47155451426596e-113,0.736318113016433,0.975,0.843,1.64254970477103e-108,"L2/3-Rorb","Fam213b"
"C530008M17Rik",1.01902679751503e-112,0.836265831744103,0.855,0.601,1.97579105770188e-108,"L2/3-Rorb","C530008M17Rik"
"Rapgef5",1.07328747653027e-111,0.821611748128763,0.927,0.569,2.08099708824453e-107,"L2/3-Rorb","Rapgef5"
"B4galt2",1.75573710002495e-111,0.860321102430478,0.808,0.523,3.40419866323838e-107,"L2/3-Rorb","B4galt2"
"Hgf",7.57017856603807e-111,0.739114776338534,0.267,0.023,1.46778192216912e-106,"L2/3-Rorb","Hgf"
"Arhgap20",3.2814214178126e-110,0.767471696930336,0.949,0.827,6.36234798699685e-106,"L2/3-Rorb","Arhgap20"
"Arpp19",6.57673079154618e-109,0.631708284038726,0.997,0.991,1.27516233317289e-104,"L2/3-Rorb","Arpp19"
"Prr13",1.32187176131565e-108,0.842880635767123,0.917,0.659,2.56297715801491e-104,"L2/3-Rorb","Prr13"
"Zbtb18",3.62037367329896e-108,0.66724792543905,0.999,0.963,7.01954251515934e-104,"L2/3-Rorb","Zbtb18"
"Syn1",6.43753769878511e-108,0.523928071081921,0.997,0.992,1.24817418441744e-103,"L2/3-Rorb","Syn1"
"Vldlr",9.6625472251108e-108,0.892657487235119,0.846,0.495,1.87347128147673e-103,"L2/3-Rorb","Vldlr"
"Tmem94",2.01713034628197e-107,0.961171654082405,0.581,0.262,3.91101402840611e-103,"L2/3-Rorb","Tmem94"
"Rtn4r",2.73020913718642e-107,0.87177826792516,0.874,0.499,5.29360249609075e-103,"L2/3-Rorb","Rtn4r"
"Pgbd5",1.89638400888491e-106,0.720935231517922,0.98,0.851,3.67689895482695e-102,"L2/3-Rorb","Pgbd5"
"Dusp6",2.36311851447845e-106,1.03826919070786,0.82,0.468,4.58185048772227e-102,"L2/3-Rorb","Dusp6"
"Thrb",2.63917978061e-106,0.774575911846764,0.964,0.785,5.11710567662473e-102,"L2/3-Rorb","Thrb"
"Pde4b",4.52908462022994e-106,0.838289260302071,0.907,0.683,8.78144217016383e-102,"L2/3-Rorb","Pde4b"
"Tmem145",4.81057974407845e-106,0.955595746115479,0.611,0.262,9.32723306579371e-102,"L2/3-Rorb","Tmem145"
"Wfdc18",5.97445948053492e-106,1.10234157922672,0.363,0.082,1.15838794868092e-101,"L2/3-Rorb","Wfdc18"
"Cap2",1.29489665833183e-105,0.70625153774234,0.984,0.913,2.51067513083958e-101,"L2/3-Rorb","Cap2"
"Mylk3",3.01885433616662e-105,0.658248451796959,0.263,0.024,5.85325667239346e-101,"L2/3-Rorb","Mylk3"
"Serf2",3.7800946920754e-105,0.511691582244141,0.999,0.988,7.329225598465e-101,"L2/3-Rorb","Serf2"
"Extl3",3.89887147172317e-105,0.850806172753746,0.795,0.54,7.55952189652406e-101,"L2/3-Rorb","Extl3"
"Ttc3",6.21798502125333e-105,0.383452827369691,1,1,1.20560511577081e-100,"L2/3-Rorb","Ttc3"
"Trpc5",9.44850510909906e-105,0.788177761335285,0.62,0.215,1.83197065560322e-100,"L2/3-Rorb","Trpc5"
