"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rasgrf22",4.38217777117251e-56,1.0492605798566,0.819,0.426,8.49660448052639e-52,"L5-Htr2c","Rasgrf2"
"Gmpr",4.64807018594376e-56,0.706812012388287,0.679,0.615,9.01214328352636e-52,"L5-Htr2c","Gmpr"
"Gm17634",7.05921734426287e-56,0.860559809131404,0.237,0.041,1.36871165087913e-51,"L5-Htr2c","Gm17634"
"Sox4",7.78282741501078e-56,1.57634914995733,0.788,0.572,1.50901240749644e-51,"L5-Htr2c","Sox4"
"Samd51",1.43421494446831e-55,0.898046522429528,0.745,0.607,2.78079935582961e-51,"L5-Htr2c","Samd5"
"Maged2",2.03686001537484e-55,0.719770144002072,0.424,0.286,3.94926788381028e-51,"L5-Htr2c","Maged2"
"Fgfr11",2.60739203133875e-55,0.965537910881285,0.511,0.273,5.05547240956271e-51,"L5-Htr2c","Fgfr1"
"Mtss1l1",3.19011831770649e-55,0.747609090694691,0.567,0.441,6.18532040620112e-51,"L5-Htr2c","Mtss1l"
"Grhpr1",4.86913515742386e-55,0.779827842159352,0.536,0.379,9.44076615672913e-51,"L5-Htr2c","Grhpr"
"Psd21",5.00037875004837e-55,0.803629841941755,0.318,0.143,9.69523435846878e-51,"L5-Htr2c","Psd2"
"Kcnmb4",5.2782509276017e-55,0.732272228451375,0.984,0.947,1.02340007235269e-50,"L5-Htr2c","Kcnmb4"
"Fchsd2",6.41448021654181e-55,0.657270369317224,0.511,0.44,1.24370356918529e-50,"L5-Htr2c","Fchsd2"
"Klhl33",7.72687247287358e-55,0.879343818008913,0.34,0.168,1.49816330376546e-50,"L5-Htr2c","Klhl33"
"Bcl11a1",1.05387364055152e-54,0.757348912165016,0.969,0.925,2.04335560166534e-50,"L5-Htr2c","Bcl11a"
"Fam60a1",1.36469362842011e-54,0.873552327772967,0.265,0.071,2.64600447614374e-50,"L5-Htr2c","Fam60a"
"Smco4",1.70166069198484e-54,0.698328174161703,0.165,0.016,3.29934991568941e-50,"L5-Htr2c","Smco4"
"Lrrc1",2.84515347882164e-54,0.644906480048155,0.212,0.053,5.51646808008729e-50,"L5-Htr2c","Lrrc1"
"Grem2",6.93104650512542e-54,0.751087778767145,0.573,0.481,1.34386060687877e-49,"L5-Htr2c","Grem2"
"Ctxn21",7.57687500399331e-54,0.719327513177574,0.757,0.711,1.46908029452426e-49,"L5-Htr2c","Ctxn2"
"Irak2",9.58597289091013e-54,0.679176058153901,0.315,0.171,1.85862428381856e-49,"L5-Htr2c","Irak2"
"Scn1a1",1.59485472122511e-53,0.839339378392012,0.717,0.587,3.09226381898336e-49,"L5-Htr2c","Scn1a"
"Prtn31",2.09089553158031e-53,1.01044401377078,0.287,0.091,4.05403734618107e-49,"L5-Htr2c","Prtn3"
"Prepl",2.75135629561753e-53,0.620029175337851,0.533,0.479,5.33460472157283e-49,"L5-Htr2c","Prepl"
"Pnkd",2.88404906686945e-53,0.711946673724234,0.879,0.851,5.59188273575318e-49,"L5-Htr2c","Pnkd"
"Trpm41",3.11875439562329e-53,0.703523014398997,0.421,0.292,6.046952897674e-49,"L5-Htr2c","Trpm4"
"Rcn2",7.00624820321907e-53,0.71183826242165,0.85,0.788,1.35844146412215e-48,"L5-Htr2c","Rcn2"
"Tmem1591",7.330587331019e-53,0.805747252515925,0.863,0.708,1.42132757761127e-48,"L5-Htr2c","Tmem159"
"Pcdhgc4",9.34690175275779e-53,0.71105436206693,0.33,0.2,1.81227078084221e-48,"L5-Htr2c","Pcdhgc4"
"Fbxo101",1.20242722284066e-52,0.703201350253048,0.315,0.183,2.33138614236575e-48,"L5-Htr2c","Fbxo10"
"Wls1",1.35554477817805e-52,1.28207413441608,0.561,0.237,2.62826577040943e-48,"L5-Htr2c","Wls"
"Tmem651",1.75884155655816e-52,0.685046168030756,0.798,0.747,3.41021789401062e-48,"L5-Htr2c","Tmem65"
"Tnrc6a",1.93527533468128e-52,0.681137889248239,0.822,0.8,3.75230534641353e-48,"L5-Htr2c","Tnrc6a"
"B230209E15Rik",2.59068479851708e-52,0.640627239782999,0.975,0.969,5.02307875584477e-48,"L5-Htr2c","B230209E15Rik"
"Scly",4.22764715750374e-52,0.599482002721964,0.318,0.22,8.19698507368401e-48,"L5-Htr2c","Scly"
"Ripor2",4.31912937425036e-52,0.756245910604982,0.707,0.614,8.37435994373403e-48,"L5-Htr2c","Ripor2"
"Jade11",4.67848244567566e-52,0.725751629968248,0.651,0.565,9.07110961392053e-48,"L5-Htr2c","Jade1"
"Adcy8",5.34236513051106e-52,0.812141819951922,0.371,0.191,1.03583117515479e-47,"L5-Htr2c","Adcy8"
"Pgm2",6.29995467602023e-52,0.555011184699256,0.396,0.354,1.22149821213356e-47,"L5-Htr2c","Pgm2"
"Nap1l3",7.95585949890164e-52,0.64924524470043,0.804,0.777,1.54256159824204e-47,"L5-Htr2c","Nap1l3"
"1500009L16Rik1",1.04071447517543e-51,0.92563819392462,0.626,0.451,2.01784129591764e-47,"L5-Htr2c","1500009L16Rik"
"Nudt16",1.10795381515685e-51,0.636278780996194,0.433,0.326,2.14821165220762e-47,"L5-Htr2c","Nudt16"
"Ncam1",1.67121942448561e-51,0.580896279849414,1,0.996,3.24032734213515e-47,"L5-Htr2c","Ncam1"
"Rgs161",2.14290478792883e-51,1.07204983909706,0.352,0.12,4.15487809331521e-47,"L5-Htr2c","Rgs16"
"Casz1",2.94171863116333e-51,0.704351741352569,0.255,0.134,5.70369825396258e-47,"L5-Htr2c","Casz1"
"Flywch11",3.15471231490588e-51,0.593200753851749,0.984,0.983,6.11667170737101e-47,"L5-Htr2c","Flywch1"
"Tbc1d8b",5.3292209041257e-51,0.590381652905814,0.162,0.054,1.03328264110093e-46,"L5-Htr2c","Tbc1d8b"
"H2-Ke6",8.07083338941079e-51,0.656398203600903,0.417,0.316,1.56485388587286e-46,"L5-Htr2c","H2-Ke6"
"Tmx4",8.64361879501534e-51,0.620958472959777,0.991,0.986,1.67591124816553e-46,"L5-Htr2c","Tmx4"
"Zbtb161",9.39950234061088e-51,0.857739453628504,0.53,0.376,1.82246950882104e-46,"L5-Htr2c","Zbtb16"
"Glud1",2.35064750323355e-50,0.643397014068764,0.717,0.66,4.55767044401954e-46,"L5-Htr2c","Glud1"
"Kctd42",2.50541141613339e-50,1.03419773216913,0.76,0.437,4.85774219474103e-46,"L5-Htr2c","Kctd4"
"Tox",2.52337103383546e-50,0.824643424980278,0.9,0.776,4.89256409750357e-46,"L5-Htr2c","Tox"
"Hist1h1d1",3.49116154878931e-50,1.20634971378929,0.486,0.34,6.76901312694759e-46,"L5-Htr2c","Hist1h1d"
"Csdc21",4.92079472624893e-50,0.67438051733464,0.601,0.536,9.54092889472405e-46,"L5-Htr2c","Csdc2"
"Hip11",7.12258540823124e-50,0.693435660345551,0.421,0.317,1.38099808480195e-45,"L5-Htr2c","Hip1"
"Alg2",7.19584617532725e-50,0.674654938426065,0.798,0.761,1.3952026149342e-45,"L5-Htr2c","Alg2"
"Sntb1",8.72615182207829e-50,0.628947760877726,0.121,0.001,1.69191357678276e-45,"L5-Htr2c","Sntb1"
"Plekhb11",1.02614143526983e-49,1.00628454178369,0.445,0.246,1.98958562884467e-45,"L5-Htr2c","Plekhb1"
"Lrch1",1.43139112526829e-49,0.716698526036193,0.28,0.145,2.77532425278269e-45,"L5-Htr2c","Lrch1"
"Pdxp",2.00599277236666e-49,0.515667691143858,0.978,0.987,3.88941938634171e-45,"L5-Htr2c","Pdxp"
"Zfp444",2.30057171914372e-49,0.537486685413515,0.483,0.47,4.46057850624776e-45,"L5-Htr2c","Zfp444"
"Topors",2.79306723090138e-49,0.603169850481263,0.511,0.473,5.41547805399468e-45,"L5-Htr2c","Topors"
"Rnasel",5.55494840499422e-49,0.515247546701748,0.349,0.366,1.07704894624433e-44,"L5-Htr2c","Rnasel"
"Cdh181",5.5967146644313e-49,0.657870581065245,0.374,0.281,1.08514700628658e-44,"L5-Htr2c","Cdh18"
"Gria41",5.65280531582313e-49,0.782610251054278,0.667,0.547,1.09602242268495e-44,"L5-Htr2c","Gria4"
"Tada1",6.54421811613502e-49,0.490825440073202,0.505,0.526,1.26885845053742e-44,"L5-Htr2c","Tada1"
"Svil",1.31938250972035e-48,0.828703142764434,0.202,0.022,2.55815074809679e-44,"L5-Htr2c","Svil"
"Celf6",1.55385058423058e-48,0.682673888934022,0.555,0.458,3.01276089776468e-44,"L5-Htr2c","Celf6"
"Rbm43",1.66677889959272e-48,0.592414214963158,0.361,0.295,3.23171760842032e-44,"L5-Htr2c","Rbm43"
"Ate1",3.53055447175305e-48,0.633950597208619,0.844,0.815,6.84539206528198e-44,"L5-Htr2c","Ate1"
"Shisa4",3.55726828857077e-48,0.588893973366432,0.997,0.986,6.89718748470987e-44,"L5-Htr2c","Shisa4"
"Neurod61",1.35990566182436e-47,0.648537063070435,0.978,0.947,2.63672108771125e-43,"L5-Htr2c","Neurod6"
"Trp53bp11",1.39823296476289e-47,0.641833553363374,0.66,0.606,2.71103389537876e-43,"L5-Htr2c","Trp53bp1"
"Pth1r1",1.60837421230411e-47,0.769554772945301,0.308,0.136,3.11847676023644e-43,"L5-Htr2c","Pth1r"
"Mmp11",2.52518589441223e-47,0.530726317797354,0.121,0.002,4.89608293067587e-43,"L5-Htr2c","Mmp11"
"Adamts20",2.60834067721256e-47,0.613679114974181,0.209,0.099,5.05731173904744e-43,"L5-Htr2c","Adamts20"
"Diras1",3.18443623274413e-47,0.635738539554154,0.645,0.591,6.17430341166759e-43,"L5-Htr2c","Diras1"
"Pafah1b3",4.26061499414455e-47,0.723765130577158,0.439,0.316,8.26090641214688e-43,"L5-Htr2c","Pafah1b3"
"Acvrl1",4.57938437961409e-47,0.670110384077753,0.137,0.008,8.87896837363375e-43,"L5-Htr2c","Acvrl1"
"Vegfb",5.28402663705459e-47,0.644882643658368,0.763,0.708,1.02451992465851e-42,"L5-Htr2c","Vegfb"
"Spop",5.32731102843668e-47,0.543844644914358,0.981,0.986,1.03291233530359e-42,"L5-Htr2c","Spop"
"Smim1",6.05830157630616e-47,0.796702682347361,0.308,0.11,1.17464409263e-42,"L5-Htr2c","Smim1"
"Tle41",6.38184268938694e-47,0.800342331690013,0.953,0.68,1.23737547904523e-42,"L5-Htr2c","Tle4"
"Lage3",9.51176549075726e-47,0.528189515004879,0.586,0.584,1.84423621100293e-42,"L5-Htr2c","Lage3"
"Msh2",1.08604164634767e-46,0.552349273233996,0.374,0.32,2.1057261481035e-42,"L5-Htr2c","Msh2"
"Bex4",2.88107575049633e-46,0.675941552170431,0.897,0.843,5.58611777263734e-42,"L5-Htr2c","Bex4"
"Col9a2",3.84035943791715e-46,0.623657492060917,0.202,0.083,7.44607291417756e-42,"L5-Htr2c","Col9a2"
"Nap1l2",4.8578400782426e-46,0.653579283474512,0.854,0.84,9.41886612770457e-42,"L5-Htr2c","Nap1l2"
"Plek",5.21149177881594e-46,0.596672036658964,0.24,0.122,1.01045614099462e-41,"L5-Htr2c","Plek"
"Ccdc88b1",5.69177736652947e-46,0.704152257044087,0.14,0.047,1.1035787135964e-41,"L5-Htr2c","Ccdc88b"
"Scn2b1",8.69767070558187e-46,0.602692171699052,0.984,0.983,1.68639137310527e-41,"L5-Htr2c","Scn2b"
"Gsto11",1.19209678748207e-45,0.529256681539352,0.483,0.454,2.31135646124898e-41,"L5-Htr2c","Gsto1"
"Tmpo",1.25223032382609e-45,0.493937219143811,0.502,0.503,2.42794937486641e-41,"L5-Htr2c","Tmpo"
"Zwint",1.3297978507269e-45,0.379142221922615,0.997,0.998,2.57834505277438e-41,"L5-Htr2c","Zwint"
"Mios",1.33435809923447e-45,0.518391232490477,0.318,0.27,2.58718691860571e-41,"L5-Htr2c","Mios"
"Gm166381",1.65527657075016e-45,0.65471938323987,0.283,0.153,3.20941574302749e-41,"L5-Htr2c","Gm16638"
"Klf12",1.72359878631662e-45,0.591207412677002,0.396,0.297,3.3418856867893e-41,"L5-Htr2c","Klf12"
"Cep63",2.56729303512998e-45,0.520425857535125,0.408,0.378,4.97772446581352e-41,"L5-Htr2c","Cep63"
"Stat5b",2.58561537607082e-45,0.542122111866591,0.29,0.217,5.01324965266371e-41,"L5-Htr2c","Stat5b"
"Ivd",2.98522262023087e-45,0.4951196312932,0.352,0.331,5.78804813836564e-41,"L5-Htr2c","Ivd"
"Gpx11",3.49699737777181e-45,0.587623619712839,0.885,0.879,6.78032821576177e-41,"L5-Htr2c","Gpx1"
"Gprasp1",4.00069175846689e-45,0.592261264767084,0.984,0.976,7.75694125049145e-41,"L5-Htr2c","Gprasp1"
"Stard13",5.64792662907721e-45,0.605541061177529,0.137,0.016,1.09507649411178e-40,"L5-Htr2c","Stard13"
"Asrgl1",5.762277493188e-45,0.506658864852306,0.411,0.385,1.11724798315422e-40,"L5-Htr2c","Asrgl1"
"Fkbp1b1",6.56089314506971e-45,0.62806530019243,0.751,0.708,1.27209157189757e-40,"L5-Htr2c","Fkbp1b"
"Abcb7",6.97119940622105e-45,0.557446532518884,0.564,0.509,1.3516458528722e-40,"L5-Htr2c","Abcb7"
"Hook2",8.25588442691e-45,0.516735199515186,0.368,0.374,1.60073343153358e-40,"L5-Htr2c","Hook2"
"Igdcc4",1.1069326941261e-44,0.625732867294321,0.29,0.225,2.14623180064109e-40,"L5-Htr2c","Igdcc4"
"Efna51",1.32424024344935e-44,1.04416645580589,0.57,0.326,2.56756940802394e-40,"L5-Htr2c","Efna5"
"Clstn3",1.36845636400007e-44,0.665527204919673,0.931,0.918,2.65330004415974e-40,"L5-Htr2c","Clstn3"
"Areg",1.3971691770849e-44,0.625212335084973,0.14,0.009,2.70897131744992e-40,"L5-Htr2c","Areg"
"Dlg5",1.64440342313763e-44,0.469835650056514,0.268,0.251,3.18833379712156e-40,"L5-Htr2c","Dlg5"
"Rcan31",3.08302538899353e-44,0.795220052708898,0.321,0.139,5.97767792671955e-40,"L5-Htr2c","Rcan3"
"Acrbp",5.56414080146458e-44,0.514762904396961,0.327,0.293,1.07883125999597e-39,"L5-Htr2c","Acrbp"
"Relt1",5.66952540136467e-44,0.700256449607972,0.249,0.122,1.0992642800706e-39,"L5-Htr2c","Relt"
"Hibadh",5.82275063065557e-44,0.510449211843542,0.595,0.6,1.12897311977781e-39,"L5-Htr2c","Hibadh"
"Slc7a3",6.94690283759082e-44,0.616530343616783,0.28,0.183,1.34693499118048e-39,"L5-Htr2c","Slc7a3"
"3830406C13Rik1",9.1707730585903e-44,0.590591149664244,0.804,0.772,1.77812118833007e-39,"L5-Htr2c","3830406C13Rik"
"Syt141",9.57452035297662e-44,0.637552999406868,0.393,0.297,1.85640375123864e-39,"L5-Htr2c","Syt14"
"Eml2",1.05023249834306e-43,0.534498522480477,0.67,0.673,2.03629579103736e-39,"L5-Htr2c","Eml2"
"Idh2",1.12168114657649e-43,0.503517335507791,0.215,0.154,2.17482757509716e-39,"L5-Htr2c","Idh2"
"Wdr75",1.25195947477696e-43,0.333865907896165,0.302,0.353,2.42742422564505e-39,"L5-Htr2c","Wdr75"
"Lrrtm12",1.29226994982245e-43,0.899746862655179,0.636,0.388,2.50558220571074e-39,"L5-Htr2c","Lrrtm1"
"Smyd31",1.54564273577923e-43,0.624273668911667,0.726,0.667,2.99684670040236e-39,"L5-Htr2c","Smyd3"
"Galnt13",1.55826357760733e-43,0.543830739038862,0.498,0.479,3.02131725062286e-39,"L5-Htr2c","Galnt13"
"Morn2",1.79994462261341e-43,0.463329061447482,0.474,0.478,3.48991262878514e-39,"L5-Htr2c","Morn2"
"Rsbn1",2.15968002947953e-43,0.57421852180508,0.695,0.643,4.18740360915786e-39,"L5-Htr2c","Rsbn1"
"Myo1h",2.41291583788987e-43,0.613003133294334,0.206,0.076,4.67840251808466e-39,"L5-Htr2c","Myo1h"
"Ache",2.6858102748101e-43,0.571495276324593,0.449,0.378,5.20751754182931e-39,"L5-Htr2c","Ache"
"Pgap11",2.78049117037012e-43,0.552202642193143,0.589,0.615,5.39109433023062e-39,"L5-Htr2c","Pgap1"
"Id41",2.90497352740874e-43,1.11108006133225,0.33,0.164,5.6324531722928e-39,"L5-Htr2c","Id4"
"Dscam",7.48915394493218e-43,0.596747574469676,0.713,0.688,1.4520720583829e-38,"L5-Htr2c","Dscam"
"Rab9b",1.07166098919723e-42,0.56077251785819,0.551,0.516,2.07784349195451e-38,"L5-Htr2c","Rab9b"
"Mcu",1.42302126697884e-42,0.520509826882365,0.573,0.56,2.75909593454527e-38,"L5-Htr2c","Mcu"
"Dlgap21",1.45912216674322e-42,0.548510612411658,0.598,0.586,2.82909196909843e-38,"L5-Htr2c","Dlgap2"
"Iscu1",2.08954026849628e-42,0.575650486086082,0.975,0.964,4.05140962658744e-38,"L5-Htr2c","Iscu"
"Thap3",2.74610354870268e-42,0.563691252727366,0.495,0.449,5.32442017057963e-38,"L5-Htr2c","Thap3"
"AI5044321",2.86269481320139e-42,0.745404331172238,0.791,0.665,5.55047897331617e-38,"L5-Htr2c","AI504432"
"Specc1",3.39922281223274e-42,0.604901319279987,0.611,0.541,6.59075311063806e-38,"L5-Htr2c","Specc1"
"Dok4",4.23728026584172e-42,0.449079180591451,0.234,0.193,8.21566270744051e-38,"L5-Htr2c","Dok4"
"Efcab14",4.48071393153303e-42,0.422739263912171,0.464,0.501,8.6876562418494e-38,"L5-Htr2c","Efcab14"
"Dcx1",5.53945971592359e-42,0.694135597187213,0.819,0.74,1.07404584432043e-37,"L5-Htr2c","Dcx"
"Pak3",6.10807735982509e-42,0.608396591055362,0.944,0.933,1.18429511929649e-37,"L5-Htr2c","Pak3"
"Rapgef41",6.33352398044856e-42,0.546172438387413,0.76,0.79,1.22800696456917e-37,"L5-Htr2c","Rapgef4"
"Cklf",7.79718653653858e-42,0.547830678756847,0.265,0.199,1.51179649756947e-37,"L5-Htr2c","Cklf"
"Slc35d1",1.23736018559567e-41,0.59696934664504,0.293,0.196,2.39911766385145e-37,"L5-Htr2c","Slc35d1"
"Arid3c",1.33855859678717e-41,0.510322732010722,0.118,0.008,2.59533126331064e-37,"L5-Htr2c","Arid3c"
"Frs3",1.60744575898092e-41,0.409418020510023,0.296,0.275,3.11667658208811e-37,"L5-Htr2c","Frs3"
"Ube3a",1.72174867621707e-41,0.420867017995707,0.997,0.996,3.33829850831728e-37,"L5-Htr2c","Ube3a"
"Ubxn2a",2.55767078469281e-41,0.594310368751639,0.651,0.599,4.9590678844409e-37,"L5-Htr2c","Ubxn2a"
"Klhdc8a1",2.59751101399272e-41,0.953889447172933,0.492,0.208,5.03631410503049e-37,"L5-Htr2c","Klhdc8a"
"Pmvk",3.084969064207e-41,0.58621885768646,0.801,0.787,5.98144651859095e-37,"L5-Htr2c","Pmvk"
"3110021N24Rik",3.27699868856639e-41,0.621242122926901,0.352,0.249,6.35377275726138e-37,"L5-Htr2c","3110021N24Rik"
"Sema5a1",3.53500226970375e-41,0.952215532674946,0.832,0.522,6.8540159007286e-37,"L5-Htr2c","Sema5a"
"P4ha11",3.60710189124542e-41,0.700150901022058,0.819,0.755,6.99380985693575e-37,"L5-Htr2c","P4ha1"
"Gm30648",4.2992552895393e-41,0.904799968966367,0.318,0.094,8.33582608088775e-37,"L5-Htr2c","Gm30648"
"Asb11",4.30477937020057e-41,0.572618274028713,0.168,0.061,8.34653672088189e-37,"L5-Htr2c","Asb11"
"Cry1",4.43931374950178e-41,0.477606295643006,0.252,0.206,8.607385428909e-37,"L5-Htr2c","Cry1"
"Zfp4671",4.9598811901362e-41,0.718761321298723,0.299,0.158,9.61671363955508e-37,"L5-Htr2c","Zfp467"
"Ranbp6",6.43031111344395e-41,0.505084480565108,0.408,0.358,1.24677302178565e-36,"L5-Htr2c","Ranbp6"
"Chrnb2",1.09076052620831e-40,0.498993491194049,0.417,0.368,2.1148755842653e-36,"L5-Htr2c","Chrnb2"
"Syt31",1.12706424366437e-40,0.4436167565729,0.433,0.446,2.18526486204086e-36,"L5-Htr2c","Syt3"
"Cacng7",1.16767630410119e-40,0.618785722460165,0.698,0.62,2.2640075860218e-36,"L5-Htr2c","Cacng7"
"Gm9945",1.70100905997458e-40,0.514160634365941,0.209,0.135,3.29808646638472e-36,"L5-Htr2c","Gm9945"
"Grm71",2.06727335405499e-40,0.586826571526484,0.667,0.636,4.00823630617723e-36,"L5-Htr2c","Grm7"
"Usp27x",2.34915061841709e-40,0.529580311505538,0.318,0.238,4.5547681340489e-36,"L5-Htr2c","Usp27x"
"Rnf13",2.61928521959894e-40,0.48942759702652,0.654,0.676,5.07853211228038e-36,"L5-Htr2c","Rnf13"
"Gm26735",3.39714310807394e-40,0.763042965267581,0.237,0.115,6.58672077224456e-36,"L5-Htr2c","Gm26735"
"Rif1",4.52606957905336e-40,0.490540909016048,0.492,0.499,8.77559630682655e-36,"L5-Htr2c","Rif1"
"Tsc22d41",4.56485873205505e-40,0.592946975586198,0.336,0.251,8.85080459558154e-36,"L5-Htr2c","Tsc22d4"
"Eid2b1",5.57985519871345e-40,0.441929332959114,0.483,0.505,1.08187812447855e-35,"L5-Htr2c","Eid2b"
"Lipe",5.824171667363e-40,0.440157261998812,0.24,0.203,1.12924864458501e-35,"L5-Htr2c","Lipe"
"Pdxk",6.28739385818036e-40,0.536611478932346,0.748,0.739,1.21906279516259e-35,"L5-Htr2c","Pdxk"
"Gm427431",6.69831630395786e-40,0.857847477476256,0.539,0.407,1.29873654817439e-35,"L5-Htr2c","Gm42743"
"Pdcd7",7.12467819679214e-40,0.499341140732629,0.617,0.621,1.38140385557603e-35,"L5-Htr2c","Pdcd7"
"Abhd3",7.30474995201036e-40,0.528397103795986,0.212,0.103,1.41631796819529e-35,"L5-Htr2c","Abhd3"
"Ttc4",7.42742276780292e-40,0.396464737522506,0.48,0.528,1.44010300044931e-35,"L5-Htr2c","Ttc4"
"Gm457161",9.34498355552054e-40,0.554330990713669,0.417,0.366,1.81189886157988e-35,"L5-Htr2c","Gm45716"
"Gm408411",1.0461648042977e-39,0.540992517184131,0.393,0.362,2.02840893905281e-35,"L5-Htr2c","Gm40841"
"Hnmt1",1.12224062768521e-39,0.621779062269121,0.62,0.544,2.17591235301886e-35,"L5-Htr2c","Hnmt"
"Gm9866",1.35995560109146e-39,0.442528929611191,0.66,0.718,2.63681791495624e-35,"L5-Htr2c","Gm9866"
"Rab341",1.39279199042607e-39,0.727292948108364,0.427,0.294,2.7004843902371e-35,"L5-Htr2c","Rab34"
"Gm44644",1.40194815120071e-39,0.566596522109062,0.751,0.736,2.71823727036305e-35,"L5-Htr2c","Gm44644"
"Fundc1",1.6679926094226e-39,0.454732038465032,0.614,0.64,3.23407087040949e-35,"L5-Htr2c","Fundc1"
"Gm26724",2.04201742732666e-39,0.476971307550111,0.47,0.439,3.95926758984367e-35,"L5-Htr2c","Gm26724"
"Xiap",2.11747892266002e-39,0.588453210839141,0.863,0.839,4.10557988314551e-35,"L5-Htr2c","Xiap"
"Nrp11",2.40536292731393e-39,0.804361184447185,0.763,0.591,4.66375817976897e-35,"L5-Htr2c","Nrp1"
"Morf4l1",2.47322498338012e-39,0.342302371671442,0.994,0.997,4.79533592027572e-35,"L5-Htr2c","Morf4l1"
"Msl3l2",2.4996013593017e-39,0.460609680590834,0.439,0.414,4.84647707555006e-35,"L5-Htr2c","Msl3l2"
"Ets21",2.64030152782575e-39,0.586161257631057,0.807,0.794,5.11928063230135e-35,"L5-Htr2c","Ets2"
"Rac31",2.66198321657013e-39,0.673780727690092,0.741,0.655,5.16131925860782e-35,"L5-Htr2c","Rac3"
"Rnf1281",2.92936034853296e-39,0.552505053626372,0.393,0.339,5.67973677977056e-35,"L5-Htr2c","Rnf128"
"Pacs2",3.19495983216976e-39,0.360369378578347,0.299,0.328,6.19470761859395e-35,"L5-Htr2c","Pacs2"
"Spopl",4.57666463796027e-39,0.4639060058036,0.502,0.502,8.87369506654117e-35,"L5-Htr2c","Spopl"
"Dync1i11",5.12618736881482e-39,0.607892500403374,0.907,0.901,9.93916468939506e-35,"L5-Htr2c","Dync1i1"
"Ndrg21",5.37147718031844e-39,0.779396791578851,0.424,0.25,1.04147571049194e-34,"L5-Htr2c","Ndrg2"
"Lrrc4b",5.67827961087717e-39,0.540612368432878,0.869,0.881,1.10096163375297e-34,"L5-Htr2c","Lrrc4b"
"Mxi11",5.95115441801669e-39,0.467910302752786,0.695,0.724,1.15386933010926e-34,"L5-Htr2c","Mxi1"
"Pcnt",8.22326404010656e-39,0.469063372157929,0.274,0.226,1.59440866473626e-34,"L5-Htr2c","Pcnt"
"Mttp1",8.65264506837687e-39,0.623232340810794,0.536,0.483,1.67766135230759e-34,"L5-Htr2c","Mttp"
"Prune2",1.06227936223769e-38,0.605174023909499,0.913,0.891,2.05965345544265e-34,"L5-Htr2c","Prune2"
"Flii",1.22824630954654e-38,0.426037758886434,0.277,0.253,2.38144676957979e-34,"L5-Htr2c","Flii"
"Hist1h2be",1.26071066263513e-38,0.683609784456768,0.349,0.263,2.44439190378325e-34,"L5-Htr2c","Hist1h2be"
"Htr4",1.30442584922585e-38,0.567754063211035,0.15,0.012,2.529151279064e-34,"L5-Htr2c","Htr4"
"Snrk1",1.35148802678594e-38,0.561826323004545,0.807,0.78,2.62040013513525e-34,"L5-Htr2c","Snrk"
"Letm2",1.35902815477585e-38,0.593554797996805,0.601,0.531,2.63501968929489e-34,"L5-Htr2c","Letm2"
"Ankrd37",1.4918250288267e-38,0.470841711352099,0.296,0.242,2.89249954839209e-34,"L5-Htr2c","Ankrd37"
"Crebrf",1.7200343106282e-38,0.476083331331803,0.717,0.735,3.33497452487702e-34,"L5-Htr2c","Crebrf"
"Dcdc2a1",1.82107205462551e-38,0.754572359073354,0.299,0.131,3.53087660671341e-34,"L5-Htr2c","Dcdc2a"
"Xpr11",2.29181717713807e-38,0.592362859004806,0.885,0.88,4.443604324753e-34,"L5-Htr2c","Xpr1"
"2900060B14Rik1",2.30326511623448e-38,0.945011036676991,0.405,0.328,4.46580073386704e-34,"L5-Htr2c","2900060B14Rik"
"Ccdc107",2.39466575160617e-38,0.462531578666556,0.592,0.594,4.64301742578921e-34,"L5-Htr2c","Ccdc107"
"Aldh5a1",2.55754214698987e-38,0.465623685331971,0.514,0.507,4.95881846879867e-34,"L5-Htr2c","Aldh5a1"
"Dusp28",2.86597888542188e-38,0.482500574311943,0.486,0.471,5.55684646094448e-34,"L5-Htr2c","Dusp28"
"Avpr1a",3.072472204933e-38,0.505957246233476,0.118,0.008,5.95721635814459e-34,"L5-Htr2c","Avpr1a"
"Sept41",3.12135057037709e-38,0.728926511498734,0.679,0.548,6.05198662090414e-34,"L5-Htr2c","Sept4"
"Faim",3.32460620587146e-38,0.389519958477728,0.576,0.643,6.44607897256418e-34,"L5-Htr2c","Faim"
"Chrna51",3.34818031623322e-38,0.650123315264198,0.234,0.138,6.49178681514459e-34,"L5-Htr2c","Chrna5"
"Mindy2",3.36720277467495e-38,0.544951594125862,0.903,0.903,6.52866945981727e-34,"L5-Htr2c","Mindy2"
"Frat1",3.63210252252183e-38,0.496975622573302,0.383,0.364,7.04228358091757e-34,"L5-Htr2c","Frat1"
"Ppp1r26",3.84481391603025e-38,0.494728716280844,0.271,0.212,7.45470970179106e-34,"L5-Htr2c","Ppp1r26"
"Tox3",4.0622513995388e-38,0.788017101973984,0.349,0.174,7.87629923856577e-34,"L5-Htr2c","Tox3"
"Cdc27",4.27497735912421e-38,0.327182668373295,0.53,0.621,8.28875360160593e-34,"L5-Htr2c","Cdc27"
"Mdh11",4.68936854879102e-38,0.530174159223446,1,0.988,9.09221667925091e-34,"L5-Htr2c","Mdh1"
"Fut91",5.4423893199489e-38,0.535278156771569,1,0.99,1.05522486524489e-33,"L5-Htr2c","Fut9"
