index,Selected,vst_mean,vst_variable,vst_variance,vst_variance_expected,vst_variance_standardized,highly_variable,n_cells
Gm5113,0.0,0.23583086,0,0.310797,0.333983,0.9305772,False,3323
Cox7a1,0.0,0.029067306,0,0.03226888,0.036088303,0.89416456,False,438
Capns1,0.0,1.6891962,0,3.7699063,5.1106024,0.7376638,False,8584
Gm26810,0.0,0.0016932412,0,0.0016904536,0.0018444742,0.91649616,False,30
Tbcb,0.0,2.1877615,0,6.7988925,7.9580674,0.85433966,False,8931
Polr2i,0.0,1.1040874,0,1.9851673,2.5506587,0.7782959,False,8019
Ovol3,0.0,0.00023517238,0,0.00023512813,0.0002405573,0.9774309,False,4
Wdr62,0.0,0.006914068,0,0.006866587,0.008068131,0.85107523,False,81
Thap8,0.0,0.022294343,0,0.023962017,0.027300002,0.8777295,False,264
Clip3,0.0,4.1723814,0,23.874846,24.398985,0.97851795,False,9598
Alkbh6,0.0,0.39457223,0,0.5141549,0.61184525,0.8403349,False,4718
Syne4,0.0,0.044964958,0,0.04689621,0.057636645,0.81365275,False,791
Sdhaf1,0.0,0.6518038,0,0.9513313,1.1783346,0.8073524,False,6282
E130208F15Rik,0.0,0.011335309,0,0.01158364,0.013548253,0.8549914,False,165
Lrfn3,0.0,0.1736513,0,0.19750139,0.23771283,0.8308403,False,2611
Tyrobp,1.0,1.6592352,1,19.704899,4.957804,3.9745216,True,409
Hcst,0.0,0.0246931,0,0.03509107,0.030391736,1.1546253,False,38
Nfkbid,1.0,0.17849584,1,0.35717818,0.24481575,1.4589673,True,846
Aplp1,0.0,7.0609097,0,58.17329,61.675034,0.94322264,False,9803
Kirrel2,0.0,0.0063496544,0,0.006591853,0.007378274,0.89341396,False,70
Nphs1,0.0,0.01439255,0,0.01663198,0.01737472,0.95725167,False,258
Prodh2,0.0,0.00023517238,0,0.00023512813,0.0002405573,0.9774309,False,5
Arhgap33,0.0,0.61455244,0,1.0458258,1.0876435,0.961552,False,6458
Proser3,0.0,0.045341235,0,0.046862233,0.058151435,0.80586547,False,687
Hspb6,0.0,0.041766614,0,0.04463364,0.05323992,0.83834916,False,610
Lin37,0.0,0.39381966,0,0.5445695,0.61038506,0.8921737,False,4779
Psenen,0.0,1.3645172,0,2.2704136,3.5829604,0.63366973,False,7997
U2af1l4,0.0,0.022153238,0,0.022604225,0.027119076,0.8335175,False,366
Gm49396,0.0,0.004186068,0,0.0042628148,0.0047628875,0.89500636,False,64
Igflr1,0.0,0.0022106203,0,0.0022058373,0.0024381664,0.90471154,False,26
Kmt2b,0.0,0.37265417,0,0.4600405,0.5699122,0.8072129,False,4190
Upk1a,0.0,0.00851324,0,0.009005602,0.010041273,0.89685863,False,143
Cox6b1,0.0,9.045953,0,86.451836,96.05042,0.90006727,False,9727
Etv2,0.0,0.0019284135,0,0.0019247853,0.0021126706,0.91106737,False,38
Rbm42,0.0,0.73199755,0,1.1499022,1.3826627,0.8316579,False,6033
Gm26610,0.0,0.007431447,0,0.0075647146,0.008704033,0.86910456,False,127
Haus5,0.0,0.043083582,0,0.0441456,0.05505382,0.8018626,False,524
Atp4a,0.0,0.006819999,0,0.0073382454,0.007952849,0.922719,False,82
Tmem147,0.0,1.6018531,0,3.9211988,4.671977,0.8393018,False,8566
Tmem147os,0.0,0.046093788,0,0.04961562,0.059184074,0.8383272,False,785
Gm26935,0.0,0.053760406,0,0.05708146,0.06995924,0.8159245,False,904
Sbsn,0.0,0.36103663,0,0.4838515,0.5482275,0.88257426,False,4621
Dmkn,1.0,0.01166455,1,0.028838532,0.013958355,2.0660408,True,154
Ffar2,0.0,0.001881379,0,0.0018779278,0.002058787,0.91215247,False,20
Mag,1.0,1.1361178,1,51.436127,2.667742,16.466202,True,175
Hamp,0.0,0.0001881379,0,0.00018811136,0.00019134708,0.9830898,False,3
Usf2,0.0,1.1284041,0,1.8289491,2.6393378,0.6929576,False,7782
Gm4673,0.0,0.08174592,0,0.0869203,0.1094243,0.79434186,False,1013
Lsr,1.0,0.12901556,1,0.3973241,0.17509721,2.269163,True,43
Fam187b,0.0,0.0028220685,0,0.0030023835,0.003150209,0.9530744,False,27
Fxyd5,1.0,0.49527302,1,1.1565746,0.8182132,1.4135369,True,4262
Fxyd7,0.0,5.462584,0,50.943344,39.14178,1.3015081,False,9649
Fxyd1,0.0,0.19500494,0,0.32471824,0.26976418,1.2037114,False,2250
Lgi4,0.0,0.030431306,0,0.036938425,0.03788099,0.97511774,False,345
Hpn,0.0,0.015003998,0,0.017225482,0.018146364,0.9492524,False,123
Scn1b,0.0,3.6715581,0,23.07467,19.527905,1.1816255,False,9576
Gramd1a,0.0,0.6626217,0,0.9241291,1.2050714,0.7668667,False,6075
G630030J09Rik,0.0,0.012417101,0,0.014709402,0.014897173,0.9873955,False,46
Gm10640,0.0,0.0017402756,0,0.0018314022,0.0018979104,0.9649571,False,27
Wtip,1.0,0.17840177,1,0.5037781,0.24467655,2.0589554,True,1239
Uba2,0.0,0.96147877,0,1.7106986,2.0592701,0.8307305,False,7264
Pdcd2l,0.0,0.17078218,0,0.18818861,0.23357047,0.80570376,False,2278
Gpi1,0.0,3.3282065,0,16.195097,16.45762,0.98404855,False,9596
Gm26762,1.0,0.009218757,1,0.032370325,0.010916794,2.965186,True,122
Gm12758,1.0,0.04444758,1,0.099670604,0.056927733,1.7508268,True,583
4931406P16Rik,0.0,0.6230657,0,1.1487887,1.1081376,1.0366843,False,4155
Lsm14a,0.0,0.577019,0,0.7403166,0.99986804,0.7404143,False,5557
Gm12784,0.0,0.001975448,0,0.0019716383,0.0021666735,0.90998405,False,39
Gm44837,0.0,0.001081793,0,0.0010806735,0.0011580994,0.933144,False,11
Kctd15,0.0,0.025304548,0,0.027957957,0.031183375,0.8965661,False,239
Chst8,0.0,0.12050233,0,0.21191312,0.16353314,1.2958422,False,1504
Pepd,0.0,0.19806218,0,0.22158797,0.27447578,0.8073134,False,2131
Cebpg,0.0,0.7269649,0,1.0256835,1.369341,0.74903435,False,5920
Cebpa,1.0,0.20619914,1,0.5722494,0.28711176,1.9931244,True,311
Slc7a10,1.0,0.08188702,1,0.216107,0.10962353,1.9713559,True,101
Lrp3,0.0,0.48850006,0,0.73106486,0.80364066,0.9096912,False,5552
Gpatch1,0.0,0.2212972,0,0.26424256,0.31079787,0.85020703,False,3020
Rhpn2,0.0,0.033065237,0,0.03705339,0.04136601,0.8957449,False,250
Faap24,0.0,0.084803164,0,0.08890404,0.11374488,0.7816092,False,1271
Cep89,0.0,0.15521377,0,0.17496681,0.21162319,0.82678473,False,2382
Tdrd12,0.0,0.00851324,0,0.008817456,0.010041273,0.87812126,False,168
Nudt19,0.0,1.4725083,0,3.6651542,4.0617547,0.9023574,False,8802
B230322F03Rik,0.0,0.033864822,0,0.034695078,0.042434316,0.81761837,False,564
Rgs9bp,0.0,0.0033864824,0,0.0033751728,0.0038137627,0.88499814,False,67
Ankrd27,0.0,0.36164808,0,0.49530986,0.549359,0.9016141,False,4590
Pdcd5,0.0,2.4626782,0,7.8505,9.752662,0.8049598,False,9359
Dpy19l3,0.0,0.29528245,0,0.45955864,0.43169406,1.0645471,False,3663
Zfp507,0.0,0.17082922,0,0.20289503,0.23363805,0.8684161,False,2456
Gm26790,0.0,0.0038097927,0,0.0037954566,0.0043152054,0.87955415,False,61
E130304I02Rik,0.0,0.00051737926,0,0.0005171359,0.0005412659,0.9554193,False,9
Tshz3,0.0,0.7331264,0,1.5471194,1.3856617,1.1165203,False,6800
Gm28077,0.0,0.0014110343,0,0.0015031829,0.0015255453,0.9853414,False,27
Gm45768,1.0,0.17430978,1,0.77074355,0.2386699,3.2293286,True,88
Zfp536,1.0,0.22868162,1,0.6356609,0.32252386,1.9708955,True,96
Uri1,0.0,1.0000471,0,2.0770931,2.1870503,0.94972354,False,7645
Ccne1,0.0,0.099948265,0,0.12213593,0.13486242,0.90563357,False,1418
1600014C10Rik,0.0,0.257843,0,0.31592214,0.36986965,0.8541445,False,3393
Plekhf1,0.0,0.034288134,0,0.0441206,0.04300284,1.0259926,False,24
Pop4,0.0,0.43078876,0,0.5605553,0.6835884,0.82001877,False,4559
Zfp619,0.0,0.043742064,0,0.045969892,0.05595926,0.82148856,False,610
Gm37494,0.0,0.30106768,0,0.38146123,0.44148904,0.8640333,False,2687
Gm26526,0.0,0.04980951,0,0.05203442,0.06436129,0.8084739,False,722
4933404I11Rik,0.0,0.0022106203,0,0.0025821307,0.0024381664,1.0590461,False,33
4933402C06Rik,0.0,0.00032924133,0,0.0003291484,0.0003398842,0.9684134,False,5
A230077H06Rik,0.0,0.03748648,0,0.042197708,0.04734939,0.8911986,False,445
Vstm2b,1.0,0.61046046,1,1.784282,1.0778772,1.6553667,True,4055
AI987944,0.0,0.18042426,0,0.20893192,0.24767795,0.84356284,False,1924
Gm17102,0.0,0.054418888,0,0.059079837,0.07089694,0.83332,False,949
Gm20449,0.0,0.0020224825,0,0.0021125604,0.0022207866,0.9512667,False,36
AW146154,0.0,0.10813226,0,0.118457384,0.1462911,0.8097374,False,1660
2610021A01Rik,0.0,0.14486618,0,0.15831666,0.19713685,0.80307996,False,2122
Zfp788,0.0,0.26743802,0,0.32555726,0.38567358,0.8441264,False,3428
Zfp141,0.0,0.12666385,0,0.13950585,0.17190456,0.81153077,False,1896
Zfp977,0.0,0.004656413,0,0.0048230956,0.0053264196,0.9055043,False,73
Zfp976,0.0,0.061615165,0,0.07014507,0.08112396,0.86466515,False,838
Zfp975,0.0,0.07483185,0,0.08005374,0.09968477,0.80306894,False,1182
Zfp715,0.0,0.22364894,0,0.24917918,0.31451976,0.79225284,False,2796
Siglecf,0.0,0.010394619,0,0.0117922295,0.012378032,0.952674,False,6
Siglecg,0.0,0.0035275856,0,0.004267894,0.003980619,1.0721686,False,4
Etfb,0.0,0.5418842,0,0.69614077,0.92061526,0.756169,False,4319
Vsig10l,0.0,0.010159447,0,0.010244852,0.012085709,0.8476832,False,114
Iglon5,0.0,0.24754246,0,0.30104348,0.35296798,0.8528917,False,3234
Cd33,1.0,0.214195,1,0.5115031,0.29962468,1.7071462,True,132
Zfp658,0.0,0.061285924,0,0.064023726,0.08065941,0.7937539,False,751
Zfp719,0.0,0.23827666,0,0.27464208,0.3379264,0.8127275,False,3139
Zfp819,0.0,0.00089365506,0,0.0008928984,0.0009510847,0.93882114,False,15
Siglece,0.0,0.01975448,0,0.023128087,0.024082666,0.9603623,False,12
Ctu1,0.0,0.07337378,0,0.07711839,0.097635396,0.78986096,False,1111
Klk8,0.0,0.12200743,0,0.21813324,0.16558364,1.3173598,False,109
Klk6,1.0,0.017684963,1,0.2188782,0.02149993,7.1886797,True,4
Klk1b3,0.0,0.004844551,0,0.005197602,0.005552943,0.9360085,False,96
1700028J19Rik,0.0,0.03184234,0,0.03515723,0.03974398,0.8845926,False,565
2410002F23Rik,0.0,0.6486995,0,1.0221606,1.1706976,0.8731211,False,6339
Clec11a,0.0,0.07375006,0,0.08073188,0.098164156,0.8224172,False,1274
Shank1,0.0,2.214195,0,9.258728,8.123213,1.1397865,False,9316
1700008O03Rik,0.0,0.057617232,0,0.06568292,0.07545448,0.8704972,False,1037
Gm44780,0.0,0.008231034,0,0.008351814,0.009691665,0.8617522,False,155
Syt3,0.0,0.3304172,0,0.4603866,0.49278444,0.93425554,False,4317
Lrrc4b,0.0,1.3967358,0,3.0025651,3.7230303,0.80648416,False,8566
Aspdh,0.0,0.016979447,0,0.01782081,0.020621093,0.864203,False,268
Josd2,0.0,0.8899393,0,2.3090527,1.8332523,1.2595389,False,6143
5430431A17Rik,0.0,0.015568412,0,0.015891198,0.018856911,0.8427254,False,225
Emc10,0.0,4.3990407,0,19.176884,26.76133,0.71658933,False,9694
Fam71e1,0.0,0.07186868,0,0.07921847,0.09552106,0.82932985,False,1187
Pold1,0.0,0.038474202,0,0.03953566,0.048704673,0.8117426,False,462
Nr1h2,0.0,0.35134754,0,0.39752746,0.5304339,0.7494383,False,3525
Napsa,0.0,0.010676826,0,0.01423219,0.012728915,1.1180992,False,175
Gm15396,0.0,0.014909929,0,0.015629048,0.018027557,0.8669532,False,269
Kcnc3,0.0,0.3943841,0,0.63123655,0.6114801,1.0323093,False,4707
Gm44832,0.0,0.001975448,0,0.0019716383,0.0021666735,0.90998405,False,34
Myh14,0.0,0.111800954,0,0.18876995,0.15147296,1.2462287,False,1046
Zfp473,0.0,0.0046093785,0,0.0046824217,0.005269878,0.8885256,False,72
Vrk3,0.0,0.2963172,0,0.34492952,0.4334368,0.7958012,False,3505
Atf5,1.0,0.23644231,1,0.49954867,0.33496776,1.4913335,True,2118
Nup62,0.0,0.2238841,0,0.2642668,0.31489262,0.8392282,False,3057
Il4i1,0.0,0.009077654,0,0.009936407,0.010741561,0.92504317,False,54
Tbc1d17,0.0,0.3958892,0,0.46193793,0.61440396,0.7518473,False,4184
Akt1s1,0.0,0.62993276,0,0.8587164,1.1248167,0.7634279,False,6213
Pnkp,0.0,0.24015804,0,0.26414642,0.34096757,0.77469665,False,2896
Ptov1,0.0,2.469122,0,8.608701,9.796745,0.8787307,False,9211
Med25,0.0,0.42396876,0,0.5211828,0.6698769,0.7780277,False,4743
Fuz,0.0,0.23108038,0,0.27825505,0.32635728,0.8526086,False,3021
Ap2a1,0.0,1.665679,0,3.914753,4.9904637,0.7844467,False,8885
Tsks,0.0,0.022012135,0,0.023504155,0.026938451,0.8725132,False,432
Cpt1c,0.0,0.807676,0,1.4591998,1.5911615,0.9170658,False,7322
6530437J22Rik,0.0,0.0074784816,0,0.007422903,0.0087619815,0.8471718,False,116
Prmt1,0.0,1.0128404,0,2.3698728,2.2303061,1.0625774,False,6615
Gm15545,0.0,0.009124689,0,0.009135927,0.010799966,0.8459218,False,129
Bcl2l12,0.0,0.028973237,0,0.03142768,0.035964962,0.87384164,False,47
Irf3,0.0,0.2691783,0,0.30933642,0.3885304,0.7961705,False,2669
Scaf1,0.0,0.5094304,0,0.6934788,0.84895927,0.8168576,False,5566
Rras,1.0,0.21927473,1,0.43771124,0.30760658,1.422958,True,986
Prr12,0.0,0.48723015,0,0.6538938,0.8009186,0.81642985,False,5367
Prrg2,0.0,0.14068012,0,0.15466726,0.19120479,0.8089089,False,1751
Nosip,0.0,0.3073703,0,0.36379752,0.45232153,0.8042896,False,3646
Rcn3,0.0,0.038474202,0,0.056751087,0.048704673,1.1652082,False,25
Fcgrt,1.0,0.27402285,1,0.83901894,0.39647987,2.1161704,True,113
Rps11,0.0,11.419077,0,75.41383,146.2142,0.51577634,False,9775
Rpl13a,0.0,1.9142561,0,3.9991858,6.3303366,0.6317493,False,8970
Flt3l,0.0,0.044917926,0,0.04892302,0.05757225,0.8497674,False,499
Aldh16a1,0.0,0.038944546,0,0.040063683,0.049351368,0.8118049,False,329
Pih1d1,0.0,0.3362965,0,0.44315523,0.5032613,0.88056684,False,4022
Slc17a7,1.0,11.946898,1,237.99449,158.69406,1.4997064,True,9896
Gfy,0.0,0.003950896,0,0.0041236184,0.004482865,0.9198622,False,76
Pth2,0.0,0.0023987582,0,0.0023931167,0.0026566526,0.90080154,False,50
Ccdc155,0.0,0.05296082,0,0.06351675,0.06882178,0.9229164,False,977
Dkkl1,1.0,0.3283947,1,1.0958207,0.48919654,2.2400417,True,2914
Tead2,0.0,0.026856685,0,0.032815844,0.033199616,0.98844045,False,76
Cd37,1.0,0.19133624,1,0.3995129,0.26414242,1.5124905,True,192
Slc6a16,0.0,0.006114482,0,0.0067358944,0.0070921276,0.9497706,False,96
Slc6a21,0.0,0.00028220686,0,0.00028214048,0.0002900833,0.9726189,False,6
Trpm4,0.0,0.21301915,0,0.2636988,0.29778042,0.88554776,False,2918
Hrc,0.0,0.005644137,0,0.0062710587,0.006520584,0.9617326,False,39
Ppfia3,0.0,0.7478011,0,1.480419,1.4250343,1.0388656,False,7146
Mtag2,0.0,0.033582617,0,0.03490226,0.042056404,0.8298917,False,553
Lin7b,0.0,1.4587272,0,4.5252604,3.99922,1.1315358,False,8723
Gm45619,0.0,0.0007995861,0,0.0007989843,0.0008480966,0.94209117,False,13
Snrnp70,0.0,3.5843093,0,11.041868,18.726978,0.58962363,False,9639
Kcna7,0.0,0.0050797234,0,0.005712671,0.0058368137,0.9787311,False,20
Ntf5,0.0,0.004374206,0,0.004731571,0.0049877716,0.94863427,False,83
Lhb,0.0,0.00014110343,0,0.00014109016,0.00014249307,0.99015456,False,3
Ruvbl2,0.0,0.1340953,0,0.14678712,0.1820352,0.80636674,False,1598
Gys1,0.0,0.17652039,0,0.20849101,0.24190193,0.8618824,False,2670
Ftl1,0.0,9.575608,0,80.07412,106.397545,0.75259364,False,9697
Bax,0.0,1.3777338,0,2.35049,3.640122,0.64571744,False,8346
Dhdh,0.0,0.11546964,0,0.1361017,0.15661341,0.86902964,False,1499
Tulp2,0.0,0.003950896,0,0.0039354716,0.004482865,0.877892,False,67
Nucb1,0.0,0.5169089,0,0.62705415,0.8653476,0.7246269,False,4554
Ppp1r15a,1.0,0.9948262,1,3.415025,2.1695209,1.5740918,True,5473
Plekha4,0.0,0.013169654,0,0.014125706,0.01583847,0.8918605,False,194
0610005C13Rik,0.0,0.004186068,0,0.004545035,0.0047628875,0.95426035,False,49
Bcat2,0.0,0.112130195,0,0.11865859,0.1519386,0.780964,False,1506
Gm31479,0.0,0.006114482,0,0.006077381,0.0070921276,0.8569192,False,125
Fut1,0.0,0.0009406895,0,0.0010339222,0.0010026764,1.0311624,False,18
Izumo1,0.0,0.0005644137,0,0.0005641217,0.00059204,0.95284384,False,3
Rasip1,1.0,0.15493156,1,0.33648425,0.21122946,1.5929798,True,701
Gm45437,0.0,0.0019284135,0,0.0019247853,0.0021126706,0.91106737,False,28
A030001D20Rik,0.0,0.19608673,0,0.24833088,0.27142876,0.91490257,False,2718
Mamstr,0.0,0.029114341,0,0.03005542,0.036149986,0.83140886,False,454
Fut2,0.0,0.0049856543,0,0.0051491777,0.005723178,0.89970607,False,81
Sec1,0.0,0.004233103,0,0.004967969,0.0048190365,1.0309051,False,74
Ntn5,0.0,0.020648135,0,0.029253785,0.025206298,1.1605744,False,356
Car11,0.0,1.4727435,0,4.3662963,4.062825,1.0746945,False,8747
Dbp,0.0,0.6293213,0,1.4613209,1.1233292,1.3008839,False,5297
Sphk2,0.0,0.19759184,0,0.2195163,0.27374947,0.80188763,False,2505
Rpl18,0.0,6.4520955,0,20.876314,52.543484,0.39731503,False,9676
Fam83e,0.0,0.04750482,0,0.052305743,0.06113618,0.8555612,False,774
Sult2b1,0.0,0.23691265,0,0.34626862,0.33572578,1.0314032,False,3468
Gm31597,0.0,0.008560275,0,0.008675543,0.0100995805,0.8590002,False,98
Lmtk3,0.0,0.80875784,0,1.492023,1.5942347,0.9358867,False,7499
Cyth2,1.0,1.4161611,1,5.3839984,3.8086514,1.4136233,True,7750
Kcnj14,0.0,0.0046093785,0,0.004776495,0.005269878,0.9063767,False,73
Grwd1,0.0,0.14430177,0,0.16327761,0.19633992,0.8316068,False,2170
Gm45441,0.0,0.06608344,0,0.10235902,0.087400146,1.1711539,False,1056
Grin2d,0.0,0.088001505,0,0.13915095,0.11824147,1.1768372,False,568
Kdelr1,0.0,0.7991158,0,1.1749306,1.5669376,0.749826,False,6397
Syngr4,0.0,0.00028220686,0,0.00028214048,0.0002900833,0.9726189,False,5
Tmem143,0.0,0.13607074,0,0.16158736,0.18475999,0.87457985,False,2030
Emp3,0.0,0.04886882,0,0.08420627,0.06304014,1.3357564,False,133
Ccdc114,0.0,0.011053102,0,0.011401812,0.013196984,0.86397105,False,49
Abcc6,0.0,0.0065377923,0,0.007247942,0.007607717,0.9527092,False,6
Nomo1,0.0,0.80513614,0,1.4340395,1.5839567,0.9053527,False,7095
Kcnj11,0.0,0.16908894,0,0.2213135,0.23114517,0.9574654,False,2684
Abcc8,0.0,0.10615681,0,0.13073397,0.14351872,0.9109193,False,1804
Gm45486,0.0,0.011476412,0,0.012097824,0.01372397,0.88151056,False,232
Kcnc1,1.0,1.0253046,1,3.7271113,2.2728546,1.639837,True,7210
Sergef,0.0,0.4446169,0,0.7381955,0.71164525,1.0373082,False,5004
Tph1,0.0,0.009689102,0,0.010724556,0.011501179,0.93247443,False,173
Saal1,0.0,0.16241005,0,0.18533388,0.22168958,0.8360062,False,2257
Saa3,0.0,0.0006114482,0,0.0006111031,0.0006429686,0.95044005,False,10
Saa2,0.0,0.003762758,0,0.00497173,0.004259369,1.1672457,False,5
Hps5,0.0,0.102676265,0,0.107754365,0.1386576,0.77712554,False,1154
Gtf2h1,0.0,0.59122336,0,0.92193425,1.0326369,0.89279616,False,6210
Ldha,0.0,4.8150606,0,39.133904,31.351233,1.2482413,False,9695
Tsg101,0.0,1.1627864,0,2.3393037,2.7670202,0.8454234,False,7862
Uevld,0.0,0.11763322,0,0.1336218,0.15960303,0.8372134,False,1872
C86187,0.0,0.0024457928,0,0.0027221458,0.0027113934,1.0039656,False,44
Gm9999,0.0,0.00065848266,0,0.00065808004,0.0006940482,0.94817626,False,7
Spty2d1,0.0,0.47241428,0,0.9317531,0.7694112,1.210995,False,4566
Gm45474,0.0,0.003057241,0,0.0030480376,0.003425839,0.8897201,False,58
Tmem86a,0.0,0.27670383,0,0.3554634,0.4008818,0.8867037,False,1900
Ptpn5,0.0,1.3160247,0,4.02002,3.3769054,1.1904451,False,8254
Zdhhc13,0.0,0.18682094,0,0.22643213,0.25727865,0.8801046,False,2745
E2f8,0.0,0.00493862,0,0.006795929,0.0056664026,1.1993375,False,7
Nav2,0.0,2.007008,0,5.0547485,6.866314,0.73616624,False,9016
Gm32849,0.0,0.03772165,0,0.039687075,0.04767168,0.83250844,False,423
9130015G15Rik,0.0,0.0005644137,0,0.0005641217,0.00059204,0.95284384,False,8
Htatip2,0.0,0.24697803,0,0.31411657,0.35204723,0.89225686,False,3509
Prmt3,0.0,0.24551997,0,0.2977604,0.3496713,0.85154366,False,3200
Slc6a5,0.0,0.00032924133,0,0.0003291484,0.0003398842,0.9684134,False,7
Nell1,1.0,0.201919,1,0.4957743,0.28044957,1.7677841,True,1851
Ano5,0.0,0.012040826,0,0.012743064,0.0144274905,0.88324887,False,189
Slc17a6,1.0,0.23380838,1,0.56917864,0.33073094,1.7209718,True,2685
Fancf,0.0,0.07370302,0,0.076458484,0.098098055,0.77940875,False,990
Gas2,0.0,0.11302385,0,0.12809989,0.15319791,0.8361725,False,1535
Svip,0.0,0.5945158,0,0.88265854,1.0403055,0.8484609,False,6017
Luzp2,1.0,0.62617,1,2.84143,1.1156694,2.5468388,True,1384
Siglech,1.0,0.6987912,1,3.9827404,1.2961457,3.0727565,True,185
Tubgcp5,0.0,0.37575844,0,0.44849792,0.57577276,0.77894956,False,4060
Cyfip1,0.0,0.7153003,0,1.1595349,1.3387629,0.86612415,False,4131
Nipa2,0.0,0.87949765,0,1.442487,1.8015176,0.80070657,False,7327
Nipa1,0.0,0.5104181,0,0.8028665,0.8511181,0.943308,False,4882
Herc2,0.0,1.6019472,0,4.353541,4.672438,0.9317493,False,8688
Oca2,0.0,0.002163586,0,0.0024412265,0.0023836987,1.0241338,False,41
Gabrg3,0.0,0.7174639,0,1.6460868,1.3444042,1.2243987,False,6436
Gm9962,0.0,0.053243026,0,0.059629768,0.06922306,0.8614148,False,866
Gabra5,1.0,1.214101,1,4.2450337,2.9638848,1.4322531,True,7819
Gabrb3,0.0,3.2871926,0,17.580359,16.105753,1.0915576,False,9647
Atp10a,1.0,0.10215888,1,0.22502874,0.13793702,1.6313875,True,309
Ube3a,0.0,6.2042236,0,41.760548,49.018147,0.8519406,False,9795
Gm38393,0.0,0.5398147,0,1.0279185,0.9160094,1.1221702,False,5581
Snrpn,0.0,13.781807,0,239.80803,205.78242,1.1653476,False,9840
Gm44644,0.0,0.74074596,0,1.4733298,1.4060144,1.0478767,False,7153
Gm44643,0.0,0.18108274,0,0.23409367,0.24865888,0.94142497,False,2825
A230006K03Rik,0.0,0.3259019,0,0.5462289,0.48478502,1.1267445,False,4059
B230209E15Rik,0.0,2.5683177,0,10.965758,10.486844,1.0456681,False,9475
A230057D06Rik,0.0,0.58346266,0,1.0191507,1.0146723,1.0044137,False,5980
Gm9801,0.0,0.06791779,0,0.072997496,0.08997456,0.8113126,False,1093
Ndn,1.0,5.8382015,1,98.108536,44.017544,2.2288506,True,9646
Magel2,0.0,0.030666478,0,0.0365948,0.038190886,0.95820767,False,407
Mkrn3,0.0,0.014251446,0,0.016306764,0.017196989,0.9482337,False,13
Chrna7,0.0,0.012981515,0,0.013378039,0.015602883,0.8574081,False,199
4930554H23Rik,0.0,0.00089365506,0,0.0008928984,0.0009510847,0.93882114,False,19
Otud7a,0.0,0.21729928,0,0.27131125,0.30449817,0.8910111,False,3258
Gm44718,0.0,0.057664268,0,0.06262011,0.075521454,0.82916987,False,1036
Klf13,0.0,3.1660788,0,13.57792,15.085773,0.90004796,False,9412
E030018B13Rik,0.0,0.00028220686,0,0.00028214048,0.0002900833,0.9726189,False,6
Trpm1,0.0,0.00089365506,0,0.0011751186,0.0009510847,1.2355561,False,14
Mtmr10,0.0,0.14448991,0,0.15645,0.19660568,0.7957552,False,1549
Gm20457,0.0,0.0023987582,0,0.0023931167,0.0026566526,0.90080154,False,35
Fan1,0.0,0.06702413,0,0.073353276,0.08872035,0.82679194,False,898
Mphosph10,0.0,0.2990452,0,0.36785844,0.43805006,0.83976346,False,3589
Mcee,0.0,0.7750341,0,1.2565845,1.4996605,0.83791274,False,6878
Apba2,0.0,2.5272565,0,11.553408,10.19858,1.1328448,False,9414
Fam189a1,0.0,0.47302574,0,0.8960386,0.7707021,1.1626263,False,5449
Nsmce3,0.0,0.5970086,0,0.9019365,1.0461313,0.8621638,False,5525
Tjp1,0.0,0.679366,0,1.6683555,1.246881,1.3380231,False,4177
BC046251,0.0,0.0036216546,0,0.003608708,0.004092027,0.8818876,False,54
Tarsl2,0.0,0.35906118,0,0.5074754,0.54457897,0.9318674,False,4653
Tm2d3,0.0,0.9105404,0,1.6200305,1.8968012,0.8540855,False,6875
Pcsk6,0.0,0.051737923,0,0.06590255,0.06708575,0.9823629,False,38
Snrpa1,0.0,0.6297446,0,0.87513405,1.1243589,0.77834046,False,6079
Gm45081,0.0,0.00065848266,0,0.00065808004,0.0006940482,0.94817626,False,11
Selenos,0.0,1.0794412,0,1.6295778,2.4621549,0.6618502,False,6822
Chsy1,0.0,0.13560039,0,0.1477923,0.18410948,0.80274135,False,1304
Lrrk1,0.0,0.07897089,0,0.11648203,0.10551023,1.103988,False,36
Aldh1a3,1.0,0.049527302,1,0.38508222,0.06396432,6.0202656,True,384
Asb7,0.0,0.29462397,0,0.38779283,0.43058696,0.9006144,False,3653
Lins1,0.0,0.08381543,0,0.09043466,0.1123486,0.8049469,False,1336
Cers3,0.0,0.0023987582,0,0.0023931167,0.0026566526,0.90080154,False,45
Adamts17,0.0,0.046799302,0,0.053642273,0.06015769,0.89169437,False,733
1700112J16Rik,0.0,0.015803585,0,0.018188616,0.01915196,0.9497,False,262
Lysmd4,0.0,0.53812146,0,0.8688783,0.91224504,0.95246154,False,5908
Mef2a,0.0,3.1218193,0,12.576787,14.720228,0.854388,False,9390
Lrrc28,0.0,0.28465265,0,0.3696746,0.41397718,0.8929831,False,3650
Ttc23,0.0,0.020883307,0,0.022799991,0.025503313,0.8940012,False,194
Synm,0.0,0.4658765,0,0.9480006,0.75566083,1.2545319,False,3680
4833412C05Rik,0.0,0.058699027,0,0.067955956,0.07699358,0.88261855,False,1093
Gm39027,0.0,0.0033394478,0,0.003422526,0.0037582181,0.9106778,False,58
Igf1r,0.0,2.0060675,0,9.21779,6.8607907,1.3435463,False,8307
Pgpep1l,0.0,0.0044682752,0,0.0045425924,0.005100489,0.89061904,False,66
