index,Selected,vst_mean,vst_variable,vst_variance,vst_variance_expected,vst_variance_standardized,highly_variable,n_cells
Actl6a,0.0,0.36846808,0,0.43637916,0.5620531,0.77640206,False,3832
Mrpl47,0.0,0.2152768,0,0.2496556,0.30132228,0.8285335,False,3048
Ndufb5,0.0,4.812803,0,29.628832,31.325443,0.94583917,False,9678
Usp13,0.0,0.23319693,0,0.31212652,0.32974935,0.9465568,False,3226
Gm37459,0.0,0.001081793,0,0.0010806735,0.0011580994,0.933144,False,18
Pex5l,1.0,1.1575655,1,4.486649,2.7474291,1.6330353,True,6703
Gm43666,0.0,0.0015051032,0,0.0015029086,0.0016315087,0.9211772,False,20
Ttc14,0.0,3.8605428,0,14.671943,21.309946,0.68850213,False,9710
Ccdc39,0.0,0.25981843,0,0.35544512,0.37313142,0.9526003,False,3660
Gm43140,0.0,0.0021165514,0,0.0022062443,0.0023293076,0.94716746,False,33
Fxr1,0.0,0.6859038,0,0.9364283,1.2633637,0.7412183,False,6026
Dnajc19,0.0,1.2328206,0,2.180505,3.037601,0.71783787,False,8249
Gm20515,0.0,0.012558205,0,0.014376621,0.0150734605,0.9537704,False,10
Sox2,1.0,0.36268285,1,1.1988877,0.5512763,2.1747491,True,157
Atp11b,0.0,1.0011288,0,2.2866404,2.1906915,1.0437984,False,7367
Dcun1d1,0.0,1.1147171,0,2.237686,2.5892606,0.8642182,False,8133
Gm15952,0.0,0.03729834,0,0.03920143,0.047091756,0.8324478,False,585
Mccc1,0.0,0.25525612,0,0.29970485,0.36560783,0.8197441,False,3204
Mccc1os,0.0,0.019472273,0,0.020505102,0.023729235,0.8641283,False,348
Acad9,0.0,0.21438314,0,0.25309697,0.29991984,0.843882,False,2821
D3Ertd254e,0.0,0.3218099,0,0.41825855,0.47756815,0.87580913,False,4078
Qrfpr,0.0,0.0053619305,0,0.006838605,0.006178328,1.1068698,False,61
Anxa5,1.0,0.31658906,1,0.67780054,0.46840215,1.4470483,True,1501
1810062G17Rik,0.0,0.0015521377,0,0.0016438748,0.0016846261,0.97580993,False,8
Gm11549,1.0,0.45331827,1,1.0256312,0.7295272,1.4058847,True,4988
Exosc9,0.0,0.35026574,0,0.5154549,0.5284626,0.9753858,False,4219
Ccna2,0.0,0.012981515,0,0.020621689,0.015602883,1.3216588,False,192
Bbs7,0.0,0.15032218,0,0.16423191,0.20479491,0.80193347,False,2199
Trpc3,0.0,0.11452895,0,0.18382512,0.15530476,1.1836412,False,1226
4932438A13Rik,0.0,1.6580594,0,4.2719703,4.9518566,0.86270076,False,8909
Il2,0.0,0.09820799,0,0.104277596,0.13244534,0.7873255,False,1557
Gm12532,0.0,0.0012228964,0,0.0013155318,0.0013148297,1.0005339,False,3
Cetn4,0.0,0.42914256,0,0.6846897,0.680271,1.0064955,False,5361
Bbs12,0.0,0.035040684,0,0.03560182,0.04401807,0.8088001,False,542
Fgf2os,0.0,0.0006114482,0,0.0006111031,0.0006429686,0.95044005,False,13
Fgf2,0.0,0.014063308,0,0.016029872,0.016960215,0.9451456,False,134
Nudt6,0.0,0.06547199,0,0.07059562,0.08654198,0.8157385,False,948
Spata5,0.0,0.07506702,0,0.079218864,0.100015424,0.79206645,False,1062
Spry1,0.0,0.24076949,0,0.4642757,0.3419574,1.3577005,False,381
Gm5148,0.0,0.039038617,0,0.043725207,0.049480792,0.88368046,False,457
Gm36823,0.0,0.015991721,0,0.025614431,0.01938764,1.3211732,False,7
Ankrd50,0.0,0.3609896,0,0.5920228,0.5481405,1.0800567,False,3565
C230034O21Rik,0.0,0.004186068,0,0.0042628148,0.0047628875,0.89500636,False,68
Fat4,0.0,0.038427167,0,0.04419591,0.048640046,0.9086321,False,246
Intu,0.0,0.08757819,0,0.09628078,0.1176483,0.818378,False,1366
Slc25a31,0.0,0.0023987582,0,0.0028634837,0.0026566526,1.077854,False,41
Hspa4l,0.0,2.9363153,0,13.67252,13.230825,1.0333837,False,9552
Plk4,1.0,0.16612577,1,0.3318553,0.2269307,1.4623641,True,2287
Mfsd8,0.0,0.2747284,0,0.331247,0.39763787,0.83303684,False,3597
Abhd18,0.0,0.68275243,0,1.1312872,1.255407,0.90113187,False,6580
1700034I23Rik,0.0,0.0049856543,0,0.004961031,0.005723178,0.86683154,False,89
Larp1b,0.0,0.35906118,0,0.52732486,0.54457897,0.9683166,False,4277
Pgrmc2,0.0,1.0580876,0,2.1474724,2.386632,0.89979196,False,7873
Jade1,0.0,0.62377125,0,0.9917943,1.109847,0.8936316,False,5520
Sclt1,0.0,0.39259678,0,0.5402632,0.6080152,0.8885686,False,4580
D3Ertd751e,0.0,0.214195,0,0.26079756,0.29962468,0.87041414,False,2641
Pcdh10,0.0,4.2612767,0,28.886435,25.313795,1.1411341,False,9545
Pabpc4l,0.0,0.010441653,0,0.012590873,0.0124365045,1.0124125,False,95
Pcdh18,1.0,0.11222426,1,0.24808244,0.15207148,1.6313542,True,470
Slc7a11,1.0,0.18381074,1,1.2782534,0.2527413,5.0575566,True,815
Gm38246,0.0,0.0005644137,0,0.0005641217,0.00059204,0.95284384,False,6
Noct,0.0,0.7886271,0,1.4588001,1.5374808,0.9488249,False,7252
Elf2,0.0,0.29589388,0,0.34165248,0.4327234,0.78954005,False,2868
Mgarp,0.0,0.0035746202,0,0.00384423,0.004036307,0.9524127,False,61
Ndufc1,0.0,4.148958,0,20.617086,24.16046,0.85333997,False,9614
Naa15,0.0,0.90649545,0,1.5870231,1.8842233,0.8422692,False,7275
Rab33b,0.0,0.33634353,0,0.43460995,0.50334543,0.8634427,False,3844
Setd7,0.0,0.9363623,0,2.1044638,1.9782418,1.0638051,False,7084
Mgst2,0.0,0.003057241,0,0.0036124778,0.003425839,1.0544798,False,22
Maml3,0.0,0.18291707,0,0.25887278,0.25140074,1.0297216,False,1597
Gm37170,0.0,0.012887446,0,0.013380473,0.015485158,0.86408365,False,255
Foxo1,0.0,0.20902121,0,0.37512276,0.2915197,1.2867835,False,1385
Gm2447,0.0,0.0011288275,0,0.0012216796,0.0012101837,1.0094993,False,16
Cog6,0.0,0.36136588,0,0.46776226,0.54883665,0.8522796,False,4494
Gm42901,0.0,0.010959033,0,0.012062396,0.0130799385,0.92220587,False,213
Lhfp,1.0,0.4096703,1,0.8875716,0.6414194,1.3837616,True,3621
Nhlrc3,0.0,0.13908094,0,0.14881174,0.18895316,0.7875589,False,1502
Proser1,0.0,0.36992615,0,0.44946054,0.56478477,0.7958085,False,4236
Stoml3,0.0,0.0010347585,0,0.0011278098,0.0011061648,1.0195676,False,19
Frem2,0.0,0.005832275,0,0.0070214863,0.006749068,1.0403639,False,4
Ufm1,0.0,1.0791119,0,2.009169,2.460982,0.8164094,False,8053
Trpc4,0.0,0.101688534,0,0.14196375,0.13728231,1.0341008,False,1172
Postn,1.0,0.007384413,1,0.0120338965,0.008646105,1.3918287,True,10
Supt20,0.0,0.5215183,0,0.658862,0.8754965,0.7525581,False,5129
Exosc8,0.0,0.3878463,0,0.4643377,0.5988442,0.77538985,False,4420
Alg5,0.0,0.33714312,0,0.38294253,0.50477594,0.7586386,False,3447
Smad9,0.0,0.069093645,0,0.0768345,0.09162494,0.83857626,False,1120
Rfxap,0.0,0.8545694,0,1.4445121,1.7269871,0.8364348,False,7299
Sertm1,1.0,0.12355957,1,0.24338706,0.16769302,1.4513845,True,1379
Ccna1,0.0,0.0070551713,0,0.0075701657,0.0082412595,0.918569,False,103
Spg20,0.0,0.31550726,0,0.425474,0.46650836,0.9120394,False,2666
Ccdc169,0.0,0.0051737926,0,0.0052413396,0.005950556,0.8808151,False,81
Dclk1,0.0,8.711537,0,117.63424,89.77076,1.3103848,False,9815
Gm42609,0.0,0.0017402756,0,0.0017373288,0.0018979104,0.9153903,False,34
Gm43549,0.0,0.00028220686,0,0.00028214048,0.0002900833,0.9726189,False,3
Nbea,0.0,3.80777,0,19.869865,20.805765,0.95501727,False,9732
Mab21l1,0.0,0.0034335167,0,0.0050211363,0.0038693452,1.2976707,False,24
Gm43376,0.0,0.0023046893,0,0.002299486,0.0025473007,0.9027148,False,44
Tm4sf1,1.0,0.5908471,1,8.988419,1.0317622,8.711715,True,129
Wwtr1,1.0,0.13658813,1,0.32329953,0.1854769,1.7430717,True,327
Gm26671,0.0,0.0009406895,0,0.00093984883,0.0010026764,0.93734014,False,8
Commd2,0.0,0.48901746,0,0.63276976,0.80475056,0.786293,False,5222
Ankub1,0.0,0.0330182,0,0.047357537,0.04130341,1.1465769,False,16
Rnf13,0.0,1.2490946,0,3.212361,3.1024873,1.0354147,False,6586
Pfn2,0.0,11.656931,0,163.9887,151.77885,1.0804449,False,9846
Gm40055,0.0,0.0033394478,0,0.0035165993,0.0037582181,0.9357092,False,64
4921539H07Rik,0.0,0.034099996,0,0.049307503,0.042749926,1.1533939,False,583
Tsc22d2,0.0,0.9833028,0,1.7271435,2.1310852,0.8104526,False,7129
Serp1,0.0,0.81289685,0,1.1660255,1.6060183,0.72603506,False,6444
Eif2a,0.0,0.72066224,0,1.0781755,1.3527685,0.7970141,False,6755
Selenot,0.0,2.0543718,0,5.12075,7.1466126,0.7165283,False,9103
Erich6,0.0,0.018719722,0,0.019028671,0.022789165,0.83498764,False,353
Siah2,0.0,0.2751517,0,0.40613183,0.3983328,1.0195792,False,3087
Mindy4b-ps,0.0,0.0032924134,0,0.0035639477,0.0037027132,0.96252334,False,60
Clrn1,0.0,0.0099713085,0,0.013353061,0.011851885,1.1266614,False,139
Gm43570,0.0,0.0233291,0,0.025796274,0.028630996,0.90099114,False,366
Med12l,0.0,0.33596727,0,0.4533013,0.5026727,0.9017822,False,4174
Gpr171,0.0,0.0014110343,0,0.001785403,0.0015255453,1.1703377,False,12
P2ry14,1.0,0.2559146,1,0.57105213,0.3666916,1.5573092,True,2142
P2ry13,1.0,0.24664879,1,0.6699235,0.3515104,1.9058427,True,93
P2ry12,1.0,1.1675369,1,10.797707,2.7849178,3.8772082,True,278
Igsf10,0.0,0.030384272,0,0.035953518,0.037819043,0.9506723,False,280
Gm38186,0.0,0.0021165514,0,0.002112171,0.0023293076,0.9067806,False,29
Mbnl1,0.0,1.800809,0,3.5052412,5.7002516,0.6149275,False,8602
Gm37035,0.0,0.0009406895,0,0.00093984883,0.0010026764,0.93734014,False,4
P2ry1,0.0,0.01796717,0,0.02460661,0.02185136,1.1260905,False,35
Gm37696,0.0,0.017873101,0,0.018683359,0.021734213,0.859629,False,359
Rap2b,0.0,1.0611918,0,2.6517117,2.397543,1.1060121,False,8001
B430305J03Rik,0.0,0.0034805513,0,0.0034686,0.0039249645,0.8837278,False,69
9330121J05Rik,0.0,0.0036216546,0,0.003608708,0.004092027,0.8818876,False,34
Arhgef26,0.0,0.08141668,0,0.14318286,0.10895951,1.3140924,False,485
Dhx36,0.0,1.7273881,0,3.9281251,5.3088093,0.7399258,False,8930
Gpr149,0.0,0.0055500683,0,0.0064602583,0.0064064288,1.0084023,False,20
Mme,1.0,0.03786275,1,0.067475095,0.047865182,1.4096905,True,508
Plch1,0.0,0.06584827,0,0.08418685,0.087070085,0.96688604,False,1116
E130311K13Rik,0.0,0.14773528,0,0.1736107,0.20117271,0.8629933,False,2137
Slc33a1,0.0,0.31560135,0,0.37019357,0.466673,0.7932612,False,3740
Gm26850,0.0,0.0012228964,0,0.0012214583,0.0013148297,0.92898595,False,19
Gmps,0.0,1.9703683,0,6.531295,6.6524763,0.98178405,False,9104
Kcnab1,1.0,0.8446922,1,3.4783242,1.6979182,2.0485818,True,4616
A330015K06Rik,0.0,0.016791308,0,0.019238265,0.020386532,0.9436752,False,58
Ssr3,0.0,1.3794271,0,2.583639,3.6474752,0.70833623,False,8290
Tiparp,1.0,0.3848831,1,1.4339371,0.5931527,2.4174838,True,2358
Lekr1,0.0,0.27101266,0,0.3466804,0.39154047,0.88542676,False,3707
Ccnl1,0.0,1.3631532,0,2.7069187,3.577085,0.7567387,False,7518
Gm37305,0.0,0.048915856,0,0.051699318,0.06310605,0.81924504,False,692
Ptx3,0.0,0.00089365506,0,0.0009869718,0.0009510847,1.0377328,False,3
Rsrc1,0.0,0.8590847,0,1.4381852,1.7403616,0.8263715,False,7101
Mlf1,0.0,0.03330041,0,0.040471464,0.04167942,0.9710179,False,527
Gfm1,0.0,0.20351818,0,0.23990484,0.2829351,0.84791476,False,2778
Lxn,0.0,0.13865763,0,0.16675623,0.1883601,0.88530546,False,1729
Rarres1,0.0,0.0056911716,0,0.008857544,0.0065776845,1.3466051,False,9
Mfsd1,0.0,0.21381873,0,0.2302907,0.2990344,0.77011436,False,2100
Iqcj,0.0,0.04077889,0,0.053416967,0.05187826,1.02966,False,630
Schip1,0.0,0.7928131,0,2.011681,1.549208,1.2985224,False,6535
Il12a,0.0,0.06857627,0,0.10009482,0.09089875,1.1011683,False,1103
1110032F04Rik,0.0,0.41202202,0,0.84669274,0.6460714,1.3105251,False,4612
Ift80,0.0,0.22063872,0,0.26792023,0.3097579,0.8649343,False,3095
Smc4,0.0,0.09261088,0,0.12157334,0.12467208,0.97514486,False,949
Trim59,1.0,0.2261888,1,0.5589491,0.3185526,1.7546524,True,1143
Kpna4,0.0,1.0397441,0,2.0128605,2.3226395,0.8666263,False,7807
Ppm1l,1.0,1.5185081,1,6.0283146,4.273424,1.410652,True,8153
B3galnt1,0.0,0.7192042,0,1.2716674,1.3489516,0.94270796,False,6911
Nmd3,0.0,0.46639386,0,0.62630475,0.75674546,0.8276293,False,5259
Sptssb,0.0,0.01481586,0,0.020429587,0.01790872,1.1407619,False,255
Slitrk3,0.0,0.3222332,0,0.50956637,0.47831333,1.06534,False,3456
Gm20754,0.0,0.023282066,0,0.027538823,0.028570408,0.96389323,False,243
Bche,0.0,0.0480222,0,0.07412838,0.061856583,1.1983911,False,55
Zbbx,0.0,0.004656413,0,0.0047290223,0.0053264196,0.88784266,False,90
Pdcd10,0.0,1.3604252,0,2.538526,3.565348,0.7119995,False,8112
Serpini1,1.0,4.5543013,1,50.98535,28.435993,1.7929865,True,9498
Platr10,0.0,0.004327172,0,0.0044027236,0.0049314797,0.8927794,False,81
Golim4,1.0,0.2684728,1,0.62058127,0.3873724,1.6020274,True,748
Fstl5,1.0,0.44758007,1,1.1537548,0.7177134,1.6075426,True,3627
Rapgef2,0.0,1.3322985,0,3.5113504,3.4454012,1.0191413,False,8284
4921511C10Rik,0.0,0.00028220686,0,0.00028214048,0.0002900833,0.9726189,False,3
6430573P05Rik,0.0,0.01566248,0,0.016358627,0.018974993,0.86211497,False,256
Fnip2,0.0,0.14072715,0,0.15394847,0.19127129,0.8048697,False,1785
4930589L23Rik,0.0,0.015145102,0,0.01632753,0.018324358,0.89102876,False,184
Ppid,0.0,1.1586473,0,2.5214431,2.751482,0.91639465,False,7853
Etfdh,0.0,0.16029349,0,0.17693885,0.21872056,0.8089722,False,1964
4930579G24Rik,0.0,0.034805514,0,0.03557121,0.043700222,0.8139823,False,483
Rxfp1,1.0,0.8501011,1,6.9531174,1.7138053,4.057122,True,3897
Tmem144,0.0,0.100183435,0,0.13295434,0.13518924,0.9834684,False,401
Fam198b,0.0,0.022341376,0,0.026735082,0.02736038,0.9771459,False,271
A330069K06Rik,0.0,0.017731998,0,0.019205788,0.021558499,0.8908684,False,353
Gm37971,0.0,0.0014580687,0,0.0015500847,0.0015784804,0.9820108,False,30
Gria2,0.0,12.677861,0,191.57549,176.76483,1.0837873,False,9893
Glrb,0.0,2.1031938,0,6.7470174,7.4398746,0.9068725,False,9280
Pdgfc,0.0,0.06175627,0,0.07205616,0.08132289,0.88605016,False,891
A830029E22Rik,1.0,0.10112412,1,0.19212526,0.13649708,1.4075412,True,1469
Ctso,0.0,0.20083721,0,0.23313382,0.27877092,0.83629173,False,1229
Tdo2,0.0,0.016979447,0,0.01923191,0.020621093,0.9326329,False,264
Gucy1b1,0.0,1.739429,0,5.674809,5.3720794,1.0563524,False,8889
Gucy1a1,1.0,0.5679413,1,1.6213127,0.9791704,1.6558025,True,4257
Map9,0.0,1.4045906,0,4.1425076,3.7575479,1.1024498,False,8602
Npy2r,1.0,0.1643855,1,0.792026,0.22447072,3.5284157,True,880
Rbm46,0.0,0.0036216546,0,0.0037968548,0.004092027,0.92786646,False,30
Plrg1,0.0,0.16673721,0,0.20150125,0.22779752,0.88456297,False,2035
Gm10710,0.0,0.0040919995,0,0.00501618,0.004650744,1.0785758,False,46
Dchs2,0.0,0.006584827,0,0.007670655,0.007665161,1.0007167,False,66
Gm38096,0.0,0.0007995861,0,0.0007989843,0.0008480966,0.94209117,False,8
Sfrp2,1.0,0.021682894,1,0.057243846,0.026518118,2.1586695,True,75
Gm26771,0.0,0.0058793095,0,0.0066916784,0.00680622,0.98317105,False,71
Tlr2,0.0,0.072950475,0,0.12896772,0.09704064,1.3290074,False,44
Tmem131l,0.0,0.12671088,0,0.14104614,0.17196837,0.8201865,False,1489
Mnd1,0.0,0.019613376,0,0.023556972,0.023905879,0.98540497,False,232
Trim2,0.0,4.5681295,0,34.993816,28.587362,1.224101,False,9682
Gm6525,0.0,0.0018343446,0,0.0018310659,0.0020050327,0.9132349,False,25
Fhdc1,0.0,0.020412963,0,0.021972755,0.024909873,0.8820903,False,251
Arfip1,0.0,0.14340812,0,0.15163445,0.19507575,0.77731067,False,1676
Gm37240,0.0,0.0013169653,0,0.0013152928,0.0014199727,0.9262803,False,28
Tigd4,0.0,0.0023987582,0,0.0023931167,0.0026566526,0.90080154,False,35
Tmem154,0.0,0.0030102064,0,0.0034716532,0.003370606,1.0299789,False,11
Fbxw7,1.0,4.3485255,1,38.12744,26.226347,1.4537839,True,9601
Gm45790,0.0,0.0034335167,0,0.003515962,0.0038693452,0.9086711,False,70
Gatb,0.0,0.14924039,0,0.16554375,0.20328167,0.8143565,False,2269
Fam160a1,0.0,0.017261652,0,0.019786688,0.020972732,0.9434482,False,317
Glt28d2,0.0,0.011288274,0,0.012196181,0.013489693,0.904111,False,213
Sh3d19,0.0,0.18715018,0,0.24074927,0.2577769,0.93394434,False,2058
Rps3a1,0.0,18.337614,0,198.59627,347.27304,0.57187355,False,9848
Gm37933,0.0,0.006020413,0,0.0059844493,0.0069777383,0.8576488,False,108
Lrba,0.0,0.31847045,0,0.3893056,0.47170004,0.8253245,False,3105
Mab21l2,0.0,0.0008466206,0,0.000940017,0.00089956616,1.044967,False,11
Gm37876,0.0,0.0026809652,0,0.0027679766,0.0029854982,0.9271407,False,37
Dclk2,0.0,0.31188563,0,0.39957133,0.46018124,0.8682912,False,3927
Cd1d1,0.0,0.013734067,0,0.015239401,0.016546393,0.9210104,False,88
Kirrel,0.0,0.021400686,0,0.024518471,0.026159022,0.9372854,False,205
Fcrls,1.0,0.7723531,1,5.062944,1.4922469,3.3928328,True,219
Fcrl1,0.0,0.014486618,0,0.016911482,0.017493282,0.9667416,False,7
Etv3,0.0,0.40741265,0,0.5705076,0.6369646,0.8956661,False,4362
Arhgef11,0.0,0.2692724,0,0.33299226,0.38868478,0.85671544,False,3378
Lrrc71,0.0,0.00089365506,0,0.0008928984,0.0009510847,0.93882114,False,10
Pear1,0.0,0.06020413,0,0.09806861,0.079129525,1.2393429,False,69
Prcc,0.0,0.21198438,0,0.24033803,0.29615846,0.8115183,False,2923
Hdgf,0.0,2.5366163,0,8.321484,10.263967,0.8107473,False,9409
Mrpl24,0.0,0.77164763,0,1.1119637,1.4902984,0.746135,False,6560
Rrnad1,0.0,0.42326325,0,0.5478859,0.6684633,0.81962,False,4790
Isg20l2,0.0,0.102347024,0,0.1068341,0.138199,0.77304536,False,1264
Crabp2,0.0,0.0055971025,0,0.00566011,0.0064634983,0.8757038,False,97
Nes,1.0,0.17849584,1,0.6521923,0.24481575,2.664013,True,69
Bcan,1.0,0.7736701,1,6.029393,1.4958868,4.030648,True,386
Hapln2,1.0,0.1413386,1,0.4758362,0.19213738,2.4765415,True,139
Gpatch4,0.0,0.38097927,0,0.5490154,0.5856895,0.9373831,False,4518
Naxe,0.0,0.8850007,0,1.3610455,1.8182037,0.74856603,False,6927
Iqgap3,0.0,0.007102206,0,0.0075224633,0.008299022,0.9064277,False,52
Mef2d,0.0,2.18969,0,7.385794,7.9700613,0.92669225,False,9320
1700113A16Rik,0.0,0.029490616,0,0.030221514,0.0366438,0.8247374,False,385
AI849053,1.0,0.021353653,1,0.04215924,0.026099276,1.6153414,True,249
Gm3764,0.0,0.89878184,0,2.2045238,1.8603743,1.1849895,False,5755
Tsacc,0.0,0.04421241,0,0.046681106,0.056605123,0.8246799,False,758
Cct3,0.0,1.1164104,0,2.5714433,2.595433,0.9907569,False,7026
Glmp,0.0,0.30092657,0,0.32872397,0.44124857,0.74498594,False,2780
Tmem79,0.0,0.005785241,0,0.0059401887,0.0066919276,0.88766485,False,91
Smg5,0.0,0.466582,0,0.62518847,0.75714004,0.8257237,False,5285
Paqr6,0.0,0.018719722,0,0.023638267,0.022789165,1.037259,False,43
Bglap3,0.0,0.000987724,0,0.0009867948,0.0010543631,0.9359155,False,19
Pmf1,0.0,0.06528385,0,0.07099652,0.086277924,0.82288164,False,854
Slc25a44,0.0,0.9819858,0,2.1829774,2.1267152,1.026455,False,7634
Sema4a,0.0,0.4586802,0,0.8593109,0.7406394,1.1602285,False,5222
Lmna,0.0,0.8362259,0,1.7468363,1.6732026,1.0440077,False,6849
Gm37584,0.0,0.0074784816,0,0.00761105,0.0087619815,0.86864483,False,114
Mex3a,0.0,0.047551855,0,0.05507644,0.061201576,0.8999186,False,504
Rab25,0.0,0.0015521377,0,0.0015498014,0.0016846261,0.91996765,False,20
Lamtor2,0.0,2.2682376,0,6.0727773,8.465796,0.7173309,False,9214
Ubqln4,0.0,0.63425994,0,1.1016935,1.1353557,0.97035104,False,6386
Ssr2,0.0,1.1021118,0,1.8236743,2.5435133,0.7169903,False,7446
Arhgef2,0.0,0.87521756,0,1.4534314,1.7885989,0.81260896,False,6787
Gm43714,0.0,0.003856827,0,0.0038421326,0.0043710675,0.87899184,False,74
2810403A07Rik,0.0,0.5142279,0,0.6653314,0.8594613,0.7741261,False,5427
Rit1,0.0,0.6716053,0,1.1060747,1.2274339,0.9011277,False,6398
Gm17146,0.0,0.0052678613,0,0.005334431,0.0060643973,0.87963086,False,82
Syt11,0.0,15.149711,0,293.9639,244.60262,1.201802,False,9893
Gon4l,0.0,0.8126617,0,1.3475462,1.6053476,0.8394108,False,6975
Gm43713,0.0,0.029913926,0,0.033724118,0.037200063,0.9065607,False,520
Msto1,0.0,0.11974978,0,0.12959158,0.16250536,0.7974604,False,1734
Dap3,0.0,0.8796858,0,1.8876874,1.8020866,1.047501,False,7046
Ash1l,0.0,2.9636424,0,11.256016,13.445855,0.83713645,False,9546
Gm43738,0.0,0.0009406895,0,0.00093984883,0.0010026764,0.93734014,False,16
Rusc1,0.0,0.97685903,0,2.0903394,2.1097472,0.9908009,False,7718
Fdps,1.0,1.4498377,1,6.0784454,3.9590952,1.5353117,True,7665
Hcn3,0.0,0.12506467,0,0.1657786,0.16973548,0.97668797,False,1728
Clk2,0.0,0.14754716,0,0.15767378,0.20090874,0.784803,False,1970
Scamp3,0.0,0.37552327,0,0.48042437,0.5753278,0.83504456,False,3998
Fam189b,0.0,0.31343776,0,0.42131943,0.4628905,0.91019243,False,4313
Gba,0.0,0.1305677,0,0.13864271,0.17720921,0.7823674,False,1654
Mtx1,0.0,0.44273552,0,0.61804,0.70780414,0.87317944,False,4681
Thbs3,0.0,0.06377875,0,0.109384574,0.084165215,1.2996411,False,871
Muc1,0.0,0.0013639998,0,0.0014562767,0.0014727078,0.98884296,False,11
Trim46,0.0,0.6212314,0,1.0691805,1.1037011,0.96872276,False,6631
Krtcap2,0.0,1.3667278,0,2.3497472,3.5924919,0.6540716,False,8006
Dpm3,0.0,0.9914868,0,1.9050546,2.1583462,0.8826455,False,7023
Slc50a1,0.0,0.7961996,0,1.0875791,1.5587233,0.69773716,False,6173
Efna1,0.0,0.0548422,0,0.07319163,0.071500055,1.0236583,False,236
Efna3,0.0,0.5278679,0,0.9340893,0.88951904,1.050106,False,5954
Gm15998,0.0,0.026386341,0,0.028607585,0.032587606,0.877867,False,259
Efna4,0.0,0.015803585,0,0.01687159,0.01915196,0.8809328,False,254
4731419I09Rik,0.0,0.0012228964,0,0.0013155318,0.0013148297,1.0005339,False,21
Adam15,0.0,0.6688773,0,0.90756804,1.220627,0.74352616,False,5914
Dcst1,0.0,0.0027750342,0,0.0028615368,0.0030952534,0.92449194,False,51
Dcst2,0.0,0.0048915856,0,0.0049619605,0.005609657,0.88453895,False,99
Zbtb7b,0.0,0.035040684,0,0.037953652,0.04401807,0.86222893,False,90
Gm15417,0.0,0.03856827,0,0.046019472,0.048833955,0.9423663,False,110
Lenep,0.0,0.001975448,0,0.0019716383,0.0021666735,0.90998405,False,37
Flad1,0.0,0.1343775,0,0.15019207,0.18242332,0.8233162,False,2012
Cks1b,0.0,0.04623489,0,0.05331849,0.059378386,0.8979444,False,619
Shc1,0.0,0.0836273,0,0.095169835,0.11208255,0.8491048,False,598
Pygo2,0.0,0.22341377,0,0.27228525,0.31414706,0.8667446,False,3058
Pbxip1,0.0,0.15102771,0,0.23330434,0.20578091,1.1337512,False,372
Pmvk,0.0,1.0289263,0,1.9367455,2.2852921,0.84748274,False,7635
Kcnn3,0.0,0.10582757,0,0.13235597,0.14305769,0.92519295,False,1657
Adar,0.0,1.467946,0,3.907498,4.041008,0.9669612,False,8714
Chrnb2,0.0,0.2548328,0,0.34004307,0.3649115,0.9318508,False,3570
4632404H12Rik,0.0,0.16024646,0,0.18734902,0.21865468,0.85682607,False,2364
Ube2q1,0.0,1.1356474,0,2.386679,2.6660063,0.8952263,False,7954
She,1.0,0.07685433,1,0.19239981,0.10252966,1.8765283,True,33
Il6ra,1.0,0.18837307,1,0.35336623,0.25963065,1.3610343,True,351
Gm42809,0.0,0.0015991722,0,0.0015966899,0.0017378286,0.9187845,False,27
Atp8b2,0.0,0.15309723,0,0.18178122,0.20867021,0.87114114,False,2274
Hax1,0.0,0.5928696,0,0.8573791,1.0364676,0.8272127,False,5875
Gm19710,0.0,0.0022106203,0,0.0022058373,0.0024381664,0.90471154,False,29
Ubap2l,0.0,1.4579277,0,3.0318727,3.9956038,0.7588022,False,8586
4933434E20Rik,0.0,1.2539392,0,2.2248344,3.1219451,0.71264374,False,8246
Tpm3,0.0,3.6759794,0,16.8832,19.56886,0.86275846,False,9578
Nup210l,0.0,0.0054089646,0,0.005474034,0.006235325,0.87790686,False,79
Rps27,0.0,8.332487,0,42.505394,82.89107,0.51278615,False,9740
Rab13,0.0,0.095856264,0,0.10623918,0.12918074,0.82240725,False,1047
Jtb,0.0,1.2253892,0,2.1300063,3.0082178,0.7080625,False,8258
Creb3l4,0.0,0.0011288275,0,0.0011276063,0.0012101837,0.93176454,False,7
Slc39a1,0.0,0.33549693,0,0.41777518,0.50183225,0.83249974,False,3268
Crtc2,0.0,0.17440383,0,0.18548027,0.23880683,0.77669585,False,2222
Dennd4b,0.0,0.19105405,0,0.21297923,0.26371157,0.8076219,False,2555
4930537H20Rik,0.0,0.0023517238,0,0.002440377,0.0026019528,0.93790203,False,35
Gatad2b,0.0,1.8559804,0,4.9139705,6.002993,0.8185867,False,8975
Slc27a3,0.0,0.028314754,0,0.039837934,0.035102624,1.134899,False,242
Ints3,0.0,0.36404684,0,0.44422755,0.5538084,0.8021322,False,4242
Npr1,0.0,0.019895583,0,0.023169529,0.02425961,0.95506597,False,18
Ilf2,0.0,1.1300503,0,2.1001604,2.6453886,0.7938948,False,7923
Snapin,0.0,0.64098585,0,0.8492307,1.1517826,0.7373186,False,5716
Chtop,0.0,1.6595645,0,3.7301002,4.9594703,0.7521167,False,8882
S100a1,1.0,0.6335544,1,3.2784584,1.1336359,2.8919854,True,423
