,Selected,vst_mean,vst_variable,vst_variance,vst_variance_expected,vst_variance_standardized,highly_variable,n_cells
Gm31881,0.0,0.016091954,0,0.016234426,0.019085707,0.8506065,False,154
Dnajb4,0.0,2.815892,0,4.3039656,5.222722,0.82408476,False,8526
Fubp1,0.0,3.617991,0,5.4164295,7.5430317,0.7180706,False,8928
Nexn,0.0,0.013993003,0,0.0155978585,0.016468074,0.9471574,False,125
Miga1,0.0,2.16012,0,3.567122,3.6061668,0.98917276,False,7815
Usp33,0.0,2.0836582,0,2.6660314,3.4337115,0.77642846,False,8034
Zzz3,0.0,1.0468765,0,1.3453634,1.4188051,0.9482368,False,5863
Ak5,1.0,3.1091454,1,7.5544596,6.0296316,1.252889,True,8239
AI115009,0.0,0.055172414,0,0.06053027,0.0671334,0.9016417,False,494
Pigk,0.0,1.3789105,0,1.7311625,1.9945123,0.86796284,False,6762
St6galnac5,1.0,2.5013492,1,8.78321,4.415476,1.9891876,True,7025
1700094M23Rik,0.0,0.00049975014,0,0.0004995503,0.0005116268,0.97639596,False,5
St6galnac3,0.0,0.27436283,0,0.3394516,0.3226272,1.0521482,False,2086
Asb17os,0.0,0.0010994503,0,0.0010983513,0.0011560223,0.9501125,False,11
Msh4,0.0,0.0020989506,0,0.0020947543,0.0022589706,0.92730474,False,19
Rabggtb,0.0,1.2251874,0,1.5795335,1.7195007,0.9186001,False,6371
Acadm,0.0,0.5728136,0,0.6783492,0.7107642,0.9543941,False,3936
Slc44a5,0.0,0.1750125,0,0.23796013,0.20625629,1.1537108,False,1367
Tyw3,0.0,0.25037482,0,0.27187237,0.29388487,0.92509824,False,2084
Cryz,0.0,0.22348826,0,0.25072774,0.2621665,0.9563683,False,1843
Erich3,0.0,0.41869065,0,0.55129,0.50489295,1.0918949,False,2964
Tnni3k,0.0,0.0061969017,0,0.0063590356,0.006969739,0.91237783,False,60
Fpgt,0.0,0.37881058,0,0.4252607,0.45320278,0.93834525,False,2895
Lrriq3,0.0,0.008795602,0,0.008719111,0.010074122,0.86549586,False,85
4930570G19Rik,0.0,0.27336332,0,0.3038136,0.32141894,0.9452262,False,2188
Negr1,1.0,7.144128,1,27.914251,21.522026,1.2970085,True,9138
Gm15577,0.0,0.0014992504,0,0.0014971523,0.0015935529,0.9395058,False,14
4930592C13Rik,0.0,0.004997501,0,0.004973023,0.0055667637,0.8933419,False,48
Zranb2,0.0,6.3391304,0,13.088398,17.798918,0.735348,False,9234
Ptger3,0.0,0.10304847,0,0.12662505,0.12420098,1.0195173,False,855
Cth,0.0,0.008195902,0,0.008529382,0.009349265,0.91230506,False,74
Ankrd13c,0.0,1.7425287,0,2.4656892,2.7016716,0.91265315,False,7367
Srsf11,0.0,4.166317,0,6.5435076,9.317389,0.7022899,False,9051
Lrrc40,0.0,0.38520738,0,0.41637453,0.46145356,0.9023108,False,2988
B230334C09Rik,0.0,5.1330333,0,11.843656,12.806474,0.92481786,False,9100
Lrrc7,0.0,2.8707647,0,4.327859,5.3698163,0.80596024,False,8569
Gm20752,0.0,0.00069965015,0,0.0006992305,0.0007242733,0.9654236,False,6
Depdc1a,0.0,0.0021989006,0,0.0021942847,0.0023709696,0.9254799,False,20
Wls,1.0,0.5390305,1,1.5025998,0.6647182,2.2605066,True,2325
Tmem68,0.0,0.8653673,0,0.9911685,1.1336136,0.8743442,False,5316
Tgs1,0.0,1.1213393,0,1.4504892,1.5422698,0.9404899,False,6029
Lyn,0.0,0.03188406,0,0.044864953,0.0385567,1.1636097,False,188
Rps20,0.0,14.220389,0,46.127453,67.30723,0.6853269,False,9294
Mos,0.0,0.0018990504,0,0.0018956335,0.0020358346,0.93113333,False,18
Plag1,0.0,0.09015492,0,0.09602962,0.10928774,0.8786861,False,799
Chchd7,0.0,1.2675662,0,1.5560501,1.7937253,0.8674963,False,6557
Gm11808,0.0,0.9237381,0,1.0428641,1.2237598,0.85218036,False,5591
Penk,1.0,0.04527736,1,0.14139238,0.054991603,2.5711632,True,272
Impad1,0.0,3.3850074,0,6.6062527,6.8332243,0.9667841,False,8631
Fam110b,1.0,1.5647177,1,3.1224856,2.3463979,1.3307571,True,6485
Ubxn2b,0.0,1.2939531,0,1.7623435,1.8405516,0.9575083,False,6513
Sdcbp,0.0,4.981709,0,10.385411,12.230017,0.8491739,False,9085
Nsmaf,0.0,0.34162918,0,0.37268206,0.4057957,0.91839826,False,2660
Tox,1.0,2.2852573,1,5.456005,3.8952913,1.4006667,True,7306
Gm11802,0.0,0.0014992504,0,0.0014971523,0.0015935529,0.9395058,False,15
8430436N08Rik,0.0,0.0070964517,0,0.0074466364,0.008036738,0.9265745,False,69
Car8,1.0,0.018390805,1,0.03284847,0.021937042,1.4973974,True,93
Rab2a,0.0,7.401399,0,20.966211,22.777205,0.920491,False,9263
Chd7,0.0,0.053073462,0,0.07245282,0.06456906,1.1220981,False,318
Gm26548,0.0,0.0031984008,0,0.0033884097,0.0035007624,0.96790624,False,30
Clvs1,0.0,1.097951,0,1.3636553,1.5031743,0.90718377,False,6051
Gm11817,0.0,0.0008995502,0,0.0008988309,0.0009392283,0.9569887,False,9
Asph,0.0,2.1441278,0,3.346678,3.5698373,0.93748754,False,7848
2610301B20Rik,0.0,1.1683159,0,1.3998957,1.6216705,0.863243,False,6350
Plekhf2,0.0,0.08865567,0,0.09539808,0.10753338,0.88714856,False,765
Ndufaf6,0.0,0.3504248,0,0.38158843,0.41690683,0.9152847,False,2763
Trp53inp1,0.0,0.13583209,0,0.14918074,0.16179748,0.92202145,False,1154
Ccne2,0.0,0.13453273,0,0.14783277,0.16034286,0.92197907,False,1162
Ints8,0.0,0.28005996,0,0.3022063,0.32953265,0.91707546,False,2263
Dpy19l4,0.0,0.37581208,0,0.41992667,0.4493428,0.93453526,False,2872
Virma,0.0,0.47356322,0,0.5114212,0.57693195,0.88644975,False,3507
Rad54b,0.0,0.0032983508,0,0.0036876404,0.003614444,1.020251,False,24
Fsbp,0.0,0.0067966017,0,0.006751083,0.0076801423,0.87903094,False,65
Gem,1.0,0.015192403,1,0.029557252,0.017963381,1.645417,True,61
Pdp1,1.0,1.3071464,1,2.5882785,1.8641455,1.3884531,True,6093
Gm10604,0.0,0.0012993503,0,0.0012977917,0.0013742492,0.9443642,False,12
Tmem67,0.0,0.1994003,0,0.20823635,0.23411544,0.8894601,False,1695
Rbm12b2,0.0,0.2321839,0,0.2356694,0.27238128,0.8652188,False,1987
Rbm12b1,0.0,0.16971514,0,0.17391281,0.20020269,0.8686837,False,1472
Fam92a,0.0,2.830185,0,4.1873736,5.2608595,0.79594857,False,8567
Triqk,0.0,0.8634683,0,1.0281385,1.1307206,0.90927726,False,5272
Runx1t1,0.0,3.1290355,0,6.47865,6.08617,1.0644872,False,8359
Slc26a7,0.0,0.012793603,0,0.01602983,0.014981591,1.0699685,False,106
Otud6b,0.0,1.43998,0,1.7690132,2.1080043,0.8391886,False,6987
Tmem55a,0.0,0.8067966,0,0.9063912,1.045876,0.86663353,False,5130
Gm11837,0.0,0.03258371,0,0.035923403,0.039414156,0.91143405,False,286
Necab1,1.0,2.9088457,1,14.476696,5.472971,2.6451256,True,6636
Tmem64,0.0,1.5046477,0,2.2897875,2.2305484,1.026558,False,6812
Calb1,1.0,0.49655172,1,2.9467344,0.60753876,4.850282,True,1555
Decr1,0.0,0.064467765,0,0.070113786,0.078439705,0.89385575,False,563
Nbn,0.0,0.21109445,0,0.22692609,0.24765658,0.9162933,False,1773
Osgin2,0.0,0.33303347,0,0.34369576,0.39500177,0.87011194,False,2686
Ripk2,0.0,0.109445274,0,0.11207091,0.13158011,0.85173136,False,991
Mmp16,0.0,2.734233,0,5.7573295,5.007253,1.1497979,False,8037
Cpne3,0.0,0.18830584,0,0.20284204,0.22141239,0.91612774,False,1556
Rmdn1,0.0,0.2547726,0,0.29504046,0.2991176,0.9863694,False,2042
Wwp1,0.0,0.7730135,0,1.1097075,0.99625707,1.1138766,False,4662
Ttpa,0.0,0.0016991504,0,0.0016964328,0.0018140359,0.9351705,False,15
4930598A11Rik,0.0,0.0012993503,0,0.0012977917,0.0013742492,0.9443642,False,12
Ggh,0.0,0.24007995,0,0.26702598,0.28168985,0.9479432,False,1909
Nkain3,1.0,0.16251874,1,0.25047427,0.19193646,1.3049853,True,1168
Gm11872,0.0,0.0010994503,0,0.0010983513,0.0011560223,0.9501125,False,11
Ccnc,0.0,1.182009,0,1.485362,1.6450481,0.90292925,False,6261
Tstd3,0.0,0.6337831,0,0.7185307,0.7955414,0.90319717,False,4332
Usp45,0.0,0.9452274,0,1.1359441,1.2571815,0.90356404,False,5593
Pnisr,0.0,8.169115,0,18.159122,26.708565,0.67989886,False,9301
Coq3,0.0,0.48075962,0,0.5411382,0.58648247,0.9226843,False,3509
Faxc,0.0,0.237981,0,0.26293156,0.27921194,0.94169164,False,1977
Fbxl4,0.0,0.21779111,0,0.22415365,0.25549036,0.87734675,False,1854
Pou3f2,1.0,0.376012,1,0.8651982,0.44959998,1.9243734,True,1964
Gm30731,0.0,0.004897551,0,0.0052738925,0.005451161,0.9674806,False,46
Gm28448,0.0,0.00029985007,0,0.00029979012,0.00030216397,0.99214387,False,3
Mms22l,0.0,0.028885556,0,0.029453427,0.03487696,0.8444952,False,271
Klhl32,0.0,0.42068964,0,0.56420606,0.5074965,1.1117437,False,2905
Gm11899,0.0,0.0010994503,0,0.0010983513,0.0011560223,0.9501125,False,9
Ndufaf4,0.0,1.5743128,0,2.0053978,2.3650727,0.8479222,False,7169
Gpr63,0.0,0.011294353,0,0.011167906,0.013142877,0.84973073,False,108
Ufl1,0.0,0.7465267,0,0.93854374,0.9575678,0.98013294,False,4678
Fut9,1.0,14.1321335,1,97.73244,66.59338,1.4675999,True,9282
Manea,0.0,0.92733634,0,1.0763868,1.2293462,0.8755767,False,5559
Epha7,1.0,1.7964019,1,4.134573,2.8131015,1.4697561,True,6576
Map3k7,0.0,0.752024,0,0.8956189,0.9655925,0.92753303,False,4805
Bach2,0.0,0.23318341,0,0.2955801,0.2735577,1.0805037,False,1796
Casp8ap2,0.0,0.49775112,0,0.58668524,0.60914373,0.96313107,False,3515
Mdn1,0.0,0.55562216,0,0.73893404,0.68725824,1.0751913,False,3708
Lyrm2,0.0,0.9408296,0,1.1134517,1.2503291,0.89052695,False,5583
Ankrd6,0.0,0.22058971,0,0.2779047,0.2587685,1.073951,False,1712
Rragd,0.0,1.2649676,0,2.0500371,1.7891395,1.145823,False,6125
Ube2j1,0.0,1.4390805,0,1.9838184,2.1063166,0.9418425,False,6820
Gabrr2,0.0,0.0007996002,0,0.0007990407,0.00083149207,0.96097213,False,8
Pm20d2,0.0,0.008895552,0,0.009017223,0.010195732,0.88441145,False,85
Srsf12,0.0,0.6023988,0,0.6823613,0.7516309,0.9078409,False,4185
Pnrc1,0.0,1.948026,0,2.6038558,3.135362,0.83048016,False,7754
Rngtt,0.0,0.5288356,0,0.56966525,0.6509316,0.8751537,False,3841
Cnr1,1.0,3.4845576,1,32.806362,7.1331563,4.599137,True,4886
Spaca1,0.0,0.0036981509,0,0.003684843,0.00407094,0.90515774,False,36
Akirin2,0.0,4.0089955,0,6.9239492,8.793278,0.78741395,False,8947
Orc3,0.0,0.2509745,0,0.27197152,0.29459754,0.9231968,False,2060
Rars2,0.0,0.21809095,0,0.23471867,0.2558415,0.91743785,False,1818
Slc35a1,0.0,0.5874063,0,0.65062106,0.7308518,0.89022297,False,4129
Cfap206,0.0,0.010994502,0,0.011274551,0.012774124,0.88260853,False,106
Smim8,0.0,0.95572215,0,1.108695,1.273566,0.87054384,False,5666
Zfp292,0.0,1.944028,0,2.8995059,3.126709,0.9273347,False,7624
Cga,0.0,0.00059970014,0,0.00059940043,0.0006176261,0.97049075,False,6
Mob3b,1.0,0.004797601,1,0.0069741816,0.005335712,1.3070762,True,24
3110043O21Rik,0.0,0.42248875,0,0.45433226,0.50984085,0.8911257,False,3199
Lingo2,1.0,1.2529736,1,2.5676453,1.7680331,1.4522609,True,5296
Gm12371,1.0,0.060369816,1,0.095915295,0.07345489,1.3057715,True,445
Aco1,0.0,0.15742129,0,0.16244116,0.1860764,0.8729811,False,1383
Ddx58,0.0,0.053573214,0,0.055906113,0.065180376,0.8577138,False,472
Topors,0.0,0.6734633,0,0.8634751,0.8517772,1.0137335,False,4444
Smim27,0.0,0.13093454,0,0.13739263,0.15630476,0.87900466,False,1155
Ndufb6,0.0,4.4928536,0,11.351533,10.44445,1.0868484,False,8782
Tmem215,1.0,0.022688655,1,0.035170898,0.027237978,1.2912449,True,179
Aptx,0.0,0.56291854,0,0.6077212,0.6972147,0.87164134,False,4049
Gm6297,0.0,0.058270864,0,0.060678538,0.07090287,0.855798,False,539
Dnaja1,1.0,15.9023485,1,112.342026,81.59854,1.3767651,True,9333
Smu1,0.0,1.052074,0,1.3966283,1.4272993,0.9785112,False,5790
B4galt1,0.0,0.017191404,0,0.02029619,0.020453546,0.99230665,False,102
Bag1,0.0,5.556022,0,14.183311,14.477029,0.9797115,False,9130
Chmp5,0.0,3.4285858,0,5.440646,6.9638915,0.7812652,False,8717
Nfx1,0.0,1.0897552,0,1.32501,1.4895388,0.8895438,False,6027
Nol6,0.0,0.99090457,0,1.2073343,1.3289071,0.90851665,False,5710
Ube2r2,0.0,2.4166915,0,3.823052,4.2084565,0.90842146,False,8171
Ubap2,0.0,0.5370315,0,0.61730605,0.6620113,0.9324705,False,3790
Dcaf12,0.0,0.8250874,0,0.90642774,1.0729852,0.8447719,False,5233
Ubap1,0.0,0.50344825,0,0.545295,0.61677754,0.8841032,False,3716
Kif24,0.0,0.0071964017,0,0.007345248,0.00815576,0.9006208,False,69
Nudt2,0.0,0.98730636,0,1.1952606,1.3232129,0.9033019,False,5676
AI464131,0.0,0.010794602,0,0.0122785065,0.012528015,0.980084,False,83
1110017D15Rik,0.0,0.06536732,0,0.06909734,0.07953372,0.86878043,False,595
Fam219aos,0.0,0.0010994503,0,0.0010983513,0.0011560223,0.9501125,False,11
Fam219a,0.0,1.614193,0,2.348539,2.4432557,0.96123344,False,7097
Dnaic1,0.0,0.010294853,0,0.010389807,0.011912361,0.8721871,False,94
Enho,0.0,1.1328336,0,1.3998865,1.5615869,0.89645123,False,6178
Gm12406,0.0,0.00029985007,0,0.00029979012,0.00030216397,0.99214387,False,3
Gm12405,0.0,0.00029985007,0,0.00029979012,0.00030216397,0.99214387,False,3
Cntfr,0.0,0.43968016,0,0.59604627,0.53230107,1.1197541,False,3005
Il11ra1,1.0,0.71824086,1,2.2121873,0.9162922,2.4142814,True,3530
Rpp25l,0.0,0.8062968,0,0.94588196,1.0451382,0.90503055,False,5034
Dctn3,0.0,8.681159,0,31.548271,29.484718,1.0699872,False,9116
Arid3c,0.0,0.012493753,0,0.014138172,0.014612427,0.96754444,False,111
Sigmar1,0.0,0.8394803,0,1.0873855,1.0944846,0.9935138,False,5015
Galt,0.0,0.90324837,0,1.056012,1.1920015,0.8859151,False,5426
Ccl27a,1.0,8.404998,1,40.7376,27.972176,1.4563615,True,9075
Gm13307,0.0,0.0009995003,0,0.0009986011,0.0010474215,0.95338994,False,9
Gm20878,0.0,0.16871564,0,0.1862463,0.19905806,0.9356381,False,1451
Gm13306,0.0,0.06736632,0,0.0780283,0.081963845,0.9519844,False,596
Gm13305,0.0,0.014492754,0,0.015283742,0.017090542,0.8942807,False,134
Gm10600,1.0,1.8914542,1,4.614366,3.0136874,1.5311363,True,6613
Gm2163,0.0,0.0032983508,0,0.0032878004,0.003614444,0.9096282,False,31
Gm2564,0.0,0.005197401,0,0.005170905,0.0057985,0.891766,False,52
Ccl27b,0.0,0.022888556,0,0.023966266,0.027484441,0.87199396,False,215
4930578G10Rik,0.0,0.010794602,0,0.010879067,0.012528015,0.8683791,False,103
Gm12395,0.0,0.0038980509,0,0.0038832442,0.0043004327,0.9029892,False,38
Ccl19,0.0,0.0015992004,0,0.0015968026,0.0017036384,0.9372896,False,16
Ccl21a,0.0,0.0060969517,0,0.006060384,0.0068517923,0.8844962,False,59
Gm12394,0.0,0.008795602,0,0.008919031,0.010074122,0.88534075,False,85
Fam205a1,0.0,0.0007996002,0,0.0007990407,0.00083149207,0.96097213,False,8
Fam205c,0.0,0.004797601,0,0.0049749813,0.005335712,0.9323932,False,46
Phf24,0.0,4.255772,0,10.518841,9.620895,1.0933328,False,8941
Dnajb5,0.0,0.912044,0,1.3613154,1.2056252,1.1291364,False,5120
1700022I11Rik,0.0,0.024387807,0,0.0265943,0.029333428,0.9066209,False,220
Vcp,0.0,4.896152,0,10.923541,11.909049,0.9172471,False,9095
Fancg,0.0,0.12513743,0,0.12828147,0.14974876,0.8566447,False,1130
Pigo,0.0,0.14752623,0,0.14976522,0.17488123,0.8563825,False,1289
Stoml2,0.0,1.5507246,0,1.8552086,2.3192458,0.79991895,False,7286
Gm26643,0.0,0.0017991004,0,0.0017960432,0.0019247604,0.93312556,False,17
Fam214b,0.0,0.40549725,0,0.44601136,0.48773813,0.91444844,False,3079
Gm26881,0.0,0.1996002,0,0.21355441,0.23434536,0.91128075,False,1693
Unc13b,0.0,0.8762619,0,1.2463827,1.1502866,1.083541,False,5023
Atp8b5,0.0,0.004797601,0,0.0049749813,0.005335712,0.9323932,False,45
Rusc2,0.0,1.0666667,0,1.218366,1.4512991,0.83950025,False,6057
Fam166b,0.0,0.0037981009,0,0.0037840535,0.0041855727,0.90407073,False,37
Tesk1,0.0,1.0971514,0,1.344619,1.5018426,0.8953129,False,6064
Cd72,0.0,0.016391804,0,0.016924405,0.019459363,0.86973065,False,153
Sit1,0.0,0.004497751,0,0.004477969,0.0049901092,0.8973689,False,45
AL732506.1,0.0,0.060069963,0,0.06426409,0.07309022,0.8792434,False,550
Ccdc107,0.0,0.9357321,0,1.0927305,1.2423953,0.8795353,False,5563
Arhgef39,0.0,0.0008995502,0,0.0008988309,0.0009392283,0.9569887,False,9
Gm12454,0.0,0.00069965015,0,0.0006992305,0.0007242733,0.9654236,False,7
Car9,0.0,0.0012993503,0,0.0012977917,0.0013742492,0.9443642,False,11
Tpm2,1.0,0.012493753,1,0.024134174,0.014612427,1.6516198,True,94
Tln1,0.0,1.6990504,0,2.1638186,2.612989,0.8281009,False,7483
Creb3,0.0,0.5868066,0,0.74648726,0.7300237,1.0225521,False,3905
Gba2,0.0,0.7123438,0,0.8108882,0.90772825,0.89331603,False,4710
Rgp1,0.0,0.18510744,0,0.19563985,0.21776444,0.89840126,False,1595
Npr2,0.0,0.19810095,0,0.21225148,0.23262206,0.91243064,False,1680
Spag8,0.0,0.023388306,0,0.023243416,0.02810065,0.8271487,False,221
Hint2,0.0,1.6967516,0,2.1743248,2.608332,0.8336074,False,7432
Fam221b,0.0,0.04087956,0,0.04221114,0.049580965,0.8513578,False,380
Tmem8b,0.0,0.89855075,0,1.2846891,1.1847289,1.0843738,False,5140
Hrct1,0.0,0.0020989506,0,0.0020947543,0.0022589706,0.92730474,False,20
Spaar,0.0,0.0012993503,0,0.0012977917,0.0013742492,0.9443642,False,12
Reck,0.0,0.051374312,0,0.054737464,0.062487442,0.87597543,False,456
Glipr2,0.0,0.013793103,0,0.017002854,0.016219476,1.0482986,False,119
Clta,0.0,10.044078,0,46.197678,37.47121,1.2328845,False,9240
Gne,0.0,0.35132435,0,0.37985754,0.41804734,0.90864724,False,2767
Rnf38,0.0,0.5944028,0,0.7758983,0.7405302,1.0477605,False,3897
Melk,0.0,0.0059970017,0,0.0061615533,0.006733998,0.91499186,False,57
Pax5,1.0,0.00059970014,1,0.00079932046,0.0006176261,1.2941818,True,5
Zcchc7,0.0,1.9247376,0,2.814507,3.0850728,0.91229844,False,7623
Gm12678,0.0,0.00069965015,0,0.0006992305,0.0007242733,0.9654236,False,6
Gm12679,0.0,0.0008995502,0,0.0008988309,0.0009392283,0.9569887,False,9
Grhpr,0.0,0.52243876,0,0.6435638,0.64230347,1.0019623,False,3603
Zbtb5,0.0,0.14252874,0,0.14781627,0.16928378,0.8731863,False,1240
1700055D18Rik,0.0,0.04047976,0,0.04444279,0.049089864,0.9053354,False,370
Polr1e,0.0,0.062468767,0,0.062170833,0.07600806,0.81795055,False,585
Fbxo10,0.0,0.21769115,0,0.25248587,0.25537333,0.9886931,False,1757
Tomm5,0.0,3.3014493,0,4.622634,6.5854664,0.70194477,False,8827
Frmpd1,0.0,0.0024987506,0,0.0026926761,0.0027083645,0.99420744,False,15
Trmt10b,0.0,0.44027987,0,0.47496673,0.5330866,0.8909748,False,3351
Exosc3,0.0,0.24037981,0,0.2453905,0.28204405,0.87004316,False,2031
Dcaf10,0.0,0.45597202,0,0.50358415,0.5536952,0.90949696,False,3414
Slc25a51,0.0,2.151724,0,3.0263577,3.5870764,0.8436836,False,7977
Shb,0.0,0.15312344,0,0.1934641,0.18118913,1.0677468,False,1224
Gm12408,0.0,0.0074962517,0,0.0074408017,0.008513208,0.8740304,False,70
Aldh1b1,0.0,0.19570215,0,0.23018944,0.2298696,1.0013914,False,1598
Igfbpl1,0.0,0.0022988506,0,0.0024937151,0.0024832182,1.0042272,False,21
Stra6l,0.0,0.0007996002,0,0.0007990407,0.00083149207,0.96097213,False,8
Ccdc180,0.0,0.0009995003,0,0.0009986011,0.0010474215,0.95338994,False,10
Tdrd7,0.0,0.2045977,0,0.2131336,0.24010935,0.88765216,False,1750
Tmod1,0.0,2.0744627,0,3.7722437,3.4131823,1.1051984,False,7594
Tstd2,0.0,0.23688155,0,0.24576077,0.27791503,0.8843018,False,1996
Ncbp1,0.0,0.5718141,0,0.6449072,0.7093931,0.90909714,False,4005
Xpa,0.0,0.44107947,0,0.52264255,0.5341342,0.9784855,False,3216
Trmo,0.0,0.052573714,0,0.053813096,0.063957304,0.84139097,False,481
Anp32b,0.0,2.152024,0,3.6475182,3.5877576,1.0166568,False,7779
Nans,0.0,0.28395802,0,0.3103034,0.33427516,0.9282874,False,2304
Trim14,0.0,0.0020989506,0,0.0022946743,0.0022589706,1.0158052,False,18
Coro2a,0.0,0.89235383,0,1.1732372,1.1751379,0.9983826,False,5225
Tbc1d2,0.0,0.04087956,0,0.04261098,0.049580965,0.8594222,False,380
Gabbr2,0.0,7.6731634,0,29.96054,24.137094,1.2412654,False,9079
Gm568,0.0,0.0029985008,0,0.0029898086,0.0032738252,0.9132463,False,27
Anks6,0.0,0.060969517,0,0.060656596,0.0741843,0.8176474,False,561
Galnt12,0.0,0.015192403,0,0.01556285,0.017963381,0.8663653,False,130
Col15a1,0.0,0.010794602,0,0.012478427,0.012528015,0.99604183,False,87
Tgfbr1,1.0,0.10054973,1,0.24278758,0.121323064,2.0011659,True,528
Alg2,0.0,1.6227885,0,2.3117158,2.4602416,0.9396296,False,7143
Sec61b,0.0,2.5331335,0,3.3802745,4.494297,0.7521253,False,8417
Nr4a3,1.0,1.6205897,1,6.7962575,2.4558918,2.7673278,True,5562
Stx17,0.0,0.38070965,0,0.42391813,0.45565,0.93035907,False,2905
Erp44,0.0,0.576112,0,0.6704609,0.7152933,0.93732303,False,3990
Invs,0.0,0.1870065,0,0.20063083,0.21992998,0.9122487,False,1576
Tex10,0.0,0.30834582,0,0.32384577,0.36423898,0.88910246,False,2487
Msantd3,0.0,0.294053,0,0.31696284,0.34661976,0.9144396,False,2398
Tmeff1,1.0,1.9054472,1,5.258352,3.0436287,1.7276589,True,6465
Cavin4,0.0,0.04067966,0,0.043626886,0.049335387,0.88429195,False,367
Plppr1,0.0,0.32623687,0,0.445738,0.38649574,1.1532805,False,2304
Baat,0.0,0.005597201,0,0.005766349,0.0062645306,0.9204759,False,53
Mrpl50,0.0,1.2395802,0,1.4301006,1.7445772,0.81974053,False,6537
Zfp189,0.0,0.08555722,0,0.09083997,0.10388367,0.8744393,False,762
Aldob,0.0,0.03438281,0,0.03440347,0.041617997,0.8266489,False,323
Tmem246,0.0,1.4510745,0,1.8200021,2.1288605,0.8549185,False,6989
Rnf20,0.0,0.84647673,0,1.0138133,1.1049978,0.91748,False,5169
Grin3a,1.0,0.62548727,1,2.2564676,0.78388757,2.87856,True,2420
Ppp3r2,0.0,0.0062968517,0,0.006457747,0.0070878295,0.91110355,False,61
Smc2os,0.0,0.08705647,0,0.089681506,0.105654046,0.8488223,False,793
Smc2,0.0,0.42068964,0,0.5240221,0.5074965,1.032563,False,3044
Nipsnap3b,0.0,0.51044476,0,0.5831826,0.6261675,0.93135244,False,3662
Abca1,0.0,0.04457771,0,0.06618536,0.054130282,1.2227049,False,261
AI427809,0.0,0.0003998001,0,0.0003996802,0.00040641014,0.9834406,False,4
Gm12496,0.0,0.00029985007,0,0.00029979012,0.00030216397,0.99214387,False,3
Slc44a1,0.0,0.36031985,0,0.41563845,0.429491,0.9677465,False,2735
Fsd1l,0.0,0.91794103,0,1.1159166,1.2147664,0.9186265,False,5472
Fktn,0.0,1.0761619,0,1.4742068,1.4669951,1.004916,False,5778
Tal2,0.0,0.005197401,0,0.005170905,0.0057985,0.891766,False,50
Tmem38b,0.0,0.1858071,0,0.1908821,0.21856214,0.87335396,False,1608
Zfp462,1.0,0.3278361,1,0.5880346,0.38849482,1.5136226,True,2027
Rad23b,0.0,3.3008497,0,5.991048,6.5837016,0.90998167,False,8718
Klf4,1.0,0.31994003,1,1.3487477,0.37863907,3.5620933,True,1438
Actl7b,0.0,0.004497751,0,0.004477969,0.0049901092,0.8973689,False,45
Ikbkap,0.0,0.794003,0,0.9180768,1.0270293,0.8939149,False,5022
Fam206a,0.0,0.38290855,0,0.4186403,0.45848602,0.9130928,False,2962
Ctnnal1,0.0,0.2151924,0,0.24926937,0.25244847,0.9874069,False,1742
Tmem245,1.0,3.7623188,1,10.72479,7.9961185,1.3412495,True,8590
Frrs1l,1.0,13.462568,1,93.8144,61.294773,1.5305448,True,9334
Epb41l4b,0.0,0.82688653,0,1.0747868,1.0756638,0.9991847,False,4973
Ptpn3,0.0,0.5546227,0,0.7454417,0.6858965,1.0868137,False,3672
Palm2,0.0,0.4133933,0,0.49122405,0.4979997,0.9863943,False,3058
Pakap,0.0,0.008795602,0,0.009118951,0.010074122,0.9051857,False,82
Akap2,0.0,0.025387306,0,0.027544145,0.030566903,0.9011101,False,219
Txn1,0.0,6.1571217,0,17.769993,17.000397,1.0452693,False,9055
Svep1,0.0,0.0034982509,0,0.0036862816,0.0038423107,0.95939183,False,33
Lpar1,0.0,0.11944028,0,0.1649609,0.14320982,1.1518826,False,924
Olfr267,0.0,0.07356322,0,0.082752645,0.089480735,0.92480963,False,629
AI314180,0.0,1.6731634,0,2.0726953,2.5607321,0.80941516,False,7367
Zkscan16,0.0,0.15032484,0,0.16992317,0.1780285,0.9544718,False,1275
Ptgr1,0.0,0.0068965517,0,0.007649354,0.007798922,0.980822,False,58
Dnajc25,0.0,0.21269365,0,0.23664413,0.2495252,0.94837767,False,1756
Gng10,0.0,0.10304847,0,0.10603329,0.12420098,0.85372347,False,915
Ugcg,0.0,2.4095953,0,3.7202597,4.1912937,0.88761604,False,8192
Susd1,0.0,0.029985007,0,0.030688174,0.03622735,0.8470996,False,282
Ptbp3,0.0,0.5626187,0,0.75390035,0.696805,1.0819389,False,3675
Hsdl2,0.0,0.22948526,0,0.23781505,0.2692075,0.8833895,False,1926
E130308A19Rik,0.0,0.20109946,0,0.22604837,0.23607124,0.957543,False,1645
Inip,0.0,0.47536233,0,0.54410005,0.57931703,0.93920946,False,3480
Snx30,0.0,0.7904048,0,1.0253377,1.0217426,1.0035187,False,4826
Slc46a2,0.0,0.11524238,0,0.12516248,0.13831386,0.90491647,False,1014
Mup5,1.0,0.0023988006,1,0.0037927257,0.002595691,1.4611622,True,20
Mup3,0.0,0.0029985008,0,0.0033896486,0.0032738252,1.0353787,False,27
Gm12909,0.0,0.0021989006,0,0.0027940448,0.0023709696,1.1784397,False,19
