,Selected,vst_mean,vst_variable,vst_variance,vst_variance_expected,vst_variance_standardized,highly_variable,n_cells
Cryl1,0.0,0.31174412,0,0.34532887,0.36845034,0.93724674,False,2461
Ift88,0.0,0.37791103,0,0.40744886,0.45204425,0.9013473,False,2941
Ift88os,0.0,0.0020989506,0,0.0020947543,0.0022589706,0.92730474,False,21
Il17d,0.0,0.3814093,0,0.4352801,0.45655212,0.9534073,False,2923
Eef1akmt1,0.0,1.7010494,0,2.6986043,2.6170413,1.0311661,False,7081
Xpo4,0.0,0.43598202,0,0.4556424,0.5274601,0.8638424,False,3333
Lats2,0.0,0.11834083,0,0.15172775,0.14193334,1.0690072,False,894
Sap18,0.0,3.3347325,0,7.4066353,6.6837115,1.108162,False,8562
Ska3,0.0,0.018690655,0,0.018742988,0.022307286,0.8402182,False,180
Mrpl57,0.0,2.8137932,0,4.0675826,5.217132,0.77965873,False,8527
Zdhhc20,0.0,1.6516742,0,2.1722395,2.5176682,0.8627982,False,7314
Micu2,0.0,0.15222389,0,0.15765324,0.18017155,0.87501734,False,1314
Fgf9,0.0,0.3892054,0,0.53762835,0.46662033,1.1521752,False,2704
Rcbtb1,0.0,0.44807595,0,0.50802433,0.543312,0.9350508,False,3297
Phf11d,0.0,0.0018990504,0,0.0018956335,0.0020358346,0.93113333,False,14
Phf11c,0.0,0.008795602,0,0.008919031,0.010074122,0.88534075,False,83
Setdb2,0.0,0.04057971,0,0.04213561,0.04921262,0.8561952,False,369
Cab39l,0.0,0.6951524,0,0.8116968,0.8828808,0.9193731,False,4602
Cdadc1,0.0,1.8544728,0,2.4874163,2.935059,0.84748423,False,7645
Shisa2,0.0,0.029785108,0,0.038696926,0.035981942,1.0754541,False,245
Atp8a2,0.0,1.0867566,0,1.4410931,1.4845583,0.9707218,False,5904
Nupl1,0.0,0.016891554,0,0.01680781,0.020081181,0.83699304,False,162
Gm49336,0.0,1.136032,0,1.3948281,1.5669745,0.8901409,False,6175
Mtmr6,0.0,2.1392305,0,3.1472464,3.5587392,0.88437116,False,7966
Amer2,0.0,2.1110444,0,3.492166,3.495119,0.9991551,False,7772
Spata13,1.0,0.07126437,1,0.12716798,0.08669595,1.4668274,True,451
C1qtnf9,0.0,0.00029985007,0,0.00029979012,0.00030216397,0.99214387,False,3
Mipep,0.0,0.29925036,0,0.321076,0.35300854,0.9095417,False,2423
Tnfrsf19,0.0,0.28605697,0,0.35378897,0.33683455,1.0503346,False,2166
Sacs,0.0,1.1863068,0,1.7817597,1.6524082,1.0782806,False,5991
Arl11,0.0,0.0024987506,0,0.0026926761,0.0027083645,0.99420744,False,9
Ebpl,0.0,1.5630184,0,1.9939541,2.3430955,0.85099137,False,7141
Kpna3,0.0,1.892154,0,2.6817906,3.015182,0.8894291,False,7609
Spryd7,0.0,2.2592704,0,3.0809128,3.8345346,0.8034646,False,8125
Trim13,0.0,0.11454273,0,0.11802619,0.13749765,0.85838693,False,1025
Kcnrg,0.0,0.016091954,0,0.015834585,0.019085707,0.8296568,False,155
Gm27010,0.0,0.028085956,0,0.028699305,0.033893768,0.8467428,False,253
Gm26916,0.0,0.0003998001,0,0.0003996802,0.00040641014,0.9834406,False,4
Gm27017,0.0,0.0027986006,0,0.0027910476,0.0030473438,0.91589516,False,28
Dleu7,1.0,0.5455272,1,0.86950344,0.6735282,1.2909682,True,3392
Rnaseh2b,0.0,0.25227386,0,0.28921038,0.29614264,0.9765915,False,2032
Gucy1b2,0.0,0.0003998001,0,0.0003996802,0.00040641014,0.9834406,False,4
Fam124a,0.0,0.9962019,0,1.5149796,1.3373066,1.1328588,False,5370
Ints6,0.0,1.5870064,0,2.0769203,2.389849,0.8690592,False,7157
4931440J10Rik,0.0,0.0036981509,0,0.003684843,0.00407094,0.90515774,False,36
Gm26536,0.0,0.0066966517,0,0.0070523117,0.0075614583,0.9326655,False,62
Wdfy2,0.0,0.23588206,0,0.25143126,0.27673662,0.90855795,False,1931
Defb42,1.0,0.0028985508,1,0.01368612,0.0031605363,3.6445568,True,8
Ctsb,1.0,7.6413794,1,30.150467,23.976248,1.257514,True,9239
Fdft1,0.0,1.8104948,0,3.1302178,2.842526,1.1012099,False,7177
Neil2,0.0,0.04457771,0,0.045593597,0.054130282,0.84229374,False,417
Fam167a,0.0,0.0036981509,0,0.003684843,0.00407094,0.90515774,False,34
Tdh,0.0,0.0023988006,0,0.0027931256,0.002595691,1.0760624,False,22
Mtmr9,0.0,0.94632685,0,1.1621529,1.2588959,0.9231525,False,5515
Gm15918,0.0,0.00059970014,0,0.00059940043,0.0006176261,0.97049075,False,5
Xkr6,0.0,0.401999,0,0.5097121,0.48319647,1.0548755,False,2870
Pinx1,0.0,0.2111944,0,0.22658399,0.24777324,0.9144813,False,1782
Sox7,0.0,0.0027986006,0,0.0033908077,0.0030473438,1.1127093,False,17
Gm17116,0.0,0.026886556,0,0.028165486,0.032416906,0.8688517,False,250
9630015K15Rik,0.0,0.0063968017,0,0.006356518,0.007206055,0.8821079,False,62
Msra,0.0,1.0013993,0,1.4116334,1.3455672,1.0490991,False,5456
Gm47202,0.0,0.013193403,0,0.013420478,0.01547555,0.8672053,False,125
Mir124a-1hg,0.0,2.2451775,0,3.574728,3.8017437,0.9402864,False,7868
Kif13b,0.0,0.17701149,0,0.18507724,0.20853658,0.8875049,False,1498
Hmbox1,0.0,0.7123438,0,0.83507854,0.90772825,0.9199653,False,4646
Ints9,0.0,0.32723638,0,0.34692404,0.387745,0.89472216,False,2610
Extl3,0.0,0.96191907,0,1.5498291,1.283264,1.2077243,False,5235
Fzd3,0.0,3.9930036,0,9.969763,8.740691,1.1406149,False,8799
Fbxo16,0.0,0.1816092,0,0.18762656,0.21377727,0.8776731,False,1589
Zfp395,0.0,0.10034983,0,0.109081246,0.12109278,0.90080714,False,880
Pnoc,1.0,0.0073963017,1,0.017738173,0.008394002,2.1131961,True,47
Elp3,0.0,1.0620689,0,1.3185182,1.4437145,0.91328174,False,5923
Scara5,0.0,0.0065967017,0,0.0077533606,0.007442877,1.0417155,False,60
Esco2,0.0,0.004597701,0,0.0047769397,0.005105205,0.93569994,False,42
Ccdc25,0.0,1.6167916,0,2.6334245,2.448386,1.0755757,False,6992
Scara3,0.0,0.052073963,0,0.058963362,0.063345134,0.930827,False,454
Clu,1.0,2.0044978,1,5.2159934,3.2584407,1.6007637,True,6968
Gulo,0.0,0.0030984508,0,0.003089159,0.0033872281,0.91200215,False,30
Ephx2,0.0,0.049475264,0,0.051430404,0.0601561,0.85494906,False,448
Chrna2,0.0,0.0012993503,0,0.0012977917,0.0013742492,0.9443642,False,13
Ptk2b,0.0,6.2190905,0,18.752674,17.270475,1.0858227,False,8975
Trim35,0.0,3.9668167,0,9.523489,8.654858,1.1003635,False,8888
Stmn4,0.0,9.302649,0,39.214474,33.01911,1.1876296,False,9265
Adra1a,0.0,0.30754623,0,0.43049583,0.36324924,1.1851251,False,2180
Gm10032,0.0,0.004497751,0,0.004477969,0.0049901092,0.8973689,False,44
Dpysl2,0.0,19.196802,0,104.8742,113.378555,0.9249915,False,9341
Gm5464,0.0,0.054872565,0,0.05566523,0.066767596,0.8337163,False,501
Pnma2,0.0,2.0081959,0,3.1256826,3.2665558,0.9568741,False,7658
Bnip3l,0.0,4.606297,0,9.562196,10.84834,0.8814432,False,9050
Ppp2r2a,0.0,2.6910546,0,4.213919,4.8950067,0.86086076,False,8416
Ebf2,0.0,0.0068965517,0,0.008249114,0.007798922,1.057725,False,56
Cdca2,0.0,0.0017991004,0,0.0017960432,0.0019247604,0.93312556,False,18
Kctd9,0.0,0.18570715,0,0.19681689,0.21844818,0.9009775,False,1596
Gnrh1,0.0,0.0065967017,0,0.0065538404,0.007442877,0.880552,False,60
Dock5,0.0,0.0058970517,0,0.0058628623,0.006616365,0.88611525,False,51
Gm31107,0.0,0.008095952,0,0.0086309705,0.009229396,0.93516093,False,76
Nefm,1.0,2.0446777,1,13.839967,3.3469927,4.1350455,True,5191
Nefl,1.0,6.3551226,1,33.474335,17.869843,1.8732306,True,8564
Stc1,0.0,0.019890055,0,0.02569391,0.023787344,1.0801505,False,165
Nkx3-1,0.0,0.020089954,0,0.021087756,0.024033906,0.87741697,False,190
Slc25a37,0.0,0.22008996,0,0.27182746,0.25818294,1.0528483,False,1716
Synb,0.0,0.00049975014,0,0.0004995503,0.0005116268,0.97639596,False,5
Gm16677,0.0,0.0067966017,0,0.006951003,0.0076801423,0.9050617,False,64
Gm16867,0.0,0.03768116,0,0.040263314,0.04565783,0.8818491,False,351
Loxl2,1.0,0.021289356,1,0.094608694,0.025512865,3.7080271,True,107
R3hcc1,0.0,0.23698151,0,0.2512112,0.2780329,0.9035305,False,1971
Chmp7,0.0,1.3489256,0,1.6966114,1.939633,0.87470746,False,6761
4930480K23Rik,0.0,0.04067966,0,0.04082801,0.049335387,0.82756025,False,377
Tnfrsf10b,0.0,0.010794602,0,0.010879067,0.012528015,0.8683791,False,103
Rhobtb2,0.0,1.4191904,0,1.9951935,2.0691168,0.96427304,False,6673
Pebp4,0.0,0.0068965517,0,0.007249514,0.007798922,0.9295534,False,65
Egr3,1.0,7.1705146,1,66.362564,21.649319,3.065342,True,8725
Bin3,0.0,0.20769615,0,0.21255572,0.24370043,0.87220085,False,1791
Ccar2,0.0,0.66726637,0,0.73124045,0.8429391,0.86748916,False,4539
9930012K11Rik,0.0,0.021289356,0,0.022037722,0.025512865,0.8637886,False,200
Pdlim2,1.0,0.016191904,1,0.038722202,0.019210298,2.0157003,True,79
Sorbs3,0.0,0.0033983008,0,0.003387091,0.003728289,0.90848404,False,27
AC151836.1,0.0,0.003998001,0,0.003982415,0.004415385,0.90194064,False,36
Ppp3cc,0.0,0.34242877,0,0.36513785,0.40680262,0.89757985,False,2722
Slc39a14,0.0,0.34842578,0,0.36959094,0.414375,0.8919238,False,2752
Piwil2,0.0,0.012993503,0,0.013425714,0.015228341,0.88162684,False,120
Polr3d,0.0,0.40689656,0,0.43807718,0.48955566,0.89484656,False,3141
Phyhip,0.0,2.582109,0,5.5751495,4.616939,1.2075424,False,8015
Bmp1,0.0,0.27266368,0,0.395859,0.3205738,1.2348452,False,1870
Sftpc,0.0,0.009195402,0,0.0099114375,0.010561652,0.9384364,False,86
Lgi3,1.0,0.37671164,1,0.5706891,0.45050025,1.2667898,True,2480
Reep4,0.0,0.022788607,0,0.022271512,0.027361209,0.8139813,False,214
Hr,0.0,0.019690154,0,0.020703822,0.023540752,0.8794885,False,183
Nudt18,0.0,1.042079,0,1.2502284,1.4109889,0.8860653,False,5879
Fam160b2,0.0,0.4661669,0,0.53956395,0.5671437,0.95137084,False,3393
Dmtn,0.0,3.825987,0,6.5401883,8.199097,0.7976718,False,8934
Fgf17,0.0,0.010394802,0,0.0110874595,0.012035495,0.92123,False,94
Npm2,0.0,0.0057971017,0,0.0063638315,0.0064989035,0.97921616,False,54
Xpo7,0.0,1.4843578,0,1.9606959,2.1918488,0.8945398,False,6925
Dok2,0.0,0.008095952,0,0.00823113,0.009229396,0.8918385,False,79
Gfra2,1.0,3.0045977,1,10.47199,5.7361627,1.825609,True,7606
Fndc3a,0.0,1.2201899,0,1.6219434,1.7108245,0.9480478,False,6287
Cysltr2,0.0,0.0003998001,0,0.0003996802,0.00040641014,0.9834406,False,4
Rcbtb2,0.0,0.21129435,0,0.22884084,0.24788992,0.92315507,False,1743
Rb1,0.0,0.32883558,0,0.3644673,0.389745,0.935143,False,2570
Lpar6,0.0,0.017891055,0,0.024969762,0.021319712,1.1712055,False,94
Itm2b,1.0,13.83868,1,142.83643,64.245674,2.223285,True,9301
Med4,0.0,0.92603695,0,1.0431095,1.2273284,0.84990245,False,5600
Nudt15,0.0,0.07906047,0,0.081613675,0.09611511,0.84912425,False,717
Sucla2,0.0,2.7215393,0,5.084787,4.974133,1.0222459,False,8340
Gm49165,0.0,0.0008995502,0,0.0008988309,0.0009392283,0.9569887,False,8
Gm49164,0.0,0.017291354,0,0.017593822,0.020577526,0.85500187,False,159
Htr2a,1.0,0.36051974,1,1.0464419,0.4297461,2.4350238,True,1689
Esd,0.0,2.643978,0,4.427214,4.773954,0.9273684,False,8223
Lrch1,0.0,0.16571714,0,0.17965224,0.195618,0.91838294,False,1399
Gm10847,0.0,0.0012993503,0,0.0012977917,0.0013742492,0.9443642,False,13
Rubcnl,0.0,0.010294853,0,0.010989567,0.011912361,0.92253476,False,83
Lrrc63,0.0,0.0008995502,0,0.0010987509,0.0009392283,1.1698443,False,7
Lcp1,1.0,0.047876064,1,0.09696795,0.058189917,1.6664047,True,236
Cpb2,0.0,0.0013993003,0,0.001397482,0.0014837629,0.94184995,False,14
Zc3h13,0.0,2.388206,0,4.2985015,4.1397414,1.0383502,False,8024
Siah3,0.0,0.03188406,0,0.032269992,0.0385567,0.836949,False,302
Cog3,0.0,0.29345328,0,0.30611968,0.34588397,0.8850357,False,2408
Slc25a30,0.0,0.23008496,0,0.25973055,0.26991248,0.96227694,False,1885
Gm4285,0.0,0.018690655,0,0.019142827,0.022307286,0.8581424,False,174
Tpt1,0.0,22.73993,0,142.38258,153.17781,0.92952484,False,9323
Gtf2f2,0.0,0.29005498,0,0.30290487,0.3417203,0.8864117,False,2383
Kctd4,1.0,1.0777612,1,2.8696024,1.4696428,1.952585,True,4194
Gpalpp1,0.0,0.53053474,0,0.6181449,0.65322626,0.94629526,False,3766
Nufip1,0.0,0.27416292,0,0.28638256,0.32238546,0.8883235,False,2264
Tsc22d1,1.0,9.144228,1,40.106846,32.101044,1.2493938,True,9273
4930444M15Rik,0.0,0.04457771,0,0.04839248,0.054130282,0.89400005,False,410
E130202H07Rik,0.0,0.0009995003,0,0.0009986011,0.0010474215,0.95338994,False,9
Serp2,0.0,8.434583,0,19.76134,28.132504,0.70243794,False,9246
4930431P22Rik,0.0,0.0038980509,0,0.0038832442,0.0043004327,0.9029892,False,37
Gm30246,0.0,0.004497751,0,0.004477969,0.0049901092,0.8973689,False,41
Lacc1,0.0,0.055372313,0,0.06730545,0.06737715,0.9989358,False,440
Ccdc122,0.0,0.07176412,0,0.07861589,0.08730177,0.9005074,False,645
Enox1,0.0,0.47516242,0,0.6362533,0.5790519,1.0987844,False,3239
Gm49002,0.0,0.00049975014,0,0.0004995503,0.0005116268,0.97639596,False,4
Gm6994,0.0,0.0032983508,0,0.0036876404,0.003614444,1.020251,False,31
Gm1587,0.0,0.0014992504,0,0.0014971523,0.0015935529,0.9395058,False,15
Dnajc15,0.0,1.9145427,0,2.5565708,3.0631456,0.8346227,False,7723
Epsti1,0.0,0.004297851,0,0.0052794074,0.0047601336,1.1090881,False,18
Akap11,0.0,6.4650674,0,16.412739,18.36079,0.8939016,False,9263
Dgkh,0.0,3.6648676,0,8.079298,7.6891007,1.0507468,False,8608
Vwa8,0.0,0.16701649,0,0.1721227,0.19710991,0.87323207,False,1455
Gm49016,1.0,0.0017991004,1,0.0045949235,0.0019247604,2.089961,True,11
Rgcc,1.0,0.03368316,1,0.08952907,0.040761076,2.1964355,True,108
Naa16,0.0,0.34982508,0,0.39140466,0.4161469,0.9405445,False,2680
Mtrf1,0.0,0.1890055,0,0.19668038,0.22221093,0.8851067,False,1631
Kbtbd7,0.0,0.9058471,0,1.0465122,1.1960255,0.87499154,False,5475
Kbtbd6,0.0,0.024587706,0,0.025784828,0.029580059,0.87169635,False,231
Wbp4,0.0,3.575912,0,7.001359,7.4128222,0.94449306,False,8797
Elf1,0.0,0.03368316,0,0.037150018,0.040761076,0.9114092,False,258
Sugt1,0.0,3.4536731,0,7.6727085,7.0395603,1.0899415,False,8646
Cnmd,1.0,0.00059970014,1,0.00079932046,0.0006176261,1.2941818,True,4
4930452G13Rik,0.0,0.0010994503,0,0.0010983513,0.0011560223,0.9501125,False,11
Pcdh8,1.0,0.33193403,1,0.9524837,0.39362407,2.4197803,True,1662
Gm9748,0.0,0.0021989006,0,0.0023942047,0.0023709696,1.0097998,False,19
Gm10845,0.0,0.0014992504,0,0.0014971523,0.0015935529,0.9395058,False,15
Olfm4,1.0,0.0020989506,1,0.0030943544,0.0022589706,1.3698072,True,16
Pcdh17,1.0,10.55982,1,61.846806,40.718853,1.518874,True,9225
9630013A20Rik,1.0,0.0024987506,1,0.0058913967,0.0027083645,2.1752598,True,12
Gm32913,0.0,0.00029985007,0,0.00029979012,0.00030216397,0.99214387,False,3
Diaph3,0.0,0.11734133,0,0.15316287,0.14076816,1.0880505,False,946
Tdrd3,0.0,0.30824587,0,0.31800976,0.36411524,0.8733767,False,2533
Pcdh20,1.0,0.09015492,1,0.14021194,0.10928774,1.2829612,True,647
Pcdh9,0.0,6.9408298,0,23.795778,20.552382,1.1578113,False,9038
Klhl1,0.0,0.028085956,0,0.035696507,0.033893768,1.0531878,False,236
Dach1,1.0,0.1624188,1,0.2745971,0.19182119,1.4315265,True,1065
Rpl36a-ps1,0.0,0.1982009,0,0.20251575,0.23273686,0.870149,False,1733
Mzt1,0.0,3.8343828,0,5.7635517,8.226002,0.70065045,False,8978
Bora,0.0,0.08315842,0,0.08484728,0.10103147,0.8398105,False,757
Dis3,0.0,0.30484757,0,0.31309626,0.35991234,0.86992365,False,2497
Pibf1,0.0,0.43218392,0,0.48313043,0.52249384,0.9246625,False,3230
Klf5,1.0,0.91114444,1,1.7750907,1.2042313,1.4740447,True,4755
Gm41230,0.0,0.00029985007,0,0.00029979012,0.00030216397,0.99214387,False,3
Klf12,0.0,0.378011,0,0.4608519,0.45217296,1.0191939,False,2812
4930517O19Rik,0.0,0.00049975014,0,0.0004995503,0.0005116268,0.97639596,False,5
6330576A10Rik,0.0,0.0016991504,0,0.0016964328,0.0018140359,0.9351705,False,16
Tbc1d4,0.0,0.025787106,0,0.031921923,0.031060543,1.0277323,False,208
Commd6,0.0,1.4877561,0,1.8266443,2.198315,0.83092934,False,7078
Uchl3,0.0,1.6078961,0,2.9618928,2.4308429,1.2184633,False,6620
Lmo7,0.0,1.345927,0,2.0157683,1.9341768,1.0421841,False,6395
Kctd12,1.0,0.52393806,1,1.4305794,0.64432424,2.220279,True,2747
Gm26778,0.0,0.018190905,0,0.01846154,0.02169015,0.8511486,False,167
AC102815.1,0.0,0.0017991004,0,0.0017960432,0.0019247604,0.93312556,False,17
Cln5,0.0,0.1624188,0,0.1696391,0.19182119,0.88436055,False,1393
Fbxl3,0.0,1.7025487,0,2.2593749,2.6200824,0.86232966,False,7352
Mycbp2,0.0,11.217491,0,47.22658,45.039204,1.0485661,False,9340
AC114585.1,0.0,0.13303348,0,0.14793406,0.15866238,0.9323828,False,1154
Gm34907,0.0,0.0015992004,0,0.0015968026,0.0017036384,0.9372896,False,16
Scel,0.0,0.0030984508,0,0.003089159,0.0033872281,0.91200215,False,31
Slain1,0.0,0.7330335,0,0.8364587,0.93786514,0.8918752,False,4795
Slain1os,0.0,0.00029985007,0,0.00029979012,0.00030216397,0.99214387,False,3
Ednrb,1.0,0.029385308,1,0.10649347,0.03549097,3.0005794,True,70
Pou4f1,0.0,0.005197401,0,0.006170505,0.0057985,1.0641555,False,45
Rnf219,0.0,0.2893553,0,0.31280652,0.3408643,0.91768634,False,2352
Rbm26,0.0,1.542029,0,2.0157514,2.3024225,0.87549156,False,7109
Ndfip2,0.0,4.878261,0,11.917405,11.842384,1.006335,False,9003
5430440P10Rik,0.0,0.0012993503,0,0.0012977917,0.0013742492,0.9443642,False,13
Gm35909,0.0,0.0008995502,0,0.0008988309,0.0009392283,0.9569887,False,9
Gm10076,0.0,1.1074463,0,1.3867948,1.519013,0.9129578,False,6039
Spry2,1.0,1.3715142,1,2.7349143,1.9809222,1.3806267,True,5999
Slitrk1,0.0,2.587706,0,4.2887135,4.6310477,0.9260784,False,8255
Gm48992,0.0,0.17081459,0,0.19143121,0.20146075,0.9502159,False,1432
Slitrk5,0.0,2.946027,0,5.660821,5.5745263,1.0154802,False,8307
Tpm3-rs7,0.0,0.29735133,0,0.3147121,0.35067168,0.89745516,False,2426
Mir17hg,0.0,0.004397801,0,0.004578818,0.0048750923,0.9392269,False,37
Gpc5,0.0,0.017791104,0,0.02027521,0.021196203,0.9565491,False,141
Gpc6,1.0,0.3974013,1,0.93821794,0.47723284,1.9659543,True,2038
Dct,0.0,0.004297851,0,0.12323222,0.0047601336,1.1705317,False,8
Tgds,0.0,0.07546227,0,0.07597221,0.09177696,0.82779175,False,693
Gpr180,0.0,0.507946,0,0.5568391,0.6228121,0.89407235,False,3713
Sox21,1.0,0.0069965017,1,0.010146965,0.007917789,1.2815403,True,19
Abcc4,0.0,0.052873563,0,0.055680715,0.06432441,0.8656234,False,460
Gm27198,0.0,0.04377811,0,0.044864573,0.053146005,0.8441758,False,417
Cldn10,1.0,0.23208396,1,0.3419733,0.27226368,1.2560372,True,1646
Dzip1,0.0,0.8129935,0,0.9867164,1.0550368,0.93524367,False,5001
Gm49179,0.0,0.058170915,0,0.060990058,0.070781395,0.8616679,False,531
Dnajc3,0.0,1.1291355,0,1.7466171,1.5553643,1.1229634,False,5753
AC154760.1,0.0,0.07746127,0,0.078465365,0.094189234,0.83306086,False,704
Uggt2,0.0,0.48255873,0,0.5358063,0.5888744,0.90988225,False,3545
Hs6st3,0.0,0.0061969017,0,0.0061591156,0.006969739,0.8836938,False,59
Oxgr1,0.0,0.00069965015,0,0.0006992305,0.0007242733,0.9654236,False,6
Gm4681,0.0,0.003998001,0,0.003982415,0.004415385,0.90194064,False,38
Mbnl2,0.0,6.517941,0,15.792486,18.598967,0.84910554,False,9239
Gm26679,0.0,0.0022988506,0,0.002293795,0.0024832182,0.9237187,False,23
Rap2a,0.0,4.304048,0,10.64585,9.786337,1.0878279,False,8879
Ipo5,0.0,2.1482258,0,3.3615735,3.5791335,0.93921435,False,7893
Farp1,0.0,0.5132434,0,0.6011091,0.62992793,0.9542506,False,3636
Stk24,0.0,0.4113943,0,0.4542884,0.49540064,0.91701216,False,3127
Dock9,0.0,1.3224388,0,2.1163347,1.8916411,1.1187824,False,6190
1810041H14Rik,0.0,0.012693653,0,0.012733697,0.014858402,0.85700315,False,121
Ubac2,0.0,0.6658671,0,0.74050313,0.84094626,0.8805594,False,4493
Gpr18,0.0,0.0026986506,0,0.002691637,0.002934228,0.91732377,False,27
Gpr183,1.0,0.008295852,1,0.015624895,0.009469428,1.6500356,True,28
Timm8a2,0.0,0.004097951,0,0.004081566,0.0045303027,0.90094763,False,39
A330035P11Rik,0.0,0.004097951,0,0.004281486,0.0045303027,0.9450772,False,38
Tm9sf2,0.0,2.9151425,0,4.319168,5.490112,0.78671765,False,8580
Clybl,0.0,0.28685656,0,0.34573388,0.33781058,1.0234548,False,2235
AC154683.1,0.0,0.0011994003,0,0.0011980815,0.0012649902,0.9471074,False,5
Zic5,1.0,0.0035982009,1,0.006184573,0.0039565233,1.5631331,True,8
Zic2,1.0,0.0033983008,1,0.004786531,0.003728289,1.2838413,True,8
Pcca,0.0,0.39010495,0,0.42147344,0.46778384,0.9010005,False,2994
Ggact,0.0,0.17271364,0,0.18827978,0.20363156,0.92460996,False,1476
Tmtc4,0.0,0.18330835,0,0.23068897,0.21571371,1.069422,False,1446
4930594M22Rik,0.0,0.0063968017,0,0.006356518,0.007206055,0.8821079,False,62
Nalcn,0.0,1.9429286,0,2.960657,3.1243308,0.9476132,False,7563
Itgbl1,0.0,0.047176413,0,0.053551853,0.05732911,0.9341127,False,428
Fgf14,0.0,0.94032985,0,1.3082144,1.2495508,1.0469477,False,5317
Gm26870,0.0,0.0066966517,0,0.007652072,0.0075614583,1.0119836,False,58
Alkbh8,0.0,1.2486757,0,1.7380342,1.7604933,0.98724276,False,6284
Cwf19l2,0.0,0.6504748,0,0.75616854,0.8190956,0.923175,False,4327
Gucy1a2,0.0,0.30664667,0,0.33438703,0.36213636,0.9233733,False,2431
Aasdhppt,0.0,1.1313343,0,1.3823897,1.5590633,0.88667965,False,6103
Kbtbd3,0.0,0.19530235,0,0.20595554,0.22941141,0.89775634,False,1676
Msantd4,0.0,1.1587206,0,1.453014,1.6053534,0.9051054,False,6228
Gria4,0.0,0.97771114,0,1.6243532,1.3080693,1.2417943,False,5159
Casp1,0.0,0.010894553,0,0.012976059,0.0126510905,1.025687,False,91
Casp4,1.0,0.004597701,1,0.00657622,0.005105205,1.2881403,True,5
Casp12,0.0,0.009195402,0,0.010311278,0.010561652,0.9762941,False,82
Pdgfd,0.0,0.0020989506,0,0.0022946743,0.0022589706,1.0158052,False,8
Dync2h1,0.0,1.0042979,0,1.3303493,1.3501829,0.98531055,False,5630
Dcun1d5,0.0,2.5882058,0,3.7784295,4.6323085,0.8156688,False,8372
Tmem123,0.0,0.030484758,0,0.034156553,0.036840677,0.9271424,False,241
Birc2,0.0,0.9676162,0,1.0751207,1.292197,0.8320099,False,5748
Birc3,0.0,0.019090455,0,0.021926602,0.022800788,0.96165985,False,136
Yap1,0.0,0.20539731,0,0.2541892,0.24103472,1.054575,False,1616
9230110C19Rik,0.0,0.058970515,0,0.0600967,0.071753345,0.83754563,False,549
Cep126,0.0,0.47496253,0,0.57166916,0.57878685,0.98770237,False,3436
Trpc6,1.0,0.110844575,1,0.19093096,0.13320006,1.4334149,True,768
Gm32014,0.0,0.13483259,0,0.17544091,0.16067867,1.0918742,False,1055
Pgr,0.0,1.0030985,0,1.4645046,1.3482722,1.0862085,False,5472
Gm16485,0.0,0.27046478,0,0.32268316,0.3179208,1.0149797,False,2128
Arhgap42,0.0,0.21729136,0,0.30703804,0.25490525,1.2045183,False,1615
Gm46102,0.0,0.0009995003,0,0.0009986011,0.0010474215,0.95338994,False,10
Cntn5,1.0,0.873963,1,1.6263562,1.1467574,1.4182218,True,4564
Gm32710,0.0,0.0014992504,0,0.0014971523,0.0015935529,0.9395058,False,15
Jrkl,0.0,0.28375813,0,0.3112166,0.3340316,0.93169796,False,2282
Ccdc82,0.0,0.5768116,0,0.6841484,0.71625483,0.9551745,False,3952
Maml2,0.0,0.057371315,0,0.066680215,0.069809794,0.95516986,False,457
Mtmr2,0.0,0.34392804,0,0.36820707,0.4086924,0.9009394,False,2718
Cep57,0.0,0.39230385,0,0.45014068,0.47062933,0.9564654,False,2941
Fam76b,0.0,0.4433783,0,0.4957191,0.5371475,0.92287326,False,3267
Gm47557,0.0,0.00049975014,0,0.0004995503,0.0005116268,0.97639596,False,5
1700019J19Rik,0.0,0.0020989506,0,0.0020947543,0.0022589706,0.92730474,False,20
Gm47565,0.0,0.008695652,0,0.008620899,0.0099527165,0.86618555,False,83
Gm34069,0.0,0.0025987006,0,0.0025922065,0.0028212168,0.9188257,False,25
Sesn3,0.0,3.186007,0,6.679812,6.2493434,1.0688822,False,8394
Endod1,0.0,0.87536234,0,1.1307054,1.1489048,0.98415935,False,5168
Kdm4d,0.0,0.011994003,0,0.011851331,0.014000127,0.846516,False,118
Cwc15,0.0,2.387906,0,3.6610892,4.139021,0.8845303,False,8154
Amotl1,1.0,0.24257872,1,0.387871,0.2846433,1.3626565,True,1664
Fut4,0.0,0.00059970014,0,0.00059940043,0.0006176261,0.97049075,False,5
1700012B09Rik,1.0,0.0022988506,1,0.0030934752,0.0024832182,1.2457525,True,20
Ankrd49,0.0,0.38520738,0,0.46675438,0.46145356,1.0114872,False,2854
Mre11a,0.0,0.13443278,0,0.1417621,0.1602309,0.88473624,False,1190
Gm16302,0.0,0.0024987506,0,0.0024927561,0.0027083645,0.9203916,False,23
Gpr83,1.0,0.23108445,1,0.6033319,0.27108783,2.225596,True,1243
Panx1,0.0,0.29325336,0,0.30503744,0.34563878,0.8825324,False,2413
Vstm5,0.0,0.18360819,0,0.19889162,0.21605545,0.92055815,False,1566
Med17,0.0,0.33033484,0,0.3455861,0.3916213,0.88244975,False,2646
4931406C07Rik,0.0,0.31274363,0,0.34910288,0.36969048,0.94431126,False,2468
