"group","target","Metric","Value"
"swap","MD","Accuracy",0.2667
"swap","MD","Accuracy",0.42
"swap","MD","Accuracy",0.2133
"swap","MD","Accuracy",0.2333
"swap","MD","Accuracy",0.3867
"swap","MD","Accuracy",0.2167
"swap","MD","Accuracy",0.3267
"swap","MD","Accuracy",0.2267
"swap","MD","Accuracy",0.2
"swap","MD","Accuracy",0.37
"swap","MD","Accuracy",0.25
"swap","MD","Accuracy",0.2
"swap","MD","Accuracy",0.2133
"swap","MD","Accuracy",0.2
"swap","MD","Accuracy",0.1867
"swap","MD","Accuracy",0.49
"swap","MD","Accuracy",0.3567
"swap","MD","Accuracy",0.27
"swap","MD","Accuracy",0.3633
"swap","MD","Accuracy",0.3867
"swap","MD","Accuracy",0.2767
"swap","MD","Accuracy",0.78
"swap","MD","Accuracy",0.32
"swap","MD","Accuracy",0.2033
"swap","MD","Accuracy",0.2267
"swap","MD","Accuracy",0.44
"swap","MD","Accuracy",0.76
"swap","MD","Accuracy",0.2067
"swap","MD","Accuracy",0.4067
"swap","MD","Accuracy",0.2333
"swap","MD","Accuracy",0.15
"swap","MD","Accuracy",0.1467
"swap","MD","Accuracy",0.32
"swap","MD","Accuracy",0.3333
"swap","MD","Accuracy",0.1833
"swap","MD","Accuracy",0.3633
"swap","MD","Accuracy",0.69
"swap","MD","Accuracy",0.29
"swap","MD","Accuracy",0.3667
"swap","MD","Accuracy",0.1967
"swap","MD","Accuracy",0.71
"swap","MD","Accuracy",0.35
"swap","MD","Accuracy",0.4833
"swap","MD","Accuracy",0.3067
"swap","MD","Accuracy",0.4467
"swap","MD","Accuracy",0.5767
"swap","MD","Accuracy",0.4267
"swap","MD","Accuracy",0.5
"swap","MD","Accuracy",0.2233
"swap","MD","Accuracy",0.2567
"swap","MD","Accuracy",0.1733
"swap","MD","Accuracy",0.2
"swap","MD","Accuracy",0.33
"swap","MD","Accuracy",0.72
"swap","MD","Accuracy",0.1667
"swap","MD","Accuracy",0.3133
"swap","MD","Accuracy",0.39
"swap","MD","Accuracy",0.2567
"swap","MD","Accuracy",0.7367
"swap","MD","Accuracy",0.1867
"swap","MD","Accuracy",0.25
"swap","MD","Accuracy",0.2967
"swap","MD","Accuracy",0.2467
"swap","MD","Accuracy",0.25
"swap","MD","Accuracy",0.2067
"swap","MD","Accuracy",0.4067
"swap","MD","Accuracy",0.3033
"swap","MD","Accuracy",0.18
"swap","MD","Accuracy",0.3867
"swap","MD","Accuracy",0.6767
"swap","MD","Accuracy",0.6767
"swap","MD","Accuracy",0.2633
"swap","MD","Accuracy",0.2533
"swap","MD","Accuracy",0.3667
"swap","MD","Accuracy",0.37
"swap","MD","Accuracy",0.26
"swap","MD","Accuracy",0.2267
"swap","MD","Accuracy",0.23
"swap","MD","Accuracy",0.2867
"swap","MD","Accuracy",0.7533
"swap","MD","Accuracy",0.2967
"swap","MD","Accuracy",0.2833
"swap","MD","Accuracy",0.2667
"original","MD","Accuracy",0.5933
"original","MD","Accuracy",0.4133
"original","MD","Accuracy",0.56
"original","MD","Accuracy",0.5633
"original","MD","Accuracy",0.5533
"original","MD","Accuracy",0.4367
"original","MD","Accuracy",0.5533
"original","MD","Accuracy",0.6
"original","MD","Accuracy",0.4767
"original","MD","Accuracy",0.5267
"original","MD","Accuracy",0.5533
"original","MD","Accuracy",0.52
"original","MD","Accuracy",0.4933
"original","MD","Accuracy",0.5267
"original","MD","Accuracy",0.51
"original","MD","Accuracy",0.5367
"original","MD","Accuracy",0.57
"original","MD","Accuracy",0.54
"original","MD","Accuracy",0.5433
"original","MD","Accuracy",0.55
"original","MD","Accuracy",0.4667
"original","MD","Accuracy",0.54
"original","MD","Accuracy",0.52
"original","MD","Accuracy",0.48
"original","MD","Accuracy",0.6
"original","MD","Accuracy",0.4933
"original","MD","Accuracy",0.3967
"original","MD","Accuracy",0.5567
"original","MD","Accuracy",0.5733
"original","MD","Accuracy",0.3633
"original","MD","Accuracy",0.5667
"original","MD","Accuracy",0.5133
"original","MD","Accuracy",0.56
"original","MD","Accuracy",0.4867
"original","MD","Accuracy",0.51
"original","MD","Accuracy",0.4933
"original","MD","Accuracy",0.4833
"original","MD","Accuracy",0.5233
"original","MD","Accuracy",0.5267
"original","MD","Accuracy",0.46
"original","MD","Accuracy",0.5533
"original","MD","Accuracy",0.5433
"original","MD","Accuracy",0.5067
"original","MD","Accuracy",0.5267
"original","MD","Accuracy",0.4933
"original","MD","Accuracy",0.53
"original","MD","Accuracy",0.5567
"original","MD","Accuracy",0.5567
"original","MD","Accuracy",0.5033
"original","MD","Accuracy",0.48
"original","MD","Accuracy",0.5933
"original","MD","Accuracy",0.48
"original","MD","Accuracy",0.5567
"original","MD","Accuracy",0.5233
"original","MD","Accuracy",0.48
"original","MD","Accuracy",0.4867
"original","MD","Accuracy",0.5367
"original","MD","Accuracy",0.5133
"original","MD","Accuracy",0.52
"original","MD","Accuracy",0.45
"original","MD","Accuracy",0.5333
"original","MD","Accuracy",0.5133
"original","MD","Accuracy",0.53
"original","MD","Accuracy",0.4733
"original","MD","Accuracy",0.4333
"original","MD","Accuracy",0.5
"original","MD","Accuracy",0.5133
"original","MD","Accuracy",0.42
"original","MD","Accuracy",0.5333
"original","MD","Accuracy",0.5667
"original","MD","Accuracy",0.5033
"original","MD","Accuracy",0.5433
"original","MD","Accuracy",0.52
"original","MD","Accuracy",0.4933
"original","MD","Accuracy",0.48
"original","MD","Accuracy",0.4733
"original","MD","Accuracy",0.4367
"original","MD","Accuracy",0.5633
"original","MD","Accuracy",0.5267
"original","MD","Accuracy",0.4667
"original","MD","Accuracy",0.5233
"original","MD","Accuracy",0.47
"original","MD","Accuracy",0.53
"original","MD","Accuracy",0.4033
"original","MD","Accuracy",0.5367
"original","MD","Accuracy",0.5067
"original","MD","Accuracy",0.5433
"original","MD","Accuracy",0.48
"original","MD","Accuracy",0.4633
"original","MD","Accuracy",0.4467
"original","MD","Accuracy",0.5633
"original","MD","Accuracy",0.5467
"original","MD","Accuracy",0.56
"original","MD","Accuracy",0.5567
"original","MD","Accuracy",0.4867
"original","MD","Accuracy",0.6067
"original","MD","Accuracy",0.5267
"original","MD","Accuracy",0.47
"original","MD","Accuracy",0.55
"original","MD","Accuracy",0.5567
"swap","BLA","Accuracy",0.5133
"swap","BLA","Accuracy",0.5367
"swap","BLA","Accuracy",0.71
"swap","BLA","Accuracy",0.46
"swap","BLA","Accuracy",0.27
"swap","BLA","Accuracy",0.6067
"swap","BLA","Accuracy",0.3967
"swap","BLA","Accuracy",0.2267
"swap","BLA","Accuracy",0.47
"swap","BLA","Accuracy",0.35
"swap","BLA","Accuracy",0.43
"swap","BLA","Accuracy",0.5767
"swap","BLA","Accuracy",0.49
"swap","BLA","Accuracy",0.5333
"swap","BLA","Accuracy",0.3567
"swap","BLA","Accuracy",0.43
"swap","BLA","Accuracy",0.4233
"swap","BLA","Accuracy",0.6167
"swap","BLA","Accuracy",0.1767
"swap","BLA","Accuracy",0.7233
"swap","BLA","Accuracy",0.6033
"swap","BLA","Accuracy",0.7033
"swap","BLA","Accuracy",0.25
"swap","BLA","Accuracy",0.4733
"swap","BLA","Accuracy",0.5033
"swap","BLA","Accuracy",0.3667
"swap","BLA","Accuracy",0.32
"swap","BLA","Accuracy",0.5167
"swap","BLA","Accuracy",0.38
"swap","BLA","Accuracy",0.55
"swap","BLA","Accuracy",0.3167
"swap","BLA","Accuracy",0.5567
"swap","BLA","Accuracy",0.7133
"swap","BLA","Accuracy",0.47
"swap","BLA","Accuracy",0.2267
"swap","BLA","Accuracy",0.33
"swap","BLA","Accuracy",0.6767
"swap","BLA","Accuracy",0.5733
"swap","BLA","Accuracy",0.4
"swap","BLA","Accuracy",0.44
"swap","BLA","Accuracy",0.3333
"swap","BLA","Accuracy",0.5333
"swap","BLA","Accuracy",0.46
"swap","BLA","Accuracy",0.63
"swap","BLA","Accuracy",0.3867
"swap","BLA","Accuracy",0.3467
"swap","BLA","Accuracy",0.3033
"swap","BLA","Accuracy",0.35
"swap","BLA","Accuracy",0.6233
"swap","BLA","Accuracy",0.4033
"swap","BLA","Accuracy",0.4867
"swap","BLA","Accuracy",0.6733
"swap","BLA","Accuracy",0.27
"swap","BLA","Accuracy",0.39
"swap","BLA","Accuracy",0.6767
"swap","BLA","Accuracy",0.34
"swap","BLA","Accuracy",0.52
"swap","BLA","Accuracy",0.37
"swap","BLA","Accuracy",0.7933
"swap","BLA","Accuracy",0.34
"swap","BLA","Accuracy",0.5533
"swap","BLA","Accuracy",0.3967
"swap","BLA","Accuracy",0.7633
"swap","BLA","Accuracy",0.57
"swap","BLA","Accuracy",0.3267
"swap","BLA","Accuracy",0.6433
"swap","BLA","Accuracy",0.5633
"swap","BLA","Accuracy",0.5367
"swap","BLA","Accuracy",0.4767
"swap","BLA","Accuracy",0.43
"swap","BLA","Accuracy",0.4533
"swap","BLA","Accuracy",0.4567
"swap","BLA","Accuracy",0.3667
"swap","BLA","Accuracy",0.3833
"swap","BLA","Accuracy",0.6733
"swap","BLA","Accuracy",0.8367
"swap","BLA","Accuracy",0.3733
"swap","BLA","Accuracy",0.7633
"swap","BLA","Accuracy",0.4433
"swap","BLA","Accuracy",0.44
"swap","BLA","Accuracy",0.5067
"swap","BLA","Accuracy",0.2667
"swap","BLA","Accuracy",0.5133
"swap","BLA","Accuracy",0.6867
"swap","BLA","Accuracy",0.4933
"swap","BLA","Accuracy",0.3567
"swap","BLA","Accuracy",0.32
"swap","BLA","Accuracy",0.3333
"swap","BLA","Accuracy",0.55
"swap","BLA","Accuracy",0.4733
"swap","BLA","Accuracy",0.6033
"swap","BLA","Accuracy",0.22
"swap","BLA","Accuracy",0.36
"swap","BLA","Accuracy",0.5567
"swap","BLA","Accuracy",0.71
"swap","BLA","Accuracy",0.29
"swap","BLA","Accuracy",0.4867
"swap","BLA","Accuracy",0.4033
"swap","BLA","Accuracy",0.5433
"swap","BLA","Accuracy",0.4533
"original","BLA","Accuracy",0.5333
"original","BLA","Accuracy",0.73
"original","BLA","Accuracy",0.8533
"original","BLA","Accuracy",0.71
"original","BLA","Accuracy",0.8733
"original","BLA","Accuracy",0.6567
"original","BLA","Accuracy",0.7467
"original","BLA","Accuracy",0.6167
"original","BLA","Accuracy",0.8167
"original","BLA","Accuracy",0.78
"original","BLA","Accuracy",0.7267
"original","BLA","Accuracy",0.4067
"original","BLA","Accuracy",0.8367
"original","BLA","Accuracy",0.85
"original","BLA","Accuracy",0.7567
"original","BLA","Accuracy",0.6333
"original","BLA","Accuracy",0.7833
"original","BLA","Accuracy",0.66
"original","BLA","Accuracy",0.3233
"original","BLA","Accuracy",0.7667
"original","BLA","Accuracy",0.74
"original","BLA","Accuracy",0.7333
"original","BLA","Accuracy",0.6933
"original","BLA","Accuracy",0.71
"original","BLA","Accuracy",0.7267
"original","BLA","Accuracy",0.5767
"original","BLA","Accuracy",0.8
"original","BLA","Accuracy",0.5667
"original","BLA","Accuracy",0.5867
"original","BLA","Accuracy",0.89
"original","BLA","Accuracy",0.66
"original","BLA","Accuracy",0.7
"original","BLA","Accuracy",0.6333
"original","BLA","Accuracy",0.6633
"original","BLA","Accuracy",0.5967
"original","BLA","Accuracy",0.74
"original","BLA","Accuracy",0.5533
"original","BLA","Accuracy",0.57
"original","BLA","Accuracy",0.6467
"original","BLA","Accuracy",0.3767
"original","BLA","Accuracy",0.5933
"original","BLA","Accuracy",0.83
"original","BLA","Accuracy",0.7267
"original","BLA","Accuracy",0.78
"original","BLA","Accuracy",0.3467
"original","BLA","Accuracy",0.6067
"original","BLA","Accuracy",0.5167
"original","BLA","Accuracy",0.64
"original","BLA","Accuracy",0.78
"original","BLA","Accuracy",0.4633
"original","BLA","Accuracy",0.6867
"original","BLA","Accuracy",0.7867
"original","BLA","Accuracy",0.5333
"original","BLA","Accuracy",0.5667
"original","BLA","Accuracy",0.8233
"original","BLA","Accuracy",0.56
"original","BLA","Accuracy",0.3767
"original","BLA","Accuracy",0.3833
"original","BLA","Accuracy",0.7667
"original","BLA","Accuracy",0.6133
"original","BLA","Accuracy",0.7967
"original","BLA","Accuracy",0.61
"original","BLA","Accuracy",0.4867
"original","BLA","Accuracy",0.63
"original","BLA","Accuracy",0.7533
"original","BLA","Accuracy",0.79
"original","BLA","Accuracy",0.45
"original","BLA","Accuracy",0.69
"original","BLA","Accuracy",0.7033
"original","BLA","Accuracy",0.5667
"original","BLA","Accuracy",0.5767
"original","BLA","Accuracy",0.7633
"original","BLA","Accuracy",0.7433
"original","BLA","Accuracy",0.6733
"original","BLA","Accuracy",0.6367
"original","BLA","Accuracy",0.91
"original","BLA","Accuracy",0.8267
"original","BLA","Accuracy",0.77
"original","BLA","Accuracy",0.65
"original","BLA","Accuracy",0.42
"original","BLA","Accuracy",0.56
"original","BLA","Accuracy",0.49
"original","BLA","Accuracy",0.6
"original","BLA","Accuracy",0.6633
"original","BLA","Accuracy",0.86
"original","BLA","Accuracy",0.7433
"original","BLA","Accuracy",0.54
"original","BLA","Accuracy",0.5767
"original","BLA","Accuracy",0.6133
"original","BLA","Accuracy",0.72
"original","BLA","Accuracy",0.6467
"original","BLA","Accuracy",0.51
"original","BLA","Accuracy",0.5433
"original","BLA","Accuracy",0.6067
"original","BLA","Accuracy",0.5967
"original","BLA","Accuracy",0.4967
"original","BLA","Accuracy",0.7
"original","BLA","Accuracy",0.54
"original","BLA","Accuracy",0.8267
"original","BLA","Accuracy",0.7333
"swap","AI","Recall",0.75
"swap","AI","Recall",0.9355
"swap","AI","Recall",0.8889
"swap","AI","Recall",0.7143
"swap","AI","Recall",0.7097
"swap","AI","Recall",0.8571
"swap","AI","Recall",0.6071
"swap","AI","Recall",0.4545
"swap","AI","Recall",0.6667
"swap","AI","Recall",0.931
"swap","AI","Recall",0.5806
"swap","AI","Recall",0.7143
"swap","AI","Recall",0.7586
"swap","AI","Recall",0.6897
"swap","AI","Recall",0.5
"swap","AI","Recall",0.72
"swap","AI","Recall",0.7812
"swap","AI","Recall",0.76
"swap","AI","Recall",1
"swap","AI","Recall",0.7586
"swap","AI","Recall",0.7333
"swap","AI","Recall",0.1667
"swap","AI","Recall",0.8621
"swap","AI","Recall",0.4643
"swap","AI","Recall",0.6562
"swap","AI","Recall",0.25
"swap","AI","Recall",0.8
"swap","AI","Recall",0.9231
"swap","AI","Recall",0.931
"swap","AI","Recall",0.7143
"swap","AI","Recall",0.5484
"swap","AI","Recall",0.8148
"swap","AI","Recall",0.4667
"swap","AI","Recall",0.8966
"swap","AI","Recall",0.3077
"swap","AI","Recall",0.9677
"swap","AI","Recall",0.7778
"swap","AI","Recall",0.9032
"swap","AI","Recall",0.3448
"swap","AI","Recall",0.6429
"swap","AI","Recall",0.6944
"swap","AI","Recall",0.7
"swap","AI","Recall",0.7143
"swap","AI","Recall",0.2581
"swap","AI","Recall",0.8667
"swap","AI","Recall",0.9375
"swap","AI","Recall",0.7586
"swap","AI","Recall",0.7931
"swap","AI","Recall",0.9355
"swap","AI","Recall",0.7667
"swap","AI","Recall",0.8519
"swap","AI","Recall",0.3871
"swap","AI","Recall",0.6071
"swap","AI","Recall",0.9118
"swap","AI","Recall",0.5
"swap","AI","Recall",0.75
"swap","AI","Recall",0.5926
"swap","AI","Recall",0.7143
"swap","AI","Recall",0.6154
"swap","AI","Recall",0.5667
"swap","AI","Recall",0.8148
"swap","AI","Recall",0.8387
"swap","AI","Recall",0.6552
"swap","AI","Recall",0.5333
"swap","AI","Recall",0.96
"swap","AI","Recall",0.7241
"swap","AI","Recall",0.9259
"swap","AI","Recall",0.4483
"swap","AI","Recall",0.3125
"swap","AI","Recall",0.6897
"swap","AI","Recall",0.5758
"swap","AI","Recall",0.9677
"swap","AI","Recall",0.2188
"swap","AI","Recall",0.6923
"swap","AI","Recall",0.8788
"swap","AI","Recall",0.3333
"swap","AI","Recall",0.7586
"swap","AI","Recall",0.6154
"swap","AI","Recall",0.037
"swap","AI","Recall",0.3125
"swap","AI","Recall",0.8148
"swap","AI","Recall",0.4571
"swap","AI","Recall",0.3103
"swap","AI","Recall",0.4545
"swap","AI","Recall",0.2593
"swap","AI","Recall",0.7667
"swap","AI","Recall",0.5714
"swap","AI","Recall",0.1923
"swap","AI","Recall",0.75
"swap","AI","Recall",0.8519
"swap","AI","Recall",0.6552
"swap","AI","Recall",0.75
"swap","AI","Recall",0.9231
"swap","AI","Recall",0.8148
"swap","AI","Recall",0.2424
"swap","AI","Recall",0.8333
"swap","AI","Recall",0.7097
"swap","AI","Recall",0.9355
"swap","AI","Recall",0.8571
"swap","AI","Recall",0.1351
"original","AI","Recall",0.8125
"original","AI","Recall",0.7419
"original","AI","Recall",0.9259
"original","AI","Recall",0.9286
"original","AI","Recall",0.9032
"original","AI","Recall",0.8214
"original","AI","Recall",0.8214
"original","AI","Recall",0.8485
"original","AI","Recall",0.8519
"original","AI","Recall",0.6552
"original","AI","Recall",0.6452
"original","AI","Recall",0.6786
"original","AI","Recall",0.8276
"original","AI","Recall",0.8621
"original","AI","Recall",0.7143
"original","AI","Recall",0.88
"original","AI","Recall",0.625
"original","AI","Recall",0.8
"original","AI","Recall",0.8519
"original","AI","Recall",0.8276
"original","AI","Recall",0.8
"original","AI","Recall",0.625
"original","AI","Recall",0.7586
"original","AI","Recall",0.6429
"original","AI","Recall",0.8125
"original","AI","Recall",0.9167
"original","AI","Recall",0.8333
"original","AI","Recall",0.9231
"original","AI","Recall",0.7931
"original","AI","Recall",0.6429
"original","AI","Recall",0.7097
"original","AI","Recall",0.8519
"original","AI","Recall",0.7667
"original","AI","Recall",0.6897
"original","AI","Recall",0.4615
"original","AI","Recall",0.7097
"original","AI","Recall",0.8519
"original","AI","Recall",0.9355
"original","AI","Recall",0.7586
"original","AI","Recall",0.8214
"original","AI","Recall",0.8333
"original","AI","Recall",0.9
"original","AI","Recall",0.8214
"original","AI","Recall",0.5806
"original","AI","Recall",0.9667
"original","AI","Recall",0.6875
"original","AI","Recall",0.7931
"original","AI","Recall",0.7931
"original","AI","Recall",0.7419
"original","AI","Recall",0.9
"original","AI","Recall",0.6667
"original","AI","Recall",0.5161
"original","AI","Recall",0.7857
"original","AI","Recall",0.5588
"original","AI","Recall",0.7
"original","AI","Recall",0.9062
"original","AI","Recall",0.8519
"original","AI","Recall",0.9643
"original","AI","Recall",0.8846
"original","AI","Recall",0.8333
"original","AI","Recall",0.8519
"original","AI","Recall",0.9355
"original","AI","Recall",0.6897
"original","AI","Recall",0.5333
"original","AI","Recall",0.76
"original","AI","Recall",0.8621
"original","AI","Recall",0.8889
"original","AI","Recall",0.8276
"original","AI","Recall",0.9062
"original","AI","Recall",0.6552
"original","AI","Recall",0.9394
"original","AI","Recall",0.9032
"original","AI","Recall",0.75
"original","AI","Recall",0.7692
"original","AI","Recall",0.8788
"original","AI","Recall",0.7
"original","AI","Recall",0.8621
"original","AI","Recall",0.7692
"original","AI","Recall",0.8148
"original","AI","Recall",0.6875
"original","AI","Recall",0.9259
"original","AI","Recall",0.7714
"original","AI","Recall",0.9655
"original","AI","Recall",0.8182
"original","AI","Recall",0.8519
"original","AI","Recall",0.6333
"original","AI","Recall",0.7143
"original","AI","Recall",0.6923
"original","AI","Recall",0.75
"original","AI","Recall",0.963
"original","AI","Recall",0.8966
"original","AI","Recall",0.8438
"original","AI","Recall",0.9615
"original","AI","Recall",0.9259
"original","AI","Recall",0.7273
"original","AI","Recall",0.8667
"original","AI","Recall",0.6774
"original","AI","Recall",0.8065
"original","AI","Recall",0.8571
"original","AI","Recall",0.7568
"swap","DMS","Recall",0.375
"swap","DMS","Recall",0.6596
"swap","DMS","Recall",0.5882
"swap","DMS","Recall",0.5319
"swap","DMS","Recall",0.3617
"swap","DMS","Recall",0.8261
"swap","DMS","Recall",0.3333
"swap","DMS","Recall",0.6875
"swap","DMS","Recall",0.8718
"swap","DMS","Recall",0.7021
"swap","DMS","Recall",0.4667
"swap","DMS","Recall",0.3043
"swap","DMS","Recall",0.4681
"swap","DMS","Recall",0.6596
"swap","DMS","Recall",0.6977
"swap","DMS","Recall",0.4359
"swap","DMS","Recall",0.66
"swap","DMS","Recall",0.6744
"swap","DMS","Recall",0.6905
"swap","DMS","Recall",0.7045
"swap","DMS","Recall",0.95
"swap","DMS","Recall",0.7333
"swap","DMS","Recall",0.1522
"swap","DMS","Recall",0.25
"swap","DMS","Recall",0.6939
"swap","DMS","Recall",0.5686
"swap","DMS","Recall",0.5581
"swap","DMS","Recall",0.3478
"swap","DMS","Recall",0.6596
"swap","DMS","Recall",0.7333
"swap","DMS","Recall",0.1818
"swap","DMS","Recall",0.3333
"swap","DMS","Recall",0.5682
"swap","DMS","Recall",0.6383
"swap","DMS","Recall",0.3023
"swap","DMS","Recall",0.6739
"swap","DMS","Recall",0.814
"swap","DMS","Recall",0.6957
"swap","DMS","Recall",0.5714
"swap","DMS","Recall",0.3617
"swap","DMS","Recall",0.62
"swap","DMS","Recall",0.766
"swap","DMS","Recall",0.6
"swap","DMS","Recall",0.5957
"swap","DMS","Recall",0.5882
"swap","DMS","Recall",0.4783
"swap","DMS","Recall",0.8222
"swap","DMS","Recall",0.8431
"swap","DMS","Recall",0.75
"swap","DMS","Recall",0.74
"swap","DMS","Recall",0.2917
"swap","DMS","Recall",0.4889
"swap","DMS","Recall",0.234
"swap","DMS","Recall",0.7234
"swap","DMS","Recall",0.88
"swap","DMS","Recall",0.4884
"swap","DMS","Recall",0.5106
"swap","DMS","Recall",0.6875
"swap","DMS","Recall",0.5116
"swap","DMS","Recall",0.5745
"swap","DMS","Recall",0.7143
"swap","DMS","Recall",0.2326
"swap","DMS","Recall",0.766
"swap","DMS","Recall",0.8409
"swap","DMS","Recall",0.8261
"swap","DMS","Recall",0.6667
"swap","DMS","Recall",0.4091
"swap","DMS","Recall",0.7872
"swap","DMS","Recall",0.78
"swap","DMS","Recall",0.8409
"swap","DMS","Recall",0.6667
"swap","DMS","Recall",0.5532
"swap","DMS","Recall",0.6531
"swap","DMS","Recall",0.3415
"swap","DMS","Recall",0.4222
"swap","DMS","Recall",0.6047
"swap","DMS","Recall",0.7111
"swap","DMS","Recall",0.8
"swap","DMS","Recall",0.6818
"swap","DMS","Recall",0.2653
"swap","DMS","Recall",0.7872
"swap","DMS","Recall",0.5686
"swap","DMS","Recall",0.7955
"swap","DMS","Recall",0.6667
"swap","DMS","Recall",0.4884
"swap","DMS","Recall",0.4318
"swap","DMS","Recall",0.7674
"swap","DMS","Recall",0.8444
"swap","DMS","Recall",0.4231
"swap","DMS","Recall",0.6939
"swap","DMS","Recall",0.7059
"swap","DMS","Recall",0.8667
"swap","DMS","Recall",0.8158
"swap","DMS","Recall",0.7907
"swap","DMS","Recall",0.6154
"swap","DMS","Recall",0.7273
"swap","DMS","Recall",0.6667
"swap","DMS","Recall",0.7551
"swap","DMS","Recall",0.7609
"swap","DMS","Recall",0.7755
"original","DMS","Recall",0.75
"original","DMS","Recall",0.8298
"original","DMS","Recall",0.7647
"original","DMS","Recall",0.766
"original","DMS","Recall",0.8298
"original","DMS","Recall",0.7609
"original","DMS","Recall",0.7083
"original","DMS","Recall",0.7708
"original","DMS","Recall",0.7436
"original","DMS","Recall",0.8936
"original","DMS","Recall",0.6889
"original","DMS","Recall",0.7826
"original","DMS","Recall",0.8085
"original","DMS","Recall",0.7872
"original","DMS","Recall",0.7442
"original","DMS","Recall",0.8974
"original","DMS","Recall",0.72
"original","DMS","Recall",0.6512
"original","DMS","Recall",0.6667
"original","DMS","Recall",0.9318
"original","DMS","Recall",0.75
"original","DMS","Recall",0.7333
"original","DMS","Recall",0.8043
"original","DMS","Recall",0.7273
"original","DMS","Recall",0.8163
"original","DMS","Recall",0.7059
"original","DMS","Recall",0.8372
"original","DMS","Recall",0.6739
"original","DMS","Recall",0.6809
"original","DMS","Recall",0.7778
"original","DMS","Recall",0.9091
"original","DMS","Recall",0.7143
"original","DMS","Recall",0.7273
"original","DMS","Recall",0.766
"original","DMS","Recall",0.7674
"original","DMS","Recall",0.7391
"original","DMS","Recall",0.6279
"original","DMS","Recall",0.7174
"original","DMS","Recall",0.7381
"original","DMS","Recall",0.9149
"original","DMS","Recall",0.68
"original","DMS","Recall",0.766
"original","DMS","Recall",0.75
"original","DMS","Recall",0.6383
"original","DMS","Recall",0.8824
"original","DMS","Recall",0.7609
"original","DMS","Recall",0.6667
"original","DMS","Recall",0.7255
"original","DMS","Recall",0.75
"original","DMS","Recall",0.86
"original","DMS","Recall",0.7083
"original","DMS","Recall",0.7333
"original","DMS","Recall",0.8298
"original","DMS","Recall",0.6383
"original","DMS","Recall",0.74
"original","DMS","Recall",0.8605
"original","DMS","Recall",0.766
"original","DMS","Recall",0.7292
"original","DMS","Recall",0.6512
"original","DMS","Recall",0.7447
"original","DMS","Recall",0.8571
"original","DMS","Recall",0.6512
"original","DMS","Recall",0.7872
"original","DMS","Recall",0.6818
"original","DMS","Recall",0.6739
"original","DMS","Recall",0.8222
"original","DMS","Recall",0.8636
"original","DMS","Recall",0.7872
"original","DMS","Recall",0.74
"original","DMS","Recall",0.7955
"original","DMS","Recall",0.7843
"original","DMS","Recall",0.766
"original","DMS","Recall",0.6327
"original","DMS","Recall",0.7073
"original","DMS","Recall",0.7556
"original","DMS","Recall",0.7442
"original","DMS","Recall",0.8889
"original","DMS","Recall",0.65
"original","DMS","Recall",0.7955
"original","DMS","Recall",0.6735
"original","DMS","Recall",0.617
"original","DMS","Recall",0.8235
"original","DMS","Recall",0.9318
"original","DMS","Recall",0.7111
"original","DMS","Recall",0.7209
"original","DMS","Recall",0.7045
"original","DMS","Recall",0.8372
"original","DMS","Recall",0.8
"original","DMS","Recall",0.8269
"original","DMS","Recall",0.7755
"original","DMS","Recall",0.9216
"original","DMS","Recall",0.6667
"original","DMS","Recall",0.7895
"original","DMS","Recall",0.8837
"original","DMS","Recall",0.7115
"original","DMS","Recall",0.7727
"original","DMS","Recall",0.7083
"original","DMS","Recall",0.7143
"original","DMS","Recall",0.8696
"original","DMS","Recall",0.7755
"swap","LH","Recall",0.9167
"swap","LH","Recall",0.7333
"swap","LH","Recall",0.9231
"swap","LH","Recall",0.9167
"swap","LH","Recall",0.75
"swap","LH","Recall",0.6923
"swap","LH","Recall",0.8
"swap","LH","Recall",0.8571
"swap","LH","Recall",0.8125
"swap","LH","Recall",0.5455
"swap","LH","Recall",0.7692
"swap","LH","Recall",0.5385
"swap","LH","Recall",0.6667
"swap","LH","Recall",0.9375
"swap","LH","Recall",0.8
"swap","LH","Recall",0.5
"swap","LH","Recall",0.8
"swap","LH","Recall",0.6
"swap","LH","Recall",0.7857
"swap","LH","Recall",0.7857
"swap","LH","Recall",0.5556
"swap","LH","Recall",0.8571
"swap","LH","Recall",0.7273
"swap","LH","Recall",0.9091
"swap","LH","Recall",1
"swap","LH","Recall",0.8333
"swap","LH","Recall",0.8182
"swap","LH","Recall",0.8182
"swap","LH","Recall",0.6923
"swap","LH","Recall",0.7857
"swap","LH","Recall",0.7692
"swap","LH","Recall",0.9167
"swap","LH","Recall",0.9091
"swap","LH","Recall",0.8
"swap","LH","Recall",0.9286
"swap","LH","Recall",0.6923
"swap","LH","Recall",0.7857
"swap","LH","Recall",0.75
"swap","LH","Recall",0.6154
"swap","LH","Recall",0.4615
"swap","LH","Recall",0.9
"swap","LH","Recall",0.5333
"swap","LH","Recall",0.7143
"swap","LH","Recall",0.8667
"swap","LH","Recall",0.9231
"swap","LH","Recall",0.5
"swap","LH","Recall",0.6923
"swap","LH","Recall",0.7273
"swap","LH","Recall",0.6923
"swap","LH","Recall",0.75
"swap","LH","Recall",0.9286
"swap","LH","Recall",1
"swap","LH","Recall",0.7692
"swap","LH","Recall",0.9231
"swap","LH","Recall",1
"swap","LH","Recall",0.5556
