"AUC","Accuracy","Recall","Prec.","F1","Kappa","MCC","num_vars"
0.6683,0.3533,0.8125,0.1215,0.2114,0.0317,0.0758,200
0.5374,0.1667,1,0.0975,0.1776,0.0163,0.0906,2
0.671,0.1667,1,0.0975,0.1776,0.0163,0.0906,5
0.5398,0.1833,0.963,0.0963,0.1751,0.0137,0.066,10
0.5855,0.2267,0.8519,0.0916,0.1655,0.0035,0.0129,20
0.6418,0.24,0.8519,0.0931,0.1679,0.0067,0.0235,50
0.6529,0.2533,0.8519,0.0947,0.1704,0.01,0.0336,100
0.5442,0.2867,0.7407,0.0881,0.1575,-0.004,-0.0117,200
0.6025,0.1767,0.9643,0.0989,0.1794,0.0122,0.0609,2
0.7037,0.18,0.9643,0.0993,0.18,0.0129,0.0636,5
0.7615,0.1867,0.9643,0.1,0.1812,0.0145,0.0688,10
0.7436,0.22,0.9286,0.1008,0.1818,0.0161,0.0634,20
0.7937,0.2533,0.9643,0.108,0.1942,0.0317,0.1127,50
0.7778,0.2733,0.9643,0.1107,0.1985,0.0373,0.1243,100
0.706,0.3667,0.9286,0.1215,0.2149,0.0597,0.1527,200
0.4906,0.1567,0.9615,0.0903,0.165,0.0078,0.0442,2
0.5392,0.1567,0.9615,0.0903,0.165,0.0078,0.0442,5
0.6345,0.1567,0.9615,0.0903,0.165,0.0078,0.0442,10
0.6397,0.2667,0.8462,0.0924,0.1667,0.0123,0.0402,20
0.7028,0.45,0.8077,0.116,0.2029,0.0605,0.1287,50
0.7315,0.4533,0.8846,0.125,0.219,0.0792,0.1716,100
0.76,0.7033,0.6538,0.1753,0.2764,0.1619,0.2177,200
0.448,0.14,0.9333,0.0986,0.1783,-0.0031,-0.0198,2
0.6344,0.14,0.9333,0.0986,0.1783,-0.0031,-0.0198,5
0.7009,0.1467,0.9333,0.0993,0.1795,-0.0016,-0.0094,10
0.7127,0.2033,0.9,0.1027,0.1843,0.0058,0.0237,20
0.6959,0.38,0.8333,0.1214,0.2119,0.0452,0.1054,50
0.6861,0.49,0.8333,0.1445,0.2463,0.0914,0.1732,100
0.6622,0.5267,0.7667,0.1456,0.2447,0.0921,0.1602,200
0.5382,0.8833,0.1111,0.2143,0.1463,0.0904,0.0961,2
0.6323,0.8,0.2222,0.1333,0.1667,0.061,0.0636,5
0.7007,0.71,0.5185,0.1591,0.2435,0.1226,0.1555,10
0.7637,0.7267,0.6296,0.191,0.2931,0.1798,0.2292,20
0.7361,0.3567,0.8889,0.1121,0.1992,0.0468,0.1221,50
0.676,0.36,0.8519,0.109,0.1933,0.0401,0.1023,100
0.6158,0.3,0.7778,0.0933,0.1667,0.0071,0.0202,200
0.5105,0.4,0.6129,0.1016,0.1743,-0.0036,-0.0073,2
0.6753,0.6767,0.6452,0.1887,0.292,0.1572,0.2073,5
0.6381,0.6667,0.5806,0.1714,0.2647,0.1251,0.1642,10
0.7003,0.7467,0.6452,0.2353,0.3448,0.2279,0.2726,20
0.7852,0.71,0.8065,0.2358,0.365,0.2441,0.3218,50
0.7912,0.57,0.9355,0.1859,0.3102,0.1665,0.2823,100
0.6536,0.4833,0.7419,0.1353,0.2289,0.0655,0.1201,200
0.5513,0.1533,0.9655,0.0996,0.1806,0.0065,0.0387,2
0.641,0.1533,0.9655,0.0996,0.1806,0.0065,0.0387,5
0.6716,0.1533,0.9655,0.0996,0.1806,0.0065,0.0387,10
0.6805,0.2233,0.931,0.1047,0.1882,0.0174,0.067,20
0.6666,0.6333,0.6897,0.1653,0.2667,0.1312,0.1909,50
0.6856,0.6367,0.6897,0.1667,0.2685,0.1335,0.1934,100
0.6557,0.65,0.6552,0.1667,0.2657,0.1319,0.1855,200
0.5451,0.4033,0.7,0.1099,0.19,0.0208,0.0439,2
0.6664,0.63,0.6,0.1538,0.2449,0.1019,0.1435,5
0.6505,0.82,0.2667,0.2,0.2286,0.129,0.1307,10
0.629,0.77,0.4667,0.209,0.2887,0.1746,0.1948,20
0.6448,0.4267,0.7333,0.1183,0.2037,0.038,0.0778,50
0.6364,0.6367,0.5333,0.1441,0.227,0.0825,0.1128,100
0.642,0.6433,0.6333,0.1652,0.2621,0.123,0.1714,200
0.4524,0.83,0.04,0.0357,0.0377,-0.0552,-0.0553,2
0.6009,0.7,0.52,0.1429,0.2241,0.1074,0.1421,5
0.6092,0.69,0.4,0.1136,0.177,0.0542,0.0706,10
0.6291,0.6767,0.56,0.14,0.224,0.1046,0.145,20
0.5839,0.5333,0.6,0.1034,0.1765,0.04,0.0704,50
0.6393,0.4867,0.76,0.1138,0.1979,0.0619,0.1234,100
0.6466,0.3433,0.88,0.1019,0.1826,0.039,0.1074,200
0.4966,0.18,1,0.1055,0.1908,0.0193,0.0986,2
0.7113,0.18,1,0.1055,0.1908,0.0193,0.0986,5
0.7384,0.18,1,0.1055,0.1908,0.0193,0.0986,10
0.7048,0.2133,1,0.1094,0.1973,0.0279,0.1189,20
0.7329,0.27,1,0.1169,0.2094,0.0439,0.1498,50
0.6857,0.35,0.8621,0.1157,0.2041,0.0405,0.1035,100
0.7139,0.54,0.8276,0.1529,0.2581,0.1134,0.1993,200
0.5596,0.1567,0.963,0.0935,0.1705,0.0077,0.0438,2
0.5981,0.1533,0.9259,0.0903,0.1645,6e-04,0.0031,5
0.689,0.1533,0.9259,0.0903,0.1645,6e-04,0.0031,10
0.7506,0.1633,0.9259,0.0912,0.1661,0.0027,0.0141,20
0.7741,0.23,0.963,0.1016,0.1837,0.025,0.0975,50
0.7149,0.2433,0.8889,0.0968,0.1745,0.0146,0.0517,100
0.5629,0.3033,0.8519,0.1009,0.1804,0.0232,0.0676,200
0.5081,0.9033,0,0,0,0,0,2
0.5674,0.7767,0.2069,0.12,0.1519,0.0337,0.0353,5
0.7562,0.75,0.5862,0.2125,0.3119,0.1981,0.2364,10
0.7921,0.7567,0.7241,0.2442,0.3652,0.2579,0.3165,20
0.7911,0.6833,0.8276,0.2105,0.3357,0.2146,0.3017,50
0.8086,0.69,0.8276,0.2143,0.3404,0.2208,0.3072,100
0.7246,0.7067,0.7586,0.2136,0.3333,0.2149,0.2861,200
0.5164,0.1567,0.9375,0.1068,0.1917,2e-04,0.0012,2
0.5665,0.1567,0.9375,0.1068,0.1917,2e-04,0.0012,5
0.7014,0.1567,0.9375,0.1068,0.1917,2e-04,0.0012,10
0.7203,0.2,0.9375,0.1119,0.2,0.0116,0.0494,20
0.7493,0.3233,0.875,0.1233,0.2162,0.036,0.0953,50
0.7334,0.4367,0.9062,0.1487,0.2555,0.0885,0.1856,100
0.7197,0.6733,0.75,0.2105,0.3288,0.1946,0.2634,200
0.5047,0.1667,0.931,0.0982,0.1776,0.0033,0.017,2
0.6645,0.1667,0.931,0.0982,0.1776,0.0033,0.017,5
0.667,0.1667,0.931,0.0982,0.1776,0.0033,0.017,10
0.6265,0.1767,0.931,0.0993,0.1794,0.0057,0.0274,20
0.6743,0.5733,0.7241,0.1489,0.2471,0.1033,0.1666,50
0.6508,0.6533,0.6552,0.1681,0.2676,0.1344,0.188,100
0.6571,0.6333,0.6207,0.1538,0.2466,0.1084,0.1547,200
0.5792,0.21,1,0.1222,0.2178,0.0271,0.1172,2
0.6643,0.21,1,0.1222,0.2178,0.0271,0.1172,5
0.7543,0.21,1,0.1222,0.2178,0.0271,0.1172,10
0.767,0.2767,1,0.132,0.2332,0.0482,0.1572,20
0.789,0.55,0.8788,0.1812,0.3005,0.1445,0.2434,50
0.7885,0.3833,0.9394,0.1449,0.251,0.0746,0.1757,100
0.7602,0.5467,0.8485,0.1761,0.2917,0.1339,0.2243,200
0.4668,0.32,0.6452,0.0939,0.1639,-0.0201,-0.0485,2
0.6506,0.64,0.5806,0.1593,0.25,0.1048,0.1429,5
0.7515,0.6767,0.6452,0.1887,0.292,0.1572,0.2073,10
0.7543,0.2067,1,0.1152,0.2067,0.0262,0.1152,20
0.7849,0.4233,0.9032,0.1414,0.2445,0.0802,0.1743,50
0.7072,0.34,0.9032,0.1256,0.2205,0.0477,0.1243,100
0.6963,0.5833,0.8065,0.1736,0.2857,0.1394,0.2218,200
0.5175,0.19,0.9062,0.1078,0.1927,0.0025,0.0109,2
0.6627,0.19,0.9062,0.1078,0.1927,0.0025,0.0109,5
0.6922,0.19,0.9062,0.1078,0.1927,0.0025,0.0109,10
0.6776,0.2,0.9062,0.109,0.1946,0.0052,0.0213,20
0.7167,0.6333,0.7812,0.1953,0.3125,0.171,0.2477,50
0.7053,0.65,0.75,0.1983,0.3137,0.1744,0.2442,100
0.6386,0.6033,0.7188,0.1729,0.2788,0.129,0.1916,200
0.4582,0.9133,0,0,0,0,0,2
0.6137,0.8867,0.0385,0.1,0.0556,0.0078,0.0088,5
0.724,0.8333,0.3462,0.2143,0.2647,0.1765,0.183,10
0.7845,0.8,0.5385,0.2258,0.3182,0.2233,0.2524,20
0.7883,0.7333,0.6923,0.2,0.3103,0.2032,0.2637,50
0.7391,0.7167,0.7692,0.202,0.32,0.2118,0.2877,100
0.7406,0.57,0.8462,0.1497,0.2543,0.1255,0.2195,200
0.5659,0.2,0.9697,0.1181,0.2105,0.0179,0.079,2
0.6983,0.2033,0.9697,0.1185,0.2112,0.0189,0.0817,5
0.7083,0.2067,0.9697,0.119,0.2119,0.0199,0.0843,10
0.7635,0.2467,0.9697,0.1245,0.2207,0.032,0.1134,20
0.7684,0.29,0.9394,0.1281,0.2255,0.0395,0.1182,50
0.76,0.5167,0.8788,0.1706,0.2857,0.1244,0.2214,100
0.7579,0.7267,0.7273,0.2474,0.3692,0.2454,0.3036,200
0.5055,0.38,0.6667,0.102,0.177,0.0043,0.0093,2
0.5628,0.55,0.5333,0.1168,0.1916,0.033,0.0513,5
0.7091,0.7067,0.7333,0.2157,0.3333,0.2115,0.2768,10
0.7322,0.7267,0.6667,0.2174,0.3279,0.2085,0.2602,20
0.8006,0.6567,0.8667,0.208,0.3355,0.2077,0.3043,50
0.7434,0.7067,0.7,0.21,0.3231,0.2,0.2593,100
0.7685,0.6967,0.7667,0.215,0.3358,0.2128,0.2853,200
0.4821,0.1533,0.931,0.0968,0.1753,2e-04,0.0013,2
0.6272,0.1533,0.931,0.0968,0.1753,2e-04,0.0013,5
0.6505,0.1533,0.931,0.0968,0.1753,2e-04,0.0013,10
0.668,0.2,0.931,0.1019,0.1837,0.0114,0.0486,20
0.7091,0.2567,0.8966,0.1057,0.1891,0.0195,0.0652,50
0.6767,0.32,0.8621,0.1111,0.1969,0.0309,0.0847,100
0.6666,0.66,0.6897,0.177,0.2817,0.1511,0.2113,200
0.627,0.9133,0,0,0,0,0,2
0.6805,0.66,0.6154,0.1481,0.2388,0.1152,0.1639,5
0.7309,0.6933,0.7308,0.1827,0.2923,0.1784,0.2486,10
0.7027,0.1767,1,0.0952,0.1739,0.0186,0.0969,20
0.7556,0.4767,0.8846,0.1299,0.2266,0.0889,0.1845,50
0.7598,0.6567,0.7692,0.1709,0.2797,0.1607,0.2395,100
0.6918,0.4667,0.8462,0.1236,0.2157,0.0759,0.1585,200
0.7346,0.8567,0.5185,0.3182,0.3944,0.3183,0.3306,2
0.7018,0.6367,0.7407,0.1639,0.2685,0.142,0.2139,5
0.741,0.66,0.8148,0.1849,0.3014,0.1812,0.2688,10
0.7079,0.24,0.8889,0.0964,0.1739,0.0138,0.0493,20
0.6852,0.5567,0.7778,0.1419,0.24,0.1035,0.1789,50
0.7017,0.6167,0.8148,0.1667,0.2767,0.1497,0.2375,100
0.6726,0.5033,0.7778,0.128,0.2199,0.0773,0.146,200
0.5261,0.19,0.9375,0.1107,0.198,0.0089,0.04,2
0.5943,0.19,0.9375,0.1107,0.198,0.0089,0.04,5
0.7058,0.1933,0.9375,0.1111,0.1987,0.0098,0.0432,10
0.6486,0.2833,0.8125,0.1106,0.1948,0.0086,0.0245,20
0.6482,0.3867,0.75,0.12,0.2069,0.0282,0.0611,50
0.6781,0.66,0.6875,0.193,0.3014,0.1617,0.2189,100
0.6523,0.4667,0.75,0.1364,0.2308,0.0613,0.1146,200
0.509,0.86,0.0741,0.1053,0.087,0.0136,0.0139,2
0.6527,0.7267,0.3704,0.1333,0.1961,0.0734,0.0874,5
0.6249,0.7333,0.4074,0.1467,0.2157,0.096,0.1143,10
0.6559,0.69,0.5556,0.1562,0.2439,0.1203,0.1588,20
0.7188,0.5833,0.7407,0.1449,0.2424,0.1082,0.1771,50
0.7029,0.3267,0.9259,0.1111,0.1984,0.0449,0.1278,100
0.7392,0.3967,0.8889,0.1188,0.2096,0.0604,0.1445,200
0.5453,0.8467,0.0571,0.1333,0.08,0.0108,0.0119,2
0.6224,0.81,0.1143,0.1333,0.1231,0.0172,0.0173,5
0.7347,0.7933,0.2571,0.2,0.225,0.1079,0.109,10
0.7081,0.7233,0.5143,0.2143,0.3025,0.165,0.1896,20
0.7387,0.6667,0.7429,0.2222,0.3421,0.1981,0.2629,50
0.7555,0.71,0.7714,0.2547,0.383,0.2517,0.3179,100
0.7278,0.67,0.7429,0.2241,0.3444,0.2012,0.2658,200
0.4559,0.8367,0,0,0,-0.0857,-0.0874,2
0.6423,0.78,0.1379,0.0889,0.1081,-0.0107,-0.0111,5
0.6682,0.76,0.2069,0.1091,0.1429,0.0186,0.0199,10
0.6797,0.73,0.3103,0.1286,0.1818,0.0523,0.0596,20
0.7316,0.5567,0.8621,0.1623,0.2732,0.132,0.2282,50
0.7684,0.3367,0.9655,0.1239,0.2196,0.0582,0.161,100
0.7381,0.4,0.8966,0.1281,0.2241,0.0662,0.1538,200
0.5306,0.41,0.6364,0.1129,0.1918,0.0061,0.0119,2
0.6764,0.7133,0.5758,0.2088,0.3065,0.1729,0.2083,5
0.705,0.77,0.2727,0.1667,0.2069,0.0815,0.0849,10
0.7379,0.75,0.7576,0.2717,0.4,0.2841,0.3438,20
0.7988,0.7233,0.8182,0.2596,0.3942,0.2727,0.3483,50
0.8315,0.72,0.8182,0.2571,0.3913,0.2689,0.3451,100
0.7147,0.46,0.8485,0.1514,0.2569,0.0863,0.1676,200
0.5379,0.1667,1,0.0975,0.1776,0.0163,0.0906,2
0.7253,0.17,1,0.0978,0.1782,0.0171,0.0927,5
0.7889,0.17,1,0.0978,0.1782,0.0171,0.0927,10
0.7764,0.1867,1,0.0996,0.1812,0.0209,0.1029,20
0.8103,0.6333,0.8519,0.1783,0.2949,0.1716,0.268,50
0.7654,0.4233,0.8519,0.1198,0.21,0.062,0.1388,100
0.733,0.5133,0.8519,0.1394,0.2396,0.1004,0.1908,200
0.526,0.8367,0,0,0,-0.0841,-0.0867,2
0.5958,0.7467,0.1667,0.0893,0.1163,-0.016,-0.0171,5
0.6641,0.7167,0.4667,0.1687,0.2478,0.1183,0.1416,10
0.6599,0.69,0.5667,0.1753,0.2677,0.1357,0.1734,20
0.7,0.6933,0.6667,0.1961,0.303,0.1756,0.2299,50
0.7079,0.6767,0.6333,0.181,0.2815,0.1491,0.198,100
0.7193,0.6833,0.6667,0.1905,0.2963,0.1667,0.2213,200
0.6011,0.4467,0.8,0.1497,0.2523,0.0693,0.1325,2
0.725,0.71,0.6571,0.2347,0.3459,0.21,0.2561,5
0.737,0.7567,0.5714,0.2564,0.354,0.23,0.258,10
0.7555,0.7333,0.7143,0.2632,0.3846,0.2581,0.3106,20
0.7623,0.6867,0.7429,0.2342,0.3562,0.2173,0.2807,50
0.79,0.7133,0.7143,0.2475,0.3676,0.2351,0.2904,100
0.7544,0.7,0.7143,0.2381,0.3571,0.2208,0.2776,200
0.6065,0.8733,0.1538,0.2,0.1739,0.1066,0.1077,2
0.6595,0.75,0.3077,0.1231,0.1758,0.0594,0.0681,5
0.6993,0.74,0.5385,0.175,0.2642,0.1534,0.1893,10
0.7409,0.7133,0.5769,0.1667,0.2586,0.1434,0.1861,20
0.7213,0.3333,0.9231,0.1081,0.1935,0.0454,0.1286,50
0.7143,0.5767,0.6923,0.1314,0.2209,0.088,0.1457,100
0.6664,0.3267,0.9231,0.1071,0.192,0.0434,0.1249,200
0.5152,0.8633,0.0312,0.0909,0.0465,-0.0085,-0.01,2
0.6051,0.8267,0.25,0.2222,0.2353,0.1379,0.1382,5
0.7069,0.8133,0.375,0.25,0.3,0.1972,0.2026,10
0.7352,0.73,0.6562,0.2308,0.3415,0.218,0.2653,20
0.7667,0.64,0.75,0.1935,0.3077,0.1663,0.2362,50
0.7811,0.67,0.75,0.2087,0.3265,0.1916,0.2606,100
0.6996,0.64,0.8125,0.2031,0.325,0.1861,0.2696,200
0.6119,0.1667,1,0.0975,0.1776,0.0163,0.0906,2
0.6503,0.1833,1,0.0993,0.1806,0.0202,0.1009,5
0.7179,0.1833,1,0.0993,0.1806,0.0202,0.1009,10
0.7686,0.2267,1,0.1042,0.1888,0.0308,0.1251,20
0.7981,0.3567,0.963,0.1193,0.2122,0.062,0.1667,50
0.7381,0.4167,0.963,0.13,0.2291,0.0838,0.1977,100
0.7266,0.6067,0.8148,0.163,0.2716,0.1431,0.2306,200
0.5504,0.9033,0,0,0,0,0,2
0.6654,0.84,0.2069,0.1935,0.2,0.1112,0.1113,5
0.782,0.7967,0.5172,0.2419,0.3297,0.228,0.2509,10
0.7912,0.72,0.7241,0.2165,0.3333,0.2168,0.2803,20
0.8073,0.4933,0.9655,0.1564,0.2692,0.1234,0.246,50
0.7935,0.6533,0.8966,0.2047,0.3333,0.2088,0.3133,100
0.8079,0.69,0.931,0.2288,0.3673,0.2511,0.3601,200
0.5562,0.8533,0.0938,0.1667,0.12,0.0468,0.0491,2
0.642,0.6733,0.4062,0.1413,0.2097,0.0611,0.0746,5
0.6262,0.7067,0.4688,0.1744,0.2542,0.1169,0.1391,10
0.6367,0.2233,0.9688,0.1179,0.2102,0.0247,0.0968,20
0.7069,0.5433,0.7188,0.1523,0.2514,0.0914,0.1489,50
0.6769,0.51,0.8438,0.1598,0.2687,0.1088,0.1954,100
0.573,0.37,0.7188,0.1133,0.1957,0.0141,0.0311,200
0.5505,0.9133,0,0,0,0,0,2
0.7225,0.9133,0,0,0,0,0,5
0.7743,0.85,0.2692,0.2121,0.2373,0.1554,0.1568,10
0.7296,0.7467,0.5385,0.1795,0.2692,0.16,0.1956,20
0.7607,0.7367,0.7308,0.2088,0.3248,0.2196,0.2864,50
0.7887,0.6567,0.9615,0.1969,0.3268,0.2137,0.3355,100
0.7113,0.3967,0.8462,0.1106,0.1956,0.0499,0.1192,200
0.6124,0.91,0,0,0,0,0,2
0.7314,0.81,0.4074,0.2115,0.2785,0.1815,0.1945,5
0.7203,0.81,0.2593,0.1591,0.1972,0.0964,0.1001,10
0.6859,0.2367,0.963,0.1024,0.1851,0.0267,0.1015,20
0.7151,0.3533,0.963,0.1187,0.2114,0.0609,0.165,50
0.7083,0.3367,0.9259,0.1126,0.2008,0.048,0.1333,100
0.5693,0.2967,0.8519,0.1,0.179,0.0213,0.0633,200
0.5247,0.3533,0.7273,0.1148,0.1983,0.0103,0.0234,2
0.6199,0.57,0.6061,0.1471,0.2367,0.0725,0.1079,5
0.7504,0.7533,0.5758,0.2405,0.3393,0.2179,0.2494,10
0.7144,0.73,0.6364,0.2333,0.3415,0.2151,0.258,20
0.7224,0.7067,0.6667,0.2222,0.3333,0.2016,0.2517,50
0.7277,0.6767,0.7273,0.2143,0.331,0.1941,0.2573,100
0.662,0.5867,0.7273,0.1727,0.2791,0.1232,0.1861,200
0.5717,0.1833,0.9333,0.1033,0.186,0.0073,0.0338,2
0.6736,0.21,0.8667,0.1004,0.1799,8e-04,0.0032,5
0.6841,0.2133,0.8667,0.1008,0.1806,0.0017,0.0064,10
0.6593,0.2267,0.8667,0.1024,0.1831,0.0051,0.0185,20
0.667,0.2533,0.9333,0.112,0.2,0.0261,0.0894,50
0.7181,0.45,0.8667,0.139,0.2396,0.0813,0.1674,100
0.7,0.66,0.6333,0.1727,0.2714,0.1356,0.1845,200
0.5749,0.1867,1,0.1127,0.2026,0.0207,0.1024,2
0.6902,0.19,1,0.1131,0.2033,0.0216,0.1046,5
0.6967,0.19,1,0.1131,0.2033,0.0216,0.1046,10
0.72,0.22,1,0.117,0.2095,0.03,0.1234,20
0.7239,0.5433,0.7419,0.1513,0.2514,0.0962,0.1597,50
0.7487,0.69,0.6774,0.2019,0.3111,0.1807,0.2359,100
0.728,0.4067,0.871,0.1343,0.2328,0.0654,0.1451,200
0.5437,0.8167,0.0968,0.1,0.0984,-0.0036,-0.0037,2
0.6684,0.7,0.6774,0.2079,0.3182,0.1901,0.2448,5
0.6967,0.7033,0.7097,0.2157,0.3308,0.2048,0.2649,10
0.7121,0.6967,0.7742,0.2222,0.3453,0.2201,0.2929,20
0.7587,0.6067,0.8387,0.1871,0.3059,0.1647,0.2555,50
0.749,0.6633,0.8065,0.2083,0.3311,0.1997,0.2816,100
0.7985,0.7167,0.8387,0.2453,0.3796,0.2615,0.3447,200
0.5625,0.9067,0,0,0,0,0,2
0.747,0.8633,0.1786,0.2174,0.1961,0.1222,0.1229,5
0.704,0.8133,0.2143,0.15,0.1765,0.0749,0.0764,10
0.753,0.7367,0.6071,0.2,0.3009,0.1867,0.2306,20
0.763,0.7067,0.75,0.2059,0.3231,0.2069,0.2777,50
0.7417,0.5433,0.8571,0.1529,0.2595,0.1201,0.2144,100
0.7184,0.4233,0.8571,0.1244,0.2172,0.0647,0.1432,200
0.5478,0.8767,0,0,0,0,0,2
0.6726,0.77,0.5676,0.2838,0.3784,0.256,0.2792,5
0.6919,0.7567,0.4324,0.2353,0.3048,0.1726,0.1843,10
0.7447,0.7367,0.6757,0.2717,0.3876,0.2569,0.3002,20
0.795,0.7133,0.7568,0.2667,0.3944,0.2593,0.3199,50
0.7929,0.7033,0.7568,0.2593,0.3862,0.2481,0.31,100
0.7081,0.71,0.7027,0.2549,0.3741,0.2358,0.2872,200
