"AUC","Accuracy","Recall","Prec.","F1","Kappa","MCC","num_vars"
0.7051,0.7533,0.7111,0.3441,0.4638,0.3279,0.3643,200
0.7108,0.7733,0.6889,0.3647,0.4769,0.3493,0.3781,300
0.6974,0.77,0.6667,0.3571,0.4651,0.3353,0.3618,400
0.6618,0.77,0.6222,0.35,0.448,0.3168,0.3378,500
0.523,0.4833,0.5778,0.1605,0.2512,0.0215,0.0318,1000
0.5336,0.5667,0.4889,0.1705,0.2529,0.0392,0.05,2000
0.4597,0.7067,0.1111,0.0943,0.102,-0.0719,-0.0722,5000
0.6251,0.48,0.7955,0.1923,0.3097,0.0962,0.1602,2
0.7372,0.71,0.6591,0.2871,0.4,0.2459,0.2829,5
0.7365,0.7267,0.6818,0.3061,0.4225,0.276,0.3139,10
0.7497,0.74,0.6591,0.3152,0.4265,0.2845,0.3169,20
0.7775,0.7167,0.7273,0.3048,0.4295,0.2809,0.3279,50
0.7366,0.5133,0.9091,0.2198,0.354,0.1542,0.2567,100
0.6976,0.4867,0.8182,0.1978,0.3186,0.1078,0.1795,200
0.694,0.6467,0.75,0.2578,0.3837,0.2116,0.271,300
0.7021,0.6833,0.7273,0.2783,0.4025,0.2416,0.2933,400
0.7067,0.7133,0.7045,0.2981,0.4189,0.268,0.3118,500
0.5532,0.4767,0.6591,0.1696,0.2698,0.0476,0.0746,1000
0.5245,0.59,0.4318,0.1624,0.236,0.029,0.0355,2000
0.5153,0.6867,0.2727,0.1622,0.2034,0.0238,0.0251,5000
0.5353,0.2733,0.9286,0.1535,0.2635,0.0306,0.0917,2
0.6594,0.58,0.7143,0.2083,0.3226,0.1351,0.1892,5
0.6687,0.61,0.7143,0.2222,0.339,0.1595,0.2143,10
0.6972,0.6933,0.6905,0.2685,0.3867,0.2318,0.2778,20
0.7366,0.6833,0.7381,0.2696,0.3949,0.2388,0.2944,50
0.7184,0.6767,0.7143,0.2609,0.3822,0.2228,0.2746,100
0.6754,0.69,0.6667,0.2617,0.3758,0.2188,0.2611,200
0.665,0.6833,0.6667,0.2569,0.3709,0.2115,0.2545,300
0.6575,0.69,0.619,0.2524,0.3586,0.1994,0.2343,400
0.6491,0.69,0.619,0.2524,0.3586,0.1994,0.2343,500
0.5169,0.4133,0.6429,0.1436,0.2348,0.0077,0.0135,1000
0.5244,0.5933,0.4286,0.1552,0.2278,0.028,0.0347,2000
0.5393,0.7733,0.2143,0.2045,0.2093,0.0771,0.0771,5000
0.5955,0.8533,0,0,0,0,0,2
0.6495,0.2433,0.9091,0.1521,0.2606,0.0124,0.0409,5
0.6527,0.2467,0.9091,0.1527,0.2614,0.0137,0.0446,10
0.6755,0.3567,0.8864,0.1718,0.2878,0.0558,0.1253,20
0.7035,0.41,0.8636,0.1818,0.3004,0.0767,0.1506,50
0.7014,0.6467,0.7273,0.254,0.3765,0.2032,0.2581,100
0.6759,0.6333,0.6818,0.2381,0.3529,0.1732,0.2199,200
0.6658,0.55,0.7273,0.2065,0.3216,0.1207,0.1747,300
0.6443,0.51,0.75,0.1953,0.3099,0.1005,0.156,400
0.6268,0.5,0.7727,0.1954,0.3119,0.1016,0.1619,500
0.5081,0.4667,0.5682,0.1506,0.2381,0.0081,0.0124,1000
0.5057,0.59,0.3864,0.1504,0.2166,0.0069,0.0083,2000
0.5222,0.7467,0.2045,0.18,0.1915,0.042,0.0421,5000
0.5727,0.8433,0,0,0,0,0,2
0.7154,0.76,0.383,0.2951,0.3333,0.19,0.1924,5
0.7311,0.7533,0.4255,0.2985,0.3509,0.2044,0.2093,10
0.7723,0.74,0.5745,0.3176,0.4091,0.2597,0.2785,20
0.7661,0.7167,0.766,0.3273,0.4586,0.3063,0.3571,50
0.7546,0.7367,0.766,0.3462,0.4768,0.3328,0.3797,100
0.7601,0.7233,0.766,0.3333,0.4645,0.315,0.3645,200
0.7717,0.7567,0.8085,0.3725,0.5101,0.3763,0.4263,300
0.7414,0.6867,0.7872,0.3058,0.4405,0.2774,0.3373,400
0.7253,0.6833,0.7872,0.3033,0.4379,0.2736,0.3339,500
0.6519,0.5333,0.7872,0.2216,0.3458,0.1341,0.2,1000
0.4699,0.47,0.4681,0.141,0.2167,-0.0317,-0.0448,2000
0.5159,0.6533,0.3191,0.1724,0.2239,0.0257,0.0277,5000
0.5167,0.8567,0,0,0,0,0,2
0.7864,0.8133,0.1628,0.2593,0.2,0.1005,0.104,5
0.8101,0.8,0.5814,0.3731,0.4545,0.3392,0.3517,10
0.8212,0.81,0.7209,0.4079,0.521,0.4137,0.4398,20
0.8082,0.7567,0.7907,0.3469,0.4823,0.3534,0.4047,50
0.8179,0.73,0.7674,0.3173,0.449,0.3088,0.3617,100
0.7345,0.7067,0.7209,0.2897,0.4133,0.2625,0.3111,200
0.716,0.6933,0.7209,0.2793,0.4026,0.247,0.2973,300
0.6721,0.61,0.7209,0.2279,0.3464,0.1644,0.2199,400
0.6587,0.4933,0.7907,0.1921,0.3091,0.102,0.1669,500
0.4838,0.4133,0.5814,0.1366,0.2212,-0.0142,-0.024,1000
0.4682,0.5533,0.3488,0.124,0.1829,-0.0362,-0.0454,2000
0.5016,0.7267,0.186,0.1455,0.1633,0.0028,0.0029,5000
0.6244,0.42,0.913,0.1981,0.3256,0.0984,0.1929,2
0.7327,0.6933,0.6957,0.2909,0.4103,0.2475,0.2905,5
0.7444,0.71,0.6739,0.301,0.4161,0.259,0.2963,10
0.7386,0.69,0.7391,0.2957,0.4224,0.2603,0.3114,20
0.7408,0.69,0.7174,0.292,0.4151,0.2521,0.2992,50
0.7535,0.6933,0.7391,0.2982,0.425,0.2642,0.3149,100
0.6879,0.6667,0.6957,0.2712,0.3902,0.2176,0.2634,200
0.6597,0.6733,0.6739,0.2719,0.3875,0.2163,0.2577,300
0.6681,0.6933,0.6739,0.287,0.4026,0.2389,0.2783,400
0.689,0.6933,0.6739,0.287,0.4026,0.2389,0.2783,500
0.5698,0.45,0.7391,0.1818,0.2918,0.0606,0.1017,1000
0.479,0.57,0.3478,0.1391,0.1988,-0.026,-0.0311,2000
0.5092,0.7267,0.1957,0.1667,0.18,0.0173,0.0173,5000
0.6288,0.4067,0.9302,0.186,0.3101,0.0935,0.1939,2
0.6999,0.46,0.907,0.198,0.325,0.1173,0.2156,5
0.7318,0.6967,0.7442,0.2857,0.4129,0.2595,0.3136,10
0.7111,0.6633,0.7209,0.2583,0.3804,0.2146,0.268,20
0.7102,0.7067,0.6512,0.2772,0.3889,0.2351,0.2722,50
0.7411,0.71,0.6279,0.2755,0.383,0.2295,0.2627,100
0.7248,0.5567,0.8372,0.2222,0.3512,0.1612,0.2439,200
0.7412,0.5433,0.8372,0.2169,0.3445,0.1512,0.2336,300
0.7088,0.5033,0.8605,0.2056,0.3318,0.1307,0.2175,400
0.7136,0.5067,0.8605,0.2067,0.3333,0.1329,0.22,500
0.5063,0.41,0.6512,0.1474,0.2403,0.0086,0.0151,1000
0.5389,0.58,0.4884,0.168,0.25,0.0467,0.0595,2000
0.5019,0.7467,0.1628,0.1489,0.1556,0.0069,0.0069,5000
0.5977,0.8467,0,0,0,0,0,2
0.6177,0.76,0.2609,0.24,0.25,0.1074,0.1076,5
0.6849,0.7467,0.4783,0.2973,0.3667,0.219,0.2286,10
0.7025,0.7267,0.587,0.3,0.3971,0.2435,0.2665,20
0.724,0.7167,0.6522,0.303,0.4138,0.2585,0.2916,50
0.6983,0.69,0.7174,0.292,0.4151,0.2521,0.2992,100
0.6838,0.59,0.7174,0.2308,0.3492,0.1526,0.2051,200
0.6912,0.5833,0.7174,0.2276,0.3455,0.147,0.1993,300
0.693,0.6833,0.6957,0.2832,0.4025,0.236,0.2802,400
0.7064,0.6967,0.6522,0.2857,0.3974,0.234,0.2696,500
0.521,0.4567,0.6087,0.1618,0.2557,0.0178,0.0276,1000
0.547,0.6267,0.4348,0.1887,0.2632,0.0627,0.0725,2000
0.4993,0.74,0.1522,0.1522,0.1522,-0.0014,-0.0014,5000
0.6088,0.31,0.9048,0.1577,0.2686,0.0395,0.103,2
0.7062,0.61,0.7381,0.2263,0.3464,0.1681,0.228,5
0.7117,0.6633,0.7143,0.2521,0.3727,0.209,0.262,10
0.6971,0.6967,0.7381,0.2793,0.4052,0.2536,0.3076,20
0.7196,0.66,0.7381,0.2541,0.378,0.2144,0.2722,50
0.7427,0.6933,0.7381,0.2768,0.4026,0.2498,0.3043,100
0.7342,0.72,0.7381,0.2981,0.4247,0.2813,0.3319,200
0.7365,0.7033,0.7381,0.2844,0.4106,0.2613,0.3144,300
0.7407,0.6967,0.7619,0.2832,0.4129,0.2623,0.3208,400
0.7115,0.66,0.7619,0.2581,0.3855,0.223,0.2856,500
0.5623,0.4833,0.6905,0.1696,0.2723,0.0613,0.0982,1000
0.5471,0.5467,0.5476,0.1643,0.2527,0.0476,0.0655,2000
0.5439,0.7667,0.2381,0.2083,0.2222,0.0857,0.0859,5000
0.4857,0.8433,0,0,0,0,0,2
0.6893,0.68,0.5745,0.2621,0.36,0.1846,0.2098,5
0.7212,0.7267,0.5957,0.3077,0.4058,0.2511,0.2742,10
0.7454,0.2767,0.9787,0.1756,0.2977,0.0437,0.1366,20
0.7747,0.3167,0.9149,0.1762,0.2955,0.0445,0.1123,50
0.7734,0.6533,0.9149,0.3007,0.4526,0.2837,0.3782,100
0.7041,0.4233,0.8298,0.1912,0.3108,0.0753,0.1384,200
0.7019,0.5933,0.8085,0.2517,0.3838,0.1904,0.2631,300
0.6925,0.66,0.7872,0.2868,0.4205,0.2477,0.311,400
0.6936,0.7033,0.7234,0.3091,0.4331,0.2737,0.3191,500
0.5063,0.4467,0.617,0.1638,0.2589,0.0151,0.0237,1000
0.4772,0.5733,0.3404,0.1416,0.2,-0.0273,-0.0322,2000
0.5175,0.7267,0.2128,0.1818,0.1961,0.0326,0.0328,5000
0.542,0.2233,0.94,0.1697,0.2875,0.0071,0.028,2
0.6549,0.2233,0.94,0.1697,0.2875,0.0071,0.028,5
0.668,0.2333,0.94,0.1715,0.2901,0.0115,0.0424,10
0.7035,0.2667,0.94,0.178,0.2994,0.0265,0.0826,20
0.6958,0.61,0.72,0.259,0.381,0.1799,0.2302,50
0.6615,0.6867,0.68,0.3036,0.4198,0.246,0.2835,100
0.6538,0.6867,0.66,0.3,0.4125,0.2378,0.2722,200
0.6613,0.6867,0.66,0.3,0.4125,0.2378,0.2722,300
0.6256,0.65,0.6,0.2609,0.3636,0.1711,0.1993,400
0.6049,0.63,0.6,0.2479,0.3509,0.1505,0.1793,500
0.5666,0.53,0.68,0.2138,0.3254,0.0962,0.1344,1000
0.546,0.58,0.5,0.1984,0.2841,0.0597,0.0725,2000
0.518,0.7033,0.24,0.1905,0.2124,0.0326,0.0329,5000
0.5106,0.7733,0.1064,0.1613,0.1282,0.0042,0.0043,2
0.6772,0.6733,0.6809,0.2783,0.3951,0.222,0.2637,5
0.7279,0.7067,0.7872,0.3217,0.4568,0.3014,0.3581,10
0.6979,0.69,0.6596,0.287,0.4,0.2324,0.269,20
0.7454,0.6767,0.7872,0.2984,0.4327,0.266,0.3273,50
0.7279,0.6667,0.766,0.288,0.4186,0.2472,0.3054,100
0.7441,0.6767,0.7872,0.2984,0.4327,0.266,0.3273,200
0.7173,0.6867,0.7447,0.2991,0.4268,0.2618,0.3134,300
0.7083,0.6867,0.7447,0.2991,0.4268,0.2618,0.3134,400
0.7166,0.6967,0.7447,0.307,0.4348,0.2736,0.3238,500
0.5878,0.4533,0.7447,0.1872,0.2991,0.065,0.1079,1000
0.5201,0.56,0.4468,0.1654,0.2414,0.0164,0.0205,2000
0.469,0.7033,0.1277,0.1111,0.1188,-0.0585,-0.0587,5000
0.5538,0.8667,0,0,0,0,0,2
0.6483,0.77,0.175,0.1628,0.1687,0.0354,0.0354,5
0.6795,0.7933,0.2,0.2105,0.2051,0.0864,0.0865,10
0.7345,0.7367,0.6,0.2759,0.378,0.2389,0.268,20
0.7476,0.7133,0.75,0.283,0.411,0.2695,0.3255,50
0.7488,0.6833,0.75,0.2609,0.3871,0.2359,0.2958,100
0.7436,0.68,0.75,0.2586,0.3846,0.2324,0.2926,200
0.7305,0.68,0.75,0.2586,0.3846,0.2324,0.2926,300
0.7208,0.6833,0.75,0.2609,0.3871,0.2359,0.2958,400
0.7225,0.6833,0.775,0.265,0.3949,0.2448,0.3096,500
0.5442,0.39,0.75,0.1478,0.2469,0.0311,0.0615,1000
0.4365,0.5367,0.3,0.0976,0.1472,-0.0676,-0.0877,2000
0.4837,0.7467,0.125,0.1087,0.1163,-0.0307,-0.0308,5000
0.6321,0.8433,0,0,0,0,0,2
0.719,0.76,0.383,0.2951,0.3333,0.19,0.1924,5
0.7206,0.7633,0.3191,0.2778,0.297,0.1556,0.1561,10
0.7586,0.7533,0.5532,0.3291,0.4127,0.2691,0.2837,20
0.7603,0.71,0.7021,0.3113,0.4314,0.2737,0.3145,50
0.7332,0.7067,0.6383,0.297,0.4054,0.2437,0.2751,100
0.6556,0.7167,0.5745,0.2935,0.3885,0.2285,0.2503,200
0.6634,0.7233,0.5745,0.3,0.3942,0.2371,0.2581,300
0.6296,0.45,0.7447,0.1862,0.2979,0.063,0.1052,400
0.6402,0.5067,0.7021,0.1976,0.3084,0.0846,0.1262,500
0.4925,0.4467,0.5532,0.152,0.2385,-0.0096,-0.0146,1000
0.4332,0.57,0.234,0.1058,0.1457,-0.0894,-0.102,2000
0.4781,0.7333,0.1064,0.1163,0.1111,-0.0454,-0.0454,5000
0.6331,0.4867,0.8235,0.2246,0.3529,0.1171,0.187,2
0.7691,0.7267,0.7843,0.3604,0.4938,0.3401,0.3884,5
0.7675,0.7467,0.7647,0.3786,0.5065,0.3612,0.4016,10
0.8048,0.7467,0.8431,0.3874,0.5309,0.3884,0.4435,20
0.8151,0.7233,0.8824,0.3689,0.5202,0.3689,0.4383,50
0.8266,0.7233,0.8824,0.3689,0.5202,0.3689,0.4383,100
0.7743,0.7333,0.8431,0.3739,0.5181,0.3696,0.428,200
0.7835,0.74,0.8431,0.3805,0.5244,0.3789,0.4357,300
0.7727,0.7367,0.8235,0.375,0.5153,0.3676,0.4212,400
0.7586,0.73,0.8039,0.3661,0.5031,0.3516,0.4029,500
0.5331,0.4567,0.6471,0.1854,0.2882,0.0325,0.0495,1000
0.485,0.51,0.451,0.162,0.2383,-0.0158,-0.0203,2000
0.5489,0.73,0.2745,0.2414,0.2569,0.0927,0.093,5000
0.5713,0.8467,0,0,0,0,0,2
0.7627,0.82,0.3478,0.4,0.3721,0.2676,0.2685,5
0.6875,0.2067,0.9348,0.1547,0.2654,0.0031,0.0132,10
0.7255,0.2533,0.9348,0.1629,0.2774,0.022,0.0717,20
0.7436,0.64,0.7609,0.2652,0.3933,0.2147,0.2751,50
0.732,0.6567,0.7609,0.2756,0.4046,0.2316,0.2907,100
0.6967,0.6833,0.7391,0.2906,0.4172,0.2527,0.3046,200
0.7184,0.5467,0.7826,0.2222,0.3462,0.141,0.2072,300
0.6018,0.3667,0.8043,0.1697,0.2803,0.0363,0.0742,400
0.6097,0.3733,0.8043,0.1713,0.2824,0.0396,0.0799,500
0.5325,0.4333,0.6739,0.1667,0.2672,0.0283,0.0473,1000
0.5561,0.5967,0.5,0.1901,0.2754,0.0685,0.0839,2000
0.5003,0.7567,0.1304,0.1538,0.1412,5e-04,6e-04,5000
0.5131,0.7767,0.0667,0.1071,0.0822,-0.0372,-0.0385,2
0.6125,0.76,0.2444,0.2245,0.234,0.0921,0.0922,5
0.6381,0.7233,0.2444,0.1833,0.2095,0.046,0.0467,10
0.6919,0.6833,0.5333,0.2449,0.3357,0.1637,0.1851,20
0.721,0.6733,0.6444,0.2613,0.3718,0.2013,0.2388,50
0.742,0.6833,0.6667,0.2727,0.3871,0.2213,0.2615,100
0.6169,0.6567,0.6,0.2411,0.3439,0.1653,0.1969,200
0.6307,0.66,0.6,0.2432,0.3462,0.1687,0.2001,300
0.6308,0.6133,0.6222,0.2205,0.3256,0.1337,0.1691,400
0.6375,0.6,0.6444,0.218,0.3258,0.1311,0.1701,500
0.5026,0.41,0.6444,0.1526,0.2468,0.0056,0.0097,1000
0.4946,0.5333,0.4444,0.1481,0.2222,-0.0036,-0.0047,2000
0.4405,0.6867,0.0889,0.0702,0.0784,-0.1072,-0.1083,5000
0.5548,0.83,0,0,0,0,0,2
0.6868,0.73,0.5882,0.3333,0.4255,0.2663,0.2847,5
0.6904,0.75,0.549,0.35,0.4275,0.2775,0.289,10
0.7137,0.7367,0.6275,0.3478,0.4476,0.2929,0.3148,20
0.7525,0.6933,0.7451,0.3248,0.4524,0.2825,0.3295,50
0.7478,0.7233,0.7255,0.3491,0.4713,0.3138,0.3524,100
0.7406,0.72,0.7255,0.3458,0.4684,0.3093,0.3485,200
0.7332,0.7333,0.7255,0.3592,0.4805,0.3276,0.3642,300
0.6662,0.72,0.6471,0.3333,0.44,0.278,0.3052,400
0.6642,0.72,0.6471,0.3333,0.44,0.278,0.3052,500
0.5166,0.4233,0.6275,0.172,0.27,0.0044,0.0069,1000
0.5436,0.54,0.549,0.1958,0.2887,0.0508,0.0656,2000
0.5371,0.7233,0.2549,0.2241,0.2385,0.0703,0.0706,5000
0.6149,0.4833,0.7955,0.1934,0.3111,0.0983,0.1628,2
0.6897,0.7067,0.5909,0.2708,0.3714,0.2132,0.2408,5
0.7012,0.7467,0.5227,0.2949,0.377,0.2333,0.2483,10
0.744,0.7633,0.5909,0.3291,0.4228,0.2888,0.3083,20
0.768,0.74,0.6364,0.3111,0.4179,0.2751,0.3043,50
0.74,0.6567,0.75,0.264,0.3905,0.2217,0.2803,100
0.7489,0.71,0.7273,0.2991,0.4238,0.2727,0.3208,200
0.7264,0.5933,0.7955,0.2365,0.3646,0.1789,0.2505,300
0.7179,0.69,0.7727,0.2906,0.4224,0.2659,0.3253,400
0.7089,0.7267,0.6364,0.2979,0.4058,0.2574,0.2887,500
0.5689,0.4033,0.7727,0.1675,0.2753,0.0451,0.0851,1000
0.53,0.5367,0.5227,0.1631,0.2486,0.0323,0.0438,2000
0.4698,0.6733,0.1818,0.1143,0.1404,-0.0485,-0.0505,5000
0.5848,0.4467,0.8,0.2041,0.3252,0.0812,0.1378,2
0.7516,0.7367,0.76,0.3619,0.4903,0.3417,0.3844,5
0.7846,0.73,0.86,0.3675,0.515,0.3672,0.4309,10
0.8141,0.74,0.86,0.3772,0.5244,0.381,0.4423,20
0.8059,0.7367,0.86,0.3739,0.5212,0.3763,0.4384,50
0.7858,0.71,0.86,0.3496,0.4971,0.3409,0.4092,100
0.7725,0.7267,0.8,0.3571,0.4938,0.3422,0.3945,200
0.7708,0.74,0.82,0.3727,0.5125,0.3676,0.4207,300
0.775,0.7433,0.82,0.3761,0.5157,0.3723,0.4246,400
0.7663,0.7433,0.8,0.3738,0.5096,0.3654,0.4139,500
0.6183,0.5167,0.76,0.2222,0.3439,0.1159,0.1716,1000
0.5592,0.5767,0.54,0.2061,0.2983,0.0752,0.0932,2000
0.526,0.73,0.22,0.2075,0.2136,0.0508,0.0508,5000
0.5435,0.3867,0.75,0.1731,0.2812,0.0287,0.0536,2
0.5673,0.7067,0.25,0.1875,0.2143,0.0385,0.0391,5
0.6709,0.7,0.4167,0.2439,0.3077,0.1326,0.1404,10
0.6955,0.3067,0.9375,0.18,0.302,0.0459,0.122,20
0.7607,0.6667,0.7917,0.2969,0.4318,0.2595,0.3221,50
0.7476,0.6833,0.7083,0.2957,0.4172,0.2472,0.2917,100
0.7268,0.6967,0.7083,0.3063,0.4277,0.263,0.3058,200
0.7271,0.7,0.7292,0.3125,0.4375,0.2751,0.3211,300
0.7183,0.69,0.7292,0.3043,0.4294,0.2631,0.3104,400
0.7125,0.6667,0.7292,0.2869,0.4118,0.2364,0.2865,500
0.574,0.4133,0.7708,0.1832,0.296,0.0505,0.0907,1000
0.5004,0.52,0.4792,0.162,0.2421,0.0039,0.0051,2000
0.4549,0.6933,0.1042,0.0926,0.098,-0.0859,-0.0861,5000
0.5854,0.3467,0.8667,0.1703,0.2847,0.0453,0.1021,2
0.7528,0.6567,0.8222,0.2803,0.4181,0.2504,0.3235,5
0.774,0.7433,0.7556,0.34,0.469,0.3304,0.3763,10
0.7636,0.7167,0.7778,0.3182,0.4516,0.3033,0.3584,20
0.7339,0.7067,0.7333,0.3028,0.4286,0.2745,0.3232,50
0.7276,0.7,0.7333,0.2973,0.4231,0.2665,0.3161,100
0.7394,0.7,0.8222,0.3109,0.4512,0.2985,0.3654,200
0.7092,0.6467,0.7556,0.2636,0.3908,0.2166,0.2762,300
0.6259,0.48,0.7111,0.1829,0.2909,0.0687,0.1089,400
0.5762,0.4333,0.7111,0.1693,0.2735,0.0412,0.0706,500
0.5462,0.4267,0.7111,0.1675,0.2712,0.0375,0.065,1000
0.526,0.5467,0.4889,0.163,0.2444,0.0251,0.0328,2000
0.5235,0.7033,0.2667,0.1765,0.2124,0.0389,0.0401,5000
0.5479,0.2,0.9787,0.1614,0.2771,0.0111,0.0568,2
0.7222,0.2167,0.9787,0.1643,0.2813,0.0178,0.0784,5
0.7368,0.22,0.9787,0.1649,0.2822,0.0192,0.0823,10
0.71,0.2433,0.9574,0.1667,0.2839,0.0232,0.0825,20
0.7544,0.6633,0.8085,0.2923,0.4294,0.2588,0.3263,50
0.7748,0.6467,0.8298,0.2847,0.4239,0.2486,0.3229,100
0.7689,0.7033,0.8085,0.322,0.4606,0.3048,0.3663,200
0.7675,0.7167,0.7872,0.3304,0.4654,0.314,0.3688,300
0.7655,0.73,0.7872,0.3426,0.4774,0.3315,0.3836,400
0.7559,0.73,0.766,0.3396,0.4706,0.3238,0.3721,500
0.549,0.47,0.6809,0.1818,0.287,0.0527,0.0824,1000
0.5085,0.5567,0.4468,0.1641,0.24,0.014,0.0176,2000
0.4835,0.6867,0.1915,0.1385,0.1607,-0.0258,-0.0263,5000
0.5732,0.8433,0,0,0,0,0,2
0.6758,0.69,0.5532,0.2653,0.3586,0.1863,0.2082,5
0.7062,0.7633,0.5532,0.3421,0.4228,0.2842,0.2972,10
0.6988,0.6833,0.5745,0.2647,0.3624,0.1883,0.2133,20
0.7169,0.6633,0.6596,0.2672,0.3804,0.2025,0.2415,50
0.721,0.6633,0.6383,0.2632,0.3727,0.1938,0.2294,100
0.6439,0.6667,0.5957,0.2569,0.359,0.1793,0.2083,200
0.6476,0.5767,0.6809,0.2222,0.3351,0.1294,0.1733,300
0.6199,0.4467,0.7447,0.1852,0.2966,0.061,0.1024,400
0.626,0.4567,0.7234,0.1848,0.2944,0.0597,0.0974,500
0.528,0.44,0.6596,0.1694,0.2696,0.027,0.0438,1000
0.4872,0.5733,0.3617,0.1478,0.2099,-0.0161,-0.0192,2000
0.5041,0.7333,0.1702,0.1633,0.1667,0.008,0.008,5000
0.5835,0.3467,0.92,0.1933,0.3194,0.0607,0.1399,2
0.7259,0.69,0.74,0.3162,0.4431,0.2734,0.3209,5
0.7154,0.7133,0.62,0.3163,0.4189,0.2543,0.2797,10
0.7385,0.7433,0.66,0.3548,0.4615,0.3125,0.3384,20
0.7668,0.73,0.74,0.3524,0.4774,0.325,0.3657,50
0.7938,0.7367,0.74,0.3592,0.4837,0.3343,0.3736,100
0.7566,0.75,0.76,0.3762,0.5033,0.3608,0.4006,200
0.7454,0.74,0.76,0.3654,0.4935,0.3464,0.3884,300
0.7198,0.5933,0.82,0.2662,0.402,0.2009,0.2744,400
0.6293,0.5433,0.74,0.2298,0.3507,0.1292,0.1824,500
0.5298,0.45,0.66,0.1823,0.2857,0.0332,0.0518,1000
0.4818,0.51,0.44,0.156,0.2304,-0.0208,-0.0269,2000
0.496,0.6667,0.24,0.1622,0.1935,-0.0067,-0.0069,5000
0.5662,0.2133,1,0.1541,0.2671,0.0249,0.1122,2
0.7616,0.2167,1,0.1547,0.2679,0.0261,0.1151,5
0.743,0.2367,1,0.1581,0.273,0.0339,0.1312,10
0.7707,0.2333,1,0.1575,0.2722,0.0326,0.1286,20
0.784,0.3267,0.9767,0.1728,0.2937,0.0663,0.1739,50
0.7478,0.5333,0.8605,0.2164,0.3458,0.1514,0.24,100
0.7402,0.61,0.7907,0.2394,0.3676,0.1892,0.26,200
0.7098,0.59,0.7907,0.2297,0.356,0.1721,0.2433,300
0.7085,0.6933,0.6977,0.2752,0.3947,0.2381,0.2843,400
0.6961,0.6833,0.6744,0.2636,0.3791,0.2179,0.2612,500
0.5516,0.48,0.6512,0.1657,0.2642,0.0462,0.0724,1000
0.5584,0.6067,0.4884,0.1795,0.2625,0.0669,0.0825,2000
0.5249,0.7667,0.186,0.186,0.186,0.0499,0.0499,5000
0.5232,0.2267,1,0.1685,0.2883,0.0276,0.1182,2
0.7378,0.2267,1,0.1685,0.2883,0.0276,0.1182,5
0.7047,0.25,0.9787,0.1704,0.2902,0.0318,0.1131,10
0.7514,0.28,1,0.1787,0.3032,0.0509,0.1617,20
0.759,0.38,0.8936,0.1883,0.3111,0.0706,0.1483,50
0.725,0.5833,0.766,0.24,0.3655,0.1667,0.2293,100
0.7256,0.7233,0.6809,0.32,0.4354,0.2824,0.3177,200
0.6948,0.4067,0.8298,0.1866,0.3047,0.0657,0.1248,300
0.6505,0.4167,0.8298,0.1893,0.3083,0.0714,0.133,400
0.6291,0.41,0.8085,0.1845,0.3004,0.0608,0.1132,500
0.5783,0.4567,0.7447,0.1882,0.3004,0.0671,0.1107,1000
0.5341,0.5533,0.5106,0.1778,0.2637,0.0408,0.0525,2000
0.5348,0.7267,0.2553,0.2034,0.2264,0.063,0.0636,5000
0.6004,0.84,0,0,0,0,0,2
0.7398,0.7,0.6667,0.3019,0.4156,0.2505,0.2861,5
0.7505,0.74,0.6667,0.3404,0.4507,0.3031,0.3325,10
0.7386,0.7,0.6875,0.3056,0.4231,0.2589,0.2978,20
0.7431,0.6433,0.75,0.2748,0.4022,0.2194,0.2757,50
0.7372,0.69,0.7292,0.3043,0.4294,0.2631,0.3104,100
0.6933,0.6833,0.6875,0.292,0.4099,0.239,0.28,200
0.6833,0.6833,0.75,0.3025,0.4311,0.2631,0.3152,300
0.68,0.6867,0.7292,0.3017,0.4268,0.2591,0.3069,400
0.6777,0.6867,0.6875,0.2946,0.4125,0.2429,0.2835,500
0.5299,0.4267,0.6667,0.1702,0.2712,0.0218,0.0361,1000
0.4638,0.51,0.3958,0.1387,0.2054,-0.0414,-0.0533,2000
0.5114,0.7033,0.2292,0.1746,0.1982,0.0203,0.0205,5000
0.5605,0.8133,0.0465,0.1176,0.0667,-0.0158,-0.018,2
0.5754,0.7633,0.1628,0.1667,0.1647,0.0269,0.0269,5
0.6891,0.7433,0.3953,0.25,0.3063,0.1585,0.1648,10
0.7246,0.7533,0.5814,0.3086,0.4032,0.2657,0.2869,20
0.7382,0.7333,0.6512,0.3011,0.4118,0.2683,0.3017,50
0.7984,0.74,0.6512,0.3077,0.4179,0.2772,0.3095,100
0.7617,0.7033,0.6977,0.283,0.4027,0.2497,0.2947,200
0.7675,0.6767,0.7907,0.2787,0.4121,0.254,0.3198,300
0.6614,0.3467,0.8837,0.1659,0.2794,0.0502,0.1159,400
0.6332,0.3533,0.8605,0.1644,0.2761,0.0467,0.1043,500
0.5043,0.3567,0.7209,0.1462,0.2431,0.0063,0.0128,1000
0.4409,0.49,0.3721,0.1127,0.173,-0.0603,-0.0829,2000
0.4764,0.7333,0.1163,0.1064,0.1111,-0.0454,-0.0454,5000
0.4871,0.7933,0.0638,0.1429,0.0882,-0.0094,-0.0104,2
0.6926,0.7867,0.3404,0.3265,0.3333,0.2064,0.2065,5
0.7169,0.7567,0.4255,0.303,0.354,0.2093,0.2139,10
0.7215,0.7333,0.5106,0.2963,0.375,0.2204,0.2336,20
0.7848,0.74,0.7447,0.3465,0.473,0.3296,0.3721,50
