"AUC","Accuracy","Recall","Prec.","F1","Kappa","MCC","num_vars"
0.7251,0.5733,0.7727,0.1214,0.2099,0.0952,0.1726,20
0.5801,0.49,0.5909,0.0828,0.1453,0.0191,0.0381,50
0.5876,0.5667,0.6818,0.1087,0.1875,0.0698,0.1252,100
0.6033,0.5367,0.7273,0.1074,0.1871,0.068,0.1297,200
0.5988,0.5667,0.6818,0.1087,0.1875,0.0698,0.1252,300
0.6029,0.57,0.6818,0.1095,0.1887,0.0713,0.1272,400
0.5981,0.59,0.6364,0.1085,0.1854,0.0687,0.1173,500
0.5611,0.6967,0.4091,0.1034,0.1651,0.0544,0.0738,1000
0.5145,0.84,0.1364,0.0938,0.1111,0.0265,0.0271,2000
0.4964,0.92,0,0,0,-0.0124,-0.023,5000
0.5289,0.1433,1,0.0789,0.1462,0.0118,0.0772,2
0.7505,0.2267,1,0.0866,0.1594,0.0283,0.1197,5
0.7114,0.24,1,0.088,0.1618,0.0312,0.1258,10
0.7469,0.4533,0.9545,0.1141,0.2039,0.0839,0.1971,20
0.7314,0.4833,0.9091,0.1156,0.2051,0.0862,0.1893,50
0.7242,0.5133,0.9545,0.1265,0.2234,0.1079,0.227,100
0.7206,0.5833,0.8636,0.1348,0.2331,0.1217,0.2219,200
0.6915,0.6,0.7727,0.1288,0.2208,0.1087,0.1886,300
0.6917,0.6333,0.7273,0.1333,0.2254,0.1158,0.1879,400
0.676,0.65,0.6818,0.1327,0.2222,0.1134,0.1772,500
0.6232,0.73,0.5,0.1358,0.2136,0.1111,0.1457,1000
0.5673,0.86,0.2273,0.1667,0.1923,0.1176,0.1193,2000
0.4946,0.92,0,0,0,-0.0124,-0.023,5000
0.5366,0.1267,1,0.0643,0.1208,0.0091,0.0675,2
0.6867,0.22,1,0.0714,0.1333,0.024,0.1103,5
0.7937,0.3467,1,0.0841,0.1552,0.05,0.1602,10
0.7939,0.4767,1,0.1029,0.1865,0.0872,0.2135,20
0.6896,0.53,0.8889,0.1032,0.185,0.0868,0.1882,50
0.6582,0.56,0.7778,0.0986,0.175,0.0767,0.1541,100
0.5993,0.5967,0.6111,0.088,0.1538,0.0547,0.0996,200
0.5965,0.64,0.5556,0.0909,0.1562,0.0592,0.099,300
0.5949,0.6833,0.5,0.0947,0.1593,0.065,0.0996,400
0.6099,0.71,0.5,0.1034,0.1714,0.0799,0.1169,500
0.5053,0.8033,0.1667,0.0638,0.0923,0.0061,0.007,1000
0.5254,0.89,0.1111,0.1053,0.1081,0.0495,0.0496,2000
0.4982,0.9367,0,0,0,-0.0064,-0.0146,5000
0.5204,0.93,0,0,0,0,0,2
0.7618,0.6667,0.6667,0.1308,0.2187,0.1152,0.1775,5
0.7296,0.6367,0.6667,0.1207,0.2044,0.0974,0.1577,10
0.7745,0.42,1,0.1077,0.1944,0.0779,0.2013,20
0.7778,0.5167,0.9524,0.122,0.2162,0.1052,0.2236,50
0.7136,0.4867,0.9524,0.1156,0.2062,0.0929,0.2086,100
0.703,0.53,0.9048,0.1203,0.2123,0.1012,0.2078,200
0.6884,0.5867,0.8095,0.1241,0.2152,0.1068,0.1943,300
0.6853,0.6233,0.7619,0.129,0.2207,0.1147,0.1942,400
0.6294,0.6433,0.619,0.1161,0.1955,0.088,0.1394,500
0.5532,0.7033,0.381,0.0952,0.1524,0.0455,0.0617,1000
0.5819,0.8367,0.2857,0.15,0.1967,0.1155,0.123,2000
0.5131,0.9133,0.0476,0.1429,0.0714,0.0377,0.0441,5000
0.5318,0.2,0.913,0.0811,0.1489,0.0094,0.0417,2
0.6829,0.43,0.8696,0.1064,0.1896,0.0613,0.1447,5
0.6961,0.3667,0.8696,0.0966,0.1739,0.0417,0.1119,10
0.693,0.4533,0.7826,0.1017,0.18,0.0513,0.1128,20
0.7383,0.53,0.7826,0.1169,0.2034,0.0808,0.1552,50
0.765,0.51,0.8696,0.122,0.2139,0.0918,0.1869,100
0.6726,0.48,0.8696,0.1156,0.2041,0.0795,0.1708,200
0.661,0.5033,0.8696,0.1205,0.2116,0.0889,0.1833,300
0.6846,0.5267,0.8696,0.1258,0.2198,0.0991,0.196,400
0.6881,0.5667,0.8261,0.131,0.2262,0.1082,0.1976,500
0.5766,0.6633,0.4783,0.11,0.1789,0.0619,0.0886,1000
0.4803,0.8133,0.087,0.0541,0.0667,-0.0308,-0.0319,2000
0.5199,0.9233,0.0435,0.5,0.08,0.0686,0.1303,5000
0.532,0.93,0,0,0,0,0,2
0.6778,0.7,0.4762,0.1124,0.1818,0.0773,0.1078,5
0.7283,0.7433,0.6667,0.1667,0.2667,0.1742,0.2363,10
0.7286,0.6633,0.7143,0.1364,0.229,0.1263,0.1979,20
0.7347,0.51,0.8571,0.1111,0.1967,0.0831,0.1746,50
0.7163,0.4933,0.8571,0.1078,0.1915,0.0767,0.1659,100
0.6186,0.5333,0.7143,0.1007,0.1765,0.0613,0.1194,200
0.628,0.54,0.7143,0.102,0.1786,0.0639,0.1231,300
0.61,0.56,0.6667,0.1007,0.175,0.0608,0.1119,400
0.6063,0.5767,0.6667,0.1045,0.1806,0.0678,0.1214,500
0.5166,0.72,0.2857,0.08,0.125,0.0175,0.0226,1000
0.5307,0.87,0.1429,0.125,0.1333,0.0634,0.0636,2000
0.4964,0.9233,0,0,0,-0.0123,-0.0225,5000
0.5564,0.1733,1,0.0746,0.1389,0.0169,0.0924,2
0.6661,0.26,0.95,0.0792,0.1462,0.0263,0.1002,5
0.6912,0.3567,0.85,0.0821,0.1498,0.0321,0.0925,10
0.7211,0.4233,0.85,0.0909,0.1643,0.0498,0.125,20
0.658,0.4267,0.9,0.0957,0.1731,0.0598,0.151,50
0.6636,0.4833,0.85,0.1006,0.1799,0.0689,0.1545,100
0.578,0.5067,0.65,0.0844,0.1494,0.0356,0.0731,200
0.5905,0.5467,0.65,0.0915,0.1605,0.0494,0.0946,300
0.5808,0.6267,0.55,0.0965,0.1642,0.0572,0.0936,400
0.603,0.66,0.55,0.1058,0.1774,0.0738,0.1142,500
0.508,0.7367,0.25,0.0725,0.1124,0.01,0.0127,1000
0.4946,0.88,0.05,0.0556,0.0526,-0.0112,-0.0113,2000
0.4964,0.9267,0,0,0,-0.0123,-0.0219,5000
0.6797,0.9433,0,0,0,0,0,2
0.6292,0.8733,0.1765,0.1111,0.1364,0.0718,0.0741,5
0.6192,0.6233,0.5294,0.0789,0.1374,0.043,0.0754,10
0.6466,0.5633,0.5882,0.0746,0.1325,0.0354,0.0698,20
0.6399,0.4933,0.6471,0.0701,0.1264,0.0269,0.0607,50
0.6444,0.5233,0.6471,0.0743,0.1333,0.0353,0.0754,100
0.6323,0.5733,0.5882,0.0763,0.1351,0.0387,0.0749,200
0.6254,0.64,0.5882,0.0901,0.1562,0.0643,0.1108,300
0.5904,0.7167,0.4118,0.0854,0.1414,0.0525,0.0761,400
0.5746,0.7733,0.3529,0.0952,0.15,0.0667,0.086,500
0.5111,0.86,0.1176,0.069,0.087,0.0167,0.0174,1000
0.517,0.9233,0.0588,0.125,0.08,0.0454,0.0489,2000
0.5,0.9433,0,0,0,0,0,5000
0.5392,0.16,1,0.0701,0.131,0.0144,0.0851,2
0.7235,0.2233,1,0.0754,0.1402,0.0254,0.1135,5
0.7861,0.27,1,0.0798,0.1479,0.0346,0.1327,10
0.8236,0.3567,0.9474,0.0857,0.1572,0.0464,0.1404,20
0.6519,0.39,0.8421,0.0816,0.1488,0.0377,0.1031,50
0.6674,0.5267,0.8421,0.1032,0.1839,0.0801,0.1693,100
0.6172,0.5767,0.7368,0.1029,0.1806,0.0782,0.1481,200
0.5666,0.57,0.5789,0.0833,0.1457,0.0393,0.0728,300
0.5655,0.6233,0.5263,0.0877,0.1504,0.0469,0.0784,400
0.5253,0.6367,0.4211,0.0755,0.128,0.0231,0.0368,500
0.4953,0.79,0.1579,0.06,0.087,-0.0053,-0.0061,1000
0.4943,0.88,0.0526,0.0526,0.0526,-0.0114,-0.0114,2000
0.4982,0.9333,0,0,0,-0.0064,-0.015,5000
0.5797,0.2267,1,0.0938,0.1714,0.0295,0.1223,2
0.657,0.2333,1,0.0945,0.1727,0.031,0.1255,5
0.6597,0.2733,0.7917,0.0819,0.1484,0.004,0.0129,10
0.7021,0.3833,0.8333,0.0995,0.1778,0.0407,0.1024,20
0.7422,0.44,0.875,0.1129,0.2,0.0679,0.1549,50
0.6627,0.46,0.8333,0.1124,0.198,0.0664,0.1441,100
0.6399,0.49,0.7917,0.1138,0.199,0.0687,0.1395,200
0.6519,0.51,0.75,0.1132,0.1967,0.067,0.13,300
0.5866,0.5233,0.6667,0.106,0.1829,0.052,0.0963,400
0.6021,0.5467,0.6667,0.1111,0.1905,0.0618,0.1102,500
0.5435,0.69,0.375,0.1034,0.1622,0.042,0.0552,1000
0.4647,0.82,0.0417,0.0312,0.0357,-0.0613,-0.0621,2000
0.4946,0.91,0,0,0,-0.0181,-0.0296,5000
0.556,0.92,0,0,0,0,0,2
0.7197,0.6333,0.7083,0.1417,0.2361,0.1186,0.1856,5
0.7198,0.32,0.875,0.0946,0.1707,0.0308,0.0908,10
0.7453,0.3833,0.875,0.1034,0.185,0.0489,0.125,20
0.6528,0.4833,0.75,0.1078,0.1885,0.0565,0.1148,50
0.6581,0.5533,0.7083,0.1181,0.2024,0.0756,0.1348,100
0.6505,0.5367,0.8333,0.129,0.2235,0.0986,0.1869,200
0.5802,0.5533,0.625,0.1071,0.1829,0.0537,0.0936,300
0.5829,0.5967,0.5833,0.112,0.1879,0.062,0.0997,400
0.5691,0.6133,0.5417,0.1102,0.1831,0.0578,0.0895,500
0.5531,0.74,0.3333,0.1143,0.1702,0.058,0.0697,1000
0.5272,0.83,0.1667,0.1143,0.1356,0.0449,0.0459,2000
0.5154,0.9133,0.0417,0.25,0.0714,0.0497,0.0728,5000
0.589,0.9367,0,0,0,0,0,2
0.7033,0.7067,0.5789,0.1209,0.2,0.1064,0.1559,5
0.7185,0.7433,0.6316,0.1463,0.2376,0.1502,0.209,10
0.7503,0.6933,0.6842,0.1313,0.2203,0.1276,0.1959,20
0.7745,0.53,0.8421,0.1039,0.185,0.0814,0.171,50
0.6527,0.5433,0.6842,0.0903,0.1595,0.0536,0.1063,100
0.6438,0.55,0.7368,0.0972,0.1718,0.0674,0.1337,200
0.6434,0.55,0.7368,0.0972,0.1718,0.0674,0.1337,300
0.631,0.6133,0.6316,0.0992,0.1714,0.0696,0.121,400
0.6215,0.62,0.6316,0.1008,0.1739,0.0726,0.1249,500
0.5273,0.7167,0.3158,0.0769,0.1237,0.0243,0.0331,1000
0.4941,0.8367,0.1053,0.0588,0.0755,-0.0063,-0.0066,2000
0.4982,0.9333,0,0,0,-0.0064,-0.015,5000
0.5243,0.9333,0,0,0,0,0,2
0.7352,0.7733,0.5,0.1471,0.2273,0.1385,0.1745,5
0.6346,0.2933,0.9,0.0789,0.1452,0.0257,0.0876,10
0.6765,0.3233,0.85,0.0783,0.1435,0.0244,0.0757,20
0.6204,0.4367,0.8,0.0884,0.1592,0.0445,0.1074,50
0.6358,0.5067,0.8,0.1,0.1778,0.0672,0.1429,100
0.6504,0.5967,0.8,0.1203,0.2092,0.1055,0.1919,200
0.6124,0.6367,0.65,0.113,0.1926,0.0891,0.1466,300
0.6239,0.67,0.6,0.1165,0.1951,0.094,0.1445,400
0.6155,0.6767,0.55,0.1111,0.1849,0.0832,0.125,500
0.5362,0.7867,0.25,0.0926,0.1351,0.0419,0.0487,1000
0.518,0.8833,0.1,0.1053,0.1026,0.0402,0.0402,2000
0.4982,0.93,0,0,0,-0.0064,-0.0155,5000
0.6541,0.1567,1,0.0833,0.1538,0.0143,0.085,2
0.7365,0.1967,0.9565,0.084,0.1544,0.0156,0.0721,5
0.7186,0.3133,0.9565,0.0969,0.176,0.0427,0.1342,10
0.7194,0.3167,0.9565,0.0973,0.1767,0.0436,0.1358,20
0.7253,0.43,0.8261,0.1022,0.1818,0.0525,0.1223,50
0.6627,0.5267,0.7391,0.1111,0.1932,0.0691,0.1321,100
0.6732,0.57,0.7391,0.1214,0.2086,0.0886,0.1574,200
0.6324,0.5767,0.6957,0.1176,0.2013,0.0807,0.1403,300
0.5982,0.6,0.6087,0.112,0.1892,0.0686,0.1122,400
0.5687,0.61,0.5652,0.1083,0.1818,0.061,0.0972,500
0.5432,0.68,0.3913,0.0989,0.1579,0.0404,0.0551,1000
0.4659,0.7867,0.087,0.0444,0.0588,-0.0475,-0.0509,2000
0.4892,0.9033,0,0,0,-0.0328,-0.0412,5000
0.5501,0.16,0.9474,0.0669,0.125,0.0076,0.0433,2
0.7019,0.2333,0.9474,0.0729,0.1353,0.0201,0.0846,5
0.7108,0.2867,0.9474,0.0779,0.144,0.0305,0.1096,10
0.7741,0.3767,0.9474,0.0882,0.1614,0.0515,0.149,20
0.79,0.4633,0.9474,0.1011,0.1827,0.0771,0.1874,50
0.6916,0.4933,0.8947,0.1018,0.1828,0.0779,0.177,100
0.6063,0.49,0.7368,0.0864,0.1547,0.0466,0.1027,200
0.6045,0.5367,0.6842,0.089,0.1576,0.0512,0.1028,300
0.6368,0.5733,0.6842,0.0963,0.1688,0.065,0.1224,400
0.6333,0.6133,0.6842,0.1057,0.1831,0.0824,0.145,500
0.6547,0.77,0.5263,0.1429,0.2247,0.1389,0.1801,1000
0.4907,0.8733,0.0526,0.0476,0.05,-0.0177,-0.0177,2000
0.4964,0.93,0,0,0,-0.0122,-0.0213,5000
0.4777,0.93,0,0,0,0,0,2
0.6802,0.68,0.5714,0.1212,0.2,0.0955,0.1409,5
0.7054,0.6033,0.8095,0.1288,0.2222,0.1154,0.2042,10
0.7358,0.57,0.7619,0.1143,0.1988,0.0877,0.1624,20
0.7778,0.6,0.8095,0.1278,0.2208,0.1136,0.2022,50
0.7303,0.53,0.7619,0.1053,0.185,0.0707,0.1401,100
0.6526,0.53,0.8095,0.1104,0.1943,0.0811,0.1626,200
0.6475,0.5867,0.7143,0.1128,0.1948,0.0841,0.1496,300
0.6294,0.62,0.6667,0.1157,0.1972,0.0884,0.1473,400
0.6306,0.63,0.619,0.1121,0.1898,0.0808,0.1309,500
0.5735,0.7867,0.3333,0.1228,0.1795,0.086,0.1002,1000
0.4987,0.8867,0.0476,0.0667,0.0556,-0.0029,-0.003,2000
0.5,0.93,0,0,0,0,0,5000
0.5612,0.9333,0,0,0,0,0,2
0.6266,0.6267,0.65,0.1102,0.1884,0.084,0.1404,5
0.7234,0.6967,0.7,0.1414,0.2353,0.1399,0.2103,10
0.6521,0.5933,0.55,0.0887,0.1528,0.0429,0.0742,20
0.6714,0.5733,0.65,0.097,0.1688,0.0597,0.1093,50
0.6175,0.5567,0.65,0.0935,0.1635,0.0532,0.1,100
0.6239,0.5433,0.65,0.0909,0.1595,0.0482,0.0928,200
0.6228,0.5833,0.65,0.0992,0.1722,0.0639,0.115,300
0.6371,0.5967,0.7,0.1085,0.1879,0.0819,0.1458,400
0.6024,0.65,0.6,0.1101,0.186,0.0827,0.1315,500
0.6152,0.7233,0.5,0.1205,0.1942,0.0972,0.1334,1000
0.5018,0.85,0.1,0.069,0.0816,0.003,0.003,2000
0.4929,0.92,0,0,0,-0.0227,-0.0311,5000
0.4897,0.16,1,0.0667,0.125,0.0141,0.0842,2
0.5699,0.2333,0.8889,0.0656,0.1221,0.0117,0.049,5
0.6379,0.2533,0.8889,0.0672,0.125,0.0151,0.0596,10
0.6874,0.4067,0.9444,0.0876,0.1604,0.0568,0.1574,20
0.7125,0.5033,0.8889,0.0982,0.1768,0.0771,0.1753,50
0.7346,0.5567,0.8889,0.1088,0.1939,0.0974,0.2016,100
0.7099,0.5767,0.8889,0.1135,0.2013,0.1061,0.212,200
0.7362,0.6267,0.8333,0.121,0.2113,0.1189,0.2155,300
0.7355,0.6633,0.7778,0.1261,0.2171,0.1269,0.2134,400
0.6931,0.6767,0.7222,0.1238,0.2114,0.1214,0.1972,500
0.6047,0.7967,0.3889,0.1228,0.1867,0.105,0.1281,1000
0.5567,0.9,0.1667,0.1667,0.1667,0.1135,0.1135,2000
0.5,0.94,0,0,0,0,0,5000
0.5194,0.9233,0,0,0,0,0,2
0.7182,0.7733,0.3913,0.1429,0.2093,0.1092,0.1283,5
0.7886,0.6567,0.7391,0.1491,0.2482,0.1382,0.2132,10
0.838,0.3833,1,0.1106,0.1991,0.0708,0.1916,20
0.851,0.5667,0.9565,0.1457,0.2529,0.1382,0.2612,50
0.7315,0.5033,0.913,0.125,0.2199,0.0983,0.2049,100
0.6687,0.5367,0.8261,0.1234,0.2147,0.0938,0.1803,200
0.6333,0.55,0.7391,0.1164,0.2012,0.0792,0.1455,300
0.5704,0.6,0.5652,0.1057,0.1781,0.0562,0.0909,400
0.5585,0.6133,0.5217,0.1026,0.1714,0.0496,0.0778,500
0.5068,0.7167,0.2609,0.0811,0.1237,0.0076,0.0095,1000
0.5618,0.8533,0.2174,0.1613,0.1852,0.1065,0.108,2000
0.4964,0.9167,0,0,0,-0.0124,-0.0236,5000
0.4605,0.1433,0.9545,0.0758,0.1405,0.0053,0.033,2
0.6357,0.2333,0.9091,0.0806,0.1481,0.0155,0.0613,5
0.6678,0.2667,0.8636,0.0805,0.1473,0.0152,0.0529,10
0.7127,0.4133,0.8636,0.099,0.1776,0.0529,0.1311,20
0.6905,0.4967,0.7273,0.0994,0.1749,0.0526,0.1075,50
0.6181,0.48,0.8182,0.1059,0.1875,0.0662,0.1428,100
0.5978,0.5533,0.6818,0.1056,0.1829,0.0641,0.1175,200
0.5937,0.6233,0.5455,0.1043,0.1752,0.0594,0.0938,300
0.6176,0.66,0.5455,0.1154,0.1905,0.079,0.1175,400
0.5737,0.66,0.5,0.1078,0.1774,0.0646,0.095,500
0.5625,0.7733,0.3182,0.1167,0.1707,0.071,0.0831,1000
0.5639,0.89,0.1818,0.2105,0.1951,0.1364,0.1368,2000
0.4982,0.9233,0,0,0,-0.0064,-0.0163,5000
0.4805,0.9367,0,0,0,0,0,2
0.6363,0.56,0.6316,0.0876,0.1538,0.0479,0.0913,5
0.6659,0.3533,0.7895,0.0732,0.1339,0.0204,0.0593,10
0.6437,0.3767,0.7368,0.0714,0.1302,0.0167,0.0456,20
0.6337,0.5667,0.6842,0.0949,0.1667,0.0624,0.1188,50
0.6245,0.5933,0.6842,0.1008,0.1757,0.0734,0.1335,100
0.5744,0.6367,0.5263,0.0909,0.155,0.0527,0.0861,200
0.5227,0.6667,0.3684,0.0737,0.1228,0.0193,0.0289,300
0.5598,0.7333,0.3684,0.0933,0.1489,0.0533,0.0711,400
0.5217,0.75,0.2632,0.0758,0.1176,0.0214,0.0271,500
0.5167,0.83,0.1579,0.0789,0.1053,0.0227,0.0244,1000
0.5366,0.9133,0.1053,0.1818,0.1333,0.0911,0.0949,2000
0.5,0.9367,0,0,0,0,0,5000
0.5457,0.93,0,0,0,0,0,2
0.6535,0.73,0.381,0.1053,0.1649,0.0621,0.0805,5
0.6682,0.7433,0.4286,0.1216,0.1895,0.0903,0.1158,10
0.6054,0.38,0.7619,0.0812,0.1468,0.0232,0.0608,20
0.6092,0.4567,0.7143,0.0872,0.1554,0.035,0.0782,50
0.5876,0.48,0.6667,0.0859,0.1522,0.0321,0.0679,100
0.5375,0.54,0.5238,0.0791,0.1375,0.0181,0.0333,200
0.542,0.63,0.4286,0.0833,0.1395,0.0253,0.0392,300
0.5719,0.6733,0.4286,0.0947,0.1552,0.0458,0.066,400
0.5725,0.6733,0.4286,0.0947,0.1552,0.0458,0.066,500
0.5479,0.7733,0.2857,0.1017,0.15,0.0521,0.0615,1000
0.5154,0.8767,0.0952,0.1,0.0976,0.0314,0.0314,2000
0.4946,0.92,0,0,0,-0.0178,-0.0276,5000
0.5935,0.2467,1,0.0887,0.163,0.0326,0.1288,2
0.7618,0.2467,1,0.0887,0.163,0.0326,0.1288,5
0.795,0.25,1,0.0891,0.1636,0.0334,0.1303,10
0.8483,0.46,1,0.1196,0.2136,0.095,0.2234,20
0.8332,0.5933,0.9545,0.1479,0.2561,0.1479,0.2711,50
0.7617,0.5567,0.9545,0.1373,0.24,0.1282,0.2502,100
0.7477,0.6033,0.9091,0.146,0.2516,0.1433,0.2555,200
0.7567,0.63,0.9091,0.155,0.2649,0.1596,0.2722,300
0.7619,0.6367,0.9091,0.1575,0.2685,0.1639,0.2766,400
0.7825,0.6733,0.9091,0.1724,0.2899,0.19,0.3018,500
0.6256,0.7733,0.4545,0.1515,0.2273,0.1318,0.1593,1000
0.4951,0.84,0.0909,0.0667,0.0769,-0.0084,-0.0085,2000
0.5227,0.93,0.0455,1,0.087,0.0811,0.2056,5000
0.6001,0.92,0,0,0,0,0,2
0.7253,0.71,0.625,0.1613,0.2564,0.1481,0.2008,5
0.6898,0.5567,0.75,0.1241,0.213,0.0878,0.1574,10
0.6507,0.4133,0.7917,0.1,0.1776,0.0414,0.0969,20
0.647,0.4833,0.75,0.1078,0.1885,0.0565,0.1148,50
0.5985,0.5233,0.7083,0.1111,0.1921,0.0624,0.117,100
0.5775,0.55,0.625,0.1064,0.1818,0.0522,0.0916,200
0.5832,0.6333,0.5417,0.1161,0.1912,0.0684,0.1026,300
0.5974,0.65,0.5417,0.1215,0.1985,0.078,0.1139,400
0.6153,0.6833,0.5417,0.134,0.2149,0.0994,0.1376,500
0.5879,0.7667,0.375,0.1406,0.2045,0.0998,0.1164,1000
0.5018,0.8533,0.0833,0.0833,0.0833,0.0036,0.0036,2000
0.4946,0.91,0,0,0,-0.0181,-0.0296,5000
0.5402,0.93,0,0,0,0,0,2
0.7005,0.4333,0.9048,0.1016,0.1827,0.065,0.1593,5
0.6513,0.4767,0.6667,0.0854,0.1514,0.0311,0.0661,10
0.6666,0.38,0.7619,0.0812,0.1468,0.0232,0.0608,20
0.6677,0.45,0.6667,0.0814,0.1451,0.0232,0.0518,50
0.619,0.48,0.6667,0.0859,0.1522,0.0321,0.0679,100
0.6041,0.4833,0.7143,0.0915,0.1622,0.0434,0.0924,200
0.5429,0.51,0.619,0.0855,0.1503,0.0311,0.0617,300
0.5613,0.5733,0.5238,0.0853,0.1467,0.0299,0.052,400
0.5624,0.62,0.5238,0.0957,0.1618,0.0492,0.0793,500
0.5233,0.73,0.2857,0.0833,0.129,0.0232,0.0294,1000
0.4898,0.87,0.0476,0.05,0.0488,-0.0209,-0.0209,2000
0.4982,0.9267,0,0,0,-0.0064,-0.0159,5000
0.5799,0.1333,1,0.0647,0.1216,0.0101,0.0711,2
0.6403,0.23,1,0.0723,0.1348,0.0258,0.1143,5
0.7061,0.2867,1,0.0776,0.144,0.0367,0.1368,10
0.7051,0.34,0.8889,0.0755,0.1391,0.0321,0.1011,20
0.7341,0.4567,0.8333,0.0857,0.1554,0.0523,0.1281,50
0.6855,0.4867,0.8333,0.0904,0.163,0.0614,0.1423,100
0.666,0.5133,0.8333,0.0949,0.1705,0.0703,0.1552,200
0.6545,0.5567,0.7778,0.0979,0.1739,0.0754,0.1523,300
0.682,0.6133,0.7778,0.1111,0.1944,0.0999,0.1831,400
0.6624,0.6133,0.7222,0.1048,0.1831,0.0875,0.1585,500
0.6312,0.75,0.5,0.12,0.1935,0.1071,0.1459,1000
0.5496,0.8867,0.1667,0.1364,0.15,0.0899,0.0905,2000
0.4965,0.9333,0,0,0,-0.0121,-0.0207,5000
0.5672,0.2533,0.9231,0.0976,0.1765,0.0234,0.0826,2
0.7516,0.2533,0.9231,0.0976,0.1765,0.0234,0.0826,5
0.784,0.2567,0.9231,0.098,0.1771,0.0242,0.0847,10
0.7482,0.4433,0.8077,0.1148,0.201,0.058,0.1249,20
0.6754,0.53,0.7308,0.1242,0.2123,0.0753,0.136,50
0.6339,0.5367,0.7308,0.1258,0.2147,0.0784,0.1401,100
0.6285,0.5567,0.7308,0.131,0.2222,0.0882,0.1525,200
0.6436,0.57,0.7308,0.1348,0.2275,0.0951,0.1609,300
0.6411,0.5967,0.6923,0.1374,0.2293,0.099,0.1588,400
0.6467,0.63,0.6538,0.1429,0.2345,0.1075,0.1619,500
0.5642,0.7467,0.3462,0.1324,0.1915,0.0756,0.0879,1000
0.5313,0.8433,0.1538,0.1379,0.1455,0.0595,0.0596,2000
0.5119,0.9033,0.0385,0.2,0.0645,0.0376,0.0524,5000
0.6104,0.9267,0,0,0,0,0,2
0.7677,0.4833,0.9545,0.12,0.2132,0.0953,0.2118,5
0.8138,0.5433,0.9091,0.129,0.226,0.1119,0.2209,10
0.802,0.55,0.9091,0.1307,0.2286,0.1151,0.2246,20
0.826,0.5,0.9545,0.1235,0.2188,0.1022,0.2202,50
0.8043,0.5133,0.9545,0.1265,0.2234,0.1079,0.227,100
0.7498,0.5467,0.9545,0.1346,0.236,0.1233,0.2447,200
0.7537,0.5567,0.9545,0.1373,0.24,0.1282,0.2502,300
0.7656,0.6233,0.9091,0.1527,0.2614,0.1554,0.268,400
0.7686,0.63,0.9091,0.155,0.2649,0.1596,0.2722,500
0.6812,0.7267,0.6364,0.1591,0.2545,0.1555,0.2119,1000
0.5301,0.83,0.1818,0.1081,0.1356,0.048,0.05,2000
0.491,0.91,0,0,0,-0.0279,-0.0366,5000
0.5213,0.9433,0,0,0,0,0,2
0.521,0.8933,0.0588,0.0588,0.0588,0.0023,0.0023,5
0.7061,0.33,0.8824,0.0701,0.1299,0.0278,0.0916,10
0.7092,0.5233,0.8235,0.0909,0.1637,0.0687,0.1521,20
0.7358,0.47,0.8824,0.0872,0.1587,0.062,0.1531,50
0.6636,0.52,0.7647,0.085,0.1529,0.0567,0.1249,100
0.6404,0.6,0.7059,0.0945,0.1667,0.0741,0.1402,200
0.6602,0.68,0.6471,0.1089,0.1864,0.099,0.161,300
0.6438,0.7,0.5882,0.1075,0.1818,0.0951,0.1474,400
0.6079,0.7367,0.4706,0.1026,0.1684,0.0831,0.1177,500
0.584,0.8433,0.2941,0.125,0.1754,0.1042,0.1159,1000
0.5361,0.91,0.1176,0.1429,0.129,0.082,0.0825,2000
0.4982,0.94,0,0,0,-0.0063,-0.0142,5000
0.5619,0.93,0,0,0,0,0,2
0.7034,0.89,0.1429,0.1667,0.1538,0.0954,0.0957,5
0.7513,0.7,0.6667,0.1443,0.2373,0.1381,0.2014,10
0.7732,0.6933,0.8095,0.1619,0.2698,0.1734,0.2643,20
0.7518,0.4967,0.8571,0.1084,0.1925,0.0779,0.1677,50
0.7039,0.45,0.8571,0.1,0.1791,0.0614,0.144,100
0.5717,0.4733,0.7143,0.0898,0.1596,0.0402,0.087,200
0.5791,0.4567,0.7143,0.0872,0.1554,0.035,0.0782,300
0.5896,0.52,0.6667,0.0927,0.1628,0.0455,0.0896,400
0.5926,0.5733,0.619,0.0977,0.1688,0.0545,0.097,500
0.5627,0.6767,0.4286,0.0957,0.1565,0.0475,0.0682,1000
0.5617,0.84,0.2381,0.1351,0.1724,0.0913,0.0958,2000
0.4946,0.92,0,0,0,-0.0178,-0.0276,5000
0.5701,0.1433,1,0.0821,0.1518,0.0118,0.077,2
0.5448,0.1433,1,0.0821,0.1518,0.0118,0.077,5
0.7853,0.17,1,0.0846,0.1559,0.017,0.0925,10
0.7744,0.3467,0.9565,0.1014,0.1833,0.0519,0.1502,20
0.8172,0.5133,0.9565,0.1317,0.2316,0.1119,0.2319,50
0.7714,0.5333,0.9565,0.1366,0.2391,0.1212,0.2426,100
0.6938,0.5567,0.8696,0.1333,0.2312,0.1133,0.213,200
0.6743,0.57,0.8261,0.1319,0.2275,0.1099,0.1996,300
0.6844,0.5733,0.8261,0.1329,0.2289,0.1116,0.2016,400
0.6666,0.5933,0.7826,0.1333,0.2278,0.1114,0.1927,500
0.579,0.74,0.3913,0.1233,0.1875,0.0803,0.0994,1000
0.5346,0.84,0.1739,0.1212,0.1429,0.0577,0.0589,2000
0.4928,0.91,0,0,0,-0.0232,-0.0335,5000
